fia_species_code,scientific_name,grain_km,fold,eligible_plots,qualifying_tree_records,positive_plots,detected_cells_ge1_positive_plot,detected_cells_ge2_positive_plots,detected_cells_ge3_positive_plots,tpa_unadj_available_fraction,obvious_variance_support_failure,positive_plots_per_detected_cell_min,positive_plots_per_detected_cell_q10,positive_plots_per_detected_cell_q25,positive_plots_per_detected_cell_median,positive_plots_per_detected_cell_q75,positive_plots_per_detected_cell_q90,positive_plots_per_detected_cell_max,positive_plots_per_detected_cell_mean
143,Pinus monophylla var. fallax,25,A,57920,506,101,53,24,14,1.0,0,1,1.0,1.0,1.0,3.0,4.0,5,1.9056603773584906
143,Pinus monophylla var. fallax,25,B,57805,498,98,55,21,13,1.0,0,1,1.0,1.0,1.0,2.0,3.6000000000000014,6,1.7818181818181817
143,Pinus monophylla var. fallax,50,A,57920,506,101,26,21,15,1.0,0,1,1.0,2.0,3.0,5.0,8.0,11,3.8846153846153846
143,Pinus monophylla var. fallax,50,B,57805,498,98,29,22,15,1.0,0,1,1.0,2.0,3.0,4.0,5.599999999999998,16,3.3793103448275863
143,Pinus monophylla var. fallax,75,A,57920,506,101,18,16,13,1.0,0,1,1.7000000000000002,2.25,5.0,7.75,10.900000000000002,13,5.611111111111111
143,Pinus monophylla var. fallax,75,B,57805,498,98,19,16,13,1.0,0,1,1.0,2.0,4.0,6.0,9.799999999999997,19,5.157894736842105
201,Pseudotsuga macrocarpa,25,A,57920,16,3,3,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
201,Pseudotsuga macrocarpa,25,B,57805,6,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
201,Pseudotsuga macrocarpa,50,A,57920,16,3,3,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
201,Pseudotsuga macrocarpa,50,B,57805,6,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
201,Pseudotsuga macrocarpa,75,A,57920,16,3,3,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
201,Pseudotsuga macrocarpa,75,B,57805,6,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
202,Pseudotsuga menziesii,25,A,57920,68386,5760,1322,965,739,1.0,0,1,1.0,1.0,3.0,5.0,10.0,31,4.357034795763994
202,Pseudotsuga menziesii,25,B,57805,68903,5757,1323,980,730,1.0,0,1,1.0,1.0,3.0,5.0,10.0,30,4.351473922902494
202,Pseudotsuga menziesii,50,A,57920,68386,5760,493,419,372,1.0,0,1,1.0,3.0,7.0,15.0,27.80000000000001,84,11.683569979716024
202,Pseudotsuga menziesii,50,B,57805,68903,5757,504,429,374,1.0,0,1,1.0,2.0,7.0,15.0,27.0,94,11.422619047619047
202,Pseudotsuga menziesii,75,A,57920,68386,5760,283,246,219,1.0,0,1,1.0,3.0,10.0,26.0,52.80000000000001,139,20.353356890459363
202,Pseudotsuga menziesii,75,B,57805,68903,5757,282,247,225,1.0,0,1,1.0,3.0,10.5,26.0,57.0,161,20.414893617021278
211,Sequoia sempervirens,25,A,57920,2103,94,41,23,15,1.0,0,1,1.0,1.0,2.0,3.0,4.0,7,2.292682926829268
211,Sequoia sempervirens,25,B,57805,2069,94,35,27,13,1.0,0,1,1.0,2.0,2.0,3.0,5.200000000000003,8,2.6857142857142855
211,Sequoia sempervirens,50,A,57920,2103,94,19,14,11,1.0,0,1,1.0,1.5,4.0,7.0,10.2,12,4.947368421052632
211,Sequoia sempervirens,50,B,57805,2069,94,18,14,10,1.0,0,1,1.0,2.0,3.5,6.75,10.700000000000006,18,5.222222222222222
211,Sequoia sempervirens,75,A,57920,2103,94,15,15,12,1.0,0,2,2.0,3.0,6.0,9.0,10.6,16,6.266666666666667
211,Sequoia sempervirens,75,B,57805,2069,94,14,14,9,1.0,0,2,2.0,2.0,6.0,10.25,12.700000000000001,16,6.714285714285714
212,Sequoiadendron giganteum,25,A,57920,23,5,4,1,0,1.0,0,1,1.0,1.0,1.0,1.25,1.7000000000000002,2,1.25
212,Sequoiadendron giganteum,25,B,57805,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
212,Sequoiadendron giganteum,50,A,57920,23,5,4,1,0,1.0,0,1,1.0,1.0,1.0,1.25,1.7000000000000002,2,1.25
212,Sequoiadendron giganteum,50,B,57805,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
212,Sequoiadendron giganteum,75,A,57920,23,5,4,1,0,1.0,0,1,1.0,1.0,1.0,1.25,1.7000000000000002,2,1.25
212,Sequoiadendron giganteum,75,B,57805,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
221,Taxodium distichum,25,A,57920,3444,538,362,108,38,1.0,0,1,1.0,1.0,1.0,2.0,3.0,8,1.4861878453038675
221,Taxodium distichum,25,B,57805,3102,525,342,109,30,1.0,0,1,1.0,1.0,1.0,2.0,2.0,9,1.5350877192982457
221,Taxodium distichum,50,A,57920,3444,538,227,118,69,1.0,0,1,1.0,1.0,2.0,3.0,4.0,17,2.3700440528634363
221,Taxodium distichum,50,B,57805,3102,525,219,116,63,1.0,0,1,1.0,1.0,2.0,3.0,5.0,20,2.3972602739726026
221,Taxodium distichum,75,A,57920,3444,538,145,109,75,1.0,0,1,1.0,2.0,3.0,5.0,7.0,29,3.7103448275862068
221,Taxodium distichum,75,B,57805,3102,525,134,99,71,1.0,0,1,1.0,1.0,3.0,5.0,8.700000000000003,29,3.917910447761194
222,Taxodium ascendens,25,A,57920,3716,367,191,85,44,1.0,0,1,1.0,1.0,1.0,2.0,4.0,9,1.9214659685863875
222,Taxodium ascendens,25,B,57805,3987,396,207,89,44,1.0,0,1,1.0,1.0,1.0,2.0,4.0,7,1.9130434782608696
222,Taxodium ascendens,50,A,57920,3716,367,98,67,49,1.0,0,1,1.0,1.0,2.5,5.0,8.299999999999997,20,3.7448979591836733
222,Taxodium ascendens,50,B,57805,3987,396,112,71,46,1.0,0,1,1.0,1.0,2.0,5.0,9.800000000000011,14,3.5357142857142856
222,Taxodium ascendens,75,A,57920,3716,367,64,48,39,1.0,0,1,1.0,1.75,4.0,8.0,12.700000000000003,30,5.734375
222,Taxodium ascendens,75,B,57805,3987,396,65,53,41,1.0,0,1,1.0,2.0,4.0,9.0,14.800000000000004,30,6.092307692307692
231,Taxus brevifolia,25,A,57920,217,89,68,12,6,1.0,0,1,1.0,1.0,1.0,1.0,2.0,4,1.3088235294117647
231,Taxus brevifolia,25,B,57805,220,103,68,24,8,1.0,0,1,1.0,1.0,1.0,2.0,3.0,5,1.5147058823529411
231,Taxus brevifolia,50,A,57920,217,89,48,17,7,1.0,0,1,1.0,1.0,1.0,2.0,3.0,11,1.8541666666666667
231,Taxus brevifolia,50,B,57805,220,103,44,23,13,1.0,0,1,1.0,1.0,2.0,3.0,5.700000000000003,8,2.340909090909091
231,Taxus brevifolia,75,A,57920,217,89,32,19,11,1.0,0,1,1.0,1.0,2.0,3.0,5.700000000000006,15,2.78125
231,Taxus brevifolia,75,B,57805,220,103,31,19,15,1.0,0,1,1.0,1.0,2.0,3.5,8.0,13,3.3225806451612905
241,Thuja occidentalis,25,A,57920,21334,1471,479,321,245,1.0,0,1,1.0,1.0,3.0,4.0,6.0,19,3.0709812108559498
241,Thuja occidentalis,25,B,57805,20473,1438,465,312,220,1.0,0,1,1.0,1.0,2.0,4.0,7.0,17,3.0924731182795697
241,Thuja occidentalis,50,A,57920,21334,1471,190,153,131,1.0,0,1,1.0,2.0,5.0,12.0,18.0,29,7.742105263157895
241,Thuja occidentalis,50,B,57805,20473,1438,189,149,128,1.0,0,1,1.0,2.0,5.0,12.0,19.0,33,7.608465608465608
241,Thuja occidentalis,75,A,57920,21334,1471,104,88,82,1.0,0,1,1.0,3.0,9.5,21.0,35.7,54,14.14423076923077
241,Thuja occidentalis,75,B,57805,20473,1438,110,86,81,1.0,0,1,1.0,2.0,9.0,18.0,34.20000000000002,54,13.072727272727272
242,Thuja plicata,25,A,57920,5538,859,270,180,120,1.0,0,1,1.0,1.0,2.0,4.0,7.0,15,3.1814814814814816
242,Thuja plicata,25,B,57805,6092,839,267,172,124,1.0,0,1,1.0,1.0,2.0,4.0,7.0,14,3.142322097378277
242,Thuja plicata,50,A,57920,5538,859,107,98,81,1.0,0,1,2.0,3.0,5.0,11.5,17.0,43,8.02803738317757
242,Thuja plicata,50,B,57805,6092,839,106,93,80,1.0,0,1,1.0,3.0,5.5,12.0,17.0,31,7.915094339622642
242,Thuja plicata,75,A,57920,5538,859,60,53,47,1.0,0,1,1.0,3.0,10.0,23.0,36.1,49,14.316666666666666
242,Thuja plicata,75,B,57805,6092,839,59,52,48,1.0,0,1,1.0,3.5,11.0,24.0,31.60000000000001,49,14.220338983050848
251,Torreya californica,25,A,57920,3,3,2,1,0,1.0,0,1,1.1,1.25,1.5,1.75,1.9,2,1.5
251,Torreya californica,25,B,57805,22,9,8,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1.2999999999999998,2,1.125
251,Torreya californica,50,A,57920,3,3,2,1,0,1.0,0,1,1.1,1.25,1.5,1.75,1.9,2,1.5
251,Torreya californica,50,B,57805,22,9,7,2,0,1.0,0,1,1.0,1.0,1.0,1.5,2.0,2,1.2857142857142858
251,Torreya californica,75,A,57920,3,3,2,1,0,1.0,0,1,1.1,1.25,1.5,1.75,1.9,2,1.5
251,Torreya californica,75,B,57805,22,9,5,2,2,1.0,0,1,1.0,1.0,1.0,3.0,3.0,3,1.8
261,Tsuga canadensis,25,A,57920,15343,2431,818,534,359,1.0,0,1,1.0,1.0,2.0,4.0,6.0,18,2.971882640586797
261,Tsuga canadensis,25,B,57805,14651,2432,826,530,351,1.0,0,1,1.0,1.0,2.0,4.0,6.0,19,2.944309927360775
261,Tsuga canadensis,50,A,57920,15343,2431,310,259,224,1.0,0,1,1.0,2.0,5.0,11.0,19.100000000000023,33,7.841935483870968
261,Tsuga canadensis,50,B,57805,14651,2432,322,265,222,1.0,0,1,1.0,2.0,6.0,10.0,17.0,39,7.552795031055901
261,Tsuga canadensis,75,A,57920,15343,2431,170,146,137,1.0,0,1,1.0,3.0,10.0,21.75,33.099999999999994,59,14.3
261,Tsuga canadensis,75,B,57805,14651,2432,171,147,133,1.0,0,1,1.0,3.0,10.0,21.0,32.0,74,14.222222222222221
262,Tsuga caroliniana,25,A,57920,6,3,2,1,0,1.0,0,1,1.1,1.25,1.5,1.75,1.9,2,1.5
262,Tsuga caroliniana,25,B,57805,9,5,5,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
262,Tsuga caroliniana,50,A,57920,6,3,2,1,0,1.0,0,1,1.1,1.25,1.5,1.75,1.9,2,1.5
262,Tsuga caroliniana,50,B,57805,9,5,4,1,0,1.0,0,1,1.0,1.0,1.0,1.25,1.7000000000000002,2,1.25
262,Tsuga caroliniana,75,A,57920,6,3,1,1,1,1.0,1,3,3.0,3.0,3.0,3.0,3.0,3,3.0
262,Tsuga caroliniana,75,B,57805,9,5,4,1,0,1.0,0,1,1.0,1.0,1.0,1.25,1.7000000000000002,2,1.25
263,Tsuga heterophylla,25,A,57920,14796,1406,268,204,170,1.0,0,1,1.0,2.0,4.0,7.0,13.0,22,5.246268656716418
263,Tsuga heterophylla,25,B,57805,14072,1437,271,205,175,1.0,0,1,1.0,2.0,4.0,7.0,12.0,23,5.302583025830258
263,Tsuga heterophylla,50,A,57920,14796,1406,102,91,83,1.0,0,1,1.1000000000000014,3.0,9.5,19.0,31.0,63,13.784313725490197
263,Tsuga heterophylla,50,B,57805,14072,1437,102,93,85,1.0,0,1,2.0,4.0,10.0,19.75,31.900000000000006,60,14.088235294117647
263,Tsuga heterophylla,75,A,57920,14796,1406,56,48,47,1.0,0,1,1.0,6.75,15.5,36.75,69.5,89,25.107142857142858
263,Tsuga heterophylla,75,B,57805,14072,1437,53,49,47,1.0,0,1,2.2,8.0,18.0,41.0,62.800000000000004,95,27.11320754716981
264,Tsuga mertensiana,25,A,57920,4014,343,124,72,52,1.0,0,1,1.0,1.0,2.0,4.0,6.0,12,2.7661290322580645
264,Tsuga mertensiana,25,B,57805,4193,357,130,78,51,1.0,0,1,1.0,1.0,2.0,3.75,5.1000000000000085,13,2.746153846153846
264,Tsuga mertensiana,50,A,57920,4014,343,61,47,40,1.0,0,1,1.0,2.0,3.0,8.0,14.0,27,5.622950819672131
264,Tsuga mertensiana,50,B,57805,4193,357,63,45,37,1.0,0,1,1.0,1.0,3.0,7.0,14.0,34,5.666666666666667
264,Tsuga mertensiana,75,A,57920,4014,343,43,30,28,1.0,0,1,1.0,1.0,5.0,10.0,21.0,42,7.976744186046512
264,Tsuga mertensiana,75,B,57805,4193,357,39,30,28,1.0,0,1,1.0,2.0,5.0,12.5,20.60000000000001,54,9.153846153846153
303,Acacia farnesiana,25,A,57920,166,58,51,6,1,1.0,0,1,1.0,1.0,1.0,1.0,2.0,3,1.1372549019607843
303,Acacia farnesiana,25,B,57805,266,85,57,17,7,1.0,0,1,1.0,1.0,1.0,2.0,3.0,4,1.4912280701754386
303,Acacia farnesiana,50,A,57920,166,58,33,15,9,1.0,0,1,1.0,1.0,1.0,3.0,3.0,4,1.7575757575757576
303,Acacia farnesiana,50,B,57805,266,85,34,22,11,1.0,0,1,1.0,1.0,2.0,3.0,5.0,9,2.5
303,Acacia farnesiana,75,A,57920,166,58,24,15,11,1.0,0,1,1.0,1.0,2.0,3.0,3.6999999999999993,7,2.4166666666666665
303,Acacia farnesiana,75,B,57805,266,85,24,18,9,1.0,0,1,1.0,1.75,2.0,5.0,8.799999999999997,12,3.5416666666666665
311,Acer barbatum,25,A,57920,771,325,222,61,19,1.0,0,1,1.0,1.0,1.0,2.0,2.0,8,1.4639639639639639
311,Acer barbatum,25,B,57805,673,300,219,58,14,1.0,0,1,1.0,1.0,1.0,2.0,2.0,6,1.36986301369863
311,Acer barbatum,50,A,57920,771,325,144,78,32,1.0,0,1,1.0,1.0,2.0,2.0,4.700000000000017,16,2.2569444444444446
311,Acer barbatum,50,B,57805,673,300,146,69,39,1.0,0,1,1.0,1.0,1.0,3.0,4.0,12,2.0547945205479454
311,Acer barbatum,75,A,57920,771,325,89,68,51,1.0,0,1,1.0,2.0,3.0,4.0,8.0,15,3.651685393258427
311,Acer barbatum,75,B,57805,673,300,96,59,45,1.0,0,1,1.0,1.0,2.0,5.0,7.0,12,3.125
312,Acer macrophyllum,25,A,57920,1959,462,204,104,68,1.0,0,1,1.0,1.0,2.0,3.0,5.0,12,2.264705882352941
312,Acer macrophyllum,25,B,57805,2332,515,226,111,64,1.0,0,1,1.0,1.0,1.0,3.0,4.0,14,2.2787610619469025
312,Acer macrophyllum,50,A,57920,1959,462,95,70,58,1.0,0,1,1.0,1.0,3.0,6.0,9.600000000000009,29,4.863157894736842
312,Acer macrophyllum,50,B,57805,2332,515,100,77,60,1.0,0,1,1.0,2.0,3.0,6.0,10.100000000000009,35,5.15
312,Acer macrophyllum,75,A,57920,1959,462,53,43,37,1.0,0,1,1.0,2.0,5.0,12.0,18.60000000000001,44,8.716981132075471
312,Acer macrophyllum,75,B,57805,2332,515,58,47,38,1.0,0,1,1.0,2.0,5.5,12.0,20.200000000000017,43,8.879310344827585
313,Acer negundo,25,A,57920,4467,1453,1041,264,91,1.0,0,1,1.0,1.0,1.0,2.0,2.0,9,1.3957732949087416
313,Acer negundo,25,B,57805,4470,1492,1049,260,96,1.0,0,1,1.0,1.0,1.0,1.0,2.0,9,1.4223069590085795
313,Acer negundo,50,A,57920,4467,1453,662,312,160,1.0,0,1,1.0,1.0,1.0,2.0,5.0,25,2.194864048338369
313,Acer negundo,50,B,57805,4470,1492,667,305,170,1.0,0,1,1.0,1.0,1.0,3.0,4.0,22,2.23688155922039
313,Acer negundo,75,A,57920,4467,1453,427,272,184,1.0,0,1,1.0,1.0,2.0,4.0,7.0,44,3.4028103044496487
313,Acer negundo,75,B,57805,4470,1492,441,279,189,1.0,0,1,1.0,1.0,2.0,4.0,7.0,40,3.383219954648526
314,Acer nigrum,25,A,57920,102,38,38,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
314,Acer nigrum,25,B,57805,157,45,40,5,0,1.0,0,1,1.0,1.0,1.0,1.0,2.0,2,1.125
314,Acer nigrum,50,A,57920,102,38,32,5,1,1.0,0,1,1.0,1.0,1.0,1.0,2.0,3,1.1875
314,Acer nigrum,50,B,57805,157,45,36,8,1,1.0,0,1,1.0,1.0,1.0,1.0,2.0,3,1.25
314,Acer nigrum,75,A,57920,102,38,33,5,0,1.0,0,1,1.0,1.0,1.0,1.0,2.0,2,1.1515151515151516
314,Acer nigrum,75,B,57805,157,45,35,7,3,1.0,0,1,1.0,1.0,1.0,1.0,2.0,3,1.2857142857142858
315,Acer pensylvanicum,25,A,57920,608,342,202,76,32,1.0,0,1,1.0,1.0,1.0,2.0,3.0,8,1.693069306930693
315,Acer pensylvanicum,25,B,57805,723,356,207,71,39,1.0,0,1,1.0,1.0,1.0,2.0,3.0,8,1.7198067632850242
315,Acer pensylvanicum,50,A,57920,608,342,108,72,48,1.0,0,1,1.0,1.0,2.0,4.0,7.0,15,3.1666666666666665
315,Acer pensylvanicum,50,B,57805,723,356,120,68,41,1.0,0,1,1.0,1.0,2.0,3.0,7.0,18,2.966666666666667
315,Acer pensylvanicum,75,A,57920,608,342,70,54,41,1.0,0,1,1.0,2.0,4.0,6.0,11.100000000000001,22,4.885714285714286
315,Acer pensylvanicum,75,B,57805,723,356,79,49,38,1.0,0,1,1.0,1.0,2.0,5.0,11.400000000000006,24,4.506329113924051
316,Acer rubrum,25,A,57920,72608,14521,3375,2616,2040,1.0,0,1,1.0,2.0,3.0,6.0,9.0,26,4.302518518518519
316,Acer rubrum,25,B,57805,74308,14625,3401,2631,2056,1.0,0,1,1.0,2.0,3.0,6.0,9.0,39,4.300205821817112
316,Acer rubrum,50,A,57920,72608,14521,1083,982,916,1.0,0,1,2.0,4.0,10.0,19.0,30.0,66,13.408125577100646
316,Acer rubrum,50,B,57805,74308,14625,1090,1002,928,1.0,0,1,2.0,4.0,10.0,19.0,30.0,76,13.417431192660551
316,Acer rubrum,75,A,57920,72608,14521,536,496,474,1.0,0,1,2.0,8.0,20.0,40.25,62.0,135,27.09141791044776
316,Acer rubrum,75,B,57805,74308,14625,530,502,488,1.0,0,1,3.0,9.0,20.0,39.0,64.0,146,27.59433962264151
317,Acer saccharinum,25,A,57920,2740,522,450,63,8,1.0,0,1,1.0,1.0,1.0,1.0,2.0,4,1.16
317,Acer saccharinum,25,B,57805,2641,477,392,71,11,1.0,0,1,1.0,1.0,1.0,1.0,2.0,4,1.2168367346938775
317,Acer saccharinum,50,A,57920,2740,522,328,118,49,1.0,0,1,1.0,1.0,1.0,2.0,3.0,5,1.5914634146341464
317,Acer saccharinum,50,B,57805,2641,477,306,100,46,1.0,0,1,1.0,1.0,1.0,2.0,3.0,6,1.5588235294117647
317,Acer saccharinum,75,A,57920,2740,522,230,124,68,1.0,0,1,1.0,1.0,2.0,3.0,5.0,8,2.2695652173913046
317,Acer saccharinum,75,B,57805,2641,477,210,109,63,1.0,0,1,1.0,1.0,2.0,3.0,5.0,10,2.2714285714285714
318,Acer saccharum,25,A,57920,37423,6373,1816,1277,936,1.0,0,1,1.0,1.0,3.0,5.0,7.0,20,3.5093612334801763
318,Acer saccharum,25,B,57805,37733,6360,1817,1273,915,1.0,0,1,1.0,1.0,3.0,5.0,7.0,31,3.500275178866263
318,Acer saccharum,50,A,57920,37423,6373,654,554,486,1.0,0,1,1.0,2.0,7.0,14.0,21.0,66,9.744648318042813
318,Acer saccharum,50,B,57805,37733,6360,656,547,494,1.0,0,1,1.0,3.0,7.0,13.0,22.0,69,9.695121951219512
318,Acer saccharum,75,A,57920,37423,6373,338,304,275,1.0,0,1,1.7000000000000028,4.0,13.0,27.0,42.0,116,18.855029585798817
318,Acer saccharum,75,B,57805,37733,6360,342,301,279,1.0,0,1,1.0,4.0,13.0,27.0,41.0,104,18.596491228070175
319,Acer spicatum,25,A,57920,10,9,7,1,1,1.0,0,1,1.0,1.0,1.0,1.0,1.8000000000000007,3,1.2857142857142858
319,Acer spicatum,25,B,57805,11,9,9,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
319,Acer spicatum,50,A,57920,10,9,6,1,1,1.0,0,1,1.0,1.0,1.0,1.0,2.5,4,1.5
319,Acer spicatum,50,B,57805,11,9,9,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
319,Acer spicatum,75,A,57920,10,9,6,2,1,1.0,0,1,1.0,1.0,1.0,1.75,2.5,3,1.5
319,Acer spicatum,75,B,57805,11,9,9,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
320,Acer platanoides,25,A,57920,137,57,48,8,1,1.0,0,1,1.0,1.0,1.0,1.0,2.0,3,1.1875
320,Acer platanoides,25,B,57805,101,47,46,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,2,1.0217391304347827
320,Acer platanoides,50,A,57920,137,57,40,11,4,1.0,0,1,1.0,1.0,1.0,2.0,2.1000000000000014,4,1.425
320,Acer platanoides,50,B,57805,101,47,40,6,1,1.0,0,1,1.0,1.0,1.0,1.0,2.0,3,1.175
320,Acer platanoides,75,A,57920,137,57,30,13,7,1.0,0,1,1.0,1.0,1.0,2.0,3.1000000000000014,8,1.9
320,Acer platanoides,75,B,57805,101,47,32,10,3,1.0,0,1,1.0,1.0,1.0,2.0,2.0,4,1.46875
322,Acer grandidentatum,25,A,57920,373,49,36,9,4,1.0,0,1,1.0,1.0,1.0,1.25,2.5,3,1.3611111111111112
322,Acer grandidentatum,25,B,57805,445,53,39,11,2,1.0,0,1,1.0,1.0,1.0,2.0,2.0,4,1.358974358974359
322,Acer grandidentatum,50,A,57920,373,49,23,13,5,1.0,0,1,1.0,1.0,2.0,2.0,3.8000000000000007,7,2.130434782608696
322,Acer grandidentatum,50,B,57805,445,53,29,17,4,1.0,0,1,1.0,1.0,2.0,2.0,3.0,5,1.8275862068965518
322,Acer grandidentatum,75,A,57920,373,49,18,7,6,1.0,0,1,1.0,1.0,1.0,3.75,6.300000000000001,11,2.7222222222222223
322,Acer grandidentatum,75,B,57805,445,53,22,9,5,1.0,0,1,1.0,1.0,1.0,2.0,6.800000000000004,8,2.409090909090909
323,Acer leucoderme,25,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
323,Acer leucoderme,25,B,57805,3,3,3,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
323,Acer leucoderme,50,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
323,Acer leucoderme,50,B,57805,3,3,3,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
323,Acer leucoderme,75,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
323,Acer leucoderme,75,B,57805,3,3,3,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
331,Aesculus glabra,25,A,57920,238,93,80,9,2,1.0,0,1,1.0,1.0,1.0,1.0,2.0,4,1.1625
331,Aesculus glabra,25,B,57805,210,87,79,8,0,1.0,0,1,1.0,1.0,1.0,1.0,1.2000000000000028,2,1.1012658227848102
331,Aesculus glabra,50,A,57920,238,93,65,16,6,1.0,0,1,1.0,1.0,1.0,1.0,2.0,6,1.4307692307692308
331,Aesculus glabra,50,B,57805,210,87,65,18,4,1.0,0,1,1.0,1.0,1.0,2.0,2.0,3,1.3384615384615384
331,Aesculus glabra,75,A,57920,238,93,52,17,8,1.0,0,1,1.0,1.0,1.0,2.0,3.0,10,1.7884615384615385
331,Aesculus glabra,75,B,57805,210,87,49,22,8,1.0,0,1,1.0,1.0,1.0,2.0,4.0,5,1.7755102040816326
332,Aesculus flava,25,A,57920,563,224,154,49,18,1.0,0,1,1.0,1.0,1.0,2.0,3.0,4,1.4545454545454546
332,Aesculus flava,25,B,57805,510,233,160,52,13,1.0,0,1,1.0,1.0,1.0,2.0,2.0,5,1.45625
332,Aesculus flava,50,A,57920,563,224,78,51,36,1.0,0,1,1.0,1.0,2.0,4.0,6.0,8,2.871794871794872
332,Aesculus flava,50,B,57805,510,233,87,58,37,1.0,0,1,1.0,1.0,2.0,4.0,5.0,10,2.67816091954023
332,Aesculus flava,75,A,57920,563,224,46,35,32,1.0,0,1,1.0,2.0,4.5,7.0,9.5,11,4.869565217391305
332,Aesculus flava,75,B,57805,510,233,51,40,31,1.0,0,1,1.0,2.0,3.0,6.0,10.0,17,4.568627450980392
333,Aesculus californica,25,A,57920,109,28,24,4,0,1.0,0,1,1.0,1.0,1.0,1.0,2.0,2,1.1666666666666667
333,Aesculus californica,25,B,57805,129,27,22,5,0,1.0,0,1,1.0,1.0,1.0,1.0,2.0,2,1.2272727272727273
333,Aesculus californica,50,A,57920,109,28,20,7,1,1.0,0,1,1.0,1.0,1.0,2.0,2.0,3,1.4
333,Aesculus californica,50,B,57805,129,27,17,6,2,1.0,0,1,1.0,1.0,1.0,2.0,2.4000000000000004,5,1.588235294117647
333,Aesculus californica,75,A,57920,109,28,16,10,2,1.0,0,1,1.0,1.0,2.0,2.0,2.5,3,1.75
333,Aesculus californica,75,B,57805,129,27,18,6,2,1.0,0,1,1.0,1.0,1.0,2.0,2.3000000000000007,4,1.5
334,Aesculus glabra var. arguta,25,A,57920,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
334,Aesculus glabra var. arguta,25,B,57805,14,4,4,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
334,Aesculus glabra var. arguta,50,A,57920,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
334,Aesculus glabra var. arguta,50,B,57805,14,4,4,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
334,Aesculus glabra var. arguta,75,A,57920,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
334,Aesculus glabra var. arguta,75,B,57805,14,4,4,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
341,Ailanthus altissima,25,A,57920,1028,355,272,55,21,1.0,0,1,1.0,1.0,1.0,1.0,2.0,6,1.3051470588235294
341,Ailanthus altissima,25,B,57805,980,362,267,69,17,1.0,0,1,1.0,1.0,1.0,2.0,2.0,6,1.3558052434456929
341,Ailanthus altissima,50,A,57920,1028,355,177,74,40,1.0,0,1,1.0,1.0,1.0,2.0,4.0,12,2.005649717514124
341,Ailanthus altissima,50,B,57805,980,362,180,80,44,1.0,0,1,1.0,1.0,1.0,2.0,4.0,10,2.011111111111111
341,Ailanthus altissima,75,A,57920,1028,355,111,71,44,1.0,0,1,1.0,1.0,2.0,4.0,7.0,19,3.1981981981981984
341,Ailanthus altissima,75,B,57805,980,362,121,76,51,1.0,0,1,1.0,1.0,2.0,4.0,6.0,13,2.9917355371900825
345,Albizia julibrissin,25,A,57920,156,107,99,7,1,1.0,0,1,1.0,1.0,1.0,1.0,1.0,3,1.0808080808080809
345,Albizia julibrissin,25,B,57805,141,76,72,4,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,2,1.0555555555555556
345,Albizia julibrissin,50,A,57920,156,107,88,17,1,1.0,0,1,1.0,1.0,1.0,1.0,2.0,4,1.2159090909090908
345,Albizia julibrissin,50,B,57805,141,76,65,6,3,1.0,0,1,1.0,1.0,1.0,1.0,1.0,5,1.1692307692307693
