fia_species_code,scientific_name,grain_km,fold,eligible_plots,qualifying_tree_records,positive_plots,detected_cells_ge1_positive_plot,detected_cells_ge2_positive_plots,detected_cells_ge3_positive_plots,tpa_unadj_available_fraction,obvious_variance_support_failure,positive_plots_per_detected_cell_min,positive_plots_per_detected_cell_q10,positive_plots_per_detected_cell_q25,positive_plots_per_detected_cell_median,positive_plots_per_detected_cell_q75,positive_plots_per_detected_cell_q90,positive_plots_per_detected_cell_max,positive_plots_per_detected_cell_mean
611,Liquidambar styraciflua,50,B,57805,32254,7411,579,519,475,1.0,0,1,1.0,4.0,11.0,20.0,27.0,41,12.79965457685665
611,Liquidambar styraciflua,75,A,57920,32267,7539,296,264,254,1.0,0,1,1.0,6.0,20.0,41.25,56.5,88,25.469594594594593
611,Liquidambar styraciflua,75,B,57805,32254,7411,289,272,254,1.0,0,1,2.0,6.0,20.0,43.0,57.0,84,25.643598615916954
621,Liriodendron tulipifera,25,A,57920,21377,5304,1619,1130,814,1.0,0,1,1.0,1.0,3.0,5.0,7.0,17,3.2760963557751697
621,Liriodendron tulipifera,25,B,57805,21400,5321,1615,1139,815,1.0,0,1,1.0,1.0,3.0,4.0,7.0,24,3.294736842105263
621,Liriodendron tulipifera,50,A,57920,21377,5304,553,485,429,1.0,0,1,1.0,3.0,7.0,14.0,22.0,40,9.591320072332731
621,Liriodendron tulipifera,50,B,57805,21400,5321,561,477,424,1.0,0,1,1.0,3.0,7.0,14.0,22.0,64,9.484848484848484
621,Liriodendron tulipifera,75,A,57920,21377,5304,274,255,240,1.0,0,1,2.0,5.0,15.0,30.0,45.0,78,19.357664233576642
621,Liriodendron tulipifera,75,B,57805,21400,5321,280,250,230,1.0,0,1,1.0,4.75,14.0,29.0,44.099999999999994,112,19.00357142857143
631,Lithocarpus densiflorus,25,A,57920,3212,231,77,47,33,1.0,0,1,1.0,1.0,2.0,4.0,6.0,13,3.0
631,Lithocarpus densiflorus,25,B,57805,4026,288,78,57,40,1.0,0,1,1.0,1.0,3.0,4.75,7.299999999999997,23,3.6923076923076925
631,Lithocarpus densiflorus,50,A,57920,3212,231,31,23,21,1.0,0,1,1.0,1.5,5.0,12.0,18.0,26,7.451612903225806
631,Lithocarpus densiflorus,50,B,57805,4026,288,32,26,18,1.0,0,1,1.0,2.0,4.5,16.25,19.0,40,9.0
631,Lithocarpus densiflorus,75,A,57920,3212,231,22,19,18,1.0,0,1,1.1,3.25,6.5,14.75,29.00000000000002,35,10.5
631,Lithocarpus densiflorus,75,B,57805,4026,288,23,21,16,1.0,0,1,2.0,2.0,8.0,20.5,27.6,52,12.521739130434783
641,Maclura pomifera,25,A,57920,2015,505,392,87,21,1.0,0,1,1.0,1.0,1.0,1.0,2.0,5,1.288265306122449
641,Maclura pomifera,25,B,57805,1943,506,401,81,19,1.0,0,1,1.0,1.0,1.0,1.0,2.0,5,1.2618453865336658
641,Maclura pomifera,50,A,57920,2015,505,246,112,66,1.0,0,1,1.0,1.0,1.0,3.0,4.0,11,2.0528455284552845
641,Maclura pomifera,50,B,57805,1943,506,265,119,59,1.0,0,1,1.0,1.0,1.0,2.0,4.0,9,1.909433962264151
641,Maclura pomifera,75,A,57920,2015,505,162,107,68,1.0,0,1,1.0,1.0,2.0,4.0,7.0,14,3.117283950617284
641,Maclura pomifera,75,B,57805,1943,506,178,101,71,1.0,0,1,1.0,1.0,2.0,4.0,6.0,14,2.842696629213483
651,Magnolia acuminata,25,A,57920,756,471,263,107,52,1.0,0,1,1.0,1.0,1.0,2.0,4.0,8,1.790874524714829
651,Magnolia acuminata,25,B,57805,753,452,279,98,46,1.0,0,1,1.0,1.0,1.0,2.0,3.0,6,1.6200716845878136
651,Magnolia acuminata,50,A,57920,756,471,132,87,65,1.0,0,1,1.0,1.0,2.0,5.0,8.0,16,3.5681818181818183
651,Magnolia acuminata,50,B,57805,753,452,142,83,62,1.0,0,1,1.0,1.0,2.0,4.75,7.900000000000006,16,3.183098591549296
651,Magnolia acuminata,75,A,57920,756,471,85,54,45,1.0,0,1,1.0,1.0,3.0,7.0,14.0,27,5.541176470588235
651,Magnolia acuminata,75,B,57805,753,452,93,58,45,1.0,0,1,1.0,1.0,2.0,7.0,13.799999999999997,23,4.860215053763441
652,Magnolia grandiflora,25,A,57920,779,334,222,76,22,1.0,0,1,1.0,1.0,1.0,2.0,2.0,8,1.5045045045045045
652,Magnolia grandiflora,25,B,57805,711,310,211,69,19,1.0,0,1,1.0,1.0,1.0,2.0,2.0,8,1.4691943127962086
652,Magnolia grandiflora,50,A,57920,779,334,122,81,53,1.0,0,1,1.0,1.0,2.0,3.75,5.0,11,2.737704918032787
652,Magnolia grandiflora,50,B,57805,711,310,128,71,46,1.0,0,1,1.0,1.0,2.0,3.0,4.0,20,2.421875
652,Magnolia grandiflora,75,A,57920,779,334,81,58,43,1.0,0,1,1.0,1.0,3.0,6.0,9.0,16,4.1234567901234565
652,Magnolia grandiflora,75,B,57805,711,310,84,54,41,1.0,0,1,1.0,1.0,2.0,5.0,7.700000000000003,28,3.6904761904761907
653,Magnolia virginiana,25,A,57920,3503,899,481,211,99,1.0,0,1,1.0,1.0,1.0,2.0,3.0,12,1.869022869022869
653,Magnolia virginiana,25,B,57805,3657,905,477,208,102,1.0,0,1,1.0,1.0,1.0,2.0,4.0,12,1.8972746331236898
653,Magnolia virginiana,50,A,57920,3503,899,229,158,116,1.0,0,1,1.0,1.0,3.0,5.0,9.200000000000017,27,3.925764192139738
653,Magnolia virginiana,50,B,57805,3657,905,226,164,114,1.0,0,1,1.0,1.0,3.0,5.0,8.0,32,4.004424778761062
653,Magnolia virginiana,75,A,57920,3503,899,130,102,87,1.0,0,1,1.0,2.0,5.0,9.0,17.0,43,6.915384615384616
653,Magnolia virginiana,75,B,57805,3657,905,128,103,88,1.0,0,1,1.0,2.0,4.0,8.25,16.299999999999997,52,7.0703125
654,Magnolia macrophylla,25,A,57920,133,70,55,11,3,1.0,0,1,1.0,1.0,1.0,1.0,2.0,4,1.2727272727272727
654,Magnolia macrophylla,25,B,57805,93,51,45,5,1,1.0,0,1,1.0,1.0,1.0,1.0,1.6000000000000014,3,1.1333333333333333
654,Magnolia macrophylla,50,A,57920,133,70,39,11,6,1.0,0,1,1.0,1.0,1.0,2.0,3.4000000000000057,10,1.794871794871795
654,Magnolia macrophylla,50,B,57805,93,51,35,8,3,1.0,0,1,1.0,1.0,1.0,1.0,2.0,6,1.457142857142857
654,Magnolia macrophylla,75,A,57920,133,70,29,13,7,1.0,0,1,1.0,1.0,1.0,2.0,6.399999999999999,10,2.413793103448276
654,Magnolia macrophylla,75,B,57805,93,51,26,9,6,1.0,0,1,1.0,1.0,1.0,2.0,3.0,9,1.9615384615384615
655,Magnolia fraseri,25,A,57920,436,194,90,51,24,1.0,0,1,1.0,1.0,2.0,3.0,4.0,7,2.1555555555555554
655,Magnolia fraseri,25,B,57805,492,212,97,48,30,1.0,0,1,1.0,1.0,1.0,3.0,4.400000000000006,10,2.185567010309278
655,Magnolia fraseri,50,A,57920,436,194,45,32,27,1.0,0,1,1.0,1.0,3.0,6.0,8.600000000000001,16,4.311111111111111
655,Magnolia fraseri,50,B,57805,492,212,42,34,25,1.0,0,1,1.0,2.0,3.0,8.0,10.0,21,5.0476190476190474
655,Magnolia fraseri,75,A,57920,436,194,27,23,20,1.0,0,1,1.0,2.5,7.0,11.0,12.800000000000004,20,7.185185185185185
655,Magnolia fraseri,75,B,57805,492,212,27,22,18,1.0,0,1,1.0,2.0,5.0,12.0,14.400000000000002,32,7.851851851851852
658,Magnolia tripetala,25,A,57920,26,13,12,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,2,1.0833333333333333
658,Magnolia tripetala,25,B,57805,23,14,14,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
658,Magnolia tripetala,50,A,57920,26,13,11,2,0,1.0,0,1,1.0,1.0,1.0,1.0,2.0,2,1.1818181818181819
658,Magnolia tripetala,50,B,57805,23,14,14,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
658,Magnolia tripetala,75,A,57920,26,13,11,2,0,1.0,0,1,1.0,1.0,1.0,1.0,2.0,2,1.1818181818181819
658,Magnolia tripetala,75,B,57805,23,14,13,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,2,1.0769230769230769
660,Malus spp.,25,A,57920,645,242,211,27,3,1.0,0,1,1.0,1.0,1.0,1.0,2.0,4,1.146919431279621
660,Malus spp.,25,B,57805,672,271,226,34,5,1.0,0,1,1.0,1.0,1.0,1.0,2.0,5,1.1991150442477876
660,Malus spp.,50,A,57920,645,242,153,49,22,1.0,0,1,1.0,1.0,1.0,2.0,3.0,6,1.5816993464052287
660,Malus spp.,50,B,57805,672,271,162,61,23,1.0,0,1,1.0,1.0,1.0,2.0,3.0,11,1.6728395061728396
660,Malus spp.,75,A,57920,645,242,120,45,27,1.0,0,1,1.0,1.0,1.0,2.0,5.0,11,2.0166666666666666
660,Malus spp.,75,B,57805,672,271,120,60,30,1.0,0,1,1.0,1.0,1.5,2.25,5.0,16,2.2583333333333333
661,Malus fusca,25,A,57920,6,6,5,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1.6,2,1.2
661,Malus fusca,25,B,57805,19,10,10,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
661,Malus fusca,50,A,57920,6,6,5,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1.6,2,1.2
661,Malus fusca,50,B,57805,19,10,8,2,0,1.0,0,1,1.0,1.0,1.0,1.25,2.0,2,1.25
661,Malus fusca,75,A,57920,6,6,5,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1.6,2,1.2
661,Malus fusca,75,B,57805,19,10,7,2,1,1.0,0,1,1.0,1.0,1.0,1.5,2.4000000000000004,3,1.4285714285714286
662,Malus angustifolia,25,A,57920,6,5,5,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
662,Malus angustifolia,25,B,57805,3,3,3,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
662,Malus angustifolia,50,A,57920,6,5,5,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
662,Malus angustifolia,50,B,57805,3,3,3,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
662,Malus angustifolia,75,A,57920,6,5,5,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
662,Malus angustifolia,75,B,57805,3,3,3,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
663,Malus coronaria,25,A,57920,17,10,10,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
663,Malus coronaria,25,B,57805,9,7,6,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1.5,2,1.1666666666666667
663,Malus coronaria,50,A,57920,17,10,9,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1.2000000000000002,2,1.1111111111111112
663,Malus coronaria,50,B,57805,9,7,5,1,1,1.0,0,1,1.0,1.0,1.0,1.0,2.2,3,1.4
663,Malus coronaria,75,A,57920,17,10,8,1,1,1.0,0,1,1.0,1.0,1.0,1.0,1.5999999999999996,3,1.25
663,Malus coronaria,75,B,57805,9,7,5,1,1,1.0,0,1,1.0,1.0,1.0,1.0,2.2,3,1.4
681,Morus alba,25,A,57920,558,221,198,20,2,1.0,0,1,1.0,1.0,1.0,1.0,1.3000000000000114,4,1.1161616161616161
681,Morus alba,25,B,57805,591,210,186,18,3,1.0,0,1,1.0,1.0,1.0,1.0,1.0,5,1.1290322580645162
681,Morus alba,50,A,57920,558,221,165,41,11,1.0,0,1,1.0,1.0,1.0,1.0,2.0,5,1.3393939393939394
681,Morus alba,50,B,57805,591,210,147,37,16,1.0,0,1,1.0,1.0,1.0,1.5,3.0,10,1.4285714285714286
681,Morus alba,75,A,57920,558,221,127,51,22,1.0,0,1,1.0,1.0,1.0,2.0,3.0,7,1.7401574803149606
681,Morus alba,75,B,57805,591,210,112,47,23,1.0,0,1,1.0,1.0,1.0,2.0,3.0,11,1.875
682,Morus rubra,25,A,57920,1155,717,610,91,13,1.0,0,1,1.0,1.0,1.0,1.0,2.0,5,1.1754098360655738
682,Morus rubra,25,B,57805,1158,738,603,113,19,1.0,0,1,1.0,1.0,1.0,1.0,2.0,4,1.2238805970149254
682,Morus rubra,50,A,57920,1155,717,427,174,74,1.0,0,1,1.0,1.0,1.0,2.0,3.0,8,1.6791569086651055
682,Morus rubra,50,B,57805,1158,738,434,172,70,1.0,0,1,1.0,1.0,1.0,2.0,3.0,9,1.7004608294930876
682,Morus rubra,75,A,57920,1155,717,300,170,93,1.0,0,1,1.0,1.0,2.0,3.0,5.0,12,2.39
682,Morus rubra,75,B,57805,1158,738,299,166,102,1.0,0,1,1.0,1.0,2.0,3.0,5.0,11,2.468227424749164
683,Morus microphylla,25,A,57920,2,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
683,Morus microphylla,25,B,57805,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
683,Morus microphylla,50,A,57920,2,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
683,Morus microphylla,50,B,57805,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
683,Morus microphylla,75,A,57920,2,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
683,Morus microphylla,75,B,57805,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
691,Nyssa aquatica,25,A,57920,2546,252,184,41,15,1.0,0,1,1.0,1.0,1.0,1.0,2.0,8,1.3695652173913044
691,Nyssa aquatica,25,B,57805,2464,230,159,38,16,1.0,0,1,1.0,1.0,1.0,1.0,2.200000000000017,9,1.4465408805031446
691,Nyssa aquatica,50,A,57920,2546,252,136,50,23,1.0,0,1,1.0,1.0,1.0,2.0,3.0,11,1.8529411764705883
691,Nyssa aquatica,50,B,57805,2464,230,109,51,28,1.0,0,1,1.0,1.0,1.0,3.0,4.0,18,2.110091743119266
691,Nyssa aquatica,75,A,57920,2546,252,96,55,31,1.0,0,1,1.0,1.0,2.0,3.0,5.5,22,2.625
691,Nyssa aquatica,75,B,57805,2464,230,85,46,30,1.0,0,1,1.0,1.0,2.0,3.0,5.0,26,2.7058823529411766
692,Nyssa ogeche,25,A,57920,116,22,19,2,1,1.0,0,1,1.0,1.0,1.0,1.0,1.1999999999999993,3,1.1578947368421053
692,Nyssa ogeche,25,B,57805,153,26,22,4,0,1.0,0,1,1.0,1.0,1.0,1.0,2.0,2,1.1818181818181819
692,Nyssa ogeche,50,A,57920,116,22,12,7,2,1.0,0,1,1.0,1.0,2.0,2.0,2.9000000000000004,4,1.8333333333333333
692,Nyssa ogeche,50,B,57805,153,26,16,8,2,1.0,0,1,1.0,1.0,1.5,2.0,2.5,3,1.625
692,Nyssa ogeche,75,A,57920,116,22,9,6,3,1.0,0,1,1.0,1.0,2.0,3.0,5.0,5,2.4444444444444446
692,Nyssa ogeche,75,B,57805,153,26,12,6,5,1.0,0,1,1.0,1.0,1.5,3.0,3.9000000000000004,5,2.1666666666666665
693,Nyssa sylvatica,25,A,57920,9878,4502,1870,1106,641,1.0,0,1,1.0,1.0,2.0,3.0,5.0,17,2.407486631016043
693,Nyssa sylvatica,25,B,57805,10043,4485,1810,1126,652,1.0,0,1,1.0,1.0,2.0,3.0,5.0,18,2.477900552486188
693,Nyssa sylvatica,50,A,57920,9878,4502,696,587,504,1.0,0,1,1.0,2.0,5.0,9.0,13.0,43,6.468390804597701
693,Nyssa sylvatica,50,B,57805,10043,4485,687,595,494,1.0,0,1,1.0,2.0,5.0,9.0,13.0,58,6.528384279475983
693,Nyssa sylvatica,75,A,57920,9878,4502,349,317,290,1.0,0,1,2.0,4.0,11.0,19.0,25.0,68,12.899713467048711
693,Nyssa sylvatica,75,B,57805,10043,4485,351,312,286,1.0,0,1,1.0,4.0,11.0,18.0,25.0,80,12.777777777777779
694,Nyssa biflora,25,A,57920,7632,1082,506,274,156,1.0,0,1,1.0,1.0,2.0,3.0,4.0,11,2.1383399209486167
694,Nyssa biflora,25,B,57805,7718,1043,518,262,130,1.0,0,1,1.0,1.0,2.0,2.75,4.0,13,2.0135135135135136
694,Nyssa biflora,50,A,57920,7632,1082,204,168,132,1.0,0,1,1.0,2.0,4.0,7.0,11.700000000000017,20,5.303921568627451
694,Nyssa biflora,50,B,57805,7718,1043,214,170,137,1.0,0,1,1.0,2.0,4.0,7.0,10.0,21,4.873831775700935
694,Nyssa biflora,75,A,57920,7632,1082,122,96,83,1.0,0,1,1.0,2.0,6.0,13.0,22.0,36,8.868852459016393
694,Nyssa biflora,75,B,57805,7718,1043,125,99,87,1.0,0,1,1.0,2.0,5.0,13.0,20.0,36,8.344
701,Ostrya virginiana,25,A,57920,3317,1658,1086,373,121,1.0,0,1,1.0,1.0,1.0,2.0,3.0,8,1.5267034990791897
701,Ostrya virginiana,25,B,57805,3403,1729,1128,380,132,1.0,0,1,1.0,1.0,1.0,2.0,3.0,7,1.5328014184397163
701,Ostrya virginiana,50,A,57920,3317,1658,609,364,244,1.0,0,1,1.0,1.0,2.0,4.0,6.0,15,2.722495894909688
701,Ostrya virginiana,50,B,57805,3403,1729,625,393,240,1.0,0,1,1.0,1.0,2.0,4.0,6.0,17,2.7664
701,Ostrya virginiana,75,A,57920,3317,1658,388,271,206,1.0,0,1,1.0,1.0,3.0,6.0,10.0,24,4.27319587628866
701,Ostrya virginiana,75,B,57805,3403,1729,387,292,212,1.0,0,1,1.0,2.0,3.0,6.0,10.400000000000034,28,4.467700258397933
711,Oxydendrum arboreum,25,A,57920,6248,2113,722,447,287,1.0,0,1,1.0,1.0,2.0,4.0,6.0,24,2.9265927977839334
711,Oxydendrum arboreum,25,B,57805,6362,2121,740,441,286,1.0,0,1,1.0,1.0,2.0,4.0,6.0,26,2.866216216216216
711,Oxydendrum arboreum,50,A,57920,6248,2113,283,232,195,1.0,0,1,1.0,2.0,4.0,10.0,17.0,66,7.46643109540636
711,Oxydendrum arboreum,50,B,57805,6362,2121,296,230,194,1.0,0,1,1.0,2.0,4.0,9.0,17.0,73,7.16554054054054
711,Oxydendrum arboreum,75,A,57920,6248,2113,150,128,114,1.0,0,1,1.0,3.0,8.0,19.0,37.0,100,14.086666666666666
711,Oxydendrum arboreum,75,B,57805,6362,2121,157,133,121,1.0,0,1,1.0,3.0,8.0,18.0,33.400000000000006,131,13.509554140127388
712,Paulownia tomentosa,25,A,57920,193,109,99,10,0,1.0,0,1,1.0,1.0,1.0,1.0,1.2000000000000028,2,1.101010101010101
712,Paulownia tomentosa,25,B,57805,206,118,100,14,2,1.0,0,1,1.0,1.0,1.0,1.0,2.0,4,1.18
712,Paulownia tomentosa,50,A,57920,193,109,79,22,5,1.0,0,1,1.0,1.0,1.0,2.0,2.0,5,1.379746835443038
712,Paulownia tomentosa,50,B,57805,206,118,77,23,10,1.0,0,1,1.0,1.0,1.0,2.0,3.0,6,1.5324675324675325
712,Paulownia tomentosa,75,A,57920,193,109,62,26,12,1.0,0,1,1.0,1.0,1.0,2.0,3.0,6,1.7580645161290323
712,Paulownia tomentosa,75,B,57805,206,118,65,21,11,1.0,0,1,1.0,1.0,1.0,2.0,4.0,9,1.8153846153846154
721,Persea borbonia,25,A,57920,261,104,76,16,8,1.0,0,1,1.0,1.0,1.0,1.0,2.5,5,1.368421052631579
721,Persea borbonia,25,B,57805,327,109,88,15,4,1.0,0,1,1.0,1.0,1.0,1.0,2.0,4,1.2386363636363635
721,Persea borbonia,50,A,57920,261,104,58,18,9,1.0,0,1,1.0,1.0,1.0,2.0,3.0,9,1.793103448275862
721,Persea borbonia,50,B,57805,327,109,71,19,8,1.0,0,1,1.0,1.0,1.0,2.0,3.0,7,1.5352112676056338
721,Persea borbonia,75,A,57920,261,104,41,17,10,1.0,0,1,1.0,1.0,1.0,2.0,5.0,15,2.5365853658536586
721,Persea borbonia,75,B,57805,327,109,49,23,10,1.0,0,1,1.0,1.0,1.0,2.0,5.0,10,2.2244897959183674
722,Planera aquatica,25,A,57920,750,125,101,19,3,1.0,0,1,1.0,1.0,1.0,1.0,2.0,4,1.2376237623762376
722,Planera aquatica,25,B,57805,411,92,81,9,2,1.0,0,1,1.0,1.0,1.0,1.0,2.0,3,1.1358024691358024
722,Planera aquatica,50,A,57920,750,125,72,29,12,1.0,0,1,1.0,1.0,1.0,2.0,3.0,8,1.7361111111111112
722,Planera aquatica,50,B,57805,411,92,67,15,5,1.0,0,1,1.0,1.0,1.0,1.0,2.0,5,1.373134328358209
722,Planera aquatica,75,A,57920,750,125,61,31,15,1.0,0,1,1.0,1.0,2.0,2.0,3.0,9,2.0491803278688523
722,Planera aquatica,75,B,57805,411,92,54,19,9,1.0,0,1,1.0,1.0,1.0,2.0,3.0,8,1.7037037037037037
730,Platanus racemosa,25,A,57920,0,0,0,0,0,1.0,1,,,,,,,,
730,Platanus racemosa,25,B,57805,3,3,3,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
730,Platanus racemosa,50,A,57920,0,0,0,0,0,1.0,1,,,,,,,,
730,Platanus racemosa,50,B,57805,3,3,3,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
730,Platanus racemosa,75,A,57920,0,0,0,0,0,1.0,1,,,,,,,,
730,Platanus racemosa,75,B,57805,3,3,3,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
731,Platanus occidentalis,25,A,57920,2376,1114,852,196,50,1.0,0,1,1.0,1.0,1.0,1.0,2.0,7,1.307511737089202
731,Platanus occidentalis,25,B,57805,2374,1088,848,188,42,1.0,0,1,1.0,1.0,1.0,1.0,2.0,5,1.2830188679245282
731,Platanus occidentalis,50,A,57920,2376,1114,516,261,149,1.0,0,1,1.0,1.0,2.0,3.0,4.5,9,2.1589147286821704
731,Platanus occidentalis,50,B,57805,2374,1088,510,269,162,1.0,0,1,1.0,1.0,2.0,3.0,4.0,11,2.1333333333333333
731,Platanus occidentalis,75,A,57920,2376,1114,319,226,157,1.0,0,1,1.0,1.0,2.0,5.0,7.199999999999989,17,3.4921630094043885
731,Platanus occidentalis,75,B,57805,2374,1088,318,221,159,1.0,0,1,1.0,1.0,2.5,5.0,7.0,20,3.4213836477987423
732,Platanus wrightii,25,A,57920,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
732,Platanus wrightii,25,B,57805,5,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
732,Platanus wrightii,50,A,57920,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
732,Platanus wrightii,50,B,57805,5,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
732,Platanus wrightii,75,A,57920,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
732,Platanus wrightii,75,B,57805,5,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
741,Populus balsamifera,25,A,57920,2253,550,265,121,73,1.0,0,1,1.0,1.0,1.0,3.0,4.0,11,2.0754716981132075
741,Populus balsamifera,25,B,57805,2523,566,254,132,77,1.0,0,1,1.0,1.0,2.0,3.0,4.0,12,2.2283464566929134
741,Populus balsamifera,50,A,57920,2253,550,127,82,65,1.0,0,1,1.0,1.0,3.0,6.0,10.400000000000006,22,4.330708661417323
741,Populus balsamifera,50,B,57805,2523,566,124,84,65,1.0,0,1,1.0,1.0,3.0,6.25,11.0,23,4.564516129032258
741,Populus balsamifera,75,A,57920,2253,550,83,58,43,1.0,0,1,1.0,1.0,3.0,9.5,15.799999999999997,36,6.626506024096385
741,Populus balsamifera,75,B,57805,2523,566,75,58,49,1.0,0,1,1.0,2.0,4.0,11.0,20.0,41,7.546666666666667
742,Populus deltoides,25,A,57920,1558,439,394,39,5,1.0,0,1,1.0,1.0,1.0,1.0,1.0,4,1.114213197969543
742,Populus deltoides,25,B,57805,1367,414,377,32,4,1.0,0,1,1.0,1.0,1.0,1.0,1.0,4,1.0981432360742707
742,Populus deltoides,50,A,57920,1558,439,315,92,24,1.0,0,1,1.0,1.0,1.0,2.0,2.0,7,1.3936507936507936
742,Populus deltoides,50,B,57805,1367,414,307,83,16,1.0,0,1,1.0,1.0,1.0,2.0,2.0,6,1.3485342019543973
742,Populus deltoides,75,A,57920,1558,439,249,107,49,1.0,0,1,1.0,1.0,1.0,2.0,3.0,8,1.7630522088353413
742,Populus deltoides,75,B,57805,1367,414,247,101,41,1.0,0,1,1.0,1.0,1.0,2.0,3.0,8,1.6761133603238867
743,Populus grandidentata,25,A,57920,6799,1244,677,288,136,1.0,0,1,1.0,1.0,1.0,2.0,4.0,14,1.8375184638109305
743,Populus grandidentata,25,B,57805,6500,1255,688,290,147,1.0,0,1,1.0,1.0,1.0,2.0,3.0,12,1.8241279069767442
743,Populus grandidentata,50,A,57920,6799,1244,338,216,161,1.0,0,1,1.0,1.0,2.0,5.0,8.0,24,3.6804733727810652
743,Populus grandidentata,50,B,57805,6500,1255,343,225,163,1.0,0,1,1.0,1.0,2.0,5.0,8.0,22,3.6588921282798834
743,Populus grandidentata,75,A,57920,6799,1244,206,151,116,1.0,0,1,1.0,1.0,3.0,8.75,15.0,33,6.038834951456311
743,Populus grandidentata,75,B,57805,6500,1255,202,150,121,1.0,0,1,1.0,1.0,4.0,8.0,15.0,35,6.212871287128713
744,Populus heterophylla,25,A,57920,67,27,23,4,0,1.0,0,1,1.0,1.0,1.0,1.0,2.0,2,1.173913043478261
744,Populus heterophylla,25,B,57805,24,11,9,2,0,1.0,0,1,1.0,1.0,1.0,1.0,2.0,2,1.2222222222222223
744,Populus heterophylla,50,A,57920,67,27,21,5,1,1.0,0,1,1.0,1.0,1.0,1.0,2.0,3,1.2857142857142858
744,Populus heterophylla,50,B,57805,24,11,7,4,0,1.0,0,1,1.0,1.0,2.0,2.0,2.0,2,1.5714285714285714
744,Populus heterophylla,75,A,57920,67,27,17,5,3,1.0,0,1,1.0,1.0,1.0,2.0,3.0,5,1.588235294117647
744,Populus heterophylla,75,B,57805,24,11,8,3,0,1.0,0,1,1.0,1.0,1.0,2.0,2.0,2,1.375
745,Populus deltoides ssp. monilifera,25,A,57920,29,7,7,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
745,Populus deltoides ssp. monilifera,25,B,57805,73,5,5,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
745,Populus deltoides ssp. monilifera,50,A,57920,29,7,7,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
745,Populus deltoides ssp. monilifera,50,B,57805,73,5,5,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
745,Populus deltoides ssp. monilifera,75,A,57920,29,7,7,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
745,Populus deltoides ssp. monilifera,75,B,57805,73,5,5,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
746,Populus tremuloides,25,A,57920,36297,4127,1333,769,510,1.0,0,1,1.0,1.0,2.0,4.0,7.0,19,3.0960240060015005
746,Populus tremuloides,25,B,57805,37042,4194,1340,783,520,1.0,0,1,1.0,1.0,2.0,4.0,8.0,21,3.129850746268657
746,Populus tremuloides,50,A,57920,36297,4127,584,426,342,1.0,0,1,1.0,1.0,3.0,8.0,19.0,64,7.066780821917808
