projection,origin_x,origin_y,grain_km,n_cells_total,n_cells_with_eligible_plots,n_unique_physical_plot_lineages,n_primary_measurements,n_spatial_primary_measurements,parent_mapping_check,parent_mapping_failures,boundary_domain_mask,grid_recentered_on_national_data,status,eligible_plots_per_cell_min,eligible_plots_per_cell_q10,eligible_plots_per_cell_q25,eligible_plots_per_cell_median,eligible_plots_per_cell_q75,eligible_plots_per_cell_q90,eligible_plots_per_cell_max,eligible_plots_per_cell_mean
NAD83 / CONUS Albers equal-area (EPSG:5070 ellipsoidal D04 implementation),0.0,0.0,25,10051,10051,115725,115725,115725,PASS,0,CONUS 48 + DC if present; FIA denominator is fixed-grid cells represented by >=1 primary eligible plot; unsampled political-boundary cells are not zeros,0,PASS,1,1.0,4.0,9.0,17.0,24.0,76,11.513779723410606
NAD83 / CONUS Albers equal-area (EPSG:5070 ellipsoidal D04 implementation),0.0,0.0,50,2970,2970,115725,115725,115725,PASS,0,CONUS 48 + DC if present; FIA denominator is fixed-grid cells represented by >=1 primary eligible plot; unsampled political-boundary cells are not zeros,0,PASS,1,3.0,9.0,28.0,60.0,89.0,210,38.964646464646464
NAD83 / CONUS Albers equal-area (EPSG:5070 ellipsoidal D04 implementation),0.0,0.0,75,1441,1441,115725,115725,115725,PASS,0,CONUS 48 + DC if present; FIA denominator is fixed-grid cells represented by >=1 primary eligible plot; unsampled political-boundary cells are not zeros,0,PASS,1,4.0,16.0,56.0,128.0,189.0,404,80.3088133240805
