grain_km,total_detection_cells_min,detection_cells_each_fold_min,positive_plots_each_fold_min,us_share_threshold_active,US_share_USCA_min,taxon_scope,n_species_denominator,n_species_remaining,proportion_of_species_remaining,threshold_role
50,40,5,100,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,96,0.24242424242424243,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,5,100,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,88,0.2222222222222222,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,0,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,202,0.51010101010101,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,0,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,135,0.3409090909090909,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,0,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,129,0.32575757575757575,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,0,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,118,0.29797979797979796,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,0,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,108,0.2727272727272727,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,10,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,202,0.51010101010101,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,10,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,135,0.3409090909090909,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,10,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,129,0.32575757575757575,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,10,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,118,0.29797979797979796,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,10,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,108,0.2727272727272727,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,20,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,199,0.5025252525252525,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,20,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,132,0.3333333333333333,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,20,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,127,0.3207070707070707,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,20,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,116,0.29292929292929293,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,20,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,106,0.2676767676767677,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,30,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,194,0.4898989898989899,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,30,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,131,0.33080808080808083,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,30,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,126,0.3181818181818182,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,30,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,115,0.2904040404040404,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,30,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,105,0.26515151515151514,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,50,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,186,0.4696969696969697,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,50,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,127,0.3207070707070707,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,50,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,122,0.30808080808080807,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,50,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,111,0.2803030303030303,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,50,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,102,0.25757575757575757,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,100,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,162,0.4090909090909091,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,100,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,111,0.2803030303030303,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,100,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,106,0.2676767676767677,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,100,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,96,0.24242424242424243,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,10,100,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,88,0.2222222222222222,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,0,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,202,0.51010101010101,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,0,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,135,0.3409090909090909,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,0,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,129,0.32575757575757575,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,0,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,118,0.29797979797979796,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,0,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,108,0.2727272727272727,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,10,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,202,0.51010101010101,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,10,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,135,0.3409090909090909,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,10,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,129,0.32575757575757575,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,10,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,118,0.29797979797979796,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,10,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,108,0.2727272727272727,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,20,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,199,0.5025252525252525,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,20,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,132,0.3333333333333333,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,20,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,127,0.3207070707070707,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,20,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,116,0.29292929292929293,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,20,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,106,0.2676767676767677,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,30,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,194,0.4898989898989899,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,30,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,131,0.33080808080808083,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,30,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,126,0.3181818181818182,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,30,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,115,0.2904040404040404,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,30,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,105,0.26515151515151514,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,50,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,186,0.4696969696969697,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,50,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,127,0.3207070707070707,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,50,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,122,0.30808080808080807,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,50,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,111,0.2803030303030303,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,50,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,102,0.25757575757575757,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,100,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,162,0.4090909090909091,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,100,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,111,0.2803030303030303,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,100,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,106,0.2676767676767677,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,100,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,96,0.24242424242424243,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,15,100,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,88,0.2222222222222222,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,0,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,198,0.5,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,0,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,131,0.33080808080808083,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,0,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,126,0.3181818181818182,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,0,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,115,0.2904040404040404,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,0,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,105,0.26515151515151514,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,10,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,198,0.5,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,10,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,131,0.33080808080808083,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,10,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,126,0.3181818181818182,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,10,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,115,0.2904040404040404,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,10,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,105,0.26515151515151514,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,20,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,198,0.5,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,20,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,131,0.33080808080808083,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,20,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,126,0.3181818181818182,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,20,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,115,0.2904040404040404,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,20,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,105,0.26515151515151514,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,30,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,194,0.4898989898989899,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,30,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,131,0.33080808080808083,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,30,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,126,0.3181818181818182,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,30,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,115,0.2904040404040404,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,30,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,105,0.26515151515151514,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,50,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,186,0.4696969696969697,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,50,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,127,0.3207070707070707,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,50,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,122,0.30808080808080807,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,50,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,111,0.2803030303030303,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,50,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,102,0.25757575757575757,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,100,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,162,0.4090909090909091,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,100,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,111,0.2803030303030303,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,100,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,106,0.2676767676767677,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,100,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,96,0.24242424242424243,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,20,100,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,88,0.2222222222222222,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,0,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,194,0.4898989898989899,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,0,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,131,0.33080808080808083,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,0,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,126,0.3181818181818182,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,0,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,115,0.2904040404040404,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,0,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,105,0.26515151515151514,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,10,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,194,0.4898989898989899,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,10,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,131,0.33080808080808083,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,10,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,126,0.3181818181818182,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,10,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,115,0.2904040404040404,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,10,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,105,0.26515151515151514,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,20,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,194,0.4898989898989899,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,20,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,131,0.33080808080808083,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,20,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,126,0.3181818181818182,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,20,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,115,0.2904040404040404,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,20,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,105,0.26515151515151514,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,30,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,193,0.48737373737373735,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,30,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,131,0.33080808080808083,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,30,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,126,0.3181818181818182,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,30,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,115,0.2904040404040404,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,30,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,105,0.26515151515151514,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,50,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,186,0.4696969696969697,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,50,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,127,0.3207070707070707,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,50,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,122,0.30808080808080807,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,50,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,111,0.2803030303030303,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,50,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,102,0.25757575757575757,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,100,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,162,0.4090909090909091,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,100,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,111,0.2803030303030303,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,100,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,106,0.2676767676767677,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,100,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,96,0.24242424242424243,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,40,25,100,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,88,0.2222222222222222,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,0,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,184,0.46464646464646464,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,0,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,122,0.30808080808080807,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,0,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,117,0.29545454545454547,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,0,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,106,0.2676767676767677,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,0,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,96,0.24242424242424243,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,10,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,184,0.46464646464646464,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,10,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,122,0.30808080808080807,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,10,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,117,0.29545454545454547,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,10,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,106,0.2676767676767677,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,10,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,96,0.24242424242424243,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,20,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,184,0.46464646464646464,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,20,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,122,0.30808080808080807,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,20,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,117,0.29545454545454547,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,20,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,106,0.2676767676767677,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,20,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,96,0.24242424242424243,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,30,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,183,0.4621212121212121,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,30,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,122,0.30808080808080807,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,30,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,117,0.29545454545454547,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,30,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,106,0.2676767676767677,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,30,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,96,0.24242424242424243,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,50,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,175,0.44191919191919193,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,50,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,118,0.29797979797979796,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
50,50,0,50,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,113,0.28535353535353536,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
