fia_species_code,fia_name_raw,scientific_name,common_name,taxon_rank,species_level_flag,native_status_if_available,woodland_drc_flag,grain_km,n_unique_plot_lineages_total,n_detection_plots_total,qualifying_tree_records,n_sampled_cells_total,n_detection_cells_total,n_plots_A,n_plots_B,n_detection_plots_A,n_detection_plots_B,n_sampled_cells_A,n_sampled_cells_B,n_detection_cells_A,n_detection_cells_B,n_detection_cells_both_folds,n_detection_cells_A_only,n_detection_cells_B_only,cell_detection_IoU_AB,detection_cell_count_ratio_AB,detection_cell_count_ratio_A_over_B,detection_plot_count_ratio_AB,detection_plot_count_ratio_A_over_B,fraction_detection_cells_one_positive_plot,n_connected_components_detection_support,largest_component_fraction,spatial_span_km,n_connected_components_detection_support_A,largest_component_fraction_A,spatial_span_km_A,n_connected_components_detection_support_B,largest_component_fraction_B,spatial_span_km_B,geometry_information_flag,tpa_unadj_available_fraction,formal_expansion_metadata_status,obvious_variance_support_failure,hard_detection_is_not_latent_support_truth,positive_plots_per_detected_cell_min,positive_plots_per_detected_cell_q10,positive_plots_per_detected_cell_q25,positive_plots_per_detected_cell_median,positive_plots_per_detected_cell_q75,positive_plots_per_detected_cell_q90,positive_plots_per_detected_cell_max,positive_plots_per_detected_cell_mean,tree_records_per_detected_cell_min,tree_records_per_detected_cell_q10,tree_records_per_detected_cell_q25,tree_records_per_detected_cell_median,tree_records_per_detected_cell_q75,tree_records_per_detected_cell_q90,tree_records_per_detected_cell_max,tree_records_per_detected_cell_mean
134,Pinus discolor,Pinus discolor,border pinyon,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,1,25,115725,32,192,10051,19,57920,57805,14,18,9235,9171,11,10,2,9,8,0.10526315789473684,0.9090909090909091,1.1,0.7777777777777778,0.7777777777777778,0.6842105263157895,8,0.3684210526315789,265.75364531836624,9,0.18181818181818182,230.4886114323222,6,0.4,230.4886114323222,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,1.0,2.0,3.3999999999999986,5,1.6842105263157894,1,1.8,2.5,5.0,12.5,19.599999999999998,58,10.105263157894736
134,Pinus discolor,Pinus discolor,border pinyon,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,1,50,115725,32,192,2970,15,57920,57805,14,18,2846,2830,10,8,3,7,5,0.2,0.8,1.25,0.7777777777777778,0.7777777777777778,0.6,1,1.0,282.842712474619,2,0.9,250.0,3,0.75,250.0,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,1.0,2.5,4.6,7,2.1333333333333333,1,2.0,3.0,5.0,16.5,20.799999999999997,72,12.8
134,Pinus discolor,Pinus discolor,border pinyon,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,1,75,115725,32,192,1441,9,57920,57805,14,18,1411,1397,8,5,4,4,1,0.4444444444444444,0.625,1.6,0.7777777777777778,0.7777777777777778,0.3333333333333333,1,1.0,270.41634565979916,2,0.875,270.41634565979916,2,0.8,212.13203435596427,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,2.0,4.0,7.800000000000001,11,3.5555555555555554,2,4.4,8.0,16.0,22.0,36.60000000000001,91,21.333333333333332
135,Pinus arizonica,Pinus arizonica,Arizona pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,25,115725,2,7,10051,2,57920,57805,0,2,9235,9171,0,2,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,2,0.5,55.90169943749474,0,,,2,0.5,55.90169943749474,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0,3,3.1,3.25,3.5,3.75,3.9,4,3.5
135,Pinus arizonica,Pinus arizonica,Arizona pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,50,115725,2,7,2970,2,57920,57805,0,2,2846,2830,0,2,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,50.0,0,,,1,1.0,50.0,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0,3,3.1,3.25,3.5,3.75,3.9,4,3.5
135,Pinus arizonica,Pinus arizonica,Arizona pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,75,115725,2,7,1441,1,57920,57805,0,2,1411,1397,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0,,,1,1.0,0.0,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,1,1,2,2.0,2.0,2.0,2.0,2.0,2,2.0,7,7.0,7.0,7.0,7.0,7.0,7,7.0
136,Pinus nigra,Pinus nigra,Austrian pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,25,115725,12,100,10051,12,57920,57805,5,7,9235,9171,5,7,0,5,7,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,12,0.08333333333333333,1770.9460748424838,5,0.2,1061.249263839556,7,0.14285714285714285,1770.9460748424838,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,5.5,13.5,19.8,23,8.333333333333334
136,Pinus nigra,Pinus nigra,Austrian pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,50,115725,12,100,2970,12,57920,57805,5,7,2846,2830,5,7,0,5,7,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,11,0.16666666666666666,1802.7756377319947,5,0.2,1079.3516572461451,7,0.14285714285714285,1802.7756377319947,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,5.5,13.5,19.8,23,8.333333333333334
136,Pinus nigra,Pinus nigra,Austrian pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,75,115725,12,100,1441,12,57920,57805,5,7,1411,1397,5,7,0,5,7,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,11,0.16666666666666666,1826.3693492828882,5,0.2,1092.0164833920778,7,0.14285714285714285,1826.3693492828882,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,5.5,13.5,19.8,23,8.333333333333334
137,Pinus washoensis,Pinus washoensis,Washoe pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,25,115725,3,15,10051,3,57920,57805,1,2,9235,9171,1,2,0,1,2,0.0,0.5,0.5,0.5,0.5,1.0,3,0.3333333333333333,206.15528128088303,1,1.0,0.0,2,0.5,176.7766952966369,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0,3,3.6000000000000005,4.5,6.0,6.0,6.0,6,5.0
137,Pinus washoensis,Pinus washoensis,Washoe pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,50,115725,3,15,2970,2,57920,57805,1,2,2846,2830,1,2,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,206.15528128088303,1,1.0,0.0,2,0.5,206.15528128088303,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,1,1,1,1.1,1.25,1.5,1.75,1.9,2,1.5,6,6.300000000000001,6.75,7.5,8.25,8.7,9,7.5
137,Pinus washoensis,Pinus washoensis,Washoe pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,75,115725,3,15,1441,3,57920,57805,1,2,1411,1397,1,2,0,1,2,0.0,0.5,0.5,0.5,0.5,1.0,2,0.6666666666666666,237.17082451262846,1,1.0,0.0,2,0.5,225.0,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0,3,3.6000000000000005,4.5,6.0,6.0,6.0,6,5.0
140,Pinus cembroides,Pinus cembroides,Mexican pinyon pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,1,25,115725,28,188,10051,20,57920,57805,14,14,9235,9171,13,11,4,9,7,0.2,0.8461538461538461,1.1818181818181819,1.0,1.0,0.7,12,0.2,1140.4494727957044,9,0.23076923076923078,1073.5455276791945,8,0.18181818181818182,1086.5656906050365,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,1.0,2.0,2.1000000000000014,3,1.4,1,1.0,2.0,4.0,11.25,26.60000000000001,41,9.4
140,Pinus cembroides,Pinus cembroides,Mexican pinyon pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,1,50,115725,28,188,2970,14,57920,57805,14,14,2846,2830,10,9,5,5,4,0.35714285714285715,0.9,1.1111111111111112,1.0,1.0,0.5,8,0.21428571428571427,1118.033988749895,7,0.3,1073.5455276791945,7,0.3333333333333333,1077.0329614269008,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,1.5,2.75,3.700000000000001,5,2.0,1,1.3,3.0,5.0,18.5,37.900000000000006,41,13.428571428571429
140,Pinus cembroides,Pinus cembroides,Mexican pinyon pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,1,75,115725,28,188,1441,13,57920,57805,14,14,1411,1397,9,9,5,4,4,0.38461538461538464,1.0,1.0,1.0,1.0,0.5384615384615384,5,0.38461538461538464,1173.9356881873896,5,0.5555555555555556,1107.361729517505,5,0.3333333333333333,1114.955156048888,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,1.0,3.0,4.800000000000001,5,2.1538461538461537,1,1.2000000000000002,3.0,4.0,20.0,38.60000000000001,41,14.461538461538462
141,Pinus remota,Pinus remota,papershell pinyon pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,1,25,115725,21,50,10051,12,57920,57805,12,9,9235,9171,8,6,2,6,4,0.16666666666666666,0.75,1.3333333333333333,0.75,1.3333333333333333,0.5,2,0.8333333333333334,348.209706929603,2,0.875,106.06601717798212,3,0.3333333333333333,340.0367627183861,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,1.5,2.0,2.9000000000000004,4,1.75,1,1.0,1.0,3.5,5.75,8.0,11,4.166666666666667
141,Pinus remota,Pinus remota,papershell pinyon pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,1,50,115725,21,50,2970,7,57920,57805,12,9,2846,2830,5,5,3,2,2,0.42857142857142855,1.0,1.0,0.75,1.3333333333333333,0.14285714285714285,2,0.8571428571428571,364.0054944640259,1,1.0,111.80339887498948,2,0.8,364.0054944640259,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.6,2.0,3.0,4.0,4.4,5,3.0,2,2.0,5.0,9.0,9.0,9.8,11,7.142857142857143
141,Pinus remota,Pinus remota,papershell pinyon pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,1,75,115725,21,50,1441,6,57920,57805,12,9,1411,1397,3,5,2,1,3,0.3333333333333333,0.6,0.6,0.75,1.3333333333333333,0.5,2,0.6666666666666666,335.4101966249685,1,1.0,106.06601717798213,2,0.6,335.4101966249685,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,2.0,5.25,7.5,9,3.5,1,1.0,1.25,5.5,15.0,18.5,20,8.333333333333334
142,Pinus longaeva,Pinus longaeva,Great Basin bristlecone pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,25,115725,27,155,10051,20,57920,57805,11,16,9235,9171,11,12,3,8,9,0.15,0.9166666666666666,0.9166666666666666,0.6875,0.6875,0.65,16,0.1,750.4165509901817,9,0.18181818181818182,460.9772228646444,11,0.16666666666666666,750.4165509901817,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,1.0,2.0,2.0,2,1.35,1,1.0,1.75,4.5,8.25,17.30000000000002,32,7.75
142,Pinus longaeva,Pinus longaeva,Great Basin bristlecone pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,50,115725,27,155,2970,18,57920,57805,11,16,2846,2830,10,12,4,6,8,0.2222222222222222,0.8333333333333334,0.8333333333333334,0.6875,0.6875,0.5555555555555556,9,0.16666666666666666,738.24115301167,4,0.3,460.9772228646444,10,0.25,738.24115301167,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,1.0,2.0,2.0,3,1.5,1,1.0,2.25,7.5,9.0,19.90000000000001,32,8.61111111111111
142,Pinus longaeva,Pinus longaeva,Great Basin bristlecone pine,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,75,115725,27,155,1441,15,57920,57805,11,16,1411,1397,10,10,5,5,5,0.3333333333333333,1.0,1.0,0.6875,0.6875,0.4,5,0.4,707.5485849042452,2,0.5,480.23431780746364,9,0.2,707.5485849042452,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,2.0,2.0,3.0,3,1.8,1,1.0,3.5,8.0,12.0,27.0,33,10.333333333333334
143,Pinus monophylla var. fallax,Pinus monophylla var. fallax,Arizona pinyon pine,infraspecies,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,1,25,115725,199,1004,10051,71,57920,57805,101,98,9235,9171,53,55,37,16,18,0.5211267605633803,0.9636363636363636,0.9636363636363636,0.9702970297029703,1.030612244897959,0.39436619718309857,9,0.4507042253521127,726.7220926874317,13,0.24528301886792453,707.9901129253149,10,0.43636363636363634,695.0719387228922,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,2.0,4.0,6.0,9,2.8028169014084505,1,1.0,2.5,9.0,19.5,36.0,61,14.140845070422536
143,Pinus monophylla var. fallax,Pinus monophylla var. fallax,Arizona pinyon pine,infraspecies,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,1,50,115725,199,1004,2970,32,57920,57805,101,98,2846,2830,26,29,23,3,6,0.71875,0.896551724137931,0.896551724137931,0.9702970297029703,1.030612244897959,0.125,3,0.9375,710.6335201775947,2,0.9615384615384616,672.6812023536855,4,0.6896551724137931,710.6335201775947,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.1,2.0,5.0,8.0,11.700000000000006,27,6.21875,1,2.0,7.0,22.0,41.0,62.0,167,31.375
143,Pinus monophylla var. fallax,Pinus monophylla var. fallax,Arizona pinyon pine,infraspecies,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,1,75,115725,199,1004,1441,21,57920,57805,101,98,1411,1397,18,19,16,2,3,0.7619047619047619,0.9473684210526315,0.9473684210526315,0.9702970297029703,1.030612244897959,0.14285714285714285,1,1.0,691.4658342969665,2,0.9444444444444444,691.4658342969665,1,1.0,691.4658342969665,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,4.0,7.0,13.0,22.0,32,9.476190476190476,1,3.0,15.0,43.0,60.0,90.0,186,47.80952380952381
201,Pseudotsuga macrocarpa,Pseudotsuga macrocarpa,bigcone Douglas-fir,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,25,115725,5,22,10051,5,57920,57805,3,2,9235,9171,3,2,0,3,2,0.0,0.6666666666666666,1.5,0.6666666666666666,1.5,1.0,5,0.2,235.8495283014151,3,0.3333333333333333,235.8495283014151,2,0.5,125.0,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0,2,2.0,2.0,4.0,4.0,7.6000000000000005,10,4.4
201,Pseudotsuga macrocarpa,Pseudotsuga macrocarpa,bigcone Douglas-fir,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,50,115725,5,22,2970,4,57920,57805,3,2,2846,2830,3,2,1,2,1,0.25,0.6666666666666666,1.5,0.6666666666666666,1.5,0.75,4,0.25,250.0,3,0.3333333333333333,250.0,2,0.5,111.80339887498948,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,1.0,1.25,1.7000000000000002,2,1.25,2,2.6,3.5,5.0,7.0,8.8,10,5.5
201,Pseudotsuga macrocarpa,Pseudotsuga macrocarpa,bigcone Douglas-fir,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,75,115725,5,22,1441,4,57920,57805,3,2,1411,1397,3,2,1,2,1,0.25,0.6666666666666666,1.5,0.6666666666666666,1.5,0.75,2,0.5,237.17082451262846,2,0.6666666666666666,237.17082451262846,2,0.5,106.06601717798213,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,1.0,1.25,1.7000000000000002,2,1.25,2,2.6,3.5,5.0,7.0,8.8,10,5.5
202,Pseudotsuga menziesii,Pseudotsuga menziesii,Douglas-fir,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,25,115725,11517,137289,10051,1546,57920,57805,5760,5757,9235,9171,1322,1323,1099,223,224,0.7108667529107374,0.999244142101285,0.999244142101285,0.9994791666666667,1.0005211047420532,0.19146183699870634,78,0.7063389391979301,4751.6444521870535,94,0.7481089258698941,4751.6444521870535,88,0.7422524565381708,4562.071897723665,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,2.0,5.0,9.0,17.0,53,7.4495472186287195,1,3.0,12.0,39.0,96.0,216.0,1376,88.80271668822769
202,Pseudotsuga menziesii,Pseudotsuga menziesii,Douglas-fir,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,50,115725,11517,137289,2970,552,57920,57805,5760,5757,2846,2830,493,504,445,48,59,0.8061594202898551,0.9781746031746031,0.9781746031746031,0.9994791666666667,1.0005211047420532,0.1213768115942029,28,0.6521739130434783,4740.516849458506,29,0.6673427991886409,4740.516849458506,25,0.6607142857142857,4562.071897723665,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,3.0,11.5,27.0,50.0,168,20.86413043478261,1,5.0,25.0,89.0,258.25,643.4000000000002,3469,248.71195652173913
202,Pseudotsuga menziesii,Pseudotsuga menziesii,Douglas-fir,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,75,115725,11517,137289,1441,308,57920,57805,5760,5757,1411,1397,283,282,257,26,25,0.8344155844155844,0.9964664310954063,1.00354609929078,0.9994791666666667,1.0005211047420532,0.11038961038961038,11,0.9577922077922078,4762.942892792228,10,0.9434628975265018,4762.942892792228,11,0.8829787234042553,4562.071897723665,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,4.0,18.0,48.0,96.60000000000002,296,37.392857142857146,1,5.0,29.5,138.0,470.5,1009.0000000000001,5624,445.7435064935065
211,Sequoia sempervirens,Sequoia sempervirens,redwood,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,25,115725,188,4172,10051,46,57920,57805,94,94,9235,9171,41,35,30,11,5,0.6521739130434783,0.8536585365853658,1.1714285714285715,1.0,1.0,0.2608695652173913,4,0.7608695652173914,707.1067811865476,4,0.7804878048780488,707.1067811865476,4,0.45714285714285713,632.9494450586081,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.25,3.0,6.0,7.5,12,4.086956521739131,1,11.5,22.75,84.5,121.75,193.0,316,90.69565217391305
211,Sequoia sempervirens,Sequoia sempervirens,redwood,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,50,115725,188,4172,2970,21,57920,57805,94,94,2846,2830,19,18,16,3,2,0.7619047619047619,0.9473684210526315,1.0555555555555556,1.0,1.0,0.14285714285714285,1,1.0,707.1067811865476,2,0.7894736842105263,707.1067811865476,2,0.7222222222222222,657.6473218982952,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,3.0,4.0,14.0,17.0,29,8.952380952380953,6,11.0,63.0,133.0,319.0,490.0,586,198.66666666666666
211,Sequoia sempervirens,Sequoia sempervirens,redwood,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,75,115725,188,4172,1441,15,57920,57805,94,94,1411,1397,15,14,14,1,0,0.9333333333333333,0.9333333333333333,1.0714285714285714,1.0,1.0,0.0,1,1.0,691.4658342969665,1,1.0,691.4658342969665,1,1.0,618.4658438426491,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,4,4.0,5.0,11.0,17.0,24.4,28,12.533333333333333,69,109.4,125.5,214.0,323.5,569.9999999999999,815,278.1333333333333
212,Sequoiadendron giganteum,Sequoiadendron giganteum,giant sequoia,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,25,115725,6,25,10051,5,57920,57805,5,1,9235,9171,4,1,0,4,1,0.0,0.25,4.0,0.2,5.0,0.8,5,0.2,1236.9316876852981,4,0.25,1236.9316876852981,1,1.0,0.0,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,1,1,1,1.0,1.0,1.0,1.0,1.6,2,1.2,1,1.4,2.0,4.0,9.0,9.0,9,5.0
212,Sequoiadendron giganteum,Sequoiadendron giganteum,giant sequoia,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,50,115725,6,25,2970,5,57920,57805,5,1,2846,2830,4,1,0,4,1,0.0,0.25,4.0,0.2,5.0,0.8,5,0.2,1236.9316876852981,4,0.25,1236.9316876852981,1,1.0,0.0,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,1,1,1,1.0,1.0,1.0,1.0,1.6,2,1.2,1,1.4,2.0,4.0,9.0,9.0,9,5.0
212,Sequoiadendron giganteum,Sequoiadendron giganteum,giant sequoia,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,75,115725,6,25,1441,5,57920,57805,5,1,1411,1397,4,1,0,4,1,0.0,0.25,4.0,0.2,5.0,0.8,5,0.2,1236.9316876852981,4,0.25,1236.9316876852981,1,1.0,0.0,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,1,1,1,1.0,1.0,1.0,1.0,1.6,2,1.2,1,1.4,2.0,4.0,9.0,9.0,9,5.0
