fia_species_code,fia_name_raw,scientific_name,common_name,taxon_rank,species_level_flag,native_status_if_available,woodland_drc_flag,grain_km,n_unique_plot_lineages_total,n_detection_plots_total,qualifying_tree_records,n_sampled_cells_total,n_detection_cells_total,n_plots_A,n_plots_B,n_detection_plots_A,n_detection_plots_B,n_sampled_cells_A,n_sampled_cells_B,n_detection_cells_A,n_detection_cells_B,n_detection_cells_both_folds,n_detection_cells_A_only,n_detection_cells_B_only,cell_detection_IoU_AB,detection_cell_count_ratio_AB,detection_cell_count_ratio_A_over_B,detection_plot_count_ratio_AB,detection_plot_count_ratio_A_over_B,fraction_detection_cells_one_positive_plot,n_connected_components_detection_support,largest_component_fraction,spatial_span_km,n_connected_components_detection_support_A,largest_component_fraction_A,spatial_span_km_A,n_connected_components_detection_support_B,largest_component_fraction_B,spatial_span_km_B,geometry_information_flag,tpa_unadj_available_fraction,formal_expansion_metadata_status,obvious_variance_support_failure,hard_detection_is_not_latent_support_truth,positive_plots_per_detected_cell_min,positive_plots_per_detected_cell_q10,positive_plots_per_detected_cell_q25,positive_plots_per_detected_cell_median,positive_plots_per_detected_cell_q75,positive_plots_per_detected_cell_q90,positive_plots_per_detected_cell_max,positive_plots_per_detected_cell_mean,tree_records_per_detected_cell_min,tree_records_per_detected_cell_q10,tree_records_per_detected_cell_q25,tree_records_per_detected_cell_median,tree_records_per_detected_cell_q75,tree_records_per_detected_cell_q90,tree_records_per_detected_cell_max,tree_records_per_detected_cell_mean
16,Abies fraseri,Abies fraseri,Fraser fir,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,50,115725,11,95,2970,8,57920,57805,7,4,2846,2830,5,4,1,4,3,0.125,0.8,1.25,0.5714285714285714,1.75,0.875,6,0.25,1761.3914953808535,4,0.4,1312.4404748406687,3,0.5,1733.4935823359715,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,1.0,1.0,1.8999999999999995,4,1.375,1,1.0,1.75,8.5,16.75,29.5,33,11.875
16,Abies fraseri,Abies fraseri,Fraser fir,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,75,115725,11,95,1441,7,57920,57805,7,4,1411,1397,5,3,1,4,2,0.14285714285714285,0.6,1.6666666666666667,0.5714285714285714,1.75,0.7142857142857143,5,0.2857142857142857,1789.0290662814846,4,0.4,1326.88545097156,3,0.3333333333333333,1789.0290662814846,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,1.0,1.5,2.8000000000000007,4,1.5714285714285714,1,1.6,2.0,6.0,19.0,34.60000000000001,46,13.571428571428571
17,Abies grandis,Abies grandis,grand fir,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,25,115725,2272,18236,10051,388,57920,57805,1159,1113,9235,9171,319,324,255,64,69,0.6572164948453608,0.9845679012345679,0.9845679012345679,0.9603106125970664,1.041329739442947,0.22938144329896906,27,0.5979381443298969,1450.0,28,0.5987460815047022,1450.0,30,0.6234567901234568,1414.213562373095,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,2.0,4.0,9.0,14.0,30,5.855670103092783,1,2.0,5.0,21.0,66.0,124.90000000000003,450,47.0
17,Abies grandis,Abies grandis,grand fir,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,50,115725,2272,18236,2970,153,57920,57805,1159,1113,2846,2830,130,138,115,15,23,0.7516339869281046,0.9420289855072463,0.9420289855072463,0.9603106125970664,1.041329739442947,0.1503267973856209,5,0.9019607843137255,1450.0,7,0.9230769230769231,1450.0,6,0.5507246376811594,1414.213562373095,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,2.0,8.0,22.0,36.80000000000001,83,14.84967320261438,1,3.0,6.0,42.0,158.0,366.0000000000004,843,119.18954248366013
17,Abies grandis,Abies grandis,grand fir,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,75,115725,2272,18236,1441,92,57920,57805,1159,1113,1411,1397,80,86,74,6,12,0.8043478260869565,0.9302325581395349,0.9302325581395349,0.9603106125970664,1.041329739442947,0.13043478260869565,1,1.0,1484.9242404917497,2,0.925,1484.9242404917497,1,1.0,1432.87298809071,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,3.0,9.0,40.25,69.9,127,24.695652173913043,1,3.0,7.0,46.0,279.25,645.5000000000001,1355,198.2173913043478
18,Abies lasiocarpa var. arizonica,Abies lasiocarpa var. arizonica,corkbark fir,infraspecies,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,25,115725,221,1581,10051,61,57920,57805,104,117,9235,9171,46,47,32,14,15,0.5245901639344263,0.9787234042553191,0.9787234042553191,0.8888888888888888,0.8888888888888888,0.29508196721311475,12,0.45901639344262296,883.8834764831845,14,0.41304347826086957,800.3905296791061,13,0.48936170212765956,800.3905296791061,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,2.0,6.0,8.0,12,3.622950819672131,1,3.0,5.0,14.0,41.0,71.0,106,25.918032786885245
18,Abies lasiocarpa var. arizonica,Abies lasiocarpa var. arizonica,corkbark fir,infraspecies,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,50,115725,221,1581,2970,33,57920,57805,104,117,2846,2830,28,27,22,6,5,0.6666666666666666,0.9642857142857143,1.037037037037037,0.8888888888888888,0.8888888888888888,0.21212121212121213,7,0.7272727272727273,884.5903006477066,5,0.7857142857142857,820.0609733428363,6,0.5185185185185185,781.0249675906654,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,2.0,3.0,9.0,17.400000000000002,29,6.696969696969697,1,3.2,6.0,19.0,78.0,131.20000000000002,186,47.90909090909091
18,Abies lasiocarpa var. arizonica,Abies lasiocarpa var. arizonica,corkbark fir,infraspecies,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,75,115725,221,1581,1441,20,57920,57805,104,117,1411,1397,18,17,15,3,2,0.75,0.9444444444444444,1.0588235294117647,0.8888888888888888,0.8888888888888888,0.25,5,0.75,848.5281374238571,3,0.8333333333333334,750.0,4,0.8235294117647058,797.2609359550987,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,2.5,6.5,12.25,33.0,46,11.05,1,2.0,9.5,38.0,116.75,212.40000000000003,328,79.05
19,Abies lasiocarpa,Abies lasiocarpa,subalpine fir,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,25,115725,3108,29486,10051,733,57920,57805,1530,1578,9235,9171,600,593,460,140,133,0.6275579809004093,0.9883333333333333,1.0118043844856661,0.9695817490494296,0.9695817490494296,0.252387448840382,59,0.40654843110504774,2305.021691871901,69,0.3983333333333333,2305.021691871901,66,0.3591905564924115,2255.2716022687823,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,1.0,3.0,6.0,9.0,24,4.240109140518418,1,2.0,9.0,27.0,59.0,95.80000000000007,322,40.22646657571624
19,Abies lasiocarpa,Abies lasiocarpa,subalpine fir,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,50,115725,3108,29486,2970,300,57920,57805,1530,1578,2846,2830,265,262,227,38,35,0.7566666666666667,0.9886792452830189,1.0114503816793894,0.9695817490494296,0.9695817490494296,0.18,18,0.7433333333333333,2320.0215516240364,22,0.7094339622641509,2320.0215516240364,19,0.6297709923664122,2290.196498119757,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,2.0,7.0,16.0,25.200000000000045,48,10.36,1,4.0,16.75,57.5,144.75,253.4000000000001,593,98.28666666666666
19,Abies lasiocarpa,Abies lasiocarpa,subalpine fir,species,1,NA_NOT_AVAILABLE_IN_FROZEN_REF_SPECIES,0,75,115725,3108,29486,1441,173,57920,57805,1530,1578,1411,1397,158,159,144,14,15,0.8323699421965318,0.9937106918238994,0.9937106918238994,0.9695817490494296,0.9695817490494296,0.1329479768786127,8,0.9479768786127167,2250.0,8,0.9556962025316456,2250.0,7,0.779874213836478,2250.0,CONTINUOUS_METRICS_ONLY_NO_FINAL_RULE,1.0,AVAILABLE_IN_FIADB_NOT_APPLIED; EVALID_LINKAGE_REQUIRED_FOR_FORMAL_ESTIMATION,0,1,1,1.0,3.0,11.0,28.0,48.0,80,17.965317919075144,1,5.199999999999999,27.0,88.0,263.0,479.80000000000007,961,170.43930635838151
