detection_band,fia_species_code,species,physical_plot_lineage_ID,selected_primary_measurement_ID,year,state,P2PANEL,AB_fold,projected_x_m,projected_y_m,cell_25km,cell_50km,cell_75km,species_detected,qualifying_tree_records_for_species,trace_selection_rule
MIDDLE_DETECTION,840,Quercus margarettiae,44558176010478,708740712290487,2020,SC,2,A,1329339.3133041612,1252949.255583061,25km_53_50,50km_26_25,75km_17_16,1,1,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,840,Quercus margarettiae,61400142010478,533664698126144,2019,GA,5,A,1104907.8986369034,1085473.7321921475,25km_44_43,50km_22_21,75km_14_14,1,5,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,840,Quercus margarettiae,56967007010478,718561533290487,2020,GA,2,A,1101893.1246929585,1118612.7923388258,25km_44_44,50km_22_22,75km_14_14,1,1,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,840,Quercus margarettiae,473799437489998,473799437489998,2019,OK,5,B,-208661.7374730094,1333783.7895582318,25km_-9_53,50km_-5_26,75km_-3_17,1,1,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,840,Quercus margarettiae,56634857010478,718562181290487,2020,GA,2,A,1327527.5580736946,1114284.1494182441,25km_53_44,50km_26_22,75km_17_14,1,5,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,840,Quercus margarettiae,44557433010478,946050906290487,2023,SC,4,B,1309905.459544159,1267893.8845001366,25km_52_50,50km_26_25,75km_17_16,1,6,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,840,Quercus margarettiae,61524810010478,718561915290487,2020,GA,2,B,1299024.7103170922,1101320.640190076,25km_51_44,50km_25_22,75km_17_14,1,1,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,840,Quercus margarettiae,258738680010854,495148478126144,2019,AL,2,A,775591.8799581549,943381.930766603,25km_31_37,50km_15_18,75km_10_12,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,840,Quercus margarettiae,247064846010661,464691565489998,2018,VT,4,A,1844496.581965307,2469643.2842151895,25km_73_98,50km_36_49,75km_24_32,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,840,Quercus margarettiae,225636391010854,925164600290487,2022,TX,2,A,-414182.5389795072,593066.6268401034,25km_-17_23,50km_-9_11,75km_-6_7,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,840,Quercus margarettiae,24108837010478,559255582126144,2020,SC,1,A,1500666.5407626862,1254939.9065247513,25km_60_50,50km_30_25,75km_20_16,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,840,Quercus margarettiae,59536660010478,1152037595290487,2023,AR,5,A,285224.70648232143,1134294.7389275488,25km_11_45,50km_5_22,75km_3_15,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,840,Quercus margarettiae,102166702010661,1287057669290487,2023,IL,3,A,656059.5911322747,1638420.9319115942,25km_26_65,50km_13_32,75km_8_21,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,840,Quercus margarettiae,59514570010478,687291494126144,2020,AR,2,A,314112.8615206714,1267073.5789295305,25km_12_50,50km_6_25,75km_4_16,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,840,Quercus margarettiae,786780592290487,786780592290487,2021,WA,3,B,-1904826.0188161992,2943840.847534257,25km_-77_117,50km_-39_58,75km_-26_39,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,840,Quercus margarettiae,122565171010661,459836616489998,2018,NY,3,A,1472820.3734058794,2281434.045884247,25km_58_91,50km_29_45,75km_19_30,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,840,Quercus margarettiae,35379978010690,429485237489998,2019,NV,1,B,-1859871.8165692461,2236487.4674177766,25km_-75_89,50km_-38_44,75km_-25_29,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,63802686010661,1097578670290487,2023,WI,3,B,606537.4895035111,2195640.42411602,25km_24_87,50km_12_43,75km_8_29,1,1,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,30571520010478,678976697126144,2020,VA,4,A,1505015.5165984612,1849078.7296878165,25km_60_73,50km_30_36,75km_20_24,1,1,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,58362189010538,618637960126144,2020,PA,5,A,1616668.632846156,2063259.2820198564,25km_64_82,50km_32_41,75km_21_27,1,3,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,58573625010538,722438228290487,2021,PA,1,A,1721793.8951031975,2164424.1049836874,25km_68_86,50km_34_43,75km_22_28,1,3,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,264094484489998,602955669126144,2020,NJ,1,A,1788933.9433878644,2159181.604469481,25km_71_86,50km_35_43,75km_23_28,1,1,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,53720140010538,511169725126144,2019,NY,4,B,1813788.0487304146,2161200.8691535173,25km_72_86,50km_36_43,75km_24_28,1,2,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,58296135010538,464515000489998,2019,PA,4,B,1576557.1704119898,2168632.0838743057,25km_63_86,50km_31_43,75km_21_28,1,4,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,122556295010661,511303119126144,2019,MA,4,A,2006188.028858756,2418084.633826414,25km_80_96,50km_40_48,75km_26_32,1,1,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,122556293010661,374002691489998,2018,MA,3,B,2005620.5440914487,2424593.8226245968,25km_80_96,50km_40_48,75km_26_32,1,1,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,53913868010538,724937036290487,2022,NY,5,B,1389317.255271756,2381731.0757444315,25km_55_95,50km_27_47,75km_18_31,1,1,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,31542619010690,14549661020004,2018,UT,5,A,-1151024.658664645,2032586.4623615276,25km_-47_81,50km_-24_40,75km_-16_27,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,35371955010690,354845070489998,2019,ID,1,A,-1524697.9249536914,2719931.054726623,25km_-61_108,50km_-31_54,75km_-21_36,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,37262715010690,353272863489998,2019,NM,1,A,-920820.2944098931,1494349.3225414567,25km_-37_59,50km_-19_29,75km_-13_19,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,40389363010690,667905957126144,2022,ID,4,A,-1555267.0035675906,2490440.6631566044,25km_-63_99,50km_-32_49,75km_-21_33,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,30173890010478,471570594489998,2018,NC,5,A,1449057.9456874614,1535730.7356199697,25km_57_61,50km_28_30,75km_19_20,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,59530646010478,1152037477290487,2023,AR,5,A,274871.7493678527,1429382.550555516,25km_10_57,50km_5_28,75km_3_19,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,43034953010478,495148209126144,2018,AL,2,B,928817.5196602589,1051658.3834416252,25km_37_42,50km_18_21,75km_12_14,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,74796569010478,946045158290487,2023,KY,5,B,981891.4951193369,1652561.6472393982,25km_39_66,50km_19_33,75km_13_22,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,65908651010661,821612970290487,2022,MN,4,B,218684.9137733479,2572891.830401495,25km_8_102,50km_4_51,75km_2_34,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,320,Acer platanoides,31217656010690,188781899020004,2018,AZ,5,A,-1183923.0483612218,1511509.7744096536,25km_-48_60,50km_-24_30,75km_-16_20,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,22954767010497,412220977489998,2017,WA,4,A,-1905546.6725105396,3117186.0023918105,25km_-77_124,50km_-39_62,75km_-26_41,1,2,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,22931036010497,484819124489998,2018,WA,5,B,-1973271.049234422,2893969.6263776217,25km_-79_115,50km_-40_57,75km_-27_38,1,1,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,40220725010497,645308852126144,2020,WA,2,B,-1833021.6155932702,3090013.9842939256,25km_-74_123,50km_-37_61,75km_-25_41,1,2,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,40220493010497,645308616126144,2020,WA,2,B,-1885415.3991489033,2988119.5707931677,25km_-76_119,50km_-38_59,75km_-26_39,1,12,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,22931113010497,484818898489998,2018,WA,5,B,-1929937.982372052,2918021.399333545,25km_-78_116,50km_-39_58,75km_-26_38,1,6,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,48206725010497,786780479290487,2021,WA,3,B,-1948176.3302871205,2942957.647126603,25km_-78_117,50km_-39_58,75km_-26_39,1,2,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,29882706010497,558629286126144,2021,WA,1,B,-1906112.0424813502,3055143.5909150997,25km_-77_122,50km_-39_61,75km_-26_40,1,5,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,29394998010497,484818909489998,2018,WA,5,A,-1952773.7258636255,2938757.710803096,25km_-79_117,50km_-40_58,75km_-27_39,1,5,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,48206327010497,786780418290487,2021,WA,3,A,-1904202.0480703611,3130920.463120451,25km_-77_125,50km_-39_62,75km_-26_41,1,24,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,40220867010497,714229386290487,2020,WA,2,B,-1897415.8760039,3114814.521795284,25km_-76_124,50km_-38_62,75km_-26_41,1,9,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,122563335010661,459836557489998,2018,NY,3,A,1757633.8491761754,2235644.4342635833,25km_70_89,50km_35_44,75km_23_29,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,32469981010478,946038363290487,2023,TN,2,A,768427.8060134081,1405266.5812150668,25km_30_56,50km_15_28,75km_10_18,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,29907679010478,523737834126144,2019,NC,2,B,1658806.9161393794,1650303.8724392531,25km_66_66,50km_33_33,75km_22_22,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,29963562010478,523738327126144,2019,NC,2,B,1645352.6790726995,1539415.1849947907,25km_65_61,50km_32_30,75km_21_20,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,59457990010478,687291588126144,2020,AR,2,A,346439.69198762317,1287297.6129352637,25km_13_51,50km_6_25,75km_4_17,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,129861861010478,548477370126144,2019,TX,4,B,-629346.4322447496,962438.7521768026,25km_-26_38,50km_-13_19,75km_-9_12,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,15649767010497,645307904126144,2020,CA,2,A,-2268753.503760508,2279618.8142560124,25km_-91_91,50km_-46_45,75km_-31_30,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,225638059010854,925164891290487,2022,TX,2,B,-160128.22419396593,592944.7262574844,25km_-7_23,50km_-4_11,75km_-3_7,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,54582614010661,1185408416290487,2022,MI,2,B,875669.2810077557,2529367.1936598523,25km_35_101,50km_17_50,75km_11_33,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
MIDDLE_DETECTION,42,Chamaecyparis nootkatensis,100575586010478,679276619126144,2020,MS,5,B,643892.0246144177,1168756.3908795528,25km_25_46,50km_12_23,75km_8_15,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,52,Cupressus bakeri,22931959010497,484816309489998,2018,CA,5,A,-2207083.3645755467,2418589.2406083737,25km_-89_96,50km_-45_48,75km_-30_32,1,11,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,52,Cupressus bakeri,32679903010478,651719882126144,2019,TN,4,B,819661.5311807997,1419830.2211043146,25km_32_56,50km_16_28,75km_10_18,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,52,Cupressus bakeri,35376780010690,356002760489998,2019,MT,1,A,-1416570.6422757083,2806578.676663013,25km_-57_112,50km_-29_56,75km_-19_37,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,52,Cupressus bakeri,64445411010661,465276788489998,2018,WI,4,B,468996.51765904576,2433739.940616415,25km_18_97,50km_9_48,75km_6_32,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,52,Cupressus bakeri,56712748010478,635664155126144,2019,GA,1,A,1104297.7607949555,1280526.9475897066,25km_44_51,50km_22_25,75km_14_17,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,52,Cupressus bakeri,29881936010497,558630428126144,2019,OR,1,A,-1997148.2188898644,2445649.4397133207,25km_-80_97,50km_-40_48,75km_-27_32,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,52,Cupressus bakeri,56818558010478,635663949126144,2020,GA,1,A,1117907.1236450952,1143325.3399433512,25km_44_45,50km_22_22,75km_14_15,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,52,Cupressus bakeri,20220092010478,448939854489998,2018,FL,1,A,1318352.8551285905,689428.0591322258,25km_52_27,50km_26_13,75km_17_9,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,52,Cupressus bakeri,3686279010690,667890107126144,2023,CO,5,B,-1031928.8973481066,1687341.4757961128,25km_-42_67,50km_-21_33,75km_-14_22,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,52,Cupressus bakeri,35374186010690,431917556489998,2019,CO,1,B,-1101814.8817141317,1791592.1297324812,25km_-45_71,50km_-23_35,75km_-15_23,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,52,Cupressus bakeri,55639386010661,375684251489998,2017,MI,3,A,1027466.7012868776,2335638.571269041,25km_41_93,50km_20_46,75km_13_31,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,60,Juniperus flaccida,107537560010478,297165681489998,2017,TX,2,A,-710722.5597344373,715275.4705875218,25km_-29_28,50km_-15_14,75km_-10_9,1,1,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,60,Juniperus flaccida,59422958010478,1152037698290487,2023,AR,5,A,426312.3773660577,1318705.2810791694,25km_17_52,50km_8_26,75km_5_17,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,60,Juniperus flaccida,247061416010661,817387247290487,2023,NH,3,B,1940834.1420762688,2603785.451374189,25km_77_104,50km_38_52,75km_25_34,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,60,Juniperus flaccida,64268636010661,373752958489998,2017,WI,3,B,566410.4248468619,2521937.6098532313,25km_22_100,50km_11_50,75km_7_33,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,60,Juniperus flaccida,53726597010538,611077564126144,2020,NY,4,A,1684003.8009414584,2377430.329433943,25km_67_95,50km_33_47,75km_22_31,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,60,Juniperus flaccida,2385714010690,670959486126144,2022,UT,4,B,-1213255.1018900664,1723655.1986129573,25km_-49_68,50km_-25_34,75km_-17_22,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,60,Juniperus flaccida,59377467010478,549072482126144,2019,AR,1,A,157446.62552063266,1355725.1390528139,25km_6_54,50km_3_27,75km_2_18,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,60,Juniperus flaccida,225638671010854,925165954290487,2022,TX,2,B,5993.763354486142,1178953.5435916297,25km_0_47,50km_0_23,75km_0_15,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,60,Juniperus flaccida,59357310010478,549072293126144,2019,AR,1,A,256083.94942251142,1167334.5079738703,25km_10_46,50km_5_23,75km_3_15,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,60,Juniperus flaccida,59349087010478,749044327290487,2021,AR,3,A,167620.04439637417,1398873.7800568417,25km_6_55,50km_3_27,75km_2_18,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,60,Juniperus flaccida,37262623010690,353272977489998,2019,NM,1,A,-1001117.4878996125,1543088.4908110686,25km_-41_61,50km_-21_30,75km_-14_20,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,350,Alnus spp.,43625993010478,678976590126144,2019,VA,4,A,1217307.5220594706,1682888.003690254,25km_48_67,50km_24_33,75km_16_22,1,6,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,350,Alnus spp.,259078671010854,946042995290487,2023,TX,3,A,-183171.23774731954,944356.7994368039,25km_-8_37,50km_-4_18,75km_-3_12,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,350,Alnus spp.,58347656010538,511232062126144,2019,PA,4,A,1448666.2667862542,2066514.455389293,25km_57_82,50km_28_41,75km_19_27,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,350,Alnus spp.,69789094010661,603058922126144,2019,WI,5,B,509917.21129567164,2415806.2153324187,25km_20_96,50km_10_48,75km_6_32,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,350,Alnus spp.,85104143010661,719871335290487,2022,KS,1,B,-88254.2389689206,1670842.89387854,25km_-4_66,50km_-2_33,75km_-2_22,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,350,Alnus spp.,52885455010538,721819636290487,2021,ME,3,A,1984581.1232478642,2621638.1567187607,25km_79_104,50km_39_52,75km_26_34,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,350,Alnus spp.,20649131010478,651720064126144,2019,TN,4,A,918799.6917440564,1530553.1352773905,25km_36_61,50km_18_30,75km_12_20,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,350,Alnus spp.,31370097010690,188774085020004,2018,ID,5,A,-1592619.0269668933,2740353.1060099136,25km_-64_109,50km_-32_54,75km_-22_36,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,350,Alnus spp.,157277638010478,932991484290487,2023,OK,2,A,51004.43542678271,1271233.4107979834,25km_2_50,50km_1_25,75km_0_16,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,350,Alnus spp.,55098164010478,471570460489998,2017,NC,2,B,1683613.5790287012,1489963.1229117885,25km_67_59,50km_33_29,75km_22_19,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,350,Alnus spp.,12156377010690,188780612020004,2017,AZ,4,A,-1270403.8238287715,1223406.6414258555,25km_-51_48,50km_-26_24,75km_-17_16,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,406,Carya myristiciformis,59565402010478,1152038233290487,2023,AR,5,A,475053.570660625,1360375.3307679817,25km_19_54,50km_9_27,75km_6_18,1,1,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,406,Carya myristiciformis,40398968010690,548484336126144,2022,NV,3,B,-1711830.9005710972,1561832.9910547286,25km_-69_62,50km_-35_31,75km_-23_20,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,406,Carya myristiciformis,12164473010690,188779851020004,2017,AZ,4,A,-1383341.8083750121,1145191.5586436372,25km_-56_45,50km_-28_22,75km_-19_15,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,406,Carya myristiciformis,44563249010478,488022828489998,2018,SC,5,A,1373103.4884493388,1235245.8453620393,25km_54_49,50km_27_24,75km_18_16,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,406,Carya myristiciformis,64358730010661,465277347489998,2018,WI,3,A,444060.36490802973,2356733.484019722,25km_17_94,50km_8_47,75km_5_31,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,406,Carya myristiciformis,56832405010478,946080774290487,2022,GA,4,A,1321273.5235885493,921687.0092137158,25km_52_36,50km_26_18,75km_17_12,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,406,Carya myristiciformis,254502907010854,933003937290487,2023,OK,2,B,-1345.9650826142663,1353489.9663614035,25km_-1_54,50km_-1_27,75km_-1_18,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,406,Carya myristiciformis,220853972010661,375560280489998,2017,IN,3,B,825899.7627760698,1731036.7703758096,25km_33_69,50km_16_34,75km_11_23,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,406,Carya myristiciformis,64364813010661,373752388489998,2017,WI,3,A,623734.8659642603,2468425.598845641,25km_24_98,50km_12_49,75km_8_32,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,406,Carya myristiciformis,74802496010478,657096953126144,2020,KY,4,B,1049597.8159521518,1722038.5227907095,25km_41_68,50km_20_34,75km_13_22,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
LOW_DETECTION,406,Carya myristiciformis,32531353010478,503670949126144,2019,TN,3,B,694218.7936580594,1497607.409119442,25km_27_59,50km_13_29,75km_9_19,0,0,lowest SHA256(TRACE|SPCD|CN) within positive/negative strata
