fia_species_code,fia_name_raw,mapping_present_in_frozen_d08b1,mapping_class,taxonomy_resolution_status,analysis_species_id,analysis_species_name,belongs_to_101_starting_universe,f0_live_large_tree_count,f0_live_large_tree_state_codes,f0_live_large_tree_folds,f0_native_candidate_tree_count,valid_encounter_tree_count,valid_encounter_tree_count_A,valid_encounter_tree_count_B,outside_operational_native_domain_tree_count,invalid_native_candidate_link_tree_count,outside_starting_universe_tree_count,unmapped_tree_count,valid_encounter_state_codes,valid_encounter_folds,silent_drop_used
806,Quercus coccinea,1,ACCEPTED_SPECIES,RESOLVED,172244,Quercus coccinea,1,11343,1;9;10;13;17;18;21;24;25;26;28;29;33;34;36;37;39;42;44;45;47;51;54,A;B,11343,11169,4558,6611,0,174,0,0,1;9;10;13;17;18;21;24;25;26;28;29;33;34;36;37;39;42;44;45;47;51;54,A;B,NO
807,Quercus douglasii,1,ACCEPTED_SPECIES,RESOLVED,172538,Quercus douglasii,1,3283,6,A;B,3283,3159,1229,1930,0,124,0,0,6,A;B,NO
808,Quercus sinuata var. sinuata,1,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,175179,Quercus sinuata,0,57,1;13;28;48,A;B,0,0,0,0,0,0,57,0,,,NO
809,Quercus ellipsoidalis,1,ACCEPTED_SPECIES,RESOLVED,172621,Quercus ellipsoidalis,0,4537,17;18;19;26;27;34;36;42;47;51;55,A;B,0,0,0,0,0,0,4537,0,,,NO
810,Quercus emoryi,1,ACCEPTED_SPECIES,RESOLVED,172635,Quercus emoryi,0,1066,4;35;48,A;B,0,0,0,0,0,0,1066,0,,,NO
811,Quercus engelmannii,1,ACCEPTED_SPECIES,RESOLVED,172644,Quercus engelmannii,0,22,6,A;B,0,0,0,0,0,0,22,0,,,NO
812,Quercus falcata,1,ACCEPTED_SPECIES,RESOLVED,172729,Quercus falcata,1,10631,1;5;10;12;13;17;18;21;22;24;28;29;34;37;40;45;47;48;51;54,A;B,10631,10337,4008,6329,0,294,0,0,1;5;10;12;13;17;18;21;22;24;28;29;34;37;40;45;47;48;51;54,A;B,NO
813,Quercus pagoda,1,ACCEPTED_SPECIES,RESOLVED,174226,Quercus pagoda,1,4024,1;5;12;13;17;18;21;22;24;28;29;37;40;45;47;48;51,A;B,4024,3878,1642,2236,0,146,0,0,1;5;12;13;17;18;21;22;24;28;29;37;40;45;47;48;51,A;B,NO
814,Quercus gambelii,1,ACCEPTED_SPECIES,RESOLVED,172843,Quercus gambelii,0,9779,4;8;32;35;49;56,A;B,0,0,0,0,0,0,9779,0,,,NO
815,Quercus garryana,1,ACCEPTED_SPECIES,RESOLVED,172855,Quercus garryana,0,3947,6;41;53,A;B,0,0,0,0,0,0,3947,0,,,NO
816,Quercus ilicifolia,1,ACCEPTED_SPECIES,RESOLVED,173293,Quercus ilicifolia,0,6,10;25;34;51;54,A;B,0,0,0,0,0,0,6,0,,,NO
817,Quercus imbricaria,1,ACCEPTED_SPECIES,RESOLVED,173302,Quercus imbricaria,1,1313,5;17;18;19;20;21;29;34;37;39;42;47;48;51;54,A;B,1313,1260,486,774,0,53,0,0,5;17;18;19;20;21;29;34;37;39;42;47;48;51;54,A;B,NO
818,Quercus kelloggii,1,ACCEPTED_SPECIES,RESOLVED,173428,Quercus kelloggii,0,5423,6;41,A;B,0,0,0,0,0,0,5423,0,,,NO
819,Quercus laevis,1,ACCEPTED_SPECIES,RESOLVED,173479,Quercus laevis,1,637,1;12;13;28;37;45,A;B,637,613,206,407,0,24,0,0,1;12;13;28;37;45,A;B,NO
820,Quercus laurifolia,1,AUTHOR_QUALIFIED_ACCEPTED_SPECIES,RESOLVED_MAINLINE_AUTHORIZED,173587,Quercus laurifolia,1,8993,1;5;12;13;22;28;37;45;48;51,A;B,8993,8738,3499,5239,0,255,0,0,1;5;12;13;22;28;37;45;48;51,A;B,NO
821,Quercus lobata,1,ACCEPTED_SPECIES,RESOLVED,173674,Quercus lobata,1,288,6,A;B,288,259,119,140,0,29,0,0,6,A;B,NO
822,Quercus lyrata,1,AUTHOR_QUALIFIED_ACCEPTED_SPECIES,RESOLVED_MAINLINE_AUTHORIZED,173795,Quercus lyrata,1,1945,1;5;10;12;13;17;21;22;24;28;29;37;40;45;47;48;51,A;B,1945,1919,776,1143,0,26,0,0,1;5;10;12;13;17;21;22;24;28;29;37;40;45;47;48;51,A;B,NO
823,Quercus macrocarpa,1,ACCEPTED_SPECIES,RESOLVED,173817,Quercus macrocarpa,0,9183,5;17;18;19;20;21;23;25;26;27;29;31;36;38;39;40;42;46;47;48;50;54;55;56,A;B,0,0,0,0,0,0,9183,0,,,NO
824,Quercus marilandica,1,ACCEPTED_SPECIES,RESOLVED,173871,Quercus marilandica,1,3790,1;5;12;13;17;18;20;21;22;28;29;34;37;39;40;45;47;48;51;54,A;B,3790,3721,1387,2334,0,69,0,0,1;5;12;13;17;18;20;21;22;28;29;34;37;39;40;45;47;48;51;54,A;B,NO
825,Quercus michauxii,1,ACCEPTED_SPECIES,RESOLVED,173929,Quercus michauxii,1,1103,1;5;10;12;13;17;18;21;22;24;25;28;29;34;37;42;45;47;48;51,A;B,1102,1090,446,644,1,12,0,0,1;5;10;12;13;17;18;21;22;24;28;29;34;37;42;45;47;48;51,A;B,NO
826,Quercus muehlenbergii,1,ACCEPTED_SPECIES,RESOLVED,174020,Quercus muehlenbergii,0,3690,1;5;12;13;17;18;19;20;21;22;26;28;29;31;35;39;40;42;45;47;48;51;54;55,A;B,0,0,0,0,0,0,3690,0,,,NO
827,Quercus nigra,1,ACCEPTED_SPECIES,RESOLVED,174075,Quercus nigra,1,27066,1;5;10;12;13;22;24;28;29;37;40;45;47;48;51,A;B,27066,26131,10554,15577,0,935,0,0,1;5;10;12;13;22;24;28;29;37;40;45;47;48;51,A;B,NO
828,Quercus texana,1,ACCEPTED_SPECIES,RESOLVED,175464,Quercus texana,1,1832,1;5;21;22;28;29;40;47;48,A;B,1827,1808,719,1089,5,19,0,0,1;5;21;22;28;29;47;48,A;B,NO
829,Quercus oblongifolia,1,ACCEPTED_SPECIES,RESOLVED,174136,Quercus oblongifolia,0,94,4;35,A;B,0,0,0,0,0,0,94,0,,,NO
830,Quercus palustris,1,ACCEPTED_SPECIES,RESOLVED,174242,Quercus palustris,0,1398,5;10;17;18;19;20;21;24;26;27;29;31;34;36;39;40;42;47;51,A;B,0,0,0,0,0,0,1398,0,,,NO
831,Quercus phellos,1,ACCEPTED_SPECIES,RESOLVED,174411,Quercus phellos,1,5235,1;5;10;12;13;17;21;22;24;28;29;34;37;40;45;47;48;51,A;B,5235,5074,1914,3160,0,161,0,0,1;5;10;12;13;17;21;22;24;28;29;34;37;40;45;47;48;51,A;B,NO
832,Quercus prinus,1,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,173929,Quercus michauxii,1,28673,1;9;10;13;17;18;21;24;25;28;33;34;36;37;39;42;44;45;47;50;51;54,A;B,23996,23788,9503,14285,4677,208,0,0,1;10;13;17;18;21;24;28;34;37;42;45;47;51,A;B,NO
833,Quercus rubra,1,ACCEPTED_SPECIES,RESOLVED,174902,Quercus rubra,0,34193,1;5;9;10;13;17;18;19;20;21;23;24;25;26;27;28;29;31;33;34;36;37;39;40;42;44;45;47;50;51;54;55,A;B,0,0,0,0,0,0,34193,0,,,NO
834,Quercus shumardii,1,ACCEPTED_SPECIES,RESOLVED,175148,Quercus shumardii,0,1590,1;5;12;13;17;18;20;21;22;28;29;37;40;45;47;48,A;B,0,0,0,0,0,0,1590,0,,,NO
835,Quercus stellata,1,ACCEPTED_SPECIES,RESOLVED,175243,Quercus stellata,1,30342,1;5;10;12;13;17;18;19;20;21;22;24;25;28;29;34;36;37;39;40;45;47;48;51;54,A;B,30342,29730,12055,17675,0,612,0,0,1;5;10;12;13;17;18;19;20;21;22;24;25;28;29;34;36;37;39;40;45;47;48;51;54,A;B,NO
836,Quercus similis,1,ACCEPTED_SPECIES,RESOLVED,175172,Quercus similis,1,20,1;22;28;48,A;B,20,20,5,15,0,0,0,0,1;22;28;48,A;B,NO
837,Quercus velutina,1,ACCEPTED_SPECIES,RESOLVED,175672,Quercus velutina,0,20154,1;5;9;10;13;17;18;19;20;21;22;23;24;25;26;27;28;29;31;33;34;36;37;39;40;42;44;45;47;48;50;51;54;55,A;B,0,0,0,0,0,0,20154,0,,,NO
838,Quercus virginiana,1,ACCEPTED_SPECIES,RESOLVED,175726,Quercus virginiana,1,10376,1;12;13;22;28;37;45;48,A;B,10376,10128,3792,6336,0,248,0,0,1;12;13;22;28;37;45;48,A;B,NO
839,Quercus wislizeni,1,ACCEPTED_SPECIES,RESOLVED,175769,Quercus wislizeni,0,1880,6,A;B,0,0,0,0,0,0,1880,0,,,NO
840,Quercus margarettiae,1,AUTHORITATIVE_ORTHOGRAPHIC_TO_ACCEPTED_SPECIES,RESOLVED_MAINLINE_AUTHORIZED,173863,Quercus margaretta,1,440,1;12;13;37;40;45,A;B,440,435,191,244,0,5,0,0,1;12;13;37;40;45,A;B,NO
841,Quercus minima,1,ACCEPTED_SPECIES,RESOLVED,173948,Quercus minima,1,347,12;13,A;B,347,328,90,238,0,19,0,0,12;13,A;B,NO
842,Quercus incana,1,ACCEPTED_SPECIES,RESOLVED,173316,Quercus incana,1,89,1;12;13;22;28;37;45;48,A;B,89,85,27,58,0,4,0,0,1;12;13;22;28;37;45;48,A;B,NO
843,Quercus hypoleucoides,1,ACCEPTED_SPECIES,RESOLVED,173145,Quercus hypoleucoides,0,379,4;35,A;B,0,0,0,0,0,0,379,0,,,NO
844,Quercus oglethorpensis,1,ACCEPTED_SPECIES,RESOLVED,174176,Quercus oglethorpensis,1,0,,,0,0,0,0,0,0,0,0,,,NO
845,Quercus prinoides,1,ACCEPTED_SPECIES,RESOLVED,174518,Quercus prinoides,0,3,39;40,A;B,0,0,0,0,0,0,3,0,,,NO
846,Quercus grisea,1,ACCEPTED_SPECIES,RESOLVED,172998,Quercus grisea,0,1666,4;35;48,A;B,0,0,0,0,0,0,1666,0,,,NO
847,Quercus rugosa,1,ACCEPTED_SPECIES,RESOLVED,174935,Quercus rugosa,0,165,4;35,A;B,0,0,0,0,0,0,165,0,,,NO
851,Quercus graciliformis,1,ACCEPTED_SPECIES,RESOLVED,172964,Quercus graciliformis,1,9,48,A;B,9,9,4,5,0,0,0,0,48,A;B,NO
853,Annona glabra,1,ACCEPTED_SPECIES,RESOLVED,2640872,Annona glabra,0,20,12,B,0,0,0,0,0,0,20,0,,,NO
854,Bursera simaruba,1,ACCEPTED_SPECIES,RESOLVED,2687649,Bursera simaruba,0,5,12,A;B,0,0,0,0,0,0,5,0,,,NO
858,Cinnamomum camphora,1,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,2695178,Camphora officinarum,0,72,1;12;13;22,A;B,0,0,0,0,0,0,72,0,,,NO
860,Citrus spp.,1,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,,,0,3,12,A;B,0,0,0,0,0,0,3,0,,,NO
863,Coccoloba diversifolia,1,ACCEPTED_SPECIES,RESOLVED,2729242,Coccoloba diversifolia,0,1,12,B,0,0,0,0,0,0,1,0,,,NO
867,Condalia hookeri,1,ACCEPTED_SPECIES,RESOLVED,2733979,Condalia hookeri,0,610,48,A;B,0,0,0,0,0,0,610,0,,,NO
868,Ebenopsis ebano,1,ACCEPTED_SPECIES,RESOLVED,2780305,Ebenopsis ebano,0,16,48,A;B,0,0,0,0,0,0,16,0,,,NO
869,Leucaena pulverulenta,1,ACCEPTED_SPECIES,RESOLVED,2346415,Leucaena pulverulenta,0,22,48,B,0,0,0,0,0,0,22,0,,,NO
870,Sophora affinis,1,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,2598500,Styphnolobium affine,1,7,40;48,A;B,7,7,3,4,0,0,0,0,40;48,A;B,NO
876,Ficus aurea,1,ACCEPTED_SPECIES,RESOLVED,2809576,Ficus aurea,0,12,12,A;B,0,0,0,0,0,0,12,0,,,NO
886,Metopium toxiferum,1,ACCEPTED_SPECIES,RESOLVED,2364578,Metopium toxiferum,0,13,12,A;B,0,0,0,0,0,0,13,0,,,NO
887,Piscidia piscipula,1,ACCEPTED_SPECIES,RESOLVED,2540278,Piscidia piscipula,0,3,12,B,0,0,0,0,0,0,3,0,,,NO
897,Tamarindus indica,1,ACCEPTED_SPECIES,RESOLVED,2444682,Tamarindus indica,0,1,12,B,0,0,0,0,0,0,1,0,,,NO
901,Robinia pseudoacacia,1,ACCEPTED_SPECIES,RESOLVED,2428246,Robinia pseudoacacia,1,5361,1;5;9;10;13;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;36;37;39;40;41;42;44;45;47;48;51;54;55,A;B,2906,2757,1153,1604,2455,149,0,0,1;13;21;24;37;42;45;47;51;54,A;B,NO
909,Roystonea spp.,1,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,,,0,1,12,B,0,0,0,0,0,0,1,0,,,NO
912,Sabal palmetto,1,ACCEPTED_SPECIES,RESOLVED,181053,Sabal palmetto,0,4466,12;13;45,A;B,0,0,0,0,0,0,4466,0,,,NO
913,Thrinax morrisii,1,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,351387,Leucothrinax morrisii,0,18,12,A;B,0,0,0,0,0,0,18,0,,,NO
915,Areca spp.,1,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,,,0,2,12,A,0,0,0,0,0,0,2,0,,,NO
919,Sapindus saponaria var. drummondii,1,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,2582296,Sapindus drummondii,0,305,20;22;40;48,A;B,0,0,0,0,0,0,305,0,,,NO
920,Salix spp.,1,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,,,0,51,9;19;26;27;33;36;38;55,A;B,0,0,0,0,0,0,51,0,,,NO
921,Salix amygdaloides,1,ACCEPTED_SPECIES,RESOLVED,2918617,Salix amygdaloides,0,138,20;26;27;29;30;31;38;42;46;55,A;B,0,0,0,0,0,0,138,0,,,NO
922,Salix nigra,1,ACCEPTED_SPECIES,RESOLVED,2919837,Salix nigra,0,4255,1;5;9;10;12;13;17;18;19;20;21;22;23;25;26;27;28;29;31;33;34;36;37;39;40;41;42;45;47;48;50;51;54;55,A;B,0,0,0,0,0,0,4255,0,,,NO
925,Salix caroliniana,1,ACCEPTED_SPECIES,RESOLVED,2919167,Salix caroliniana,0,176,12;29,A;B,0,0,0,0,0,0,176,0,,,NO
927,Salix alba,1,ACCEPTED_SPECIES,RESOLVED,2918804,Salix alba,0,22,25;33;34;44;46;51;53,A;B,0,0,0,0,0,0,22,0,,,NO
929,Salix x sepulcralis,1,HYBRID_OR_NOTHOTAXON,CLASSIFIED_HYBRID,,,0,1,23,B,0,0,0,0,0,0,1,0,,,NO
931,Sassafras albidum,1,ACCEPTED_SPECIES,RESOLVED,2591964,Sassafras albidum,0,5875,1;5;9;10;13;17;18;21;22;24;25;26;28;29;33;34;36;37;39;40;42;44;45;47;48;51;54,A;B,0,0,0,0,0,0,5875,0,,,NO
934,Sorbus spp.,1,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,,,0,5,27;33;55,B,0,0,0,0,0,0,5,0,,,NO
935,Sorbus americana,1,ACCEPTED_SPECIES,RESOLVED,2991391,Sorbus americana,0,263,23;25;26;27;33;36;37;47;50;51;54;55,A;B,0,0,0,0,0,0,263,0,,,NO
937,Sorbus decora,1,ACCEPTED_SPECIES,RESOLVED,2991806,Sorbus decora,0,7,26;33;54,A;B,0,0,0,0,0,0,7,0,,,NO
940,Swietenia mahagoni,1,ACCEPTED_SPECIES,RESOLVED,2601502,Swietenia mahagoni,0,5,12,A,0,0,0,0,0,0,5,0,,,NO
951,Tilia americana,1,ACCEPTED_SPECIES,RESOLVED,2518218,Tilia americana,0,15999,1;5;9;12;13;17;18;19;20;21;23;24;25;26;27;28;29;31;33;34;36;37;38;39;40;42;45;46;47;48;50;51;54;55,A;B,0,0,0,0,0,0,15999,0,,,NO
952,Tilia americana var. heterophylla,1,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,2518218,Tilia americana,0,61,1;13;22;37;42;45;47;54,A;B,0,0,0,0,0,0,61,0,,,NO
953,Tilia americana var. caroliniana,1,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,2518218,Tilia americana,0,144,1;12;13;22;28;40;45;48,A;B,0,0,0,0,0,0,144,0,,,NO
971,Ulmus alata,1,ACCEPTED_SPECIES,RESOLVED,2450008,Ulmus alata,1,12885,1;5;12;13;17;18;21;22;28;29;37;40;45;47;48;51,A;B,12885,12481,4910,7571,0,404,0,0,1;5;12;13;17;18;21;22;28;29;37;40;45;47;48;51,A;B,NO
972,Ulmus americana,1,ACCEPTED_SPECIES,RESOLVED,2450019,Ulmus americana,0,20651,1;5;9;10;12;13;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;36;37;38;39;40;42;44;45;46;47;48;50;51;54;55,A;B,0,0,0,0,0,0,20651,0,,,NO
973,Ulmus crassifolia,1,ACCEPTED_SPECIES,RESOLVED,2449976,Ulmus crassifolia,0,3049,5;22;28;40;48,A;B,0,0,0,0,0,0,3049,0,,,NO
974,Ulmus pumila,1,ACCEPTED_SPECIES,RESOLVED,2448824,Ulmus pumila,0,746,8;16;17;18;19;20;26;27;29;31;33;35;38;39;40;46;48;51;54;55,A;B,0,0,0,0,0,0,746,0,,,NO
975,Ulmus rubra,1,ACCEPTED_SPECIES,RESOLVED,2448805,Ulmus rubra,0,5123,1;5;9;10;12;13;17;18;19;20;21;22;24;25;26;27;28;29;31;33;34;36;37;38;39;40;42;45;46;47;48;51;54;55,A;B,0,0,0,0,0,0,5123,0,,,NO
976,Ulmus serotina,1,ACCEPTED_SPECIES,RESOLVED,2448857,Ulmus serotina,0,10,1;40,A;B,0,0,0,0,0,0,10,0,,,NO
977,Ulmus thomasii,1,ACCEPTED_SPECIES,RESOLVED,2448843,Ulmus thomasii,0,33,18;26;27;36;39;47;51;55,A;B,0,0,0,0,0,0,33,0,,,NO
981,Umbellularia californica,1,ACCEPTED_SPECIES,RESOLVED,2446614,Umbellularia californica,0,2242,6;41,A;B,0,0,0,0,0,0,2242,0,,,NO
986,Avicennia germinans,1,ACCEPTED_SPECIES,RESOLVED,18443,Avicennia germinans,0,66,12,A;B,0,0,0,0,0,0,66,0,,,NO
987,Conocarpus erectus,1,ACCEPTED_SPECIES,RESOLVED,2734516,Conocarpus erectus,0,54,12,A;B,0,0,0,0,0,0,54,0,,,NO
988,Laguncularia racemosa,1,ACCEPTED_SPECIES,RESOLVED,2338852,Laguncularia racemosa,0,120,12,A;B,0,0,0,0,0,0,120,0,,,NO
989,Rhizophora mangle,1,ACCEPTED_SPECIES,RESOLVED,2523199,Rhizophora mangle,0,67,12,A;B,0,0,0,0,0,0,67,0,,,NO
990,Olneya tesota,1,ACCEPTED_SPECIES,RESOLVED,2389100,Olneya tesota,0,10,6,A;B,0,0,0,0,0,0,10,0,,,NO
991,Tamarix spp.,1,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,,,0,2,20,A,0,0,0,0,0,0,2,0,,,NO
992,Melaleuca quinquenervia,1,ACCEPTED_SPECIES,RESOLVED,123857,Melaleuca quinquenervia,0,104,12,A;B,0,0,0,0,0,0,104,0,,,NO
993,Melia azedarach,1,ACCEPTED_SPECIES,RESOLVED,2505106,Melia azedarach,0,743,1;5;12;13;22;28;37;45;48,A;B,0,0,0,0,0,0,743,0,,,NO
994,Triadica sebifera,1,ACCEPTED_SPECIES,RESOLVED,207675,Triadica sebifera,0,3484,1;5;12;13;22;28;45;48,A;B,0,0,0,0,0,0,3484,0,,,NO
995,Vernicia fordii,1,ACCEPTED_SPECIES,RESOLVED,212845,Vernicia fordii,0,17,22;28,A;B,0,0,0,0,0,0,17,0,,,NO
996,Cotinus obovatus,1,ACCEPTED_SPECIES,RESOLVED,2740014,Cotinus obovatus,1,6,1;29,A;B,6,6,2,4,0,0,0,0,1;29,A;B,NO
997,Elaeagnus angustifolia,1,ACCEPTED_SPECIES,RESOLVED,2784980,Elaeagnus angustifolia,0,79,8;9;20;31;35;38;46;53;56,A;B,0,0,0,0,0,0,79,0,,,NO
999,Tree unknown,1,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,,,0,87,1;5;13;21;28;37;45;48;51,A;B,0,0,0,0,0,0,87,0,,,NO
5147,Acer ginnala,1,SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,2616524,Acer tataricum,0,6,27;46,A,0,0,0,0,0,0,6,0,,,NO
5151,Acer pseudoplatanus,1,ACCEPTED_SPECIES,RESOLVED,2616276,Acer pseudoplatanus,0,2,34;36,B,0,0,0,0,0,0,2,0,,,NO
5203,Amelanchier laevis,1,ACCEPTED_SPECIES,RESOLVED,2940246,Amelanchier laevis,0,1,29,B,0,0,0,0,0,0,1,0,,,NO
5491,Fraxinus berlandieriana,1,ACCEPTED_SPECIES,RESOLVED,369564,Fraxinus berlandieriana,0,3,48,B,0,0,0,0,0,0,3,0,,,NO
6003,,0,UNMAPPED_CODE_NOT_IN_FROZEN_AUTHORITY,UNMAPPED,,,0,1,12,B,0,0,0,0,0,0,0,1,,,NO
6262,Broussonetia papyrifera,1,ACCEPTED_SPECIES,RESOLVED,2683772,Broussonetia papyrifera,0,28,21;22,A;B,0,0,0,0,0,0,28,0,,,NO
6434,,0,UNMAPPED_CODE_NOT_IN_FROZEN_AUTHORITY,UNMAPPED,,,0,1,12,B,0,0,0,0,0,0,0,1,,,NO
6511,Persea palustris,1,IDENTITY_RESOLVED_TARGET_UNPLACED,IDENTITY_RESOLVED_NO_ACCEPTED_ANALYSIS_SPECIES,,,0,153,12;13;22;37,A;B,0,0,0,0,0,0,153,0,,,NO
6516,Phellodendron amurense,1,ACCEPTED_SPECIES,RESOLVED,2541602,Phellodendron amurense,0,3,34,A,0,0,0,0,0,0,3,0,,,NO
6696,Prunus laurocerasus,1,ACCEPTED_SPECIES,RESOLVED,2960451,Prunus laurocerasus,0,5,13;28;48,A;B,0,0,0,0,0,0,5,0,,,NO
6707,Prunus serrulata,1,ACCEPTED_SPECIES,RESOLVED,2961630,Prunus serrulata,0,1,41,A,0,0,0,0,0,0,1,0,,,NO
6708,Prunus mexicana,1,ACCEPTED_SPECIES,RESOLVED,2960673,Prunus mexicana,0,18,22;40;48,A;B,0,0,0,0,0,0,18,0,,,NO
6768,Quercus arkansana,1,ACCEPTED_SPECIES,RESOLVED,171657,Quercus arkansana,1,1,22,B,1,1,0,1,0,0,0,0,22,B,NO
6782,Quercus georgiana,1,ACCEPTED_SPECIES,RESOLVED,172875,Quercus georgiana,1,4,13,A;B,4,4,2,2,0,0,0,0,13,A;B,NO
6791,Quercus myrtifolia,1,ACCEPTED_SPECIES,RESOLVED,174037,Quercus myrtifolia,1,40,12,A;B,40,40,20,20,0,0,0,0,12,A;B,NO
6799,Quercus sinuata,1,ACCEPTED_SPECIES,RESOLVED,175179,Quercus sinuata,0,58,48,A;B,0,0,0,0,0,0,58,0,,,NO
6918,Rhamnus cathartica,1,ACCEPTED_SPECIES,RESOLVED,2523018,Rhamnus cathartica,0,264,17;18;25;26;27;31;36;38;39;46;50;55,A;B,0,0,0,0,0,0,264,0,,,NO
6955,Salix fragilis,1,UNRESOLVED,UNKNOWN_MAINLINE_AUTHORIZED,,,0,9,27;36;44;55,A;B,0,0,0,0,0,0,9,0,,,NO
7151,Ficus carica,1,ACCEPTED_SPECIES,RESOLVED,2809827,Ficus carica,0,7,6,A,0,0,0,0,0,0,7,0,,,NO
7181,Firmiana simplex,1,ACCEPTED_SPECIES,RESOLVED,2813006,Firmiana simplex,0,2,22,A,0,0,0,0,0,0,2,0,,,NO
7328,Halesia tetraptera,1,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,2838104,Halesia carolina,1,1,47,B,1,1,0,1,0,0,0,0,47,B,NO
7454,Ilex aquifolium,1,ACCEPTED_SPECIES,RESOLVED,2860379,Ilex aquifolium,0,5,53,A,0,0,0,0,0,0,5,0,,,NO
7455,Ilex cassine,1,ACCEPTED_SPECIES,RESOLVED,2860502,Ilex cassine,0,79,12,A,0,0,0,0,0,0,79,0,,,NO
7469,Ilex vomitoria,1,ACCEPTED_SPECIES,RESOLVED,2861645,Ilex vomitoria,0,1,48,B,0,0,0,0,0,0,1,0,,,NO
7565,Leucaena leucocephala,1,ACCEPTED_SPECIES,RESOLVED,2346347,Leucaena leucocephala,0,1,48,B,0,0,0,0,0,0,1,0,,,NO
7577,Ligustrum japonicum,1,ACCEPTED_SPECIES,RESOLVED,354176,Ligustrum japonicum,0,2,13,B,0,0,0,0,0,0,2,0,,,NO
7578,Ligustrum lucidum,1,ACCEPTED_SPECIES,RESOLVED,354188,Ligustrum lucidum,0,12,13;45;48,A;B,0,0,0,0,0,0,12,0,,,NO
7651,Malus pumila,1,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,2950597,Malus domestica,0,2,16,A,0,0,0,0,0,0,2,0,,,NO
7845,Morella cerifera,1,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,2500717,Myrica cerifera,0,3,12;45,A,0,0,0,0,0,0,3,0,,,NO
8313,Populus x canadensis,1,HYBRID_OR_NOTHOTAXON,CLASSIFIED_HYBRID,,,0,9,41,B,0,0,0,0,0,0,9,0,,,NO
8345,Prunus caroliniana,1,ACCEPTED_SPECIES,RESOLVED,2959079,Prunus caroliniana,1,6,12;13;45,A;B,6,6,4,2,0,0,0,0,12;13;45,A;B,NO
8355,Psidium cattleianum,1,AUTHORITATIVE_ORTHOGRAPHIC_TO_ACCEPTED_SPECIES,RESOLVED_MAINLINE_AUTHORIZED,166659,Psidium cattleyanum,0,1,12,B,0,0,0,0,0,0,1,0,,,NO
8420,Pyrus spp.,1,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,,,0,19,5;29;36;42;51,A;B,0,0,0,0,0,0,19,0,,,NO
8421,Pyrus calleryana,1,ACCEPTED_SPECIES,RESOLVED,2963049,Pyrus calleryana,0,214,1;5;6;13;17;18;21;22;24;26;28;29;34;37;39;40;45;47;48;54,A;B,0,0,0,0,0,0,214,0,,,NO
8423,Pyrus communis,1,ACCEPTED_SPECIES,RESOLVED,2963115,Pyrus communis,0,23,13;16;19;36;42;45;51,A;B,0,0,0,0,0,0,23,0,,,NO
8427,Quercus acutissima,1,ACCEPTED_SPECIES,RESOLVED,171430,Quercus acutissima,0,104,1;5;19;21;22;24;28;37;45;47;48;51,A;B,0,0,0,0,0,0,104,0,,,NO
8429,,0,UNMAPPED_CODE_NOT_IN_FROZEN_AUTHORITY,UNMAPPED,,,0,1,48,A,0,0,0,0,0,0,0,1,,,NO
8441,Quercus geminata,1,ACCEPTED_SPECIES,RESOLVED,172866,Quercus geminata,1,216,12,A;B,216,216,124,92,0,0,0,0,12,A;B,NO
8449,Quercus hemisphaerica,1,ACCEPTED_SPECIES,RESOLVED,173053,Quercus hemisphaerica,1,633,12;13;22;45,A;B,633,626,183,443,0,7,0,0,12;13;22;45,A;B,NO
8487,Quercus sinuata var. breviloba,1,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,175179,Quercus sinuata,0,217,48,A;B,0,0,0,0,0,0,217,0,,,NO
8511,Quercus gravesii,1,ACCEPTED_SPECIES,RESOLVED,172990,Quercus gravesii,0,2,48,B,0,0,0,0,0,0,2,0,,,NO
