fia_species_code,fia_name_raw,mapping_present_in_frozen_d08b1,mapping_class,taxonomy_resolution_status,analysis_species_id,analysis_species_name,belongs_to_101_starting_universe,f0_live_large_tree_count,f0_live_large_tree_state_codes,f0_live_large_tree_folds,f0_native_candidate_tree_count,valid_encounter_tree_count,valid_encounter_tree_count_A,valid_encounter_tree_count_B,outside_operational_native_domain_tree_count,invalid_native_candidate_link_tree_count,outside_starting_universe_tree_count,unmapped_tree_count,valid_encounter_state_codes,valid_encounter_folds,silent_drop_used
303,Acacia farnesiana,1,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,2452405,Vachellia farnesiana,0,599,48,A;B,0,0,0,0,0,0,599,0,,,NO
311,Acer barbatum,1,SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,2616387,Acer saccharum,0,1475,1;5;12;13;22;28;37;40;45;47;48;51,A;B,0,0,0,0,0,0,1475,0,,,NO
312,Acer macrophyllum,1,ACCEPTED_SPECIES,RESOLVED,2615900,Acer macrophyllum,0,6366,6;41;53,A;B,0,0,0,0,0,0,6366,0,,,NO
313,Acer negundo,1,ACCEPTED_SPECIES,RESOLVED,2616024,Acer negundo,0,9225,1;4;5;6;8;10;12;13;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;34;35;36;37;38;39;40;42;44;45;46;47;48;49;50;51;54;55;56,A;B,0,0,0,0,0,0,9225,0,,,NO
314,Acer nigrum,1,ACCEPTED_SPECIES,RESOLVED,2616060,Acer nigrum,0,271,13;17;18;19;21;26;27;39;42;54;55,A;B,0,0,0,0,0,0,271,0,,,NO
315,Acer pensylvanicum,1,ACCEPTED_SPECIES,RESOLVED,2616210,Acer pensylvanicum,0,1328,9;21;23;24;25;26;33;34;36;37;42;47;50;51;54,A;B,0,0,0,0,0,0,1328,0,,,NO
316,Acer rubrum,1,ACCEPTED_SPECIES,RESOLVED,2616329,Acer rubrum,0,149149,1;5;9;10;12;13;17;18;21;22;23;24;25;26;27;28;29;33;34;36;37;39;40;42;44;45;47;48;50;51;54;55,A;B,0,0,0,0,0,0,149149,0,,,NO
317,Acer saccharinum,1,ACCEPTED_SPECIES,RESOLVED,2616367,Acer saccharinum,0,5465,1;5;9;10;13;17;18;19;20;21;23;24;25;26;27;28;29;31;33;34;36;37;39;40;42;44;45;46;47;48;50;51;54;55,A;B,0,0,0,0,0,0,5465,0,,,NO
318,Acer saccharum,1,ACCEPTED_SPECIES,RESOLVED,2616387,Acer saccharum,0,76937,1;5;9;13;17;18;19;20;21;23;24;25;26;27;29;33;34;36;37;39;40;42;44;46;47;50;51;54;55,A;B,0,0,0,0,0,0,76937,0,,,NO
319,Acer spicatum,1,ACCEPTED_SPECIES,RESOLVED,2616481,Acer spicatum,0,20,23;26;27;37;47;50;54;55,A;B,0,0,0,0,0,0,20,0,,,NO
320,Acer platanoides,1,ACCEPTED_SPECIES,RESOLVED,2616254,Acer platanoides,0,244,9;10;17;23;24;25;26;27;33;34;36;37;39;41;42;44;51;53;54;55,A;B,0,0,0,0,0,0,244,0,,,NO
322,Acer grandidentatum,1,ACCEPTED_SPECIES,RESOLVED,2615689,Acer grandidentatum,0,1265,4;16;35;49;56,A;B,0,0,0,0,0,0,1265,0,,,NO
323,Acer leucoderme,1,ACCEPTED_SPECIES,RESOLVED,2615862,Acer leucoderme,1,4,1;13,B,4,4,0,4,0,0,0,0,1;13,B,NO
331,Aesculus glabra,1,ACCEPTED_SPECIES,RESOLVED,2624506,Aesculus glabra,0,497,5;17;18;19;21;26;29;39;47;55,A;B,0,0,0,0,0,0,497,0,,,NO
332,Aesculus flava,1,ACCEPTED_SPECIES,RESOLVED,2624500,Aesculus flava,1,1138,1;13;21;37;39;42;47;51;54,A;B,1138,1116,514,602,0,22,0,0,1;13;21;37;39;42;47;51;54,A;B,NO
333,Aesculus californica,1,ACCEPTED_SPECIES,RESOLVED,2624481,Aesculus californica,1,416,6,A;B,416,406,193,213,0,10,0,0,6,A;B,NO
334,Aesculus glabra var. arguta,1,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,2624506,Aesculus glabra,0,16,20,A;B,0,0,0,0,0,0,16,0,,,NO
341,Ailanthus altissima,1,ACCEPTED_SPECIES,RESOLVED,2626815,Ailanthus altissima,0,2073,1;5;10;13;17;18;19;21;24;25;26;29;34;36;37;39;40;42;45;47;51;54,A;B,0,0,0,0,0,0,2073,0,,,NO
345,Albizia julibrissin,1,ACCEPTED_SPECIES,RESOLVED,2627374,Albizia julibrissin,0,313,1;5;12;13;21;22;24;28;29;37;40;42;45;47;48;51,A;B,0,0,0,0,0,0,313,0,,,NO
350,Alnus spp.,1,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,,,0,6,51,B,0,0,0,0,0,0,6,0,,,NO
351,Alnus rubra,1,ACCEPTED_SPECIES,RESOLVED,6584,Alnus rubra,0,12690,6;16;30;41;53,A;B,0,0,0,0,0,0,12690,0,,,NO
352,Alnus rhombifolia,1,ACCEPTED_SPECIES,RESOLVED,6578,Alnus rhombifolia,0,266,6;41;53,A;B,0,0,0,0,0,0,266,0,,,NO
353,Alnus oblongifolia,1,ACCEPTED_SPECIES,RESOLVED,6544,Alnus oblongifolia,0,5,4,B,0,0,0,0,0,0,5,0,,,NO
355,Alnus glutinosa,1,ACCEPTED_SPECIES,RESOLVED,6364,Alnus glutinosa,0,51,21;26;36;39;42;54,A;B,0,0,0,0,0,0,51,0,,,NO
356,Amelanchier spp.,1,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,,,0,1765,1;5;9;10;13;17;18;19;21;23;24;25;26;27;28;29;33;34;36;37;39;40;42;47;50;51;54;55,A;B,0,0,0,0,0,0,1765,0,,,NO
357,Amelanchier arborea,1,ACCEPTED_SPECIES,RESOLVED,2940130,Amelanchier arborea,0,48,13;21;37,A;B,0,0,0,0,0,0,48,0,,,NO
361,Arbutus menziesii,1,ACCEPTED_SPECIES,RESOLVED,2646696,Arbutus menziesii,0,6198,6;41;53,A;B,0,0,0,0,0,0,6198,0,,,NO
362,Arbutus arizonica,1,ACCEPTED_SPECIES,RESOLVED,2646656,Arbutus arizonica,0,17,4,A;B,0,0,0,0,0,0,17,0,,,NO
363,Arbutus xalapensis,1,AUTHOR_QUALIFIED_ACCEPTED_SPECIES,RESOLVED_MAINLINE_AUTHORIZED,2646755,Arbutus xalapensis,0,2,48,A;B,0,0,0,0,0,0,2,0,,,NO
367,Asimina triloba,1,ACCEPTED_SPECIES,RESOLVED,2655435,Asimina triloba,0,57,5;17;21;24;26;28;29;39;40;42;47;51;54,A;B,0,0,0,0,0,0,57,0,,,NO
371,Betula alleghaniensis,1,ACCEPTED_SPECIES,RESOLVED,21135,Betula alleghaniensis,0,22002,9;18;21;23;24;25;26;27;33;34;36;37;39;42;44;47;50;51;54;55,A;B,0,0,0,0,0,0,22002,0,,,NO
372,Betula lenta,1,AUTHOR_QUALIFIED_ACCEPTED_SPECIES,RESOLVED_MAINLINE_AUTHORIZED,21443,Betula lenta,0,14648,1;9;10;13;21;23;24;25;33;34;36;37;39;42;44;45;47;50;51;54,A;B,0,0,0,0,0,0,14648,0,,,NO
373,Betula nigra,1,ACCEPTED_SPECIES,RESOLVED,21527,Betula nigra,1,1994,1;5;10;12;13;17;18;19;21;22;24;25;28;29;34;37;39;40;42;45;47;48;51;54;55,A;B,1994,1926,866,1060,0,68,0,0,1;5;10;12;13;17;18;19;21;22;24;25;28;29;34;37;39;40;45;47;48;51;54;55,A;B,NO
374,Betula occidentalis,1,ACCEPTED_SPECIES,RESOLVED,21535,Betula occidentalis,0,70,16;30;41;53,A;B,0,0,0,0,0,0,70,0,,,NO
375,Betula papyrifera,1,ACCEPTED_SPECIES,RESOLVED,21557,Betula papyrifera,0,23702,9;16;19;23;25;26;27;30;33;36;38;39;41;42;44;46;50;53;55;56,A;B,0,0,0,0,0,0,23702,0,,,NO
379,Betula populifolia,1,ACCEPTED_SPECIES,RESOLVED,21620,Betula populifolia,0,831,9;23;25;26;33;34;36;39;42;44;50,A;B,0,0,0,0,0,0,831,0,,,NO
381,Sideroxylon lanuginosum ssp. lanuginosum,1,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,191965,Sideroxylon lanuginosum,0,425,5;13;20;22;29;40;48,A;B,0,0,0,0,0,0,425,0,,,NO
391,Carpinus caroliniana,1,ACCEPTED_SPECIES,RESOLVED,34302,Carpinus caroliniana,0,4349,1;5;9;10;12;13;17;18;21;22;24;25;26;27;28;29;33;34;36;37;39;40;42;45;47;48;50;51;54;55,A;B,0,0,0,0,0,0,4349,0,,,NO
401,Carya aquatica,1,ACCEPTED_SPECIES,RESOLVED,2701748,Carya aquatica,1,1167,1;5;12;13;21;22;28;37;40;45;47;48,A;B,1167,1152,468,684,0,15,0,0,1;5;12;13;21;22;28;37;40;45;47;48,A;B,NO
402,Carya cordiformis,1,ACCEPTED_SPECIES,RESOLVED,2701766,Carya cordiformis,0,6809,1;5;9;12;13;17;18;19;20;21;22;24;25;26;27;28;29;31;33;34;36;37;39;40;42;45;47;48;50;51;54;55,A;B,0,0,0,0,0,0,6809,0,,,NO
403,Carya glabra,1,ACCEPTED_SPECIES,RESOLVED,2701775,Carya glabra,0,14513,1;5;9;10;12;13;17;18;21;22;24;25;26;28;29;33;34;36;37;39;40;42;44;45;47;48;51;54,A;B,0,0,0,0,0,0,14513,0,,,NO
404,Carya illinoinensis,1,ACCEPTED_SPECIES,RESOLVED,2701784,Carya illinoinensis,0,2315,1;5;12;13;17;18;20;21;22;28;29;37;40;45;47;48;51,A;B,0,0,0,0,0,0,2315,0,,,NO
405,Carya laciniosa,1,ACCEPTED_SPECIES,RESOLVED,2701789,Carya laciniosa,0,428,1;13;17;18;20;21;22;26;28;29;36;37;39;47;51,A;B,0,0,0,0,0,0,428,0,,,NO
406,Carya myristiciformis,1,ACCEPTED_SPECIES,RESOLVED,2701803,Carya myristiciformis,0,1,5,B,0,0,0,0,0,0,1,0,,,NO
407,Carya ovata,1,ACCEPTED_SPECIES,RESOLVED,2701831,Carya ovata,0,11004,1;5;9;13;17;18;19;20;21;22;23;24;25;26;27;28;29;33;34;36;37;39;40;42;44;45;47;48;50;51;54;55,A;B,0,0,0,0,0,0,11004,0,,,NO
408,Carya texana,1,ACCEPTED_SPECIES,RESOLVED,2701863,Carya texana,1,6312,1;5;17;20;22;28;29;40;48,A;B,6309,6211,2419,3792,3,98,0,0,5;17;20;22;28;29;40;48,A;B,NO
409,Carya alba,1,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,2701867,Carya tomentosa,0,13568,1;5;9;10;12;13;17;18;19;20;21;22;24;25;26;28;29;34;36;37;39;40;42;44;45;47;48;51;54,A;B,0,0,0,0,0,0,13568,0,,,NO
410,Carya pallida,1,ACCEPTED_SPECIES,RESOLVED,2701846,Carya pallida,1,275,1;10;12;13;17;24;28;45;47,A;B,275,272,121,151,0,3,0,0,1;10;12;13;17;24;28;45;47,A;B,NO
411,Carya floridana,1,ACCEPTED_SPECIES,RESOLVED,2701774,Carya floridana,1,1,12,A,1,1,1,0,0,0,0,0,12,A,NO
412,Carya ovalis,1,SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,2701775,Carya glabra,0,97,1;13;22;28;36;37;42;47;51;54,A;B,0,0,0,0,0,0,97,0,,,NO
413,Carya carolinae-septentrionalis,1,SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,2701831,Carya ovata,0,27,1;13;22;28;45,A;B,0,0,0,0,0,0,27,0,,,NO
421,Castanea dentata,1,ACCEPTED_SPECIES,RESOLVED,34965,Castanea dentata,0,29,23;34;37;39;42;47;51;54,A;B,0,0,0,0,0,0,29,0,,,NO
422,Castanea pumila,1,ACCEPTED_SPECIES,RESOLVED,35028,Castanea pumila,1,5,1;13;22;45;51,A;B,5,5,2,3,0,0,0,0,1;13;22;45;51,A;B,NO
423,Castanea pumila var. ozarkensis,1,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,35021,Castanea ozarkensis,1,7,5,A;B,7,7,3,4,0,0,0,0,5,A;B,NO
424,Castanea mollissima,1,ACCEPTED_SPECIES,RESOLVED,35016,Castanea mollissima,0,8,21;51,A;B,0,0,0,0,0,0,8,0,,,NO
431,Chrysolepis chrysophylla var. chrysophylla,1,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,39927,Chrysolepis chrysophylla,1,1831,6;41,A;B,1831,1806,728,1078,0,25,0,0,6;41,A;B,NO
451,Catalpa bignonioides,1,ACCEPTED_SPECIES,RESOLVED,320352,Catalpa bignonioides,1,42,1;13;20;28;40;47;48;51,A;B,24,23,2,21,18,1,0,0,1;13;28;48,A;B,NO
452,Catalpa speciosa,1,ACCEPTED_SPECIES,RESOLVED,320410,Catalpa speciosa,1,132,5;9;10;17;18;20;21;25;26;29;31;34;36;39;40;42;54,A;B,126,121,46,75,6,5,0,0,5;9;17;18;20;21;25;26;29;31;36;39;40;42;54,A;B,NO
461,Celtis laevigata,1,ACCEPTED_SPECIES,RESOLVED,2708323,Celtis laevigata,0,7390,1;4;5;12;13;17;18;20;21;22;28;29;35;37;40;45;47;48,A;B,0,0,0,0,0,0,7390,0,,,NO
462,Celtis occidentalis,1,ACCEPTED_SPECIES,RESOLVED,2708380,Celtis occidentalis,0,8645,1;5;12;13;17;18;19;20;21;22;24;26;27;28;29;31;34;36;37;39;40;42;45;46;47;48;51;54;55,A;B,0,0,0,0,0,0,8645,0,,,NO
463,Celtis laevigata var. reticulata,1,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,2708432,Celtis reticulata,0,231,40;48,A;B,0,0,0,0,0,0,231,0,,,NO
471,Cercis canadensis,1,ACCEPTED_SPECIES,RESOLVED,2711403,Cercis canadensis,0,1127,1;5;13;17;18;19;20;21;22;24;28;29;37;39;40;42;45;47;48;51;54,A;B,0,0,0,0,0,0,1127,0,,,NO
475,Cercocarpus ledifolius,1,ACCEPTED_SPECIES,RESOLVED,2943367,Cercocarpus ledifolius,0,6324,6;8;16;30;32;49;56,A;B,0,0,0,0,0,0,6324,0,,,NO
481,Cladrastis kentukea,1,ACCEPTED_SPECIES,RESOLVED,2724586,Cladrastis kentukea,1,22,1;21;39;47,A;B,15,15,11,4,7,0,0,0,1;21;47,A;B,NO
491,Cornus florida,1,ACCEPTED_SPECIES,RESOLVED,47363,Cornus florida,0,1869,1;5;9;10;12;13;17;18;21;22;24;26;28;29;34;36;37;39;40;42;45;47;48;51;54,A;B,0,0,0,0,0,0,1869,0,,,NO
492,Cornus nuttallii,1,ACCEPTED_SPECIES,RESOLVED,47451,Cornus nuttallii,0,201,6;41;53,A;B,0,0,0,0,0,0,201,0,,,NO
500,Crataegus spp.,1,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,,,0,885,1;5;12;13;17;18;19;21;22;26;27;28;29;34;36;37;39;40;42;45;47;48;50;51;54;55,A;B,0,0,0,0,0,0,885,0,,,NO
501,Crataegus crus-galli,1,ACCEPTED_SPECIES,RESOLVED,2945308,Crataegus crus-galli,0,9,12;13;28;37;40;47;48,A;B,0,0,0,0,0,0,9,0,,,NO
502,Crataegus mollis,1,ACCEPTED_SPECIES,RESOLVED,2946180,Crataegus mollis,0,10,1;37;40;51,A;B,0,0,0,0,0,0,10,0,,,NO
511,Eucalyptus globulus,1,ACCEPTED_SPECIES,RESOLVED,73008,Eucalyptus globulus,0,11,6,A;B,0,0,0,0,0,0,11,0,,,NO
512,,0,UNMAPPED_CODE_NOT_IN_FROZEN_AUTHORITY,UNMAPPED,,,0,1,6,B,0,0,0,0,0,0,0,1,,,NO
513,Eucalyptus grandis,1,ACCEPTED_SPECIES,RESOLVED,73044,Eucalyptus grandis,0,61,12;22,B,0,0,0,0,0,0,61,0,,,NO
521,Diospyros virginiana,1,ACCEPTED_SPECIES,RESOLVED,385000,Diospyros virginiana,1,2316,1;5;10;12;13;17;18;20;21;22;24;28;29;34;37;39;40;45;47;48;51;54,A;B,2316,2209,881,1328,0,107,0,0,1;5;10;12;13;17;18;20;21;22;24;28;29;34;37;39;40;45;47;48;51;54,A;B,NO
522,Diospyros texana,1,ACCEPTED_SPECIES,RESOLVED,384904,Diospyros texana,0,829,48,A;B,0,0,0,0,0,0,829,0,,,NO
523,Ehretia anacua,1,ACCEPTED_SPECIES,RESOLVED,2784654,Ehretia anacua,0,18,48,A;B,0,0,0,0,0,0,18,0,,,NO
531,Fagus grandifolia,1,ACCEPTED_SPECIES,RESOLVED,83824,Fagus grandifolia,0,32323,1;5;9;10;12;13;17;18;21;22;23;24;25;26;28;29;33;34;36;37;39;42;44;45;47;48;50;51;54;55,A;B,0,0,0,0,0,0,32323,0,,,NO
541,Fraxinus americana,1,ACCEPTED_SPECIES,RESOLVED,369468,Fraxinus americana,0,16411,1;5;9;10;12;13;17;18;19;20;21;22;23;24;25;26;27;28;29;33;34;36;37;39;40;42;44;45;47;48;50;51;54;55,A;B,0,0,0,0,0,0,16411,0,,,NO
542,Fraxinus latifolia,1,ACCEPTED_SPECIES,RESOLVED,369836,Fraxinus latifolia,0,378,6;41;53,A;B,0,0,0,0,0,0,378,0,,,NO
543,Fraxinus nigra,1,ACCEPTED_SPECIES,RESOLVED,369888,Fraxinus nigra,0,17193,9;17;18;19;23;25;26;27;33;34;36;38;39;42;44;46;50;55,A;B,0,0,0,0,0,0,17193,0,,,NO
544,Fraxinus pennsylvanica,1,ACCEPTED_SPECIES,RESOLVED,370006,Fraxinus pennsylvanica,0,21679,1;5;8;9;10;12;13;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;36;37;38;39;40;42;44;45;46;47;48;50;51;54;55;56,A;B,0,0,0,0,0,0,21679,0,,,NO
545,Fraxinus profunda,1,ACCEPTED_SPECIES,RESOLVED,370051,Fraxinus profunda,1,430,1;12;17;29;37;45;47,A;B,430,429,189,240,0,1,0,0,1;12;17;29;37;45;47,A;B,NO
546,Fraxinus quadrangulata,1,ACCEPTED_SPECIES,RESOLVED,370075,Fraxinus quadrangulata,0,368,5;17;18;20;21;29;39;47;51,A;B,0,0,0,0,0,0,368,0,,,NO
547,Fraxinus velutina,1,ACCEPTED_SPECIES,RESOLVED,370195,Fraxinus velutina,0,21,4;6;35;48;49,A;B,0,0,0,0,0,0,21,0,,,NO
548,Fraxinus caroliniana,1,ACCEPTED_SPECIES,RESOLVED,369591,Fraxinus caroliniana,0,482,1;12;13;22;37;45;48,A;B,0,0,0,0,0,0,482,0,,,NO
549,Fraxinus texensis,1,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,369466,Fraxinus albicans,0,134,48,A;B,0,0,0,0,0,0,134,0,,,NO
551,Gleditsia aquatica,1,ACCEPTED_SPECIES,RESOLVED,2826455,Gleditsia aquatica,0,72,1;5;12;13;22;28;45;47;48,A;B,0,0,0,0,0,0,72,0,,,NO
552,Gleditsia triacanthos,1,ACCEPTED_SPECIES,RESOLVED,2826513,Gleditsia triacanthos,0,3355,1;5;12;13;17;18;19;20;21;22;25;26;28;29;31;34;36;37;39;40;42;45;46;47;48;51;54;55,A;B,0,0,0,0,0,0,3355,0,,,NO
555,Gordonia lasianthus,1,ACCEPTED_SPECIES,RESOLVED,2830846,Gordonia lasianthus,1,2314,12;13;37;45,A;B,2314,2283,875,1408,0,31,0,0,12;13;37;45,A;B,NO
561,Ginkgo biloba,1,ACCEPTED_SPECIES,RESOLVED,334053,Ginkgo biloba,0,7,42,B,0,0,0,0,0,0,7,0,,,NO
571,Gymnocladus dioicus,1,ACCEPTED_SPECIES,RESOLVED,2835921,Gymnocladus dioicus,0,158,17;18;19;20;21;26;27;28;29;31;39;40;42;47;54,A;B,0,0,0,0,0,0,158,0,,,NO
581,Halesia carolina,1,ACCEPTED_SPECIES,RESOLVED,2838104,Halesia carolina,1,298,1;5;13;37;45;47,A;B,298,297,115,182,0,1,0,0,1;5;13;37;45;47,A;B,NO
582,Halesia diptera,1,ACCEPTED_SPECIES,RESOLVED,2838115,Halesia diptera,1,16,13;22;28,A;B,16,16,6,10,0,0,0,0,13;22;28,A;B,NO
591,Ilex opaca,1,ACCEPTED_SPECIES,RESOLVED,2861190,Ilex opaca,1,4603,1;5;10;12;13;21;22;24;25;28;34;37;40;42;44;45;47;48;51;54,A;B,4603,4524,1745,2779,0,79,0,0,1;5;10;12;13;21;22;24;25;28;34;37;40;42;44;45;47;48;51;54,A;B,NO
601,Juglans cinerea,1,ACCEPTED_SPECIES,RESOLVED,2331793,Juglans cinerea,0,230,1;5;13;17;18;21;25;27;29;33;36;37;39;42;47;50;51;54;55,A;B,0,0,0,0,0,0,230,0,,,NO
602,Juglans nigra,1,ACCEPTED_SPECIES,RESOLVED,2331834,Juglans nigra,0,9221,1;5;9;10;12;13;17;18;19;20;21;22;24;25;26;27;28;29;31;34;36;37;39;40;42;45;46;47;48;51;54;55,A;B,0,0,0,0,0,0,9221,0,,,NO
603,Juglans hindsii,1,ACCEPTED_SPECIES,RESOLVED,2329229,Juglans hindsii,1,4,6;53,A,1,1,1,0,3,0,0,0,6,A,NO
604,Juglans californica,1,ACCEPTED_SPECIES,RESOLVED,2331825,Juglans californica,1,12,6,A;B,12,12,6,6,0,0,0,0,6,A;B,NO
605,Juglans microcarpa,1,ACCEPTED_SPECIES,RESOLVED,2331862,Juglans microcarpa,0,49,40;48,A;B,0,0,0,0,0,0,49,0,,,NO
606,Juglans major,1,ACCEPTED_SPECIES,RESOLVED,2331814,Juglans major,0,34,4;48,A;B,0,0,0,0,0,0,34,0,,,NO
611,Liquidambar styraciflua,1,ACCEPTED_SPECIES,RESOLVED,500221,Liquidambar styraciflua,0,65360,1;5;6;10;12;13;17;18;21;22;24;28;29;34;36;37;39;40;42;45;47;48;51;54,A;B,0,0,0,0,0,0,65360,0,,,NO
621,Liriodendron tulipifera,1,ACCEPTED_SPECIES,RESOLVED,113859,Liriodendron tulipifera,0,44749,1;5;9;10;12;13;17;18;21;22;24;25;26;28;29;34;36;37;39;42;44;45;47;51;54,A;B,0,0,0,0,0,0,44749,0,,,NO
631,Lithocarpus densiflorus,1,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,458543,Notholithocarpus densiflorus,1,11829,6;41,A;B,11829,11742,5176,6566,0,87,0,0,6;41,A;B,NO
641,Maclura pomifera,1,ACCEPTED_SPECIES,RESOLVED,2501306,Maclura pomifera,1,4230,1;5;13;17;18;19;20;21;22;24;28;29;31;34;39;40;42;47;48;51;54,A;B,880,851,340,511,3350,29,0,0,5;40;48,A;B,NO
651,Magnolia acuminata,1,ACCEPTED_SPECIES,RESOLVED,117423,Magnolia acuminata,0,1543,1;5;13;17;21;22;24;28;29;36;37;39;42;45;47;51;54,A;B,0,0,0,0,0,0,1543,0,,,NO
652,Magnolia grandiflora,1,ACCEPTED_SPECIES,RESOLVED,117615,Magnolia grandiflora,1,1533,1;5;12;13;22;28;37;45;48;51,A;B,1531,1510,616,894,2,21,0,0,1;12;13;22;28;37;45;48,A;B,NO
653,Magnolia virginiana,1,ACCEPTED_SPECIES,RESOLVED,117883,Magnolia virginiana,0,7337,1;5;10;12;13;22;24;28;34;37;40;45;47;48;51,A;B,0,0,0,0,0,0,7337,0,,,NO
654,Magnolia macrophylla,1,ACCEPTED_SPECIES,RESOLVED,117698,Magnolia macrophylla,1,235,1;13;21;28;45;47;51,A;B,235,232,86,146,0,3,0,0,1;13;21;28;45;47;51,A;B,NO
655,Magnolia fraseri,1,ACCEPTED_SPECIES,RESOLVED,117583,Magnolia fraseri,1,968,13;21;37;45;47;51;54,A;B,968,956,329,627,0,12,0,0,13;21;37;45;47;51;54,A;B,NO
658,Magnolia tripetala,1,ACCEPTED_SPECIES,RESOLVED,117869,Magnolia tripetala,1,57,1;5;13;21;34;37;39;42;47;51;54,A;B,55,55,27,28,2,0,0,0,1;5;13;21;37;39;42;47;51;54,A;B,NO
660,Malus spp.,1,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,,,0,1321,5;9;17;18;19;23;24;25;26;27;29;31;33;34;36;37;38;39;42;44;50;51;54;55,A;B,0,0,0,0,0,0,1321,0,,,NO
661,Malus fusca,1,ACCEPTED_SPECIES,RESOLVED,2950658,Malus fusca,0,37,41;53,A;B,0,0,0,0,0,0,37,0,,,NO
662,Malus angustifolia,1,ACCEPTED_SPECIES,RESOLVED,2950397,Malus angustifolia,1,7,1;5;13;51,A;B,7,7,4,3,0,0,0,0,1;5;13;51,A;B,NO
663,Malus coronaria,1,ACCEPTED_SPECIES,RESOLVED,2950548,Malus coronaria,0,24,10;36;37;39;42,A;B,0,0,0,0,0,0,24,0,,,NO
681,Morus alba,1,ACCEPTED_SPECIES,RESOLVED,2501381,Morus alba,0,1152,5;10;12;13;17;18;19;20;21;24;26;27;29;31;34;36;37;39;40;42;45;46;47;48;51;55,A;B,0,0,0,0,0,0,1152,0,,,NO
682,Morus rubra,1,ACCEPTED_SPECIES,RESOLVED,2501906,Morus rubra,0,2398,1;5;10;12;13;17;18;19;20;21;22;24;26;27;28;29;31;34;37;39;40;42;45;46;47;48;51;54;55,A;B,0,0,0,0,0,0,2398,0,,,NO
683,Morus microphylla,1,ACCEPTED_SPECIES,RESOLVED,2501836,Morus microphylla,0,4,48,A;B,0,0,0,0,0,0,4,0,,,NO
691,Nyssa aquatica,1,ACCEPTED_SPECIES,RESOLVED,136188,Nyssa aquatica,1,5087,1;5;12;13;17;22;28;29;37;45;47;48;51,A;B,5087,5027,2047,2980,0,60,0,0,1;5;12;13;17;22;28;29;37;45;47;48;51,A;B,NO
692,Nyssa ogeche,1,ACCEPTED_SPECIES,RESOLVED,136212,Nyssa ogeche,1,262,13,A;B,262,262,85,177,0,0,0,0,13,A;B,NO
693,Nyssa sylvatica,1,ACCEPTED_SPECIES,RESOLVED,136221,Nyssa sylvatica,0,20322,1;5;9;10;12;13;17;18;21;22;24;25;26;28;29;33;34;36;37;39;40;42;44;45;47;48;51;54,A;B,0,0,0,0,0,0,20322,0,,,NO
694,Nyssa biflora,1,ACCEPTED_SPECIES,RESOLVED,136191,Nyssa biflora,1,15605,1;12;13;21;22;28;37;45;48;51,A;B,15605,15452,6147,9305,0,153,0,0,1;12;13;21;22;28;37;45;48;51,A;B,NO
701,Ostrya virginiana,1,ACCEPTED_SPECIES,RESOLVED,144637,Ostrya virginiana,0,6793,1;5;9;12;13;17;18;19;20;21;22;23;24;25;26;27;28;29;31;33;34;36;37;38;39;40;42;44;45;46;47;48;50;51;54;55,A;B,0,0,0,0,0,0,6793,0,,,NO
711,Oxydendrum arboreum,1,ACCEPTED_SPECIES,RESOLVED,2387656,Oxydendrum arboreum,1,13104,1;12;13;21;22;28;37;39;45;47;51;54,A;B,13104,12982,5177,7805,0,122,0,0,1;12;13;21;22;28;37;39;45;47;51;54,A;B,NO
712,Paulownia tomentosa,1,ACCEPTED_SPECIES,RESOLVED,2542391,Paulownia tomentosa,0,428,1;5;10;13;21;24;28;29;37;39;42;45;47;51;54,A;B,0,0,0,0,0,0,428,0,,,NO
721,Persea borbonia,1,ACCEPTED_SPECIES,RESOLVED,2529931,Persea borbonia,1,589,1;12;13;22;24;28;37;45;48;51,A;B,579,569,136,433,10,10,0,0,1;12;13;22;28;37;45;48,A;B,NO
722,Planera aquatica,1,ACCEPTED_SPECIES,RESOLVED,2551587,Planera aquatica,1,1161,1;5;12;13;21;22;28;40;45;47;48,A;B,1161,1147,436,711,0,14,0,0,1;5;12;13;21;22;28;40;45;47;48,A;B,NO
