"STATE","TABLE","OFFICIAL_URL","FINAL_URL","LOCAL_PATH","HEADERS_LOCAL_PATH","HEADERS_SHA256","RETRIEVED_AT_UTC","RETRIEVED_AT_LOCAL","HTTP_STATUS","CONTENT_TYPE","CONTENT_LENGTH","ETAG","LAST_MODIFIED","BYTES","SHA256","ZIP_VALID","EXPECTED_MEMBER","EXPECTED_MEMBER_PRESENT","IMMUTABLE_STATUS","DOWNLOAD_STATUS","NOTES"
"CA","TREE","https://apps.fs.usda.gov/fia/datamart/CSV/CA_TREE.zip","https://apps.fs.usda.gov/fia/datamart/CSV/CA_TREE.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\raw_table_zips\CA_TREE.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\http_headers\CA_TREE.headers.txt","1fe3fe2946c1dc6e21db1ae8b58c59cfbc20488cd935debb49f4e5cb8277fd5b","2026-09-03T18:40:11.8713615Z","2026-09-04T02:40:11.8713615+08:00","200","application/x-zip-compressed","73216041","""637e7a8b113bdd1:0""","Wed, 02 Sep 2026 19:30:43 GMT","73216041","47dffdd7b366a70bff05034f6dc1005050f06ed4e95890ad81b809a45373f3ff","TRUE","CA_TREE.csv","TRUE","FROZEN_READ_ONLY","DOWNLOADED_FROZEN","Official FIA DataMart response body preserved byte-for-byte; headers separate; expected CSV member verified."
"CA","COND","https://apps.fs.usda.gov/fia/datamart/CSV/CA_COND.zip","https://apps.fs.usda.gov/fia/datamart/CSV/CA_COND.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\raw_table_zips\CA_COND.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\http_headers\CA_COND.headers.txt","885fc91f96a1c7171460663554f6a30b728251fa2a66d5f74affeafc307263a8","2026-09-03T18:41:15.5155188Z","2026-09-04T02:41:15.5155188+08:00","200","application/x-zip-compressed","2450836","""b7fffe57f3bdd1:0""","Wed, 02 Sep 2026 19:14:57 GMT","2450836","acb6fa7269882846467a53678f39c23f1bc48710f18b879822539be5ff5d9625","TRUE","CA_COND.csv","TRUE","FROZEN_READ_ONLY","DOWNLOADED_FROZEN","Official FIA DataMart response body preserved byte-for-byte; headers separate; expected CSV member verified."
"CA","SUBPLOT","https://apps.fs.usda.gov/fia/datamart/CSV/CA_SUBPLOT.zip","https://apps.fs.usda.gov/fia/datamart/CSV/CA_SUBPLOT.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\raw_table_zips\CA_SUBPLOT.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\http_headers\CA_SUBPLOT.headers.txt","b44f69f67e1d2c617c62f1c62ec17bc661b2a5d37e037a7753cff5777a19b260","2026-09-03T18:41:19.0380508Z","2026-09-04T02:41:19.0380508+08:00","200","application/x-zip-compressed","2032729","""2fcf2ce103bdd1:0""","Wed, 02 Sep 2026 19:25:26 GMT","2032729","0d8623bbc9bc4dd81cbdde32e4eee3cf1b31b49b409eb8a7dd727aaf98dd93d3","TRUE","CA_SUBPLOT.csv","TRUE","FROZEN_READ_ONLY","DOWNLOADED_FROZEN","Official FIA DataMart response body preserved byte-for-byte; headers separate; expected CSV member verified."
"OR","TREE","https://apps.fs.usda.gov/fia/datamart/CSV/OR_TREE.zip","https://apps.fs.usda.gov/fia/datamart/CSV/OR_TREE.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\raw_table_zips\OR_TREE.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\http_headers\OR_TREE.headers.txt","a8f11ae759e02ead2c05eebf586c1b55276a3934b45c016ac7b4e64dff270c34","2026-09-03T18:41:22.2285477Z","2026-09-04T02:41:22.2285477+08:00","200","application/x-zip-compressed","130963119","""42177133393bdd1:0""","Thu, 03 Sep 2026 00:14:35 GMT","130963119","4a1c225208c30f3e27b0976797cdd07acef52a8defae32a745098707e2147629","TRUE","OR_TREE.csv","TRUE","FROZEN_READ_ONLY","DOWNLOADED_FROZEN","Official FIA DataMart response body preserved byte-for-byte; headers separate; expected CSV member verified."
"OR","COND","https://apps.fs.usda.gov/fia/datamart/CSV/OR_COND.zip","https://apps.fs.usda.gov/fia/datamart/CSV/OR_COND.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\raw_table_zips\OR_COND.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\http_headers\OR_COND.headers.txt","8efabfbce7e1c6ebada9f2f9915a9b604893303dc44aceebb5d4fd76d4768c5f","2026-09-03T18:43:22.7985981Z","2026-09-04T02:43:22.7985981+08:00","200","application/x-zip-compressed","3529265","""b65d2ca1363bdd1:0""","Wed, 02 Sep 2026 23:56:10 GMT","3529265","58f1a9dfe77761c219464dc6c6ee738df3d33d0f63769bf36a13ce557048b8cd","TRUE","OR_COND.csv","TRUE","FROZEN_READ_ONLY","DOWNLOADED_FROZEN","Official FIA DataMart response body preserved byte-for-byte; headers separate; expected CSV member verified."
"OR","SUBPLOT","https://apps.fs.usda.gov/fia/datamart/CSV/OR_SUBPLOT.zip","https://apps.fs.usda.gov/fia/datamart/CSV/OR_SUBPLOT.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\raw_table_zips\OR_SUBPLOT.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\http_headers\OR_SUBPLOT.headers.txt","b8acb5e1ef197407d325f941654ac2247f8de96e2c6601984dc0743a912e4d92","2026-09-03T18:43:27.0418825Z","2026-09-04T02:43:27.0413707+08:00","200","application/x-zip-compressed","2023449","""785dffcd373bdd1:0""","Thu, 03 Sep 2026 00:04:35 GMT","2023449","9435bd92fd4fdfd0c3799ed834fd003f4119e36da23d8bccc0536628effc2636","TRUE","OR_SUBPLOT.csv","TRUE","FROZEN_READ_ONLY","DOWNLOADED_FROZEN","Official FIA DataMart response body preserved byte-for-byte; headers separate; expected CSV member verified."
"WA","TREE","https://apps.fs.usda.gov/fia/datamart/CSV/WA_TREE.zip","https://apps.fs.usda.gov/fia/datamart/CSV/WA_TREE.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\raw_table_zips\WA_TREE.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\http_headers\WA_TREE.headers.txt","04ece603a244c60ee0b7095a19a77476d39afc79ca6db516177fa56f1f54a69e","2026-09-03T18:43:30.1983579Z","2026-09-04T02:43:30.1983579+08:00","200","application/x-zip-compressed","86979872","""ca52d2493bdd1:0""","Thu, 03 Sep 2026 02:07:44 GMT","86979872","0a8eabf74da2a4c8b72b4f966cf365cfb00a7fa919feea80064472b1ab68a848","TRUE","WA_TREE.csv","TRUE","FROZEN_READ_ONLY","DOWNLOADED_FROZEN","Official FIA DataMart response body preserved byte-for-byte; headers separate; expected CSV member verified."
"WA","COND","https://apps.fs.usda.gov/fia/datamart/CSV/WA_COND.zip","https://apps.fs.usda.gov/fia/datamart/CSV/WA_COND.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\raw_table_zips\WA_COND.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\http_headers\WA_COND.headers.txt","2bb07fee925bd42509b50576980e5090b2ed737f63f55580d762452794aed227","2026-09-03T18:44:43.9769501Z","2026-09-04T02:44:43.9769501+08:00","200","application/x-zip-compressed","2023936","""69461d4a473bdd1:0""","Thu, 03 Sep 2026 01:55:26 GMT","2023936","68638f30517ccd9ac59c106632e0e7865d50b1eb14e76e491be408509e35fefb","TRUE","WA_COND.csv","TRUE","FROZEN_READ_ONLY","DOWNLOADED_FROZEN","Official FIA DataMart response body preserved byte-for-byte; headers separate; expected CSV member verified."
"WA","SUBPLOT","https://apps.fs.usda.gov/fia/datamart/CSV/WA_SUBPLOT.zip","https://apps.fs.usda.gov/fia/datamart/CSV/WA_SUBPLOT.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\raw_table_zips\WA_SUBPLOT.zip","C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\http_headers\WA_SUBPLOT.headers.txt","3471cf3153c3dc81e4910f5c67297fa267e3d08288ad423967110f7dcc2f2a5a","2026-09-03T18:44:47.0422680Z","2026-09-04T02:44:47.0422680+08:00","200","application/x-zip-compressed","1038606","""e485ad3483bdd1:0""","Thu, 03 Sep 2026 02:00:37 GMT","1038606","fb8916f34f3ff1bdb3e4c2789fcd872d0584992640ea225ffae80874a401298a","TRUE","WA_SUBPLOT.csv","TRUE","FROZEN_READ_ONLY","DOWNLOADED_FROZEN","Official FIA DataMart response body preserved byte-for-byte; headers separate; expected CSV member verified."
