analysis_species_id,analysis_species_name,analysis_species_authors,usgs_mapping_class,usgs_review_required_flag,canonical_layer_flag,canonical_layer_key,atlas_table1_row_id,atlas_original_source_name,atlas_current_accepted_name_field,atlas_current_name_authors,atlas_layer_rank,atlas_layer_href,atlas_layer_key,atlas_number_gridpoints,atlas_primary_source,atlas_unique_sources,atlas_notes,atlas_status,atlas_shared_resolved_species_count,atlas_unresolved_components,atlas_resolved_species_ids,atlas_resolved_species_names,atlas_component_names,atlas_component_authors_canonical,atlas_component_wcvp_match_ids,atlas_component_wcvp_match_authors,atlas_component_wcvp_match_statuses,atlas_component_resolution_statuses,atlas_component_resolution_reasons,decision_status,review_reason
369888,Fraxinus nigra,Marshall,SINGLE_SPECIES_LAYER,0,1,Fraxinus_nigra,ATLASG-0260,Fraxinus nigra,Fraxinus nigra,Marshall,SPECIES,individual_taxa/atlas_pages/Fraxinus_nigra.pdf,Fraxinus_nigra,2923,Little (1971),,,redigitized,1,,369888,Fraxinus nigra,Fraxinus nigra,Marshall,369888,Marshall,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
370006,Fraxinus pennsylvanica,Marshall,SINGLE_SPECIES_LAYER,0,1,Fraxinus_pennsylvanica,ATLASG-0261,Fraxinus pennsylvanica,Fraxinus pennsylvanica,Marshall,SPECIES,individual_taxa/atlas_pages/Fraxinus_pennsylvanica.pdf,Fraxinus_pennsylvanica,7310,Little (1971),,,redigitized,1,,370006,Fraxinus pennsylvanica,Fraxinus pennsylvanica,Marshall,370006,Marshall,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
370051,Fraxinus profunda,(Bush) Bush,SINGLE_SPECIES_LAYER,0,1,Fraxinus_profunda,ATLASG-0262,Fraxinus profunda,Fraxinus profunda,(Bush) Bush,SPECIES,individual_taxa/atlas_pages/Fraxinus_profunda.pdf,Fraxinus_profunda,246,Little (1977),,,redigitized,1,,370051,Fraxinus profunda,Fraxinus profunda,(Bush)Bush,370051,(Bush) Bush,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
370075,Fraxinus quadrangulata,Michx.,SINGLE_SPECIES_LAYER,0,1,Fraxinus_quadrangulata,ATLASG-0263,Fraxinus quadrangulata,Fraxinus quadrangulata,Michx.,SPECIES,individual_taxa/atlas_pages/Fraxinus_quadrangulata.pdf,Fraxinus_quadrangulata,516,Little (1971),,,redigitized,1,,370075,Fraxinus quadrangulata,Fraxinus quadrangulata,Michx.,370075,Michx.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
370195,Fraxinus velutina,Torr.,SINGLE_SPECIES_LAYER,0,1,Fraxinus_velutina,ATLASG-0265,Fraxinus velutina,Fraxinus velutina,Torr.,SPECIES,individual_taxa/atlas_pages/Fraxinus_velutina.pdf,Fraxinus_velutina,119,Little (1976),,,redigitized,1,,370195,Fraxinus velutina,Fraxinus velutina,Torr.,370195,Torr.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
377287,Juniperus virginiana,L.,MULTIPLE_OTHER_LAYERS,1,0,,ATLASG-0325,Juniperus silicicola,Juniperus virginiana var. silicicola,(Small) A.E. Murray,SPECIES,individual_taxa/atlas_pages/Juniperus_silicicola.pdf,Juniperus_silicicola,207,Little (1971),,,redigitized,1,,377287,Juniperus virginiana,Juniperus virginiana var. silicicola,(Small)A.E.Murray,377291,(Small) A.E.Murray,Accepted,RESOLVED,Exact authored infraspecific component resolved through explicit parent to WCVP Accepted species.,MAINLINE_REVIEW_REQUIRED,MULTIPLE_OTHER_LAYERS
377287,Juniperus virginiana,L.,MULTIPLE_OTHER_LAYERS,1,0,,ATLASG-0326,Juniperus virginiana,Juniperus virginiana,L.,SPECIES,individual_taxa/atlas_pages/Juniperus_virginiana.pdf,Juniperus_virginiana,4197,Little (1971),,,redigitized,1,,377287,Juniperus virginiana,Juniperus virginiana,L.,377287,L.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,MAINLINE_REVIEW_REQUIRED,MULTIPLE_OTHER_LAYERS
377330,Juniperus scopulorum,Sarg.,SINGLE_SPECIES_LAYER,0,1,Juniperus_scopulorum,ATLASG-0324,Juniperus scopulorum,Juniperus scopulorum,Sarg.,SPECIES,individual_taxa/atlas_pages/Juniperus_scopulorum.pdf,Juniperus_scopulorum,844,Little (1971),,,redigitized,1,,377330,Juniperus scopulorum,Juniperus scopulorum,Sarg.,377330,Sarg.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
377371,Juniperus deppeana,Steud.,SINGLE_SPECIES_LAYER,0,1,Juniperus_deppeana,ATLASG-0317,Juniperus deppeana,Juniperus deppeana,Steud.,SPECIES,individual_taxa/atlas_pages/Juniperus_deppeana.pdf,Juniperus_deppeana,80,Little (1971),,,redigitized,1,,377371,Juniperus deppeana,Juniperus deppeana,Steud.,377371,Steud.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
377397,Juniperus flaccida,Schltdl.,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
377454,Juniperus ashei,J.Buchholz,SINGLE_SPECIES_LAYER,0,1,Juniperus_ashei,ATLASG-0314,Juniperus ashei,Juniperus ashei,J. Buchholz,SPECIES,individual_taxa/atlas_pages/Juniperus_ashei.pdf,Juniperus_ashei,66,Little (1971),,,redigitized,1,,377454,Juniperus ashei,Juniperus ashei,J.Buchholz,377454,J.Buchholz,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
377511,Juniperus coahuilensis,(Martínez) Gaussen ex R.P.Adams,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Juniperus_erythrocarpa,ATLASG-0318,Juniperus erythrocarpa,Juniperus coahuilensis,(Martínez) Gaussen ex R.P. Adams,SPECIES,individual_taxa/atlas_pages/Juniperus_erythrocarpa.pdf,Juniperus_erythrocarpa,34,Little (1981),,,redigitized,1,,377511,Juniperus coahuilensis,Juniperus coahuilensis,(Martínez)Gaussen ex R.P.Adams,377511,(Martínez) Gaussen ex R.P.Adams,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
377520,Juniperus californica,Carrière,SINGLE_SPECIES_LAYER,0,1,Juniperus_californica,ATLASG-0315,Juniperus californica,Juniperus californica,Carrière,SPECIES,individual_taxa/atlas_pages/Juniperus_californica.pdf,Juniperus_californica,125,Little (1971); Calflora (2013),,,remapped,1,,377520,Juniperus californica,Juniperus californica,Carrière,377520,Carrière,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
377543,Juniperus monosperma,(Engelm.) Sarg.,SINGLE_SPECIES_LAYER,0,1,Juniperus_monosperma,ATLASG-0320,Juniperus monosperma,Juniperus monosperma,(Engelm.) Sarg.,SPECIES,individual_taxa/atlas_pages/Juniperus_monosperma.pdf,Juniperus_monosperma,212,Little (1971),,,redigitized,1,,377543,Juniperus monosperma,Juniperus monosperma,(Engelm.)Sarg.,377543,(Engelm.) Sarg.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
377592,Juniperus occidentalis,Hook.,SINGLE_SPECIES_LAYER,0,1,Juniperus_occidentalis,ATLASG-0321,Juniperus occidentalis,Juniperus occidentalis,Hook.,SPECIES,individual_taxa/atlas_pages/Juniperus_occidentalis.pdf,Juniperus_occidentalis,165,Little (1971),,,redigitized,1,,377592,Juniperus occidentalis,Juniperus occidentalis,Hook.,377592,Hook.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
377597,Juniperus osteosperma,(Torr.) Little,SINGLE_SPECIES_LAYER,0,1,Juniperus_osteosperma,ATLASG-0322,Juniperus osteosperma,Juniperus osteosperma,(Torr.) Little,SPECIES,individual_taxa/atlas_pages/Juniperus_osteosperma.pdf,Juniperus_osteosperma,415,Little (1971),,,redigitized,1,,377597,Juniperus osteosperma,Juniperus osteosperma,(Torr.)Little,377597,(Torr.) Little,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
377678,Juniperus pinchotii,Sudw.,SINGLE_SPECIES_LAYER,0,1,Juniperus_pinchotii,ATLASG-0323,Juniperus pinchotii,Juniperus pinchotii,Sudw.,SPECIES,individual_taxa/atlas_pages/Juniperus_pinchotii.pdf,Juniperus_pinchotii,144,Little (1971),,,redigitized,1,,377678,Juniperus pinchotii,Juniperus pinchotii,Sudw.,377678,Sudw.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
378313,Pseudotsuga macrocarpa,(Vasey) Mayr,SINGLE_SPECIES_LAYER,0,1,Pseudotsuga_macrocarpa,ATLASG-0481,Pseudotsuga macrocarpa,Pseudotsuga macrocarpa,(Vasey) Mayr,SPECIES,individual_taxa/atlas_pages/Pseudotsuga_macrocarpa.pdf,Pseudotsuga_macrocarpa,11,Little (1971),,,redigitized,1,,378313,Pseudotsuga macrocarpa,Pseudotsuga macrocarpa,(Vasey)Mayr,378313,(Vasey) Mayr,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
378542,Thuja occidentalis,L.,SINGLE_SPECIES_LAYER,0,1,Thuja_occidentalis,ATLASG-0644,Thuja occidentalis,Thuja occidentalis,L.,SPECIES,individual_taxa/atlas_pages/Thuja_occidentalis.pdf,Thuja_occidentalis,2420,Little (1971),,,redigitized,1,,378542,Thuja occidentalis,Thuja occidentalis,L.,378542,L.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
378546,Thuja plicata,Donn ex D.Don,SINGLE_SPECIES_LAYER,0,1,Thuja_plicata,ATLASG-0645,Thuja plicata,Thuja plicata,Donn ex D. Don,SPECIES,individual_taxa/atlas_pages/Thuja_plicata.pdf,Thuja_plicata,607,Little (1971); Viereck and Little (1975),,,redigitized,1,,378546,Thuja plicata,Thuja plicata,Donn ex D.Don,378546,Donn ex D.Don,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
378596,Taxodium distichum,(L.) Rich.,SINGLE_SPECIES_LAYER,0,1,Taxodium_distichum,ATLASG-0638,Taxodium distichum,Taxodium distichum,(L.) Rich.,SPECIES,individual_taxa/atlas_pages/Taxodium_distichum.pdf,Taxodium_distichum,1311,Little (1971),,,redigitized,1,,378596,Taxodium distichum,Taxodium distichum,(L.)Rich.,378596,(L.) Rich.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
378623,Taxus brevifolia,Nutt.,SINGLE_SPECIES_LAYER,0,1,Taxus_brevifolia,ATLASG-0639,Taxus brevifolia,Taxus brevifolia,Nutt.,SPECIES,individual_taxa/atlas_pages/Taxus_brevifolia.pdf,Taxus_brevifolia,566,Little (1971); Viereck and Little (1975),,,redigitized,1,,378623,Taxus brevifolia,Taxus brevifolia,Nutt.,378623,Nutt.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
378636,Torreya californica,Torr.,SINGLE_SPECIES_LAYER,0,1,Torreya_californica,ATLASG-0649,Torreya californica,Torreya californica,Torr.,SPECIES,individual_taxa/atlas_pages/Torreya_californica.pdf,Torreya_californica,4,Little (1971),,,redigitized,1,,378636,Torreya californica,Torreya californica,Torr.,378636,Torr.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
378988,Sequoia sempervirens,(D.Don) Endl.,SINGLE_SPECIES_LAYER,0,1,Sequoia_sempervirens,ATLASG-0613,Sequoia sempervirens,Sequoia sempervirens,(D. Don) Endl.,SPECIES,individual_taxa/atlas_pages/Sequoia_sempervirens.pdf,Sequoia_sempervirens,18,Little (1971),,,redigitized,1,,378988,Sequoia sempervirens,Sequoia sempervirens,(D.Don)Endl.,378988,(D.Don) Endl.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
379072,Larix laricina,(Du Roi) K.Koch,SINGLE_SPECIES_LAYER,0,1,Larix_laricina,ATLASG-0332,Larix laricina,Larix laricina,(Du Roi) K. Koch,SPECIES,individual_taxa/atlas_pages/Larix_laricina.pdf,Larix_laricina,8762,Little (1971); Viereck and Little (1975),,,redigitized,1,,379072,Larix laricina,Larix laricina,(Du Roi)K.Koch,379072,(Du Roi) K.Koch,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
379089,Larix lyallii,Parl.,SINGLE_SPECIES_LAYER,0,1,Larix_lyallii,ATLASG-0333,Larix lyallii,Larix lyallii,Parl.,SPECIES,individual_taxa/atlas_pages/Larix_lyallii.pdf,Larix_lyallii,50,Little (1971),,,redigitized,1,,379089,Larix lyallii,Larix lyallii,Parl.,379089,Parl.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
379096,Larix occidentalis,Nutt.,SINGLE_SPECIES_LAYER,0,1,Larix_occidentalis,ATLASG-0334,Larix occidentalis,Larix occidentalis,Nutt.,SPECIES,individual_taxa/atlas_pages/Larix_occidentalis.pdf,Larix_occidentalis,245,Little (1971),,,redigitized,1,,379096,Larix occidentalis,Larix occidentalis,Nutt.,379096,Nutt.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
379363,Tsuga canadensis,(L.) Carrière,SINGLE_SPECIES_LAYER,0,1,Tsuga_canadensis,ATLASG-0653,Tsuga canadensis,Tsuga canadensis,(L.) Carrière,SPECIES,individual_taxa/atlas_pages/Tsuga_canadensis.pdf,Tsuga_canadensis,1790,Little (1971),,,redigitized,1,,379363,Tsuga canadensis,Tsuga canadensis,(L.)Carrière,379363,(L.) Carrière,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
379383,Tsuga caroliniana,Engelm.,SINGLE_SPECIES_LAYER,0,1,Tsuga_caroliniana,ATLASG-0654,Tsuga caroliniana,Tsuga caroliniana,Engelm.,SPECIES,individual_taxa/atlas_pages/Tsuga_caroliniana.pdf,Tsuga_caroliniana,27,Little (1971),,,redigitized,1,,379383,Tsuga caroliniana,Tsuga caroliniana,Engelm.,379383,Engelm.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
379395,Tsuga heterophylla,(Raf.) Sarg.,SINGLE_SPECIES_LAYER,0,1,Tsuga_heterophylla,ATLASG-0655,Tsuga heterophylla,Tsuga heterophylla,(Raf.) Sarg.,SPECIES,individual_taxa/atlas_pages/Tsuga_heterophylla.pdf,Tsuga_heterophylla,647,Little (1971); Viereck and Little (1975),,,redigitized,1,,379395,Tsuga heterophylla,Tsuga heterophylla,(Raf.)Sarg.,379395,(Raf.) Sarg.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
379433,Tsuga mertensiana,(Bong.) Oerst.,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
379633,Pseudotsuga menziesii,(Mirb.) Franco,SINGLE_SPECIES_LAYER,0,1,Pseudotsuga_menziesii,ATLASG-0482,Pseudotsuga menziesii,Pseudotsuga menziesii,(Mirb.) Franco,SPECIES,individual_taxa/atlas_pages/Pseudotsuga_menziesii.pdf,Pseudotsuga_menziesii,1543,Little (1971),,,redigitized,1,,379633,Pseudotsuga menziesii,Pseudotsuga menziesii,(Mirb.)Franco,379633,(Mirb.) Franco,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
379703,Pinus lambertiana,Douglas,SINGLE_SPECIES_LAYER,0,1,Pinus_lambertiana,ATLASG-0429,Pinus lambertiana,Pinus lambertiana,Douglas,SPECIES,individual_taxa/atlas_pages/Pinus_lambertiana.pdf,Pinus_lambertiana,157,Little (1971),,,redigitized,1,,379703,Pinus lambertiana,Pinus lambertiana,Douglas,379703,Douglas,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
379708,Pinus jeffreyi,Balf.,SINGLE_SPECIES_LAYER,0,1,Pinus_jeffreyi,ATLASG-0428,Pinus jeffreyi,Pinus jeffreyi,Balf.,SPECIES,individual_taxa/atlas_pages/Pinus_jeffreyi.pdf,Pinus_jeffreyi,115,Little (1971),,,redigitized,1,,379708,Pinus jeffreyi,Pinus jeffreyi,Balf.,379708,Balf.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
379762,Pinus longaeva,D.K.Bailey,SINGLE_SPECIES_LAYER,1,0,,ATLASG-0431,Pinus longaeva,Pinus longaeva,D.K. Bailey,SPECIES,individual_taxa/atlas_pages/Pinus_longaeva.pdf,Pinus_longaeva,33,Bailey (1970); Little (1971),"Bailey, 1970",We follow Bailey (1970) in the division of what was Pinus aristata (as mapped in Little [1971]) into Pinus aristata and Pinus longaeva. We further revised the distribution of Pinus longaeva based on newer sources,remapped,1,,379762,Pinus longaeva,Pinus longaeva,D.K.Bailey,379762,D.K.Bailey,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,MAINLINE_REVIEW_REQUIRED,ATLAS_NOTES_NONBLANK
379770,Pinus leiophylla,Schiede ex Schltdl. & Cham.,SINGLE_SPECIES_LAYER,0,1,Pinus_leiophylla,ATLASG-0430,Pinus leiophylla,Pinus leiophylla,Schiede ex Schltdl. & Cham.,SPECIES,individual_taxa/atlas_pages/Pinus_leiophylla.pdf,Pinus_leiophylla,13,Little (1971); Critchfield & Little (1966),,,redigitized,1,,379770,Pinus leiophylla,Pinus leiophylla,Schiede ex Schltdl.& Cham.,379770,Schiede ex Schltdl. & Cham.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
379818,Pinus echinata,Mill.,SINGLE_SPECIES_LAYER,0,1,Pinus_echinata,ATLASG-0422,Pinus echinata,Pinus echinata,Mill.,SPECIES,individual_taxa/atlas_pages/Pinus_echinata.pdf,Pinus_echinata,1645,Little (1971),,,redigitized,1,,379818,Pinus echinata,Pinus echinata,Mill.,379818,Mill.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
379820,Pinus edulis,Engelm.,SINGLE_SPECIES_LAYER,0,1,Pinus_edulis,ATLASG-0423,Pinus edulis,Pinus edulis,Engelm.,SPECIES,individual_taxa/atlas_pages/Pinus_edulis.pdf,Pinus_edulis,364,Little (1971),,,redigitized,1,,379820,Pinus edulis,Pinus edulis,Engelm.,379820,Engelm.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
379837,Pinus discolor,D.K.Bailey & Hawksw.,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
379843,Pinus contorta,Douglas ex Loudon,SINGLE_SPECIES_LAYER,0,1,Pinus_contorta,ATLASG-0420,Pinus contorta,Pinus contorta,Douglas ex Loudon,SPECIES,individual_taxa/atlas_pages/Pinus_contorta.pdf,Pinus_contorta,2319,Little (1971); Viereck and Little (1975),,,redigitized,1,,379843,Pinus contorta,Pinus contorta,Douglas ex Loudon,379843,Douglas ex Loudon,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
379852,Pinus coulteri,D.Don,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
379871,Pinus clausa,(Chapm. ex Engelm.) Vasey ex Sarg.,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
379943,Pinus elliottii,Engelm.,SINGLE_SPECIES_LAYER,0,1,Pinus_elliottii,ATLASG-0424,Pinus elliottii,Pinus elliottii,Engelm.,SPECIES,individual_taxa/atlas_pages/Pinus_elliottii.pdf,Pinus_elliottii,379,Little (1971),,,redigitized,1,,379943,Pinus elliottii,Pinus elliottii,Engelm.,379943,Engelm.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
379946,Pinus engelmannii,Carrière,SINGLE_SPECIES_LAYER,0,1,Pinus_engelmannii,ATLASG-0425,Pinus engelmannii,Pinus engelmannii,Carrière,SPECIES,individual_taxa/atlas_pages/Pinus_engelmannii.pdf,Pinus_engelmannii,7,Little (1971),,,redigitized,1,,379946,Pinus engelmannii,Pinus engelmannii,Carrière,379946,Carrière,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
379966,Pinus glabra,Walter,SINGLE_SPECIES_LAYER,0,1,Pinus_glabra,ATLASG-0427,Pinus glabra,Pinus glabra,Walter,SPECIES,individual_taxa/atlas_pages/Pinus_glabra.pdf,Pinus_glabra,337,Little (1971),,,redigitized,1,,379966,Pinus glabra,Pinus glabra,Walter,379966,Walter,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
379971,Pinus flexilis,E.James,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
379991,Pinus serotina,Michx.,SINGLE_SPECIES_LAYER,0,1,Pinus_serotina,ATLASG-0442,Pinus serotina,Pinus serotina,Michx.,SPECIES,individual_taxa/atlas_pages/Pinus_serotina.pdf,Pinus_serotina,465,Little (1971),,,redigitized,1,,379991,Pinus serotina,Pinus serotina,Michx.,379991,Michx.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380011,Pinus sabiniana,Douglas,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
380012,Pinus strobiformis,Engelm.,SINGLE_SPECIES_LAYER,0,1,Pinus_strobiformis,ATLASG-0443,Pinus strobiformis,Pinus strobiformis,Engelm.,SPECIES,individual_taxa/atlas_pages/Pinus_strobiformis.pdf,Pinus_strobiformis,23,Little (1971); Critchfield and Little (1966),,,redigitized,1,,380012,Pinus strobiformis,Pinus strobiformis,Engelm.,380012,Engelm.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380022,Pinus strobus,L.,SINGLE_SPECIES_LAYER,0,1,Pinus_strobus,ATLASG-0444,Pinus strobus,Pinus strobus,L.,SPECIES,individual_taxa/atlas_pages/Pinus_strobus.pdf,Pinus_strobus,2763,Little (1971),,,redigitized,1,,380022,Pinus strobus,Pinus strobus,L.,380022,L.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380091,Pinus virginiana,Mill.,SINGLE_SPECIES_LAYER,0,1,Pinus_virginiana,ATLASG-0446,Pinus virginiana,Pinus virginiana,Mill.,SPECIES,individual_taxa/atlas_pages/Pinus_virginiana.pdf,Pinus_virginiana,796,Little (1971),,,redigitized,1,,380091,Pinus virginiana,Pinus virginiana,Mill.,380091,Mill.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380126,Pinus sylvestris,L.,NOT_APPLICABLE_CONUS_NONNATIVE,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,NOT_APPLICABLE_CONUS_NONNATIVE,WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.
380129,Pinus taeda,L.,SINGLE_SPECIES_LAYER,0,1,Pinus_taeda,ATLASG-0445,Pinus taeda,Pinus taeda,L.,SPECIES,individual_taxa/atlas_pages/Pinus_taeda.pdf,Pinus_taeda,1287,Little (1971),,,redigitized,1,,380129,Pinus taeda,Pinus taeda,L.,380129,L.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380171,Pinus nigra,J.F.Arnold,NOT_APPLICABLE_CONUS_NONNATIVE,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,NOT_APPLICABLE_CONUS_NONNATIVE,WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.
380231,Pinus monophylla,Torr. & Frém.,SINGLE_SPECIES_LAYER,0,1,Pinus_monophylla,ATLASG-0432,Pinus monophylla,Pinus monophylla,Torr. & Frém.,SPECIES,individual_taxa/atlas_pages/Pinus_monophylla.pdf,Pinus_monophylla,120,Little (1971),,,redigitized,1,,380231,Pinus monophylla,Pinus monophylla,Torr.& Frém.,380231,Torr. & Frém.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380239,Pinus muricata,D.Don,SINGLE_SPECIES_LAYER,0,1,Pinus_muricata,ATLASG-0434,Pinus muricata,Pinus muricata,D. Don,SPECIES,individual_taxa/atlas_pages/Pinus_muricata.pdf,Pinus_muricata,3,Little (1971),,,redigitized,1,,380239,Pinus muricata,Pinus muricata,D.Don,380239,D.Don,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380255,Pinus monticola,Douglas ex D.Don,SINGLE_SPECIES_LAYER,0,1,Pinus_monticola,ATLASG-0433,Pinus monticola,Pinus monticola,Douglas ex D. Don,SPECIES,individual_taxa/atlas_pages/Pinus_monticola.pdf,Pinus_monticola,462,Little (1971),,,redigitized,1,,380255,Pinus monticola,Pinus monticola,Douglas ex D.Don,380255,Douglas ex D.Don,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380268,Pinus palustris,Mill.,SINGLE_SPECIES_LAYER,0,1,Pinus_palustris,ATLASG-0435,Pinus palustris,Pinus palustris,Mill.,SPECIES,individual_taxa/atlas_pages/Pinus_palustris.pdf,Pinus_palustris,773,Little (1971),,,redigitized,1,,380268,Pinus palustris,Pinus palustris,Mill.,380268,Mill.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
