analysis_species_id,analysis_species_name,plant_locality_id,plant_name_id,continent_code_l1,continent,region_code_l2,region,area_code_l3,area,introduced,extinct,location_doubtful,distribution_flags_valid_binary,confirmed_current_native_flag,native_historical_extinct_flag,native_location_doubtful_flag,introduced_audit_flag,distribution_evidence_class,query_provenance,hybrid_audit_only_flag,audit_reason
3317681,Pinus × kohae,4944618,3317681,7,NORTHERN AMERICA,76,Southwestern U.S.A.,ARI,Arizona,0,0,0,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,WCVP_ACCEPTED_ANALYSIS_SPECIES_ID_ONLY,1,Accepted hybrid removed from ordinary species master by D08B.1 mainline decision.
3317681,Pinus × kohae,4944619,3317681,7,NORTHERN AMERICA,76,Southwestern U.S.A.,NEV,Nevada,0,0,0,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,WCVP_ACCEPTED_ANALYSIS_SPECIES_ID_ONLY,1,Accepted hybrid removed from ordinary species master by D08B.1 mainline decision.
3317681,Pinus × kohae,4944620,3317681,7,NORTHERN AMERICA,76,Southwestern U.S.A.,UTA,Utah,0,0,0,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,WCVP_ACCEPTED_ANALYSIS_SPECIES_ID_ONLY,1,Accepted hybrid removed from ordinary species master by D08B.1 mainline decision.
3317681,Pinus × kohae,4944621,3317681,7,NORTHERN AMERICA,77,South-Central U.S.A.,NWM,New Mexico,0,0,0,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,WCVP_ACCEPTED_ANALYSIS_SPECIES_ID_ONLY,1,Accepted hybrid removed from ordinary species master by D08B.1 mainline decision.
