fia_species_code,fia_name_raw,fia_scientific_name,fia_concept_author,fia_author_evidence_status,matched_wcvp_plant_name_id,matched_wcvp_taxon_name,matched_wcvp_taxon_authors,matched_wcvp_taxon_status,matched_wcvp_taxon_rank,accepted_taxon_id,accepted_taxon_name,accepted_taxon_authors,accepted_taxon_status,accepted_taxon_rank,terminal_target_taxon_id,terminal_target_taxon_name,terminal_target_taxon_authors,terminal_target_taxon_status,terminal_target_taxon_rank,analysis_species_id,analysis_species_name,analysis_species_authors,analysis_species_rank,mapping_class,taxonomy_resolution_status,hybrid_or_nothotaxon_flag,ordinary_analysis_species_flag,no_analysis_species_reason,distribution_query_plant_name_id,terminal_target_hybrid_formula,analysis_species_hybrid_formula,wcvp_hybrid_formula_present_flag,distribution_query_taxon_name,diameter_measurement_basis,woodland_indicator,dia_threshold_inches,main_analysis_candidate_retained_flag,dbh_only_sensitivity_component_flag,supplementary_sensitivity_candidate_flag,d08b1_correction_applied_flag,d08b1_correction_case_class,d08b1_authority_source,v01_mapping_class,v01_taxonomy_resolution_status
749,Populus angustifolia,Populus angustifolia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2921945,Populus angustifolia,E.James,Accepted,Species,2921945,Populus angustifolia,E.James,Accepted,Species,2921945,Populus angustifolia,E.James,Accepted,Species,2921945,Populus angustifolia,E.James,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2921945,,,0,Populus angustifolia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
752,Populus alba,Populus alba,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2917735,Populus alba,L.,Accepted,Species,2917735,Populus alba,L.,Accepted,Species,2917735,Populus alba,L.,Accepted,Species,2917735,Populus alba,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2917735,,,0,Populus alba,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
753,Populus nigra,Populus nigra,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2917497,Populus nigra,L.,Accepted,Species,2917497,Populus nigra,L.,Accepted,Species,2917497,Populus nigra,L.,Accepted,Species,2917497,Populus nigra,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2917497,,,0,Populus nigra,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
756,Prosopis glandulosa,Prosopis glandulosa,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2536023,Prosopis glandulosa,Torr.,Synonym,Species,2383853,Neltuma glandulosa,(Torr.) Britton & Rose,Accepted,Species,2383853,Neltuma glandulosa,(Torr.) Britton & Rose,Accepted,Species,2383853,Neltuma glandulosa,(Torr.) Britton & Rose,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,2383853,,,0,Neltuma glandulosa,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
757,Prosopis velutina,Prosopis velutina,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2536173,Prosopis velutina,Wooton,Synonym,Species,2383876,Neltuma velutina,(Wooton) Britton & Rose,Accepted,Species,2383876,Neltuma velutina,(Wooton) Britton & Rose,Accepted,Species,2383876,Neltuma velutina,(Wooton) Britton & Rose,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,2383876,,,0,Neltuma velutina,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
758,Prosopis pubescens,Prosopis pubescens,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2536030,Prosopis pubescens,Benth.,Synonym,Species,2596955,Strombocarpa pubescens,(Benth.) A.Gray,Accepted,Species,2596955,Strombocarpa pubescens,(Benth.) A.Gray,Accepted,Species,2596955,Strombocarpa pubescens,(Benth.) A.Gray,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,2596955,,,0,Strombocarpa pubescens,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
760,Prunus spp.,Prunus spp.,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,,,,,,,,,,,,,,,,,,,,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,0,0,FIA name is a genus/non-species aggregate or unknown object; no species assignment permitted.,,,,0,,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES
761,Prunus pensylvanica,Prunus pensylvanica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2961130,Prunus pensylvanica,L.f.,Accepted,Species,2961130,Prunus pensylvanica,L.f.,Accepted,Species,2961130,Prunus pensylvanica,L.f.,Accepted,Species,2961130,Prunus pensylvanica,L.f.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2961130,,,0,Prunus pensylvanica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
762,Prunus serotina,Prunus serotina,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2915966,Prunus serotina,Ehrh.,Accepted,Species,2915966,Prunus serotina,Ehrh.,Accepted,Species,2915966,Prunus serotina,Ehrh.,Accepted,Species,2915966,Prunus serotina,Ehrh.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2915966,,,0,Prunus serotina,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
763,Prunus virginiana,Prunus virginiana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2962364,Prunus virginiana,L.,Accepted,Species,2962364,Prunus virginiana,L.,Accepted,Species,2962364,Prunus virginiana,L.,Accepted,Species,2962364,Prunus virginiana,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2962364,,,0,Prunus virginiana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
764,Prunus persica,Prunus persica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2901279,Prunus persica,(L.) Batsch,Accepted,Species,2901279,Prunus persica,(L.) Batsch,Accepted,Species,2901279,Prunus persica,(L.) Batsch,Accepted,Species,2901279,Prunus persica,(L.) Batsch,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2901279,,,0,Prunus persica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
766,Prunus americana,Prunus americana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2958765,Prunus americana,Marshall,Accepted,Species,2958765,Prunus americana,Marshall,Accepted,Species,2958765,Prunus americana,Marshall,Accepted,Species,2958765,Prunus americana,Marshall,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2958765,,,0,Prunus americana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
768,Prunus emarginata,Prunus emarginata,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2959716,Prunus emarginata,(Douglas ex Hook.) Eaton,Accepted,Species,2959716,Prunus emarginata,(Douglas ex Hook.) Eaton,Accepted,Species,2959716,Prunus emarginata,(Douglas ex Hook.) Eaton,Accepted,Species,2959716,Prunus emarginata,(Douglas ex Hook.) Eaton,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2959716,,,0,Prunus emarginata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
771,Prunus avium,Prunus avium,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2917143,Prunus avium,(L.) L.,Accepted,Species,2917143,Prunus avium,(L.) L.,Accepted,Species,2917143,Prunus avium,(L.) L.,Accepted,Species,2917143,Prunus avium,(L.) L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2917143,,,0,Prunus avium,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
773,Prunus domestica,Prunus domestica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2959531,Prunus domestica,L.,Accepted,Species,2959531,Prunus domestica,L.,Accepted,Species,2959531,Prunus domestica,L.,Accepted,Species,2959531,Prunus domestica,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2959531,as stabilized hybrids derived from P. cerasifera × P. spinosa,as stabilized hybrids derived from P. cerasifera × P. spinosa,1,Prunus domestica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
801,Quercus agrifolia,Quercus agrifolia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,171483,Quercus agrifolia,Née,Accepted,Species,171483,Quercus agrifolia,Née,Accepted,Species,171483,Quercus agrifolia,Née,Accepted,Species,171483,Quercus agrifolia,Née,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,171483,,,0,Quercus agrifolia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
802,Quercus alba,Quercus alba,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,171499,Quercus alba,L.,Accepted,Species,171499,Quercus alba,L.,Accepted,Species,171499,Quercus alba,L.,Accepted,Species,171499,Quercus alba,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,171499,,,0,Quercus alba,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
803,Quercus arizonica,Quercus arizonica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,171655,Quercus arizonica,Sarg.,Accepted,Species,171655,Quercus arizonica,Sarg.,Accepted,Species,171655,Quercus arizonica,Sarg.,Accepted,Species,171655,Quercus arizonica,Sarg.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,171655,,,0,Quercus arizonica,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
804,Quercus bicolor,Quercus bicolor,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,171779,Quercus bicolor,Willd.,Accepted,Species,171779,Quercus bicolor,Willd.,Accepted,Species,171779,Quercus bicolor,Willd.,Accepted,Species,171779,Quercus bicolor,Willd.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,171779,,,0,Quercus bicolor,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
805,Quercus chrysolepis,Quercus chrysolepis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,172147,Quercus chrysolepis,Liebm.,Accepted,Species,172147,Quercus chrysolepis,Liebm.,Accepted,Species,172147,Quercus chrysolepis,Liebm.,Accepted,Species,172147,Quercus chrysolepis,Liebm.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,172147,,,0,Quercus chrysolepis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
806,Quercus coccinea,Quercus coccinea,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,172244,Quercus coccinea,Münchh.,Accepted,Species,172244,Quercus coccinea,Münchh.,Accepted,Species,172244,Quercus coccinea,Münchh.,Accepted,Species,172244,Quercus coccinea,Münchh.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,172244,,,0,Quercus coccinea,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
807,Quercus douglasii,Quercus douglasii,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,172538,Quercus douglasii,Hook. & Arn.,Accepted,Species,172538,Quercus douglasii,Hook. & Arn.,Accepted,Species,172538,Quercus douglasii,Hook. & Arn.,Accepted,Species,172538,Quercus douglasii,Hook. & Arn.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,172538,,,0,Quercus douglasii,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
808,Quercus sinuata var. sinuata,Quercus sinuata var. sinuata,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,175182,Quercus sinuata var. sinuata,,Accepted,Variety,175182,Quercus sinuata var. sinuata,,Accepted,Variety,175182,Quercus sinuata var. sinuata,,Accepted,Variety,175179,Quercus sinuata,Walter,Species,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,0,1,,175179,,,0,Quercus sinuata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED
809,Quercus ellipsoidalis,Quercus ellipsoidalis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,172621,Quercus ellipsoidalis,E.J.Hill,Accepted,Species,172621,Quercus ellipsoidalis,E.J.Hill,Accepted,Species,172621,Quercus ellipsoidalis,E.J.Hill,Accepted,Species,172621,Quercus ellipsoidalis,E.J.Hill,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,172621,,,0,Quercus ellipsoidalis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
810,Quercus emoryi,Quercus emoryi,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,172635,Quercus emoryi,Torr.,Accepted,Species,172635,Quercus emoryi,Torr.,Accepted,Species,172635,Quercus emoryi,Torr.,Accepted,Species,172635,Quercus emoryi,Torr.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,172635,,,0,Quercus emoryi,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
811,Quercus engelmannii,Quercus engelmannii,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,172644,Quercus engelmannii,Greene,Accepted,Species,172644,Quercus engelmannii,Greene,Accepted,Species,172644,Quercus engelmannii,Greene,Accepted,Species,172644,Quercus engelmannii,Greene,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,172644,,,0,Quercus engelmannii,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
812,Quercus falcata,Quercus falcata,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,172729,Quercus falcata,Michx.,Accepted,Species,172729,Quercus falcata,Michx.,Accepted,Species,172729,Quercus falcata,Michx.,Accepted,Species,172729,Quercus falcata,Michx.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,172729,,,0,Quercus falcata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
813,Quercus pagoda,Quercus pagoda,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,174226,Quercus pagoda,Raf.,Accepted,Species,174226,Quercus pagoda,Raf.,Accepted,Species,174226,Quercus pagoda,Raf.,Accepted,Species,174226,Quercus pagoda,Raf.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,174226,,,0,Quercus pagoda,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
814,Quercus gambelii,Quercus gambelii,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,172843,Quercus gambelii,Nutt.,Accepted,Species,172843,Quercus gambelii,Nutt.,Accepted,Species,172843,Quercus gambelii,Nutt.,Accepted,Species,172843,Quercus gambelii,Nutt.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,172843,,,0,Quercus gambelii,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
815,Quercus garryana,Quercus garryana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,172855,Quercus garryana,Douglas ex Hook.,Accepted,Species,172855,Quercus garryana,Douglas ex Hook.,Accepted,Species,172855,Quercus garryana,Douglas ex Hook.,Accepted,Species,172855,Quercus garryana,Douglas ex Hook.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,172855,,,0,Quercus garryana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
816,Quercus ilicifolia,Quercus ilicifolia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,173293,Quercus ilicifolia,Wangenh.,Accepted,Species,173293,Quercus ilicifolia,Wangenh.,Accepted,Species,173293,Quercus ilicifolia,Wangenh.,Accepted,Species,173293,Quercus ilicifolia,Wangenh.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,173293,,,0,Quercus ilicifolia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
817,Quercus imbricaria,Quercus imbricaria,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,173302,Quercus imbricaria,Michx.,Accepted,Species,173302,Quercus imbricaria,Michx.,Accepted,Species,173302,Quercus imbricaria,Michx.,Accepted,Species,173302,Quercus imbricaria,Michx.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,173302,,,0,Quercus imbricaria,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
818,Quercus kelloggii,Quercus kelloggii,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,173428,Quercus kelloggii,Newb.,Accepted,Species,173428,Quercus kelloggii,Newb.,Accepted,Species,173428,Quercus kelloggii,Newb.,Accepted,Species,173428,Quercus kelloggii,Newb.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,173428,,,0,Quercus kelloggii,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
819,Quercus laevis,Quercus laevis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,173479,Quercus laevis,Walter,Accepted,Species,173479,Quercus laevis,Walter,Accepted,Species,173479,Quercus laevis,Walter,Accepted,Species,173479,Quercus laevis,Walter,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,173479,,,0,Quercus laevis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
820,Quercus laurifolia,Quercus laurifolia,NOT PROVIDED IN FIA REF_SPECIES,AUTHOR_NOT_PROVIDED_OR_UNKNOWN,173587,Quercus laurifolia,Michx.,Accepted,Species,173587,Quercus laurifolia,Michx.,Accepted,Species,173587,Quercus laurifolia,Michx.,Accepted,Species,173587,Quercus laurifolia,Michx.,Species,AUTHOR_QUALIFIED_ACCEPTED_SPECIES,RESOLVED_MAINLINE_AUTHORIZED,0,1,,173587,,,0,Quercus laurifolia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,1,ORDINARY_ACCEPTED,Q1_D08B_TAXONOMY_CORRECTION_MAINLINE_DECISION_v01_20260902.md,AMBIGUOUS,AMBIGUOUS
821,Quercus lobata,Quercus lobata,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,173674,Quercus lobata,Née,Accepted,Species,173674,Quercus lobata,Née,Accepted,Species,173674,Quercus lobata,Née,Accepted,Species,173674,Quercus lobata,Née,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,173674,,,0,Quercus lobata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
822,Quercus lyrata,Quercus lyrata,NOT PROVIDED IN FIA REF_SPECIES,AUTHOR_NOT_PROVIDED_OR_UNKNOWN,173795,Quercus lyrata,Walter,Accepted,Species,173795,Quercus lyrata,Walter,Accepted,Species,173795,Quercus lyrata,Walter,Accepted,Species,173795,Quercus lyrata,Walter,Species,AUTHOR_QUALIFIED_ACCEPTED_SPECIES,RESOLVED_MAINLINE_AUTHORIZED,0,1,,173795,,,0,Quercus lyrata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,1,ORDINARY_ACCEPTED,Q1_D08B_TAXONOMY_CORRECTION_MAINLINE_DECISION_v01_20260902.md,AMBIGUOUS,AMBIGUOUS
823,Quercus macrocarpa,Quercus macrocarpa,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,173817,Quercus macrocarpa,Michx.,Accepted,Species,173817,Quercus macrocarpa,Michx.,Accepted,Species,173817,Quercus macrocarpa,Michx.,Accepted,Species,173817,Quercus macrocarpa,Michx.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,173817,,,0,Quercus macrocarpa,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
824,Quercus marilandica,Quercus marilandica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,173871,Quercus marilandica,Münchh.,Accepted,Species,173871,Quercus marilandica,Münchh.,Accepted,Species,173871,Quercus marilandica,Münchh.,Accepted,Species,173871,Quercus marilandica,Münchh.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,173871,,,0,Quercus marilandica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
825,Quercus michauxii,Quercus michauxii,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,173929,Quercus michauxii,Nutt.,Accepted,Species,173929,Quercus michauxii,Nutt.,Accepted,Species,173929,Quercus michauxii,Nutt.,Accepted,Species,173929,Quercus michauxii,Nutt.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,173929,,,0,Quercus michauxii,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
826,Quercus muehlenbergii,Quercus muehlenbergii,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,174020,Quercus muehlenbergii,Engelm.,Accepted,Species,174020,Quercus muehlenbergii,Engelm.,Accepted,Species,174020,Quercus muehlenbergii,Engelm.,Accepted,Species,174020,Quercus muehlenbergii,Engelm.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,174020,,,0,Quercus muehlenbergii,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
827,Quercus nigra,Quercus nigra,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,174075,Quercus nigra,L.,Accepted,Species,174075,Quercus nigra,L.,Accepted,Species,174075,Quercus nigra,L.,Accepted,Species,174075,Quercus nigra,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,174075,,,0,Quercus nigra,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
828,Quercus texana,Quercus texana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,175464,Quercus texana,Buckley,Accepted,Species,175464,Quercus texana,Buckley,Accepted,Species,175464,Quercus texana,Buckley,Accepted,Species,175464,Quercus texana,Buckley,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,175464,,,0,Quercus texana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
829,Quercus oblongifolia,Quercus oblongifolia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,174136,Quercus oblongifolia,Torr.,Accepted,Species,174136,Quercus oblongifolia,Torr.,Accepted,Species,174136,Quercus oblongifolia,Torr.,Accepted,Species,174136,Quercus oblongifolia,Torr.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,174136,,,0,Quercus oblongifolia,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
830,Quercus palustris,Quercus palustris,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,174242,Quercus palustris,Münchh.,Accepted,Species,174242,Quercus palustris,Münchh.,Accepted,Species,174242,Quercus palustris,Münchh.,Accepted,Species,174242,Quercus palustris,Münchh.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,174242,,,0,Quercus palustris,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
831,Quercus phellos,Quercus phellos,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,174411,Quercus phellos,L.,Accepted,Species,174411,Quercus phellos,L.,Accepted,Species,174411,Quercus phellos,L.,Accepted,Species,174411,Quercus phellos,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,174411,,,0,Quercus phellos,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
832,Quercus prinus,Quercus prinus,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,174525,Quercus prinus,L.,Synonym,Species,173929,Quercus michauxii,Nutt.,Accepted,Species,173929,Quercus michauxii,Nutt.,Accepted,Species,173929,Quercus michauxii,Nutt.,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,173929,,,0,Quercus michauxii,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
833,Quercus rubra,Quercus rubra,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,174902,Quercus rubra,L.,Accepted,Species,174902,Quercus rubra,L.,Accepted,Species,174902,Quercus rubra,L.,Accepted,Species,174902,Quercus rubra,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,174902,,,0,Quercus rubra,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
834,Quercus shumardii,Quercus shumardii,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,175148,Quercus shumardii,Buckley,Accepted,Species,175148,Quercus shumardii,Buckley,Accepted,Species,175148,Quercus shumardii,Buckley,Accepted,Species,175148,Quercus shumardii,Buckley,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,175148,,,0,Quercus shumardii,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
835,Quercus stellata,Quercus stellata,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,175243,Quercus stellata,Wangenh.,Accepted,Species,175243,Quercus stellata,Wangenh.,Accepted,Species,175243,Quercus stellata,Wangenh.,Accepted,Species,175243,Quercus stellata,Wangenh.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,175243,,,0,Quercus stellata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
