analysis_species_id,analysis_species_name,analysis_species_authors,analysis_species_family,analysis_species_rank,analysis_species_status,analysis_species_hybrid_flag,ordinary_core_class,analysis_species_hybrid_formula,wcvp_hybrid_formula_present_flag,ipni_id,powo_id,wcvp_reviewed_flag,component_fia_code_count,component_fia_codes,component_fia_names,component_mapping_classes,contains_synonym_component_flag,contains_infraspecific_component_flag,dbh_component_code_count,drc_component_code_count,diameter_basis_composition,large_tree_subplot_ge5_flag,main_analysis_candidate_retained_flag,dbh_only_sensitivity_flag,taxonomy_ambiguity_flag,distribution_query_plant_name_id,distribution_query_taxon_name,source_code_map_version
379871,Pinus clausa,(Chapm. ex Engelm.) Vasey ex Sarg.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,262863-1,262863-1,Y,1,107,Pinus clausa,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379871,Pinus clausa,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379943,Pinus elliottii,Engelm.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,262921-1,262921-1,Y,1,111,Pinus elliottii,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379943,Pinus elliottii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379946,Pinus engelmannii,Carrière,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1190231-2,1190231-2,Y,1,112,Pinus engelmannii,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379946,Pinus engelmannii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379966,Pinus glabra,Walter,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,262965-1,262965-1,Y,1,115,Pinus glabra,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379966,Pinus glabra,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379971,Pinus flexilis,E.James,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,262945-1,262945-1,Y,1,113,Pinus flexilis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379971,Pinus flexilis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379991,Pinus serotina,Michx.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,263315-1,263315-1,Y,1,128,Pinus serotina,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379991,Pinus serotina,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380011,Pinus sabiniana,Douglas,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,325668-2,325668-2,Y,1,127,Pinus sabiniana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380011,Pinus sabiniana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380012,Pinus strobiformis,Engelm.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,197099-2,197099-2,Y,1,114,Pinus strobiformis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380012,Pinus strobiformis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380022,Pinus strobus,L.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,197100-2,197100-2,Y,1,129,Pinus strobus,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380022,Pinus strobus,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380091,Pinus virginiana,Mill.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,263413-1,263413-1,Y,1,132,Pinus virginiana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380091,Pinus virginiana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380126,Pinus sylvestris,L.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,263353-1,263353-1,Y,1,130,Pinus sylvestris,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380126,Pinus sylvestris,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380129,Pinus taeda,L.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,263357-1,263357-1,Y,1,131,Pinus taeda,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380129,Pinus taeda,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380171,Pinus nigra,J.F.Arnold,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,677088-1,677088-1,Y,1,136,Pinus nigra,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380171,Pinus nigra,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380231,Pinus monophylla,Torr. & Frém.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,197026-2,197026-2,Y,1,133,Pinus monophylla,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,380231,Pinus monophylla,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380239,Pinus muricata,D.Don,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,314970-2,314970-2,Y,1,120,Pinus muricata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380239,Pinus muricata,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380255,Pinus monticola,Douglas ex D.Don,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,197032-2,197032-2,Y,1,119,Pinus monticola,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380255,Pinus monticola,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380268,Pinus palustris,Mill.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,263186-1,263186-1,Y,1,121,Pinus palustris,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380268,Pinus palustris,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380272,Pinus pungens,Lamb.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,927546-1,927546-1,Y,1,123,Pinus pungens,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380272,Pinus pungens,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380293,Pinus rigida,Mill.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,263270-1,263270-1,Y,1,126,Pinus rigida,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380293,Pinus rigida,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380297,Pinus radiata,D.Don,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30020085-2,30020085-2,Y,1,124,Pinus radiata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380297,Pinus radiata,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380302,Pinus resinosa,Aiton,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,263261-1,263261-1,Y,1,125,Pinus resinosa,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380302,Pinus resinosa,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380317,Pinus remota,(Little) D.K.Bailey & Hawksw.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,677096-1,677096-1,Y,1,141,Pinus remota,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,380317,Pinus remota,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380358,Pinus ponderosa,Douglas ex C.Lawson,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,307165-2,307165-2,Y,2,122;137,Pinus ponderosa;Pinus washoensis,ACCEPTED_SPECIES;SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,1,1,2,0,DBH_ONLY,1,1,1,0,380358,Pinus ponderosa,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380406,Picea abies,(L.) H.Karst.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,262609-1,262609-1,Y,1,91,Picea abies,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380406,Picea abies,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380484,Pinus cembroides,Zucc.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,262850-1,262850-1,Y,1,140,Pinus cembroides,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,380484,Pinus cembroides,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380503,Pinus arizonica,Engelm.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,196911-2,196911-2,Y,1,135,Pinus arizonica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380503,Pinus arizonica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380514,Pinus balfouriana,Balf.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30090943-2,30090943-2,Y,1,104,Pinus balfouriana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380514,Pinus balfouriana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380544,Pinus banksiana,Lamb.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,262801-1,262801-1,Y,1,105,Pinus banksiana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380544,Pinus banksiana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380589,Picea mariana,"(Mill.) Britton, Sterns & Poggenb.",Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,195883-2,195883-2,Y,1,95,Picea mariana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380589,Picea mariana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380614,Picea engelmannii,Engelm.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,262646-1,262646-1,Y,1,93,Picea engelmannii,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380614,Picea engelmannii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380618,Picea breweriana,S.Watson,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,262630-1,262630-1,Y,1,92,Picea breweriana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380618,Picea breweriana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380705,Pinus albicaulis,Engelm.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,262755-1,262755-1,Y,1,101,Pinus albicaulis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380705,Pinus albicaulis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380719,Picea pungens,Engelm.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30095300-2,30095300-2,Y,1,96,Picea pungens,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380719,Picea pungens,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380723,Pinus aristata,Engelm.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,262778-1,262778-1,Y,1,102,Pinus aristata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380723,Pinus aristata,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380741,Picea sitchensis,(Bong.) Carrière,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,676986-1,676986-1,Y,1,98,Picea sitchensis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380741,Picea sitchensis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
380751,Picea rubens,Sarg.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,195909-2,195909-2,Y,1,97,Picea rubens,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,380751,Picea rubens,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
381057,Pinus attenuata,Lemmon,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,196914-2,196914-2,Y,1,103,Pinus attenuata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,381057,Pinus attenuata,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
381078,Picea laxa,(Münchh.) Sarg.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,195881-2,195881-2,Y,1,94,Picea glauca,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,381078,Picea laxa,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
381300,Sequoiadendron giganteum,(Lindl.) J.Buchholz,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,234727-2,234727-2,Y,1,212,Sequoiadendron giganteum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,381300,Sequoiadendron giganteum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
381632,Abies amabilis,Douglas ex J.Forbes,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,325658-2,325658-2,Y,1,11,Abies amabilis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,381632,Abies amabilis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
381647,Abies balsamea,(L.) Mill.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1084057-2,1084057-2,Y,1,12,Abies balsamea,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,381647,Abies balsamea,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
381713,Abies concolor,(Gordon & Glend.) Lindl. ex Hildebr.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1031026-2,1031026-2,Y,1,15,Abies concolor,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,381713,Abies concolor,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
381792,Abies fraseri,(Pursh) Poir.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1030488-2,1030488-2,Y,1,16,Abies fraseri,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,381792,Abies fraseri,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
381804,Abies grandis,(Douglas ex D.Don) Lindl.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1033427-2,1033427-2,Y,1,17,Abies grandis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,381804,Abies grandis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
381853,Abies lasiocarpa,(Hook.) Nutt.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1081948-2,1081948-2,Y,2,18;19,Abies lasiocarpa;Abies lasiocarpa var. arizonica,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES;ACCEPTED_SPECIES,0,1,2,0,DBH_ONLY,1,1,1,0,381853,Abies lasiocarpa,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
381868,Abies magnifica,A.Murray bis,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,325664-2,325664-2,Y,2,20;21,Abies magnifica;Abies shastensis,ACCEPTED_SPECIES;SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,1,1,2,0,DBH_ONLY,1,1,1,0,381868,Abies magnifica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
381974,Abies procera,Rehder,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,676607-1,676607-1,Y,1,22,Abies procera,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,381974,Abies procera,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
382424,Calocedrus decurrens,(Torr.) Florin,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,42548-2,42548-2,Y,1,81,Calocedrus decurrens,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,382424,Calocedrus decurrens,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,261839-1,261839-1,Y,1,41,Chamaecyparis lawsoniana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,382830,Chamaecyparis lawsoniana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
382860,Chamaecyparis thyoides,(L.) Oerst.,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,54814-2,54814-2,Y,1,43,Chamaecyparis thyoides,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,382860,Chamaecyparis thyoides,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
384904,Diospyros texana,Scheele,Ebenaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,323100-1,323100-1,Y,1,522,Diospyros texana,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,384904,Diospyros texana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
385000,Diospyros virginiana,L.,Ebenaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,323180-1,323180-1,Y,1,521,Diospyros virginiana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,385000,Diospyros virginiana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
456789,Callitropsis nootkatensis,(D.Don) Oerst.,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,60450448-2,60450448-2,Y,1,42,Chamaecyparis nootkatensis,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,456789,Callitropsis nootkatensis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
457902,Hesperocyparis arizonica,(Greene) Bartel,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,60451546-2,60451546-2,Y,1,51,Cupressus arizonica,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,457902,Hesperocyparis arizonica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
457903,Hesperocyparis bakeri,(Jeps.) Bartel,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,60451547-2,60451547-2,Y,1,52,Cupressus bakeri,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,457903,Hesperocyparis bakeri,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
457913,Hesperocyparis macrocarpa,(Hartw.) Bartel,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,60451558-2,60451558-2,Y,1,54,Cupressus macrocarpa,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,457913,Hesperocyparis macrocarpa,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
457918,Hesperocyparis sargentii,(Jeps.) Bartel,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,60451563-2,60451563-2,Y,1,55,Cupressus sargentii,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,457918,Hesperocyparis sargentii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
458543,Notholithocarpus densiflorus,"(Hook. & Arn.) Manos, Cannon & S.H.Oh",Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,60451161-2,60451161-2,Y,1,631,Lithocarpus densiflorus,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,458543,Notholithocarpus densiflorus,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
500221,Liquidambar styraciflua,L.,Altingiaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,430718-1,430718-1,Y,1,611,Liquidambar styraciflua,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,500221,Liquidambar styraciflua,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2329229,Juglans hindsii,(Jeps.) Jeps. ex R.E.Sm.,Juglandaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,131754-2,131754-2,N,1,603,Juglans hindsii,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2329229,Juglans hindsii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2331793,Juglans cinerea,L.,Juglandaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,442334-1,442334-1,N,1,601,Juglans cinerea,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2331793,Juglans cinerea,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2331814,Juglans major,(Torr.) A.Heller,Juglandaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,131762-2,131762-2,N,1,606,Juglans major,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2331814,Juglans major,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2331825,Juglans californica,S.Watson,Juglandaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30014392-2,30014392-2,N,1,604,Juglans californica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2331825,Juglans californica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2331834,Juglans nigra,L.,Juglandaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,279034-2,279034-2,N,1,602,Juglans nigra,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2331834,Juglans nigra,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2331862,Juglans microcarpa,Berland.,Juglandaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,442391-1,442391-1,N,1,605,Juglans microcarpa,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2331862,Juglans microcarpa,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2338852,Laguncularia racemosa,(L.) C.F.Gaertn.,Combretaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,170672-1,170672-1,N,1,988,Laguncularia racemosa,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2338852,Laguncularia racemosa,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2346347,Leucaena leucocephala,(Lam.) de Wit,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,138955-2,138955-2,Y,1,7565,Leucaena leucocephala,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2346347,Leucaena leucocephala,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2346415,Leucaena pulverulenta,(Schltdl.) Benth.,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,502744-1,502744-1,Y,1,869,Leucaena pulverulenta,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2346415,Leucaena pulverulenta,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2364578,Metopium toxiferum,(L.) Krug & Urb.,Anacardiaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,70067-1,70067-1,N,1,886,Metopium toxiferum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2364578,Metopium toxiferum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2383853,Neltuma glandulosa,(Torr.) Britton & Rose,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,168104-2,168104-2,Y,1,756,Prosopis glandulosa,SYNONYM_TO_ACCEPTED_SPECIES,1,0,0,1,DRC_ONLY,1,1,0,0,2383853,Neltuma glandulosa,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2383876,Neltuma velutina,(Wooton) Britton & Rose,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,168112-2,168112-2,Y,1,757,Prosopis velutina,SYNONYM_TO_ACCEPTED_SPECIES,1,0,0,1,DRC_ONLY,1,1,0,0,2383876,Neltuma velutina,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2387656,Oxydendrum arboreum,(L.) DC.,Ericaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1175876-2,1175876-2,N,1,711,Oxydendrum arboreum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2387656,Oxydendrum arboreum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2389100,Olneya tesota,A.Gray,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,304188-2,304188-2,Y,1,990,Olneya tesota,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,2389100,Olneya tesota,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2428246,Robinia pseudoacacia,L.,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30034699-2,30034699-2,Y,1,901,Robinia pseudoacacia,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2428246,Robinia pseudoacacia,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2444682,Tamarindus indica,L.,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,520167-1,520167-1,Y,1,897,Tamarindus indica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2444682,Tamarindus indica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2446614,Umbellularia californica,(Hook. & Arn.) Nutt.,Lauraceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30189264-2,30189264-2,N,1,981,Umbellularia californica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2446614,Umbellularia californica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2448661,Ulmus parvifolia,Jacq.,Ulmaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,302296-2,302296-2,N,1,8851,Ulmus parvifolia,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2448661,Ulmus parvifolia,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
