analysis_species_id,analysis_species_name,analysis_species_authors,usgs_mapping_class,usgs_review_required_flag,canonical_layer_flag,canonical_layer_key,atlas_table1_row_id,atlas_original_source_name,atlas_current_accepted_name_field,atlas_current_name_authors,atlas_layer_rank,atlas_layer_href,atlas_layer_key,atlas_number_gridpoints,atlas_primary_source,atlas_unique_sources,atlas_notes,atlas_status,atlas_shared_resolved_species_count,atlas_unresolved_components,atlas_resolved_species_ids,atlas_resolved_species_names,atlas_component_names,atlas_component_authors_canonical,atlas_component_wcvp_match_ids,atlas_component_wcvp_match_authors,atlas_component_wcvp_match_statuses,atlas_component_resolution_statuses,atlas_component_resolution_reasons,decision_status,review_reason
2701867,Carya tomentosa,(Lam.) Nutt.,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
2830846,Gordonia lasianthus,(L.) Ellis,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
2838104,Halesia carolina,L.,MULTIPLE_OTHER_LAYERS,1,0,,ATLASG-0277,Halesia carolina,Halesia carolina,L.,SPECIES,individual_taxa/atlas_pages/Halesia_carolina.pdf,Halesia_carolina,309,Little (1977),,,redigitized,1,,2838104,Halesia carolina,Halesia carolina,L.,2838104,L.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,MAINLINE_REVIEW_REQUIRED,MULTIPLE_OTHER_LAYERS
2838104,Halesia carolina,L.,MULTIPLE_OTHER_LAYERS,1,0,,ATLASG-0279,Halesia parviflora,Halesia carolina,L.,SPECIES,individual_taxa/atlas_pages/Halesia_parviflora.pdf,Halesia_parviflora,32,Little (1977),,,redigitized,1,,2838104,Halesia carolina,Halesia carolina,L.,2838104,L.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,MAINLINE_REVIEW_REQUIRED,MULTIPLE_OTHER_LAYERS
2838115,Halesia diptera,L.,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
2917269,Populus fremontii,S.Watson,SINGLE_SPECIES_LAYER,1,0,,ATLASG-0457,Populus fremontii,Populus fremontii,S. Watson,SPECIES,individual_taxa/atlas_pages/Populus_fremontii.pdf,Populus_fremontii,329,"Little (1971, 1976)",,P. fremontii now includes what Little (1976) mapped as P. arizonica,two species were merged,1,,2917269,Populus fremontii,Populus fremontii,S.Watson,2917269,S.Watson,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,MAINLINE_REVIEW_REQUIRED,ATLAS_NOTES_NONBLANK
2917437,Populus tristis,Fisch.,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
2919837,Salix nigra,Marshall,AMBIGUOUS,1,0,,ATLASG-0590,Salix nigra,Salix nigra / Salix goodingii,Marshall / C.R. Ball,SPECIES,individual_taxa/atlas_pages/Salix_nigra.pdf,Salix_nigra,5011,"Little (1971, 1976)",,,redigitized,1,Salix goodingii,2919837,Salix nigra,Salix nigra | Salix goodingii,Marshall | C.R.Ball,2919837 | ,Marshall | ,Accepted | ,RESOLVED | UNRESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species. | No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,MAINLINE_REVIEW_REQUIRED,AMBIGUOUS;UNRESOLVED_ACCEPTED_NAME_COMPONENT
2940246,Amelanchier laevis,Wiegand,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
2945308,Crataegus crus-galli,L.,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
2946180,Crataegus mollis,(Torr. & A.Gray) Scheele,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
2950658,Malus fusca,(Raf.) Raf.,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
2959716,Prunus emarginata,(Douglas ex Hook.) Eaton,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
2961630,Prunus serrulata,Lindl.,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
