analysis_species_id,analysis_species_name,wcvp_distribution_record_count,confirmed_current_native_record_count,native_historical_extinct_record_count,native_location_doubtful_record_count,introduced_audit_record_count,all_distribution_flags_valid_binary,confirmed_native_CONUS,confirmed_native_Canada,confirmed_native_Alaska,confirmed_native_Mexico,confirmed_native_Central_America,confirmed_native_outside_USA_Canada,confirmed_native_outside_North_America,transcontinental_circumboreal_global_extension_flag,introduced_in_CONUS_audit_flag,extinct_native_outside_primary_CONUS_domain_flag,doubtful_native_outside_primary_CONUS_domain_flag,confirmed_native_level3_areas,confirmed_native_outside_USA_Canada_level3_areas,confirmed_native_outside_North_America_level3_areas,introduced_CONUS_level3_areas,extinct_native_outside_domain_level3_areas,doubtful_native_outside_domain_level3_areas,macro_region_rule_version
370075,Fraxinus quadrangulata,19,19,0,0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ALA:Alabama;ARK:Arkansas;GEO:Georgia;ILL:Illinois;INI:Indiana;IOW:Iowa;KAN:Kansas;KTY:Kentucky;MIC:Michigan;MIN:Minnesota;MSI:Mississippi;MSO:Missouri;OHI:Ohio;OKL:Oklahoma;ONT:Ontario;TEN:Tennessee;VRG:Virginia;WIS:Wisconsin;WVA:West Virginia,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
370195,Fraxinus velutina,12,11,0,0,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ARI:Arizona;CAL:California;MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXN:Mexico Northwest;MXT:Mexico Southeast;NEV:Nevada;NWM:New Mexico;TEX:Texas;UTA:Utah,MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXN:Mexico Northwest;MXT:Mexico Southeast,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
377287,Juniperus virginiana,52,42,0,0,10,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ALA:Alabama;ARK:Arkansas;CNT:Connecticut;COL:Colorado;DEL:Delaware;FLA:Florida;GEO:Georgia;ILL:Illinois;INI:Indiana;IOW:Iowa;KAN:Kansas;KTY:Kentucky;LOU:Louisiana;MAI:Maine;MAS:Massachusetts;MIC:Michigan;MIN:Minnesota;MRY:Maryland;MSI:Mississippi;MSO:Missouri;MXE:Mexico Northeast;NCA:North Carolina;NDA:North Dakota;NEB:Nebraska;NWH:New Hampshire;NWJ:New Jersey;NWY:New York;OHI:Ohio;OKL:Oklahoma;ONT:Ontario;PEN:Pennsylvania;QUE:Québec;RHO:Rhode I.;SCA:South Carolina;SDA:South Dakota;TEN:Tennessee;TEX:Texas;VER:Vermont;VRG:Virginia;WDC:District of Columbia;WIS:Wisconsin;WVA:West Virginia,MXE:Mexico Northeast,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
377330,Juniperus scopulorum,17,17,0,0,0,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ABT:Alberta;ARI:Arizona;BRC:British Columbia;COL:Colorado;IDA:Idaho;MNT:Montana;MXE:Mexico Northeast;MXN:Mexico Northwest;NDA:North Dakota;NEB:Nebraska;NEV:Nevada;NWM:New Mexico;ORE:Oregon;SDA:South Dakota;UTA:Utah;WAS:Washington;WYO:Wyoming,MXE:Mexico Northeast;MXN:Mexico Northwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
377371,Juniperus deppeana,8,8,0,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ARI:Arizona;MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXN:Mexico Northwest;MXS:Mexico Southwest;NWM:New Mexico;TEX:Texas,MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXN:Mexico Northwest;MXS:Mexico Southwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
377397,Juniperus flaccida,6,6,0,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXN:Mexico Northwest;MXS:Mexico Southwest;TEX:Texas,MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXN:Mexico Northwest;MXS:Mexico Southwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
377454,Juniperus ashei,5,5,0,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ARK:Arkansas;MSO:Missouri;MXE:Mexico Northeast;OKL:Oklahoma;TEX:Texas,MXE:Mexico Northeast,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
377511,Juniperus coahuilensis,3,3,0,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,MXE:Mexico Northeast;MXS:Mexico Southwest;TEX:Texas,MXE:Mexico Northeast;MXS:Mexico Southwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
377520,Juniperus californica,5,4,1,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,ARI:Arizona;CAL:California;MXN:Mexico Northwest;NEV:Nevada,MXN:Mexico Northwest,,,MXI:Mexican Pacific Is.,,TAXON_RANGE_BUILD_CONTRACT_v01
377543,Juniperus monosperma,7,7,0,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ARI:Arizona;COL:Colorado;MXE:Mexico Northeast;NEV:Nevada;NWM:New Mexico;OKL:Oklahoma;TEX:Texas,MXE:Mexico Northeast,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
377592,Juniperus occidentalis,5,5,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CAL:California;IDA:Idaho;NEV:Nevada;ORE:Oregon;WAS:Washington,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
377597,Juniperus osteosperma,9,9,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ARI:Arizona;CAL:California;COL:Colorado;IDA:Idaho;MNT:Montana;NEV:Nevada;NWM:New Mexico;UTA:Utah;WYO:Wyoming,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
377678,Juniperus pinchotii,6,6,0,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ARI:Arizona;MXE:Mexico Northeast;MXN:Mexico Northwest;NWM:New Mexico;OKL:Oklahoma;TEX:Texas,MXE:Mexico Northeast;MXN:Mexico Northwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
378313,Pseudotsuga macrocarpa,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CAL:California,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
378542,Thuja occidentalis,44,27,0,0,17,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CNT:Connecticut;ILL:Illinois;INI:Indiana;KTY:Kentucky;MAI:Maine;MAN:Manitoba;MAS:Massachusetts;MIC:Michigan;MIN:Minnesota;MRY:Maryland;NBR:New Brunswick;NCA:North Carolina;NSC:Nova Scotia;NWH:New Hampshire;NWJ:New Jersey;NWY:New York;OHI:Ohio;ONT:Ontario;PEI:Prince Edward I.;PEN:Pennsylvania;QUE:Québec;RHO:Rhode I.;TEN:Tennessee;VER:Vermont;VRG:Virginia;WIS:Wisconsin;WVA:West Virginia,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
378546,Thuja plicata,20,8,0,0,12,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ABT:Alberta;ASK:Alaska;BRC:British Columbia;CAL:California;IDA:Idaho;MNT:Montana;ORE:Oregon;WAS:Washington,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
378596,Taxodium distichum,36,25,0,0,11,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,ALA:Alabama;ARK:Arkansas;DEL:Delaware;FLA:Florida;GEO:Georgia;GUA:Guatemala;ILL:Illinois;INI:Indiana;KTY:Kentucky;LOU:Louisiana;MRY:Maryland;MSI:Mississippi;MSO:Missouri;MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXN:Mexico Northwest;MXS:Mexico Southwest;NCA:North Carolina;NWY:New York;OKL:Oklahoma;SCA:South Carolina;TEN:Tennessee;TEX:Texas;VRG:Virginia,GUA:Guatemala;MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXN:Mexico Northwest;MXS:Mexico Southwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
378623,Taxus brevifolia,8,8,0,0,0,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ABT:Alberta;ASK:Alaska;BRC:British Columbia;CAL:California;IDA:Idaho;MNT:Montana;ORE:Oregon;WAS:Washington,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
378636,Torreya californica,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CAL:California,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
378988,Sequoia sempervirens,6,2,0,0,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CAL:California;ORE:Oregon,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379072,Larix laricina,34,32,0,0,2,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ABT:Alberta;ASK:Alaska;BRC:British Columbia;CNT:Connecticut;ILL:Illinois;INI:Indiana;LAB:Labrador;MAI:Maine;MAN:Manitoba;MAS:Massachusetts;MIC:Michigan;MIN:Minnesota;MRY:Maryland;NBR:New Brunswick;NFL:Newfoundland;NSC:Nova Scotia;NUN:Nunavut;NWH:New Hampshire;NWJ:New Jersey;NWT:Northwest Territories;NWY:New York;OHI:Ohio;ONT:Ontario;PEI:Prince Edward I.;PEN:Pennsylvania;QUE:Québec;RHO:Rhode I.;SAS:Saskatchewan;VER:Vermont;WIS:Wisconsin;WVA:West Virginia;YUK:Yukon,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379089,Larix lyallii,5,5,0,0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ABT:Alberta;BRC:British Columbia;IDA:Idaho;MNT:Montana;WAS:Washington,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379096,Larix occidentalis,6,6,0,0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ABT:Alberta;BRC:British Columbia;IDA:Idaho;MNT:Montana;ORE:Oregon;WAS:Washington,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379363,Tsuga canadensis,32,28,0,0,4,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ALA:Alabama;CNT:Connecticut;GEO:Georgia;INI:Indiana;KTY:Kentucky;MAI:Maine;MAS:Massachusetts;MIC:Michigan;MIN:Minnesota;MRY:Maryland;NBR:New Brunswick;NCA:North Carolina;NSC:Nova Scotia;NWH:New Hampshire;NWJ:New Jersey;NWY:New York;OHI:Ohio;ONT:Ontario;PEI:Prince Edward I.;PEN:Pennsylvania;QUE:Québec;RHO:Rhode I.;SCA:South Carolina;TEN:Tennessee;VER:Vermont;VRG:Virginia;WIS:Wisconsin;WVA:West Virginia,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379383,Tsuga caroliniana,5,5,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,GEO:Georgia;NCA:North Carolina;SCA:South Carolina;TEN:Tennessee;VRG:Virginia,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379395,Tsuga heterophylla,15,8,0,0,7,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ABT:Alberta;ASK:Alaska;BRC:British Columbia;CAL:California;IDA:Idaho;MNT:Montana;ORE:Oregon;WAS:Washington,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379433,Tsuga mertensiana,10,8,0,0,2,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ASK:Alaska;BRC:British Columbia;CAL:California;IDA:Idaho;MNT:Montana;NEV:Nevada;ORE:Oregon;WAS:Washington,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379633,Pseudotsuga menziesii,45,19,0,0,26,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,ABT:Alberta;ARI:Arizona;ASK:Alaska;BRC:British Columbia;CAL:California;COL:Colorado;IDA:Idaho;MNT:Montana;MXC:Mexico Central;MXE:Mexico Northeast;MXN:Mexico Northwest;MXS:Mexico Southwest;NEV:Nevada;NWM:New Mexico;ORE:Oregon;TEX:Texas;UTA:Utah;WAS:Washington;WYO:Wyoming,MXC:Mexico Central;MXE:Mexico Northeast;MXN:Mexico Northwest;MXS:Mexico Southwest,,NWY:New York,,,TAXON_RANGE_BUILD_CONTRACT_v01
379703,Pinus lambertiana,4,4,0,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,CAL:California;MXN:Mexico Northwest;NEV:Nevada;ORE:Oregon,MXN:Mexico Northwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379708,Pinus jeffreyi,4,4,0,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,CAL:California;MXN:Mexico Northwest;NEV:Nevada;ORE:Oregon,MXN:Mexico Northwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379762,Pinus longaeva,3,3,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CAL:California;NEV:Nevada;UTA:Utah,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379770,Pinus leiophylla,7,7,0,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ARI:Arizona;MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXN:Mexico Northwest;MXS:Mexico Southwest;NWM:New Mexico,MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXN:Mexico Northwest;MXS:Mexico Southwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379818,Pinus echinata,24,24,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ALA:Alabama;ARK:Arkansas;CNT:Connecticut;DEL:Delaware;FLA:Florida;GEO:Georgia;ILL:Illinois;KTY:Kentucky;LOU:Louisiana;MRY:Maryland;MSI:Mississippi;MSO:Missouri;NCA:North Carolina;NWJ:New Jersey;NWY:New York;OHI:Ohio;OKL:Oklahoma;PEN:Pennsylvania;SCA:South Carolina;TEN:Tennessee;TEX:Texas;VRG:Virginia;WDC:District of Columbia;WVA:West Virginia,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379820,Pinus edulis,8,8,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ARI:Arizona;CAL:California;COL:Colorado;NWM:New Mexico;OKL:Oklahoma;TEX:Texas;UTA:Utah;WYO:Wyoming,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379837,Pinus discolor,4,4,0,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ARI:Arizona;MXE:Mexico Northeast;MXN:Mexico Northwest;NWM:New Mexico,MXE:Mexico Northeast;MXN:Mexico Northwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379843,Pinus contorta,34,17,0,0,17,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ABT:Alberta;ASK:Alaska;BRC:British Columbia;CAL:California;COL:Colorado;IDA:Idaho;MNT:Montana;MXN:Mexico Northwest;NEV:Nevada;NWT:Northwest Territories;ORE:Oregon;SAS:Saskatchewan;SDA:South Dakota;UTA:Utah;WAS:Washington;WYO:Wyoming;YUK:Yukon,MXN:Mexico Northwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379852,Pinus coulteri,5,2,0,0,3,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,CAL:California;MXN:Mexico Northwest,MXN:Mexico Northwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379871,Pinus clausa,2,2,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ALA:Alabama;FLA:Florida,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379943,Pinus elliottii,13,6,0,0,7,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ALA:Alabama;FLA:Florida;GEO:Georgia;LOU:Louisiana;MSI:Mississippi;SCA:South Carolina,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379946,Pinus engelmannii,4,4,0,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ARI:Arizona;MXE:Mexico Northeast;MXN:Mexico Northwest;NWM:New Mexico,MXE:Mexico Northeast;MXN:Mexico Northwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379966,Pinus glabra,6,6,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ALA:Alabama;FLA:Florida;GEO:Georgia;LOU:Louisiana;MSI:Mississippi;SCA:South Carolina,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379971,Pinus flexilis,15,15,0,0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ABT:Alberta;ARI:Arizona;BRC:British Columbia;CAL:California;COL:Colorado;IDA:Idaho;MNT:Montana;NDA:North Dakota;NEB:Nebraska;NEV:Nevada;NWM:New Mexico;ORE:Oregon;SDA:South Dakota;UTA:Utah;WYO:Wyoming,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
379991,Pinus serotina,9,9,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ALA:Alabama;DEL:Delaware;FLA:Florida;GEO:Georgia;MRY:Maryland;NCA:North Carolina;NWJ:New Jersey;SCA:South Carolina;VRG:Virginia,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
380011,Pinus sabiniana,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CAL:California,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
380012,Pinus strobiformis,3,3,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,MXE:Mexico Northeast;MXN:Mexico Northwest;MXS:Mexico Southwest,MXE:Mexico Northeast;MXN:Mexico Northwest;MXS:Mexico Southwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
380022,Pinus strobus,55,33,0,0,22,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,ALA:Alabama;CNT:Connecticut;DEL:Delaware;GEO:Georgia;ILL:Illinois;INI:Indiana;IOW:Iowa;KTY:Kentucky;MAI:Maine;MAN:Manitoba;MAS:Massachusetts;MIC:Michigan;MIN:Minnesota;MRY:Maryland;NBR:New Brunswick;NCA:North Carolina;NFL:Newfoundland;NSC:Nova Scotia;NWH:New Hampshire;NWJ:New Jersey;NWY:New York;OHI:Ohio;ONT:Ontario;PEI:Prince Edward I.;PEN:Pennsylvania;QUE:Québec;RHO:Rhode I.;SCA:South Carolina;TEN:Tennessee;VER:Vermont;VRG:Virginia;WIS:Wisconsin;WVA:West Virginia,,,ARK:Arkansas,,,TAXON_RANGE_BUILD_CONTRACT_v01
380091,Pinus virginiana,18,16,0,0,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,ALA:Alabama;DEL:Delaware;GEO:Georgia;INI:Indiana;KTY:Kentucky;MRY:Maryland;MSI:Mississippi;NCA:North Carolina;NWJ:New Jersey;NWY:New York;OHI:Ohio;PEN:Pennsylvania;SCA:South Carolina;TEN:Tennessee;VRG:Virginia;WVA:West Virginia,,,ARK:Arkansas;ILL:Illinois,,,TAXON_RANGE_BUILD_CONTRACT_v01
380126,Pinus sylvestris,61,47,2,0,12,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,ALB:Albania;ALT:Altay;AMU:Amur;AUT:Austria;BGM:Belgium;BLR:Belarus;BLT:Baltic States;BRY:Buryatiya;BUL:Bulgaria;CHI:Inner Mongolia;CHM:Manchuria;CTA:Chita;CZE:Czechia-Slovakia;FIN:Finland;FRA:France;GER:Germany;GRB:Great Britain;GRC:Greece;HUN:Hungary;IRE:Ireland;IRK:Irkutsk;ITA:Italy;KAZ:Kazakhstan;KHA:Khabarovsk;KRA:Krasnoyarsk;KRY:Krym;MON:Mongolia;NCS:North Caucasus;NOR:Norway;POL:Poland;PRM:Primorye;ROM:Romania;RUC:Central European Russia;RUE:East European Russia;RUN:North European Russia;RUS:South European Russia;RUW:Northwest European Russia;SPA:Spain;SWE:Sweden;SWI:Switzerland;TCS:Transcaucasus;TUR:Türkiye;TVA:Tuva;UKR:Ukraine;WSB:West Siberia;YAK:Yakutiya;YUG:NW. Balkan Pen.,ALB:Albania;ALT:Altay;AMU:Amur;AUT:Austria;BGM:Belgium;BLR:Belarus;BLT:Baltic States;BRY:Buryatiya;BUL:Bulgaria;CHI:Inner Mongolia;CHM:Manchuria;CTA:Chita;CZE:Czechia-Slovakia;FIN:Finland;FRA:France;GER:Germany;GRB:Great Britain;GRC:Greece;HUN:Hungary;IRE:Ireland;IRK:Irkutsk;ITA:Italy;KAZ:Kazakhstan;KHA:Khabarovsk;KRA:Krasnoyarsk;KRY:Krym;MON:Mongolia;NCS:North Caucasus;NOR:Norway;POL:Poland;PRM:Primorye;ROM:Romania;RUC:Central European Russia;RUE:East European Russia;RUN:North European Russia;RUS:South European Russia;RUW:Northwest European Russia;SPA:Spain;SWE:Sweden;SWI:Switzerland;TCS:Transcaucasus;TUR:Türkiye;TVA:Tuva;UKR:Ukraine;WSB:West Siberia;YAK:Yakutiya;YUG:NW. Balkan Pen.,ALB:Albania;ALT:Altay;AMU:Amur;AUT:Austria;BGM:Belgium;BLR:Belarus;BLT:Baltic States;BRY:Buryatiya;BUL:Bulgaria;CHI:Inner Mongolia;CHM:Manchuria;CTA:Chita;CZE:Czechia-Slovakia;FIN:Finland;FRA:France;GER:Germany;GRB:Great Britain;GRC:Greece;HUN:Hungary;IRE:Ireland;IRK:Irkutsk;ITA:Italy;KAZ:Kazakhstan;KHA:Khabarovsk;KRA:Krasnoyarsk;KRY:Krym;MON:Mongolia;NCS:North Caucasus;NOR:Norway;POL:Poland;PRM:Primorye;ROM:Romania;RUC:Central European Russia;RUE:East European Russia;RUN:North European Russia;RUS:South European Russia;RUW:Northwest European Russia;SPA:Spain;SWE:Sweden;SWI:Switzerland;TCS:Transcaucasus;TUR:Türkiye;TVA:Tuva;UKR:Ukraine;WSB:West Siberia;YAK:Yakutiya;YUG:NW. Balkan Pen.,ILL:Illinois;MIN:Minnesota;MRY:Maryland;NWY:New York;VER:Vermont;WIS:Wisconsin,DEN:Denmark;NET:Netherlands,,TAXON_RANGE_BUILD_CONTRACT_v01
380129,Pinus taeda,23,16,0,0,7,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,ALA:Alabama;ARK:Arkansas;DEL:Delaware;FLA:Florida;GEO:Georgia;KTY:Kentucky;LOU:Louisiana;MRY:Maryland;MSI:Mississippi;NCA:North Carolina;OKL:Oklahoma;SCA:South Carolina;TEN:Tennessee;TEX:Texas;VRG:Virginia;WDC:District of Columbia,,,ILL:Illinois,,,TAXON_RANGE_BUILD_CONTRACT_v01
380171,Pinus nigra,37,19,0,0,18,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,ALB:Albania;ALG:Algeria;AUT:Austria;BUL:Bulgaria;COR:Corse;CYP:Cyprus;EAI:East Aegean Is.;FRA:France;GRC:Greece;ITA:Italy;KRY:Krym;MOR:Morocco;NCS:North Caucasus;ROM:Romania;SIC:Sicilia;SPA:Spain;TUE:Türkiye-in-Europe;TUR:Türkiye;YUG:NW. Balkan Pen.,ALB:Albania;ALG:Algeria;AUT:Austria;BUL:Bulgaria;COR:Corse;CYP:Cyprus;EAI:East Aegean Is.;FRA:France;GRC:Greece;ITA:Italy;KRY:Krym;MOR:Morocco;NCS:North Caucasus;ROM:Romania;SIC:Sicilia;SPA:Spain;TUE:Türkiye-in-Europe;TUR:Türkiye;YUG:NW. Balkan Pen.,ALB:Albania;ALG:Algeria;AUT:Austria;BUL:Bulgaria;COR:Corse;CYP:Cyprus;EAI:East Aegean Is.;FRA:France;GRC:Greece;ITA:Italy;KRY:Krym;MOR:Morocco;NCS:North Caucasus;ROM:Romania;SIC:Sicilia;SPA:Spain;TUE:Türkiye-in-Europe;TUR:Türkiye;YUG:NW. Balkan Pen.,ILL:Illinois;MRY:Maryland;NWY:New York,,,TAXON_RANGE_BUILD_CONTRACT_v01
380231,Pinus monophylla,5,5,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ARI:Arizona;CAL:California;IDA:Idaho;NEV:Nevada;UTA:Utah,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
380239,Pinus muricata,4,2,0,0,2,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,CAL:California;MXN:Mexico Northwest,MXN:Mexico Northwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
380255,Pinus monticola,8,8,0,0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ABT:Alberta;BRC:British Columbia;CAL:California;IDA:Idaho;MNT:Montana;NEV:Nevada;ORE:Oregon;WAS:Washington,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
