FIA_SPCD,accepted_scientific_name,direction,fold,actual_case_count,observed_positive_case_count,max_individual_state_aligned_p95,marginal_mean_triangle_upper_sum_raw,marginal_mean_triangle_upper_sum_capped_at_1,empirical_marginal_expected_hidden_positive_count,marginal_union_outer_bound_capped_at_1,observed_point_tv_sum,parent_extreme_failure_conditional_p95_sum_capped_at_1,AB_fold_discrepancy_tv,max_p95_to_fold_tv_ratio,mean_sum_to_fold_tv_ratio,primary_labels,outer_label
107,Pinus clausa,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.35734108584753566,0.0,0.0041789363943824445,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
110,Pinus echinata,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.27159872348165875,0.0,0.005498205771049038,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
111,Pinus elliottii,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.2450107177119591,0.0,0.006094858554767293,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
115,Pinus glabra,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.454721580092406,0.0,0.0032839999996326255,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
121,Pinus palustris,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.3580981239751093,0.0,0.004170101904695275,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
123,Pinus pungens,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.39905825051309374,0.0,0.003742074413788897,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
127,Pinus sabiniana,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.45683390900972903,0.0,0.003268815294585774,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
128,Pinus serotina,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.415350340036553,0.0,0.0035952917932485363,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
131,Pinus taeda,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.15471305803230503,0.0,0.00965209845793751,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
132,Pinus virginiana,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.2900502121754186,0.0,0.005148438464003867,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
133,Pinus monophylla,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.1868175741857012,0.0,0.007993389676348255,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
142,Pinus longaeva,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.8291132064974289,0.0,0.0018010877853035848,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
201,Pseudotsuga macrocarpa,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.8108755733587351,0.0,0.0018415965629239182,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
211,Sequoia sempervirens,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.16631792861953643,0.0,0.008978621133939482,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
212,Sequoiadendron giganteum,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.9999999999999999,0.0,0.0014933056688564083,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
251,Torreya californica,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.7763479123093466,0.0,0.0019235005919116578,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
262,Tsuga caroliniana,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.9008862031401049,0.0,0.0016575963353100333,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
323,Acer leucoderme,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,NA,NA,NA,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
332,Aesculus flava,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.479115858898129,0.0,0.0031167944895222495,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
333,Aesculus californica,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.5422390647593217,0.0,0.0027539617963881426,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
373,Betula nigra,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.6855512442578121,0.0,0.0021782553548904764,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
401,Carya aquatica,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.5055358064854162,0.0,0.002953906824598956,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
408,Carya texana,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.23334009957787769,0.0,0.006399695858353804,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
410,Carya pallida,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.7105110020840925,0.0,0.0021017347577675766,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
411,Carya floridana,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,NA,NA,NA,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
422,Castanea pumila,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,1.0,0.0,0.001493305668856408,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
423,Castanea ozarkensis,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,1.0,0.0,0.001493305668856408,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
431,Chrysolepis chrysophylla var. chrysophylla,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.338332111116818,0.0,0.004413727280946163,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
451,Catalpa bignonioides,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,1.0,0.0,0.001493305668856408,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
452,Catalpa speciosa,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.977503566589065,0.0,0.0015276728596164625,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
481,Cladrastis kentukea,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,1.0,0.0,0.001493305668856408,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
521,Diospyros virginiana,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.5905744196957625,0.0,0.0025285647651750514,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
545,Fraxinus profunda,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.7421442066758173,0.0,0.0020121502740621843,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
555,Gordonia lasianthus,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.514717752151513,0.0,0.0029012126794042193,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
582,Halesia diptera,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.7545235495937637,0.0,0.001979137257757436,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
591,Ilex opaca,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.34495113084556217,0.0,0.004329035435239593,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
603,Juglans hindsii,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,NA,NA,NA,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
604,Juglans californica,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,1.0,0.0,0.001493305668856408,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
631,Notholithocarpus densiflorus,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.20946523508346293,0.0,0.007129133711670052,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
641,Maclura pomifera,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.5741595925554724,0.0,0.0026008546895646134,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
652,Magnolia grandiflora,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.4698732021014619,0.0,0.0031781035014930513,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
654,Magnolia macrophylla,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.5637727426576268,0.0,0.0026487723791273764,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
655,Magnolia fraseri,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.39226438784805734,0.0,0.0038068856493667642,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
658,Magnolia tripetala,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.8953530859549531,0.0,0.0016678399754033338,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
662,Malus angustifolia,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,1.0,0.0,0.001493305668856408,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
691,Nyssa aquatica,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.5649913626121272,0.0,0.002643059288468413,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
692,Nyssa ogeche,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.6229778505336615,0.0,0.0023970445619811327,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
694,Nyssa biflora,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.36622842694913194,0.0,0.00407752527922641,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
711,Oxydendrum arboreum,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.21732491252959366,0.0,0.006871304589403947,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
721,Persea borbonia,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.5921604183762088,0.0,0.002521792444269194,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
722,Planera aquatica,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.7404502523578109,0.0,0.0020167535416475103,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
806,Quercus coccinea,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.30206961695990914,0.0,0.004943581164783615,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
807,Quercus douglasii,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.326020554603741,0.0,0.004580403437051489,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
812,Quercus falcata,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.2949401957855577,0.0,0.005063079533391734,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
813,Quercus pagoda,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.3877161824433162,0.0,0.003851543310485185,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
817,Quercus imbricaria,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.48489513680205837,0.0,0.003079646619483417,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
819,Quercus laevis,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.4690033143979371,0.0,0.0031839981147539975,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
820,Quercus laurifolia,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.32567806450872944,0.0,0.004585220288351295,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
821,Quercus lobata,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.8238468283076338,0.0,0.001812601101983961,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
