FIA_SPCD,accepted_scientific_name,direction,fold,actual_case_count,observed_positive_case_count,max_individual_state_aligned_p95,marginal_mean_triangle_upper_sum_raw,marginal_mean_triangle_upper_sum_capped_at_1,empirical_marginal_expected_hidden_positive_count,marginal_union_outer_bound_capped_at_1,observed_point_tv_sum,parent_extreme_failure_conditional_p95_sum_capped_at_1,AB_fold_discrepancy_tv,max_p95_to_fold_tv_ratio,mean_sum_to_fold_tv_ratio,primary_labels,outer_label
652,Magnolia grandiflora,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.4698732021014619,0.0,0.000125454267602475,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
654,Magnolia macrophylla,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.5637727426576268,0.0,0.0001045591494150452,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
655,Magnolia fraseri,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.39226438784805734,0.0,0.00015027517220987655,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
658,Magnolia tripetala,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.8953530859549531,0.0,6.583726505258775e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
662,Malus angustifolia,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,1.0,0.0,5.8947598435668624e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
691,Nyssa aquatica,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.5649913626121272,0.0,0.00010433362762067001,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
692,Nyssa ogeche,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.6229778505336615,0.0,9.462230219769826e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
694,Nyssa biflora,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.36622842694913194,0.0,0.00016095855509287452,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
711,Oxydendrum arboreum,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.21732491252959366,0.0,0.0002712417906881319,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
721,Persea borbonia,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.5921604183762088,0.0,9.954667114919912e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
722,Planera aquatica,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.7404502523578109,0.0,7.961047787878006e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
806,Quercus coccinea,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.30206961695990914,0.0,0.00019514573835306378,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
807,Quercus douglasii,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.326020554603741,0.0,0.00018080945389261114,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
812,Quercus falcata,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.2949401957855577,0.0,0.00019986288501187434,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
813,Quercus pagoda,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.3877161824433162,0.0,0.00015203801415817025,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
817,Quercus imbricaria,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.48489513680205837,0.0,0.00012156772456914109,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
819,Quercus laevis,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.4690033143979371,0.0,0.00012568695492342111,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
820,Quercus laurifolia,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.32567806450872944,0.0,0.00018099959702409923,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
821,Quercus lobata,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.8238468283076338,0.0,7.155164820717975e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
822,Quercus lyrata,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.5274976537568068,0.0,0.00011174949881927881,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
824,Quercus marilandica,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.4188379864199515,0.0,0.0001407408123115278,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
827,Quercus nigra,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.21970860420380892,0.0,0.0002682989983450393,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
828,Quercus texana,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.5723689625929858,0.0,0.00010298881016996468,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
831,Quercus phellos,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.441253381668035,0.0,0.00013359126725065248,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
835,Quercus stellata,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.24199009430370394,0.0,0.00024359508849022487,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
836,Quercus similis,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,1.0,0.0,5.8947598435668624e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
838,Quercus virginiana,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.24905935057685316,0.0,0.00023668092885948061,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
840,Quercus margaretta,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.7625436377650359,0.0,7.730390172612294e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
841,Quercus minima,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.6154792909010098,0.0,9.577511267580475e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
842,Quercus incana,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.7869390546269116,0.0,7.490745069656724e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
851,Quercus graciliformis,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,1.0,0.0,5.8947598435668624e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
870,Styphnolobium affine,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.7316130968926422,0.0,8.057209293550777e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
901,Robinia pseudoacacia,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.5361488233422997,0.0,0.0001099463355495122,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
971,Ulmus alata,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.26731342333972874,0.0,0.00022051866194819591,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
996,Cotinus obovatus,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.6526703908702783,0.0,9.031756191217317e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
6768,Quercus arkansana,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,NA,NA,NA,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
6782,Quercus georgiana,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,1.0,0.0,5.8947598435668624e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
6791,Quercus myrtifolia,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.6068498622769661,0.0,9.71370384999197e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
8345,Prunus caroliniana,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,1.0,0.0,5.8947598435668624e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
8441,Quercus geminata,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.6819748579519743,0.0,8.643661529208427e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
8449,Quercus hemisphaerica,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.684049752081738,0.0,8.617443140104361e-05,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
8513,Quercus buckleyi,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,0.33551211487381416,0.0,0.00017569439618548132,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
8860,Vaccinium arboreum,AB,B,2,0,0.0,5.8947598435668624e-05,5.8947598435668624e-05,0.011120484821956128,0.011120484821956128,0.0,0.09261156421587981,NA,NA,NA,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
16,Abies fraseri,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.8781180897676197,0.0,0.0017005749981207974,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
22,Abies procera,BA,A,22,1,0.22801588374405032,0.051218386395989114,0.051218386395989114,0.14823462056149855,0.14823462056149855,0.012672747696756779,1.0,0.36177295769453643,0.6302734322574102,0.14157605013483468,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
41,Chamaecyparis lawsoniana,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.2482720070359495,0.0,0.006014796781500136,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
43,Chamaecyparis thyoides,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.5346443912728696,0.0,0.00279308208078491,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
52,Hesperocyparis bakeri,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,NA,NA,NA,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
54,Hesperocyparis macrocarpa,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,NA,NA,NA,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
55,Hesperocyparis sargentii,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,1.0,0.0,0.001493305668856408,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
64,Juniperus occidentalis,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.22499788264293655,0.0,0.006636976540913631,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
65,Juniperus osteosperma,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.20028858265018312,0.0,0.007455770314499466,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
92,Picea breweriana,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.6529911712432936,0.0,0.002286869615730267,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
96,Picea pungens,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.6583656886312532,0.0,0.002268200932465057,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
102,Pinus aristata,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.3597176319041692,0.0,0.004151327420208952,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
104,Pinus balfouriana,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.09213427126509827,0.0,0.016207928367498715,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
106,Pinus edulis,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.17643220215445113,0.0,0.008463906535322549,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
