FIA_SPCD,accepted_scientific_name,direction,fold,max_individual_state_aligned_p95,marginal_mean_triangle_upper_sum_raw,AB_fold_discrepancy_tv,max_p95_to_fold_tv_ratio,mean_sum_to_fold_tv_ratio,p95_minus_fold_tv,mean_sum_minus_fold_tv,primary_comparison
658,Magnolia tripetala,BA,A,0.0,0.001493305668856408,0.8953530859549531,0.0,0.0016678399754033338,-0.8953530859549531,-0.8938597802860967,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
662,Malus angustifolia,AB,B,0.0,5.8947598435668624e-05,1.0,0.0,5.8947598435668624e-05,-1.0,-0.9999410524015643,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
662,Malus angustifolia,BA,A,0.0,0.001493305668856408,1.0,0.0,0.001493305668856408,-1.0,-0.9985066943311436,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
691,Nyssa aquatica,AB,B,0.0,5.8947598435668624e-05,0.5649913626121272,0.0,0.00010433362762067001,-0.5649913626121272,-0.5649324150136915,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
691,Nyssa aquatica,BA,A,0.0,0.001493305668856408,0.5649913626121272,0.0,0.002643059288468413,-0.5649913626121272,-0.5634980569432708,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
692,Nyssa ogeche,AB,B,0.0,5.8947598435668624e-05,0.6229778505336615,0.0,9.462230219769826e-05,-0.6229778505336615,-0.6229189029352258,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
692,Nyssa ogeche,BA,A,0.0,0.001493305668856408,0.6229778505336615,0.0,0.0023970445619811327,-0.6229778505336615,-0.6214845448648051,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
694,Nyssa biflora,AB,B,0.0,5.8947598435668624e-05,0.36622842694913194,0.0,0.00016095855509287452,-0.36622842694913194,-0.36616947935069627,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
694,Nyssa biflora,BA,A,0.0,0.001493305668856408,0.36622842694913194,0.0,0.00407752527922641,-0.36622842694913194,-0.3647351212802755,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
711,Oxydendrum arboreum,AB,B,0.0,5.8947598435668624e-05,0.21732491252959366,0.0,0.0002712417906881319,-0.21732491252959366,-0.217265964931158,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
711,Oxydendrum arboreum,BA,A,0.0,0.001493305668856408,0.21732491252959366,0.0,0.006871304589403947,-0.21732491252959366,-0.21583160686073724,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
721,Persea borbonia,AB,B,0.0,5.8947598435668624e-05,0.5921604183762088,0.0,9.954667114919912e-05,-0.5921604183762088,-0.5921014707777731,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
721,Persea borbonia,BA,A,0.0,0.001493305668856408,0.5921604183762088,0.0,0.002521792444269194,-0.5921604183762088,-0.5906671127073524,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
722,Planera aquatica,AB,B,0.0,5.8947598435668624e-05,0.7404502523578109,0.0,7.961047787878006e-05,-0.7404502523578109,-0.7403913047593752,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
722,Planera aquatica,BA,A,0.0,0.001493305668856408,0.7404502523578109,0.0,0.0020167535416475103,-0.7404502523578109,-0.7389569466889545,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
806,Quercus coccinea,AB,B,0.0,5.8947598435668624e-05,0.30206961695990914,0.0,0.00019514573835306378,-0.30206961695990914,-0.30201066936147347,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
806,Quercus coccinea,BA,A,0.0,0.001493305668856408,0.30206961695990914,0.0,0.004943581164783615,-0.30206961695990914,-0.3005763112910527,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
807,Quercus douglasii,AB,B,0.0,5.8947598435668624e-05,0.326020554603741,0.0,0.00018080945389261114,-0.326020554603741,-0.32596160700530535,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
807,Quercus douglasii,BA,A,0.0,0.001493305668856408,0.326020554603741,0.0,0.004580403437051489,-0.326020554603741,-0.3245272489348846,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
812,Quercus falcata,AB,B,0.0,5.8947598435668624e-05,0.2949401957855577,0.0,0.00019986288501187434,-0.2949401957855577,-0.294881248187122,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
812,Quercus falcata,BA,A,0.0,0.001493305668856408,0.2949401957855577,0.0,0.005063079533391734,-0.2949401957855577,-0.2934468901167013,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
813,Quercus pagoda,AB,B,0.0,5.8947598435668624e-05,0.3877161824433162,0.0,0.00015203801415817025,-0.3877161824433162,-0.3876572348448805,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
813,Quercus pagoda,BA,A,0.0,0.001493305668856408,0.3877161824433162,0.0,0.003851543310485185,-0.3877161824433162,-0.38622287677445977,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
817,Quercus imbricaria,AB,B,0.0,5.8947598435668624e-05,0.48489513680205837,0.0,0.00012156772456914109,-0.48489513680205837,-0.4848361892036227,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
817,Quercus imbricaria,BA,A,0.0,0.001493305668856408,0.48489513680205837,0.0,0.003079646619483417,-0.48489513680205837,-0.48340183113320195,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
819,Quercus laevis,AB,B,0.0,5.8947598435668624e-05,0.4690033143979371,0.0,0.00012568695492342111,-0.4690033143979371,-0.4689443667995014,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
819,Quercus laevis,BA,A,0.0,0.001493305668856408,0.4690033143979371,0.0,0.0031839981147539975,-0.4690033143979371,-0.46751000872908066,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
820,Quercus laurifolia,AB,B,0.0,5.8947598435668624e-05,0.32567806450872944,0.0,0.00018099959702409923,-0.32567806450872944,-0.32561911691029377,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
820,Quercus laurifolia,BA,A,0.0,0.001493305668856408,0.32567806450872944,0.0,0.004585220288351295,-0.32567806450872944,-0.324184758839873,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
821,Quercus lobata,AB,B,0.0,5.8947598435668624e-05,0.8238468283076338,0.0,7.155164820717975e-05,-0.8238468283076338,-0.8237878807091981,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
821,Quercus lobata,BA,A,0.0,0.001493305668856408,0.8238468283076338,0.0,0.001812601101983961,-0.8238468283076338,-0.8223535226387774,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
822,Quercus lyrata,AB,B,0.0,5.8947598435668624e-05,0.5274976537568068,0.0,0.00011174949881927881,-0.5274976537568068,-0.5274387061583711,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
822,Quercus lyrata,BA,A,0.0,0.001493305668856408,0.5274976537568068,0.0,0.002830923812117787,-0.5274976537568068,-0.5260043480879504,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
824,Quercus marilandica,AB,B,0.0,5.8947598435668624e-05,0.4188379864199515,0.0,0.0001407408123115278,-0.4188379864199515,-0.41877903882151585,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
824,Quercus marilandica,BA,A,0.0,0.001493305668856408,0.4188379864199515,0.0,0.003565353948958995,-0.4188379864199515,-0.4173446807510951,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
827,Quercus nigra,AB,B,0.0,5.8947598435668624e-05,0.21970860420380892,0.0,0.0002682989983450393,-0.21970860420380892,-0.21964965660537325,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
827,Quercus nigra,BA,A,0.0,0.001493305668856408,0.21970860420380892,0.0,0.006796755522014826,-0.21970860420380892,-0.2182152985349525,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
828,Quercus texana,AB,B,0.0,5.8947598435668624e-05,0.5723689625929858,0.0,0.00010298881016996468,-0.5723689625929858,-0.57231001499455,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
828,Quercus texana,BA,A,0.0,0.001493305668856408,0.5723689625929858,0.0,0.0026089913437851884,-0.5723689625929858,-0.5708756569241293,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
831,Quercus phellos,AB,B,0.0,5.8947598435668624e-05,0.441253381668035,0.0,0.00013359126725065248,-0.441253381668035,-0.44119443406959935,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
831,Quercus phellos,BA,A,0.0,0.001493305668856408,0.441253381668035,0.0,0.003384236202817038,-0.441253381668035,-0.4397600759991786,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
835,Quercus stellata,AB,B,0.0,5.8947598435668624e-05,0.24199009430370394,0.0,0.00024359508849022487,-0.24199009430370394,-0.24193114670526827,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
835,Quercus stellata,BA,A,0.0,0.001493305668856408,0.24199009430370394,0.0,0.006170937174735219,-0.24199009430370394,-0.24049678863484752,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
836,Quercus similis,AB,B,0.0,5.8947598435668624e-05,1.0,0.0,5.8947598435668624e-05,-1.0,-0.9999410524015643,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
836,Quercus similis,BA,A,0.0,0.001493305668856408,1.0,0.0,0.001493305668856408,-1.0,-0.9985066943311436,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
838,Quercus virginiana,AB,B,0.0,5.8947598435668624e-05,0.24905935057685316,0.0,0.00023668092885948061,-0.24905935057685316,-0.2490004029784175,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
838,Quercus virginiana,BA,A,0.0,0.001493305668856408,0.24905935057685316,0.0,0.00599578239242061,-0.24905935057685316,-0.24756604490799675,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
840,Quercus margaretta,AB,B,0.0,5.8947598435668624e-05,0.7625436377650359,0.0,7.730390172612294e-05,-0.7625436377650359,-0.7624846901666001,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
840,Quercus margaretta,BA,A,0.0,0.001493305668856408,0.7625436377650359,0.0,0.001958321589611824,-0.7625436377650359,-0.7610503320961794,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
841,Quercus minima,AB,B,0.0,5.8947598435668624e-05,0.6154792909010098,0.0,9.577511267580475e-05,-0.6154792909010098,-0.6154203433025741,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
841,Quercus minima,BA,A,0.0,0.001493305668856408,0.6154792909010098,0.0,0.002426248439115367,-0.6154792909010098,-0.6139859852321534,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
842,Quercus incana,AB,B,0.0,5.8947598435668624e-05,0.7869390546269116,0.0,7.490745069656724e-05,-0.7869390546269116,-0.7868801070284759,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
842,Quercus incana,BA,A,0.0,0.001493305668856408,0.7869390546269116,0.0,0.00189761285842445,-0.7869390546269116,-0.7854457489580552,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
851,Quercus graciliformis,AB,B,0.0,5.8947598435668624e-05,1.0,0.0,5.8947598435668624e-05,-1.0,-0.9999410524015643,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
851,Quercus graciliformis,BA,A,0.0,0.001493305668856408,1.0,0.0,0.001493305668856408,-1.0,-0.9985066943311436,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
870,Styphnolobium affine,AB,B,0.0,5.8947598435668624e-05,0.7316130968926422,0.0,8.057209293550777e-05,-0.7316130968926422,-0.7315541492942065,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
870,Styphnolobium affine,BA,A,0.0,0.001493305668856408,0.7316130968926422,0.0,0.002041113910069242,-0.7316130968926422,-0.7301197912237858,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
901,Robinia pseudoacacia,AB,B,0.0,5.8947598435668624e-05,0.5361488233422997,0.0,0.0001099463355495122,-0.5361488233422997,-0.536089875743864,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
901,Robinia pseudoacacia,BA,A,0.0,0.001493305668856408,0.5361488233422997,0.0,0.002785244700430909,-0.5361488233422997,-0.5346555176734433,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
971,Ulmus alata,AB,B,0.0,5.8947598435668624e-05,0.26731342333972874,0.0,0.00022051866194819591,-0.26731342333972874,-0.2672544757412931,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
971,Ulmus alata,BA,A,0.0,0.001493305668856408,0.26731342333972874,0.0,0.005586347480046168,-0.26731342333972874,-0.2658201176708723,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
996,Cotinus obovatus,AB,B,0.0,5.8947598435668624e-05,0.6526703908702783,0.0,9.031756191217317e-05,-0.6526703908702783,-0.6526114432718426,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
996,Cotinus obovatus,BA,A,0.0,0.001493305668856408,0.6526703908702783,0.0,0.0022879935871845157,-0.6526703908702783,-0.6511770852014219,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
6768,Quercus arkansana,AB,B,0.0,5.8947598435668624e-05,NA,NA,NA,NA,NA,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
6768,Quercus arkansana,BA,A,0.0,0.001493305668856408,NA,NA,NA,NA,NA,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
6782,Quercus georgiana,AB,B,0.0,5.8947598435668624e-05,1.0,0.0,5.8947598435668624e-05,-1.0,-0.9999410524015643,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
6782,Quercus georgiana,BA,A,0.0,0.001493305668856408,1.0,0.0,0.001493305668856408,-1.0,-0.9985066943311436,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
6791,Quercus myrtifolia,AB,B,0.0,5.8947598435668624e-05,0.6068498622769661,0.0,9.71370384999197e-05,-0.6068498622769661,-0.6067909146785304,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
6791,Quercus myrtifolia,BA,A,0.0,0.001493305668856408,0.6068498622769661,0.0,0.0024607497862047197,-0.6068498622769661,-0.6053565566081097,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
8345,Prunus caroliniana,AB,B,0.0,5.8947598435668624e-05,1.0,0.0,5.8947598435668624e-05,-1.0,-0.9999410524015643,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
8345,Prunus caroliniana,BA,A,0.0,0.001493305668856408,1.0,0.0,0.001493305668856408,-1.0,-0.9985066943311436,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
8441,Quercus geminata,AB,B,0.0,5.8947598435668624e-05,0.6819748579519743,0.0,8.643661529208427e-05,-0.6819748579519743,-0.6819159103535386,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
8441,Quercus geminata,BA,A,0.0,0.001493305668856408,0.6819748579519743,0.0,0.0021896784777974453,-0.6819748579519743,-0.6804815522831179,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
8449,Quercus hemisphaerica,AB,B,0.0,5.8947598435668624e-05,0.684049752081738,0.0,8.617443140104361e-05,-0.684049752081738,-0.6839908044833023,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
8449,Quercus hemisphaerica,BA,A,0.0,0.001493305668856408,0.684049752081738,0.0,0.002183036634852798,-0.684049752081738,-0.6825564464128816,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
8513,Quercus buckleyi,AB,B,0.0,5.8947598435668624e-05,0.33551211487381416,0.0,0.00017569439618548132,-0.33551211487381416,-0.3354531672753785,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
8513,Quercus buckleyi,BA,A,0.0,0.001493305668856408,0.33551211487381416,0.0,0.004450824881295386,-0.33551211487381416,-0.33401880920495775,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
8860,Vaccinium arboreum,AB,B,0.0,5.8947598435668624e-05,NA,NA,NA,NA,NA,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
8860,Vaccinium arboreum,BA,A,0.0,0.001493305668856408,NA,NA,NA,NA,NA,OBSERVED_STATE_ALIGNED_NOT_FAILURE_CONDITIONAL_SUM
