group_type,group_value,state,target_equal_mean,event_equal_mean,target_equal_p95,event_equal_p95,target_minus_event_mean,target_minus_event_p95,target_equal_quantile_method,event_equal_quantile_method
TARGET_N_BAND,N_5_9,POSITIVE,0.02080578076267364,0.021515205911813468,0.08179616506144882,0.08638805627336191,-0.0007094251491398286,-0.004591891211913085,WEIGHTED_INVERSE_EMPIRICAL_CDF,LEGACY_TYPE7_EXPANDED_EVENT_DISTRIBUTION
TARGET_N_BAND,N_10_24,ZERO_MIXTURE,0.00010047725401345017,9.773420287127566e-05,0.0,0.0,2.7430511421745176e-06,0.0,WEIGHTED_INVERSE_EMPIRICAL_CDF,LEGACY_TYPE7_EXPANDED_EVENT_DISTRIBUTION
TARGET_N_BAND,N_10_24,ZPLUS_CONDITIONAL,0.010165879622989508,0.009435777043053019,0.02927721980049086,0.028798629126770746,0.0007301025799364893,0.0004785906737201154,WEIGHTED_INVERSE_EMPIRICAL_CDF,LEGACY_TYPE7_EXPANDED_EVENT_DISTRIBUTION
TARGET_N_BAND,N_10_24,POSITIVE,0.02369234032161722,0.02365056775355883,0.10243533683708532,0.10080961431838435,4.177256805839094e-05,0.0016257225187009672,WEIGHTED_INVERSE_EMPIRICAL_CDF,LEGACY_TYPE7_EXPANDED_EVENT_DISTRIBUTION
TARGET_N_BAND,N_25_99,ZERO_MIXTURE,0.00023643489953879628,0.00027844848079800605,0.0,0.0,-4.201358125920977e-05,0.0,WEIGHTED_INVERSE_EMPIRICAL_CDF,LEGACY_TYPE7_EXPANDED_EVENT_DISTRIBUTION
TARGET_N_BAND,N_25_99,ZPLUS_CONDITIONAL,0.008782203344590216,0.009057468809830877,0.030228078283372244,0.030831187954659882,-0.00027526546524066046,-0.0006031096712876376,WEIGHTED_INVERSE_EMPIRICAL_CDF,LEGACY_TYPE7_EXPANDED_EVENT_DISTRIBUTION
TARGET_N_BAND,N_25_99,POSITIVE,0.049477158293577767,0.05406848720039617,0.20559382121967285,0.2211920494893869,-0.004591328906818404,-0.015598228269714048,WEIGHTED_INVERSE_EMPIRICAL_CDF,LEGACY_TYPE7_EXPANDED_EVENT_DISTRIBUTION
TARGET_N_BAND,N_GE_100,ZERO_MIXTURE,0.0014825487621138425,0.0013313436304346912,0.0013198507292432992,0.0005976410303833274,0.00015120513167915127,0.0007222096988599719,WEIGHTED_INVERSE_EMPIRICAL_CDF,LEGACY_TYPE7_EXPANDED_EVENT_DISTRIBUTION
TARGET_N_BAND,N_GE_100,ZPLUS_CONDITIONAL,0.021892708912693463,0.023011314136910845,0.08027335345293242,0.08988655250694969,-0.0011186052242173825,-0.009613199054017266,WEIGHTED_INVERSE_EMPIRICAL_CDF,LEGACY_TYPE7_EXPANDED_EVENT_DISTRIBUTION
TARGET_N_BAND,N_GE_100,POSITIVE,0.11350127616909499,0.13092669651943364,0.4459894400646182,0.5159166088531199,-0.017425420350338658,-0.06992716878850164,WEIGHTED_INVERSE_EMPIRICAL_CDF,LEGACY_TYPE7_EXPANDED_EVENT_DISTRIBUTION
