layer,synthetic_species_id,world,orientation,target_fold,support_cells,support_cells_zero_target_fold_plots,support_truth_mass_fraction_zero_target_fold_plots,hellinger_distance,sliced_wasserstein_km,centroid_displacement_km,true_entropy,estimated_entropy,entropy_bias,true_concentration,estimated_concentration,concentration_bias,estimated_total_mass,total_mass_relative_error
A1,SYN003,PAIRED_NULL,AB,B,175,1,0.0011874585895371554,0.2977625376215817,26.23374908368819,21.49127559824851,3.9910630047636566,3.6939348357818065,-0.2971281689818501,0.03223603351469619,0.04234889861537732,0.010112865100681129,99999999.99999999,-3.3306690738754696e-16
A2,SYN003,PAIRED_NULL,AB,B,175,1,0.0011874585895371554,0.12902544922644188,4.6731892180498456,4.85437929569822,3.9910630047636566,3.9676354635583717,-0.023427541205284896,0.03223603351469619,0.03214528330134099,-9.075021335520211e-05,99112937.9914283,-0.008870620085717151
A1,SYN003,PAIRED_NULL,BA,A,175,4,0.0325634301066906,0.3652999149081977,30.730066560541026,15.378480981575011,3.9910630047636566,3.5465230917574244,-0.4445399130062322,0.03223603351469619,0.052798262679274295,0.020562229164578102,100000000.00000001,0.0
A2,SYN003,PAIRED_NULL,BA,A,175,4,0.0325634301066906,0.21668095960030997,9.739922163694187,13.984332042897366,3.9910630047636566,3.827492710317601,-0.16357029444605553,0.03223603351469619,0.038180041607301415,0.005944008092605223,101615718.66936229,0.01615718669362276
A1,SYN004,STRONG,AB,B,148,0,0.0,0.1463951212225575,4.86324261284678,6.496177363058441,4.101888730650877,4.025542350112749,-0.07634638053812814,0.024482113127460427,0.02541631546120998,0.0009342023337495509,100000000.0,-3.3306690738754696e-16
A2,SYN004,STRONG,AB,B,148,0,0.0,0.12040349492097732,2.954841817220289,3.9223179867743223,4.101888730650877,4.047875861391191,-0.054012869259686624,0.024482113127460427,0.02505365905711106,0.0005715459296506339,104345239.5799336,0.043452395799335575
A1,SYN004,STRONG,BA,A,148,0,0.0,0.22134629547527776,11.167962856059027,16.315010823201106,4.101888730650877,3.971757387070811,-0.13013134358006617,0.024482113127460427,0.026538074895490194,0.0020559617680297668,100000000.0,-3.3306690738754696e-16
A2,SYN004,STRONG,BA,A,148,0,0.0,0.1367793440182265,3.027745964805668,2.7001698286231943,4.101888730650877,3.9932704386470266,-0.10861829200385076,0.024482113127460427,0.026751728533676224,0.0022696154062157962,98781954.75863816,-0.012180452413618759
A1,SYN004,PAIRED_NULL,AB,B,148,0,0.0,0.18727675318655893,19.623971456530032,27.55115459368309,4.1018887306508764,4.081036445378495,-0.020852285272381366,0.024482113127460417,0.023604575072399197,-0.0008775380550612201,99999999.99999999,2.220446049250313e-16
A2,SYN004,PAIRED_NULL,AB,B,148,0,0.0,0.11307637537545163,2.3419904282717776,1.662035098557098,4.1018887306508764,4.053206109255493,-0.048682621395383485,0.024482113127460417,0.025095011197813526,0.0006128980703531094,99851750.94950297,-0.0014824905049699577
A1,SYN004,PAIRED_NULL,BA,A,148,0,0.0,0.23848116130496166,25.493761090991462,36.64747022513347,4.1018887306508764,4.028547140069933,-0.07334159058094336,0.024482113127460417,0.024188115356206526,-0.0002939977712538913,100000000.0,2.220446049250313e-16
A2,SYN004,PAIRED_NULL,BA,A,148,0,0.0,0.14524126938607715,5.661574594300294,7.794929725296268,4.1018887306508764,4.056299380131666,-0.04558935051921065,0.024482113127460417,0.02509406040491408,0.0006119472774536623,98080166.33696587,-0.019198336630340984
A1,SYN005,STRONG,AB,B,140,2,0.016766530366001633,0.277754858290518,10.654691079937255,4.713468910450386,4.078070371149677,3.6770601540889043,-0.40101021706077233,0.025460824207712885,0.0481179879237148,0.022657163716001915,100000000.0,0.0
A2,SYN005,STRONG,AB,B,140,2,0.016766530366001633,0.15010534492696795,3.2364136662122105,1.973692770829334,4.078070371149677,4.024856223316759,-0.053214147832918,0.025460824207712885,0.02593924619623261,0.0004784219885197241,93205078.5549654,-0.06794921445034596
A1,SYN005,STRONG,BA,A,140,4,0.025105563072921756,0.30445347985449384,16.176506918573867,15.584058979038884,4.078070371149677,3.7104520183525502,-0.3676183527971264,0.025460824207712885,0.042044077206792735,0.01658325299907985,100000000.0,0.0
A2,SYN005,STRONG,BA,A,140,4,0.025105563072921756,0.16939819495937106,6.172647763239149,6.8480561878633,4.078070371149677,4.009197226928164,-0.06887314422151292,0.025460824207712885,0.027604083014564074,0.0021432588068511886,98869813.77921957,-0.01130186220780427
A1,SYN005,PAIRED_NULL,AB,B,140,2,0.006847797650775318,0.30576677259574064,24.54773660328855,30.207201447398063,4.078070371149677,3.6681669380756916,-0.409903433073985,0.025460824207712878,0.03732463598682113,0.011863811779108249,100000000.0,2.220446049250313e-16
A2,SYN005,PAIRED_NULL,AB,B,140,2,0.006847797650775318,0.12649244810890312,2.9192669290689244,3.0425303462796833,4.078070371149677,4.041472853884447,-0.03659751726522931,0.025460824207712878,0.0251996722124921,-0.00026115199522077845,95387068.9912219,-0.04612931008778065
A1,SYN005,PAIRED_NULL,BA,A,140,4,0.05282135553990175,0.3163842449408734,28.45634636644767,34.65184638987044,4.078070371149677,3.745761767388887,-0.33230860376078963,0.025460824207712878,0.0342503898418356,0.008789565634122722,100000000.0,2.220446049250313e-16
A2,SYN005,PAIRED_NULL,BA,A,140,4,0.05282135553990175,0.21197690192284105,10.138756296899567,13.9632111925622,4.078070371149677,4.029192794410234,-0.04887757673944293,0.025460824207712878,0.024956440839056716,-0.0005043833686561618,96735560.94009806,-0.032644390599019135
A1,SYN006,STRONG,AB,B,66,0,0.0,0.20395893473181825,9.182960790181694,11.098260141848307,3.1920759122705515,2.9434651165489614,-0.24861079572159017,0.060108578177479915,0.07946922377424308,0.019360645596763162,100000000.0,-3.3306690738754696e-16
A2,SYN006,STRONG,AB,B,66,0,0.0,0.08998334922709482,1.5217693345124352,0.49276201898132255,3.1920759122705515,3.1218710057168235,-0.07020490655372802,0.060108578177479915,0.06357512458497283,0.0034665464074929153,95948921.37402004,-0.04051078625979987
A1,SYN006,STRONG,BA,A,66,1,0.0002745657326295512,0.21695590055618091,9.353125800745946,11.008056443768627,3.1920759122705515,2.931605799348107,-0.2604701129224445,0.060108578177479915,0.08208111824995284,0.02197254007247293,100000000.00000001,-1.1102230246251565e-16
A2,SYN006,STRONG,BA,A,66,1,0.0002745657326295512,0.11634137058360439,3.557499337924504,3.848192508489989,3.1920759122705515,3.1970035613695966,0.004927649099045084,0.060108578177479915,0.05818028771176713,-0.001928290465712787,101164030.03087652,0.01164030030876484
A1,SYN006,PAIRED_NULL,AB,B,66,0,0.0,0.2947294214055242,16.48673409118497,6.344119877191539,3.1920759122705515,3.1652160528997655,-0.026859859370786054,0.060108578177479895,0.053688,-0.006420578177479895,100000000.0,0.0
A2,SYN006,PAIRED_NULL,AB,B,66,0,0.0,0.08652780568049105,1.9047221324719672,2.155965285629102,3.1920759122705515,3.1563336174996195,-0.03574229477093205,0.060108578177479895,0.060048541168481316,-6.0037008998578556e-05,102058361.13218515,0.02058361132185138
A1,SYN006,PAIRED_NULL,BA,A,66,1,0.0011320741407339688,0.31754566631274855,20.43671972724045,25.747684770058015,3.1920759122705515,3.164166291611974,-0.027909620658577605,0.060108578177479895,0.0604721601855668,0.0003635820080869073,100000000.0,0.0
A2,SYN006,PAIRED_NULL,BA,A,66,1,0.0011320741407339688,0.09083054415558874,1.6970350014556617,1.7885311890419586,3.1920759122705515,3.132236753469283,-0.05983915880126833,0.060108578177479895,0.06230542182695337,0.002196843649473472,95685137.41297947,-0.04314862587020529
A1,SYN007,STRONG,AB,B,134,4,0.03337957619535628,0.32590861193676063,21.168739705429026,19.208489112985937,3.2393650073076348,2.489254594932579,-0.7501104123750557,0.07966250210209708,0.15345672279761285,0.07379422069551578,100000000.00000001,2.220446049250313e-16
A2,SYN007,STRONG,AB,B,134,4,0.03337957619535628,0.18234661690575052,3.6480341668214273,2.431250872325252,3.2393650073076348,3.0659610589067476,-0.17340394840088713,0.07966250210209708,0.08800951888904937,0.008347016786952294,95344987.3992829,-0.04655012600717101
A1,SYN007,STRONG,BA,A,134,8,0.009243132419104856,0.32005858890980327,19.73784310670211,18.937661917153903,3.2393650073076348,2.481528961600425,-0.7578360457072097,0.07966250210209708,0.1534324806662701,0.07376997856417303,100000000.00000001,2.220446049250313e-16
A2,SYN007,STRONG,BA,A,134,8,0.009243132419104856,0.15940739879219798,3.411840302156359,4.050919856588017,3.2393650073076348,3.110613016699298,-0.12875199060833697,0.07966250210209708,0.08197746159237065,0.002314959490273577,97903794.78241557,-0.020962052175844348
A1,SYN007,PAIRED_NULL,AB,B,134,4,0.0558880503310203,0.5297615806949493,110.42750859155512,160.61103991755633,3.2393650073076348,3.3636076729278623,0.12424266562022757,0.07966250210209706,0.050047784316684274,-0.02961471778541279,100000000.0,0.0
A2,SYN007,PAIRED_NULL,AB,B,134,4,0.0558880503310203,0.21196128657158086,8.539479671286083,8.242195519178829,3.2393650073076348,3.087921259625589,-0.1514437476820456,0.07966250210209706,0.08567042450584611,0.006007922403749047,94845339.81619847,-0.051546601838015293
A1,SYN007,PAIRED_NULL,BA,A,134,8,0.1584798078738694,0.5522853680949583,83.34922954768392,114.73395424259436,3.2393650073076348,3.412490079732358,0.1731250724247233,0.07966250210209706,0.04807412155468795,-0.03158838054740911,100000000.0,0.0
A2,SYN007,PAIRED_NULL,BA,A,134,8,0.1584798078738694,0.3237522553717267,15.656327934858068,20.02771348182452,3.2393650073076348,3.226308266041292,-0.013056741266342708,0.07966250210209706,0.08134826254437132,0.0016857604422742534,87355560.96042165,-0.12644439039578348
A1,SYN008,STRONG,AB,B,122,0,0.0,0.20041507683102727,12.907861228400439,16.920668075716723,4.10020036133893,3.907968014165262,-0.19223234717366822,0.021966215527144936,0.02795248078266946,0.005986265255524523,100000000.0,2.220446049250313e-16
A2,SYN008,STRONG,AB,B,122,0,0.0,0.11208751830448602,2.4527781042474768,1.0334079940823713,4.10020036133893,4.1141364332357195,0.013936071896789137,0.021966215527144936,0.020926042918486477,-0.0010401726086584594,97635718.30332643,-0.023642816966735536
A1,SYN008,STRONG,BA,A,122,1,0.00037306934003599406,0.2369438490574457,14.704223232160752,21.743619374638193,4.10020036133893,3.865403713459405,-0.23479664787952537,0.021966215527144936,0.027644985857997576,0.00567877033085264,100000000.0,2.220446049250313e-16
A2,SYN008,STRONG,BA,A,122,1,0.00037306934003599406,0.13695635843946508,4.24106649567522,4.16723623743882,4.10020036133893,4.0545960209681535,-0.045604340370776875,0.021966215527144936,0.02297229742549724,0.0010060818983523047,97803608.49091303,-0.02196391509086948
A1,SYN008,PAIRED_NULL,AB,B,122,0,0.0,0.27596920375362544,26.165020325535906,33.63523547076735,4.100200361338931,3.894295709095371,-0.20590465224356036,0.02196621552714495,0.02605583673469388,0.004089621207548931,100000000.00000001,2.220446049250313e-16
A2,SYN008,PAIRED_NULL,AB,B,122,0,0.0,0.12781122236563097,4.240972784305654,4.36630639095883,4.100200361338931,4.007504465020658,-0.09269589631827291,0.02196621552714495,0.023802237357373215,0.0018360218302282648,96178873.35095185,-0.038211266490481455
A1,SYN008,PAIRED_NULL,BA,A,122,1,0.0039157538221955826,0.296895664953264,27.377782500146854,37.97153543233427,4.100200361338931,3.8431645068662608,-0.2570358544726705,0.02196621552714495,0.027926251074150383,0.005960035547005433,100000000.0,0.0
A2,SYN008,PAIRED_NULL,BA,A,122,1,0.0039157538221955826,0.1343336060820795,6.951768681791747,5.897415678717649,4.100200361338931,4.056523665600755,-0.04367669573817601,0.02196621552714495,0.021824864583011666,-0.00014135094413328386,96728590.4379467,-0.03271409562053296
A1,SYN009,STRONG,AB,B,84,4,0.05515904963877116,0.4606068935955741,39.01398570229755,34.14071387774734,3.014426629300741,3.133404886506157,0.11897825720541588,0.10744588475963998,0.05919187145557654,-0.04825401330406344,100000000.0,2.220446049250313e-16
A2,SYN009,STRONG,AB,B,84,4,0.05515904963877116,0.1894913396084027,5.866781842848017,5.294004511989171,3.014426629300741,2.9025066027907687,-0.11192002650997246,0.10744588475963998,0.11728802998452773,0.009842145224887744,93023462.89886308,-0.06976537101136893
A1,SYN009,STRONG,BA,A,84,10,0.02676866017882653,0.4734807367408139,42.830315476789686,55.51173541218784,3.014426629300741,3.0622682875792946,0.04784165827855347,0.10744588475963998,0.06166388901400837,-0.04578199574563161,100000000.0,2.220446049250313e-16
A2,SYN009,STRONG,BA,A,84,10,0.02676866017882653,0.159611833835033,3.2902415565266336,3.429200611107605,3.014426629300741,2.9104496431646014,-0.1039769861361397,0.10744588475963998,0.11310163969437899,0.005655754934739007,103164420.72135364,0.03164420721353656
A1,SYN009,PAIRED_NULL,AB,B,84,4,0.25339915044769284,0.5495515996548683,56.82216878177718,80.83849978389867,3.0144266293007425,2.645389200223536,-0.36903742907720627,0.10744588475964005,0.11837712294962985,0.010931238189989798,99999999.99999999,-1.1102230246251565e-16
A2,SYN009,PAIRED_NULL,AB,B,84,4,0.25339915044769284,0.3814608016042869,26.99590484758734,34.52336991202404,3.0144266293007425,3.0682750005237556,0.053848371223013114,0.10744588475964005,0.10861989292702724,0.0011740081673871916,78086049.03177582,-0.21913950968224183
A1,SYN009,PAIRED_NULL,BA,A,84,10,0.068063848152322,0.43894574572779876,27.886482917800343,15.874741347087115,3.0144266293007425,2.5686003626983194,-0.4458262666024231,0.10744588475964005,0.1339942080641568,0.026548323304516744,99999999.99999999,-1.1102230246251565e-16
A2,SYN009,PAIRED_NULL,BA,A,84,10,0.068063848152322,0.21302016088712025,7.855402189836876,5.939583553284022,3.0144266293007425,2.8539107219456907,-0.16051590735505172,0.10744588475964005,0.11946889312669766,0.012023008367057608,90743167.74974468,-0.0925683225025532
A1,SYN010,STRONG,AB,B,104,0,0.0,0.24773767444760303,18.913276700332553,26.65458744871911,3.556594452287252,3.251759916279708,-0.3048345360075442,0.04415089328568364,0.06566175556844424,0.0215108622827606,99999999.99999997,-1.1102230246251565e-16
A2,SYN010,STRONG,AB,B,104,0,0.0,0.09106664493635273,2.302833288211744,3.00300828383132,3.556594452287252,3.482914415514938,-0.07368003677231405,0.04415089328568364,0.04539901225303176,0.0012481189673481177,100136580.0093586,0.0013658000935861114
A1,SYN010,STRONG,BA,A,104,4,0.0009368939450353612,0.24306740979532246,14.778515937568706,19.811212645625044,3.556594452287252,3.2918713909666413,-0.26472306132061085,0.04415089328568364,0.05984906923463136,0.01569817594894772,100000000.00000001,2.220446049250313e-16
A2,SYN010,STRONG,BA,A,104,4,0.0009368939450353612,0.10912463122670621,5.293880535338593,7.712079005775924,3.556594452287252,3.5226231373821797,-0.033971314905072436,0.04415089328568364,0.04317607180822662,-0.0009748214774570191,97704746.08344269,-0.02295253916557294
A1,SYN010,PAIRED_NULL,AB,B,104,0,0.0,0.28465430648870493,42.36372761066427,58.92682514567495,3.5565944522872517,3.5880000567070134,0.0314056044197617,0.04415089328568365,0.03751399195906719,-0.006636901326616457,100000000.0,2.220446049250313e-16
A2,SYN010,PAIRED_NULL,AB,B,104,0,0.0,0.08846447904377375,4.5143403714586166,6.086172633006318,3.5565944522872517,3.55872049379737,0.002126041510118526,0.04415089328568365,0.04308798321867284,-0.0010629100670108069,101647653.49650984,0.0164765349650986
A1,SYN010,PAIRED_NULL,BA,A,104,4,0.0015290676852761581,0.3215436279185015,48.51839321362427,67.65408471576748,3.5565944522872517,3.527636851508784,-0.02895760077846754,0.04415089328568365,0.04103758920847751,-0.0031133040772061346,99999999.99999999,0.0
A2,SYN010,PAIRED_NULL,BA,A,104,4,0.0015290676852761581,0.09797477084929884,3.078060101045805,3.4866006615893026,3.5565944522872517,3.4933795014858737,-0.06321495080137796,0.04415089328568365,0.046335718962011156,0.0021848256763275092,102501990.96966122,0.025019909696612386
A1,SYN011,STRONG,AB,B,123,0,0.0,0.1735771058068682,9.44353414196849,11.96163499506058,3.968274055356341,3.8398679435279903,-0.1284061118283506,0.02724387456050035,0.03116963150590541,0.003925756945405062,99999999.99999999,-1.1102230246251565e-16
A2,SYN011,STRONG,AB,B,123,0,0.0,0.0897821669030402,1.9177383200520237,0.6777534688524063,3.968274055356341,3.920320318974173,-0.04795373638216782,0.02724387456050035,0.028552509700296585,0.001308635139796236,100773282.46518864,0.007732824651886405
A1,SYN011,STRONG,BA,A,123,1,9.913063469392721e-05,0.2156820934239776,17.517392269547443,25.226339538967217,3.968274055356341,3.7204692774065022,-0.24780477794983868,0.02724387456050035,0.039762520348558844,0.012518645788058495,100000000.0,0.0
A2,SYN011,STRONG,BA,A,123,1,9.913063469392721e-05,0.12868031260076804,3.0553575575744443,0.9704700607411796,3.968274055356341,3.9391697786791346,-0.029104276677206276,0.02724387456050035,0.026515717651913635,-0.0007281569085867134,108814358.7028402,0.08814358702840197
A1,SYN011,PAIRED_NULL,AB,B,123,0,0.0,0.21609450467349942,17.341840500261167,23.17016182705123,3.9682740553563414,3.7521198004757688,-0.2161542548805726,0.027243874560500356,0.034076600819595265,0.0068327262590949095,100000000.0,0.0
A2,SYN011,PAIRED_NULL,AB,B,123,0,0.0,0.10195352725501518,1.9006176804100652,2.626961197876274,3.9682740553563414,3.932588369546931,-0.03568568580941056,0.027243874560500356,0.027468090931957935,0.00022421637145757928,100417347.41303751,0.0041734741303751655
A1,SYN011,PAIRED_NULL,BA,A,123,1,0.00017653415816478956,0.21354447322215356,15.663068007555198,22.19905953909054,3.9682740553563414,3.737079300673778,-0.23119475468256345,0.027243874560500356,0.033805794529532036,0.006561919969031681,100000000.0,0.0
A2,SYN011,PAIRED_NULL,BA,A,123,1,0.00017653415816478956,0.13119982935059069,3.7116203748402468,1.9521086737532651,3.9682740553563414,3.8983622865530134,-0.06991176880332794,0.027243874560500356,0.028137075656956452,0.0008932010964560963,96724810.38044158,-0.032751896195584274
A1,SYN012,STRONG,AB,B,156,2,0.004031817994071641,0.31114178454285024,54.83469764899931,80.37415647523501,4.101538350802214,3.4756501850891164,-0.6258881657130972,0.02790268511238867,0.061901032395870415,0.03399834728348174,100000000.0,0.0
A2,SYN012,STRONG,AB,B,156,2,0.004031817994071641,0.137664345906836,6.478405907880392,7.718750335948542,4.101538350802214,3.99799412628889,-0.10354422451332379,0.02790268511238867,0.030403612223574062,0.0025009271111853908,97897455.8386572,-0.02102544161342801
A1,SYN012,STRONG,BA,A,156,4,0.002300821389069689,0.33752005808187946,46.9034835432507,61.49892545958385,4.101538350802214,3.5957018836626657,-0.5058364671395479,0.02790268511238867,0.046324515943743594,0.018421830831354923,100000000.0,0.0
A2,SYN012,STRONG,BA,A,156,4,0.002300821389069689,0.18607571411364882,4.168120287997568,3.3392135264928364,4.101538350802214,3.970359396412828,-0.13117895438938554,0.02790268511238867,0.028903627499354975,0.001000942386966304,96025236.51588222,-0.039747634841177715
A1,SYN012,PAIRED_NULL,AB,B,156,2,0.013588864158904562,0.3587480016915116,48.781516961735015,52.31857978952318,4.101538350802214,3.9504033779602823,-0.15113497284193134,0.027902685112388668,0.026520177099327677,-0.0013825080130609908,100000000.0,-1.1102230246251565e-16
A2,SYN012,PAIRED_NULL,AB,B,156,2,0.013588864158904562,0.16193362067946013,13.581172766361496,14.584234810266107,4.101538350802214,4.119294273116008,0.017755922313794414,0.027902685112388668,0.025835019266712382,-0.0020676658456762857,97136114.5448368,-0.028638854551632065
A1,SYN012,PAIRED_NULL,BA,A,156,4,0.07526686285410002,0.42767081114374733,64.95544016262583,87.10405823835514,4.101538350802214,3.881109389621504,-0.22042896118070976,0.027902685112388668,0.0267522202243499,-0.0011504648880387679,100000000.0,-1.1102230246251565e-16
A2,SYN012,PAIRED_NULL,BA,A,156,4,0.07526686285410002,0.2661826510514193,11.301572799877187,12.864976874209463,4.101538350802214,4.026336546617133,-0.07520180418508104,0.027902685112388668,0.026981045886862988,-0.0009216392255256799,85238748.36505082,-0.1476125163494919
A1,SYN013,STRONG,AB,B,127,1,0.0006646048761776539,0.18698841782157916,8.083114237050026,5.578069236326237,3.754056729417147,3.599923680859397,-0.15413304855775012,0.038929258297461064,0.04534259470880528,0.006413336411344214,100000000.0,2.220446049250313e-16
A2,SYN013,STRONG,AB,B,127,1,0.0006646048761776539,0.10927637647945301,3.316987312233732,3.726253483314433,3.754056729417147,3.717551253690814,-0.036505475726333,0.038929258297461064,0.038195589585456435,-0.0007336687120046287,99410729.30765694,-0.0058927069234304685
A1,SYN013,STRONG,BA,A,127,8,0.005104551538631173,0.2249815318342918,14.131592417735488,12.412492981080662,3.754056729417147,3.6130230831247947,-0.14103364629235227,0.038929258297461064,0.043660513623393356,0.004731255325932292,100000000.0,2.220446049250313e-16
A2,SYN013,STRONG,BA,A,127,8,0.005104551538631173,0.1265155967049826,6.590994556462118,9.979515045573287,3.754056729417147,3.675000331916949,-0.0790563975001981,0.038929258297461064,0.04057949844001521,0.0016502401425541463,101256749.96079113,0.012567499607911481
A1,SYN013,PAIRED_NULL,AB,B,127,1,0.001409603914316697,0.3670782434244087,16.435916924143932,9.14710811495164,3.754056729417148,3.377082244949987,-0.37697448446716075,0.03892925829746108,0.05629146988369151,0.017362211586230435,100000000.0,0.0
A2,SYN013,PAIRED_NULL,AB,B,127,1,0.001409603914316697,0.1108264745315985,3.6784139270464338,5.196576970821594,3.754056729417148,3.7093430176229627,-0.04471371179418515,0.03892925829746108,0.04034293323822764,0.0014136749407665655,103477638.79356655,0.03477638793566551
A1,SYN013,PAIRED_NULL,BA,A,127,8,0.056690097245140424,0.35245612391475034,16.56733382875385,10.152887031243434,3.754056729417148,3.342779683683277,-0.411277045733871,0.03892925829746108,0.05411600714076297,0.015186748843301894,100000000.0,0.0
A2,SYN013,PAIRED_NULL,BA,A,127,8,0.056690097245140424,0.21462009814498795,7.258154117882518,11.654091071192262,3.754056729417148,3.576478545994478,-0.17757818342266996,0.03892925829746108,0.04298658624832574,0.004057327950864664,95350486.52156308,-0.046495134784369174
A1,SYN014,STRONG,AB,B,125,0,0.0,0.25581919209703796,20.78500163192358,14.141088518741821,3.7842007847202326,3.561021190913999,-0.22317959380623353,0.033066524317219535,0.041820905287443394,0.008754380970223859,100000000.0,0.0
A2,SYN014,STRONG,AB,B,125,0,0.0,0.11184749829685386,2.547935483038526,3.094294573320204,3.7842007847202326,3.7448246362340276,-0.039376148486204965,0.033066524317219535,0.03325670118009841,0.00019017686287887275,99669722.65737501,-0.003302773426249961
