layer,synthetic_species_id,world,orientation,target_fold,support_cells,support_cells_zero_target_fold_plots,support_truth_mass_fraction_zero_target_fold_plots,hellinger_distance,sliced_wasserstein_km,centroid_displacement_km,true_entropy,estimated_entropy,entropy_bias,true_concentration,estimated_concentration,concentration_bias,estimated_total_mass,total_mass_relative_error,cell_bias,cell_relative_bias,cell_rmse,cell_relative_rmse,cell_mass_correlation,ci95_coverage_all_support,ci95_coverage_positive_exposure
A1,SYN036,PAIRED_NULL,BA,A,129,8,0.09585932777315097,0.5156379546756872,52.73390011458883,79.15256210316768,3.744717520712947,3.3088381619482354,-0.4358793587647116,0.04142163180455591,0.05755093467758875,0.01612930287303284,99999999.99999999,-1.1102230246251565e-16,-7.219554841980454e-11,1.4021013329345786,1881807.8683941176,8.413228215875897,0.46140769257716163,,
A2,SYN036,PAIRED_NULL,BA,A,129,8,0.09585932777315097,0.2803491506656533,9.947851567914743,9.348863969585626,3.744717520712947,3.496184623294911,-0.24853289741803586,0.04142163180455591,0.05504532519180084,0.01362369338724493,88637993.27129704,-0.11362006728702967,-88077.57154033313,-0.15687222805543874,608555.6030365329,1.1173738579874726,0.9350952923723409,0.5503875968992248,0.5867768595041323
A1,SYN037,STRONG,AB,B,63,0,0.0,0.21043098675749547,14.50502562201987,23.389319778881063,3.1824436099301097,2.9104090540115144,-0.27203455591859527,0.06517502563505821,0.08734621299500192,0.02217118735994371,100000000.0,0.0,-1.4505718672086322e-10,0.032922112738450075,1032913.5941097502,1.4739762950655255,0.9606724925058894,,
A2,SYN037,STRONG,AB,B,63,0,0.0,0.08519462412322258,3.352246397265243,4.587947025827542,3.1824436099301097,3.121107418974641,-0.061336190955468606,0.06517502563505821,0.07002792772472638,0.004852902089668168,100700030.44968018,0.00700030449680189,11111.594439367413,0.052077293735247415,304953.36312231317,1.0900574393062865,0.9958315462906132,0.8095238095238095,0.8095238095238095
A1,SYN037,STRONG,BA,A,63,1,0.011075875352572775,0.21635600925071383,18.603797808051404,27.745997538427595,3.1824436099301097,2.8297654421672185,-0.3526781677628912,0.06517502563505821,0.0924330263557374,0.027258000720679187,100000000.0,0.0,-8.91593536214223e-11,-0.33709913379873296,1127694.853607923,0.8942841855289054,0.9591080385064382,,
A2,SYN037,STRONG,BA,A,63,1,0.011075875352572775,0.11798735419089038,1.6294165853910374,1.600151215757203,3.1824436099301097,3.1197603515729884,-0.0626832583571213,0.06517502563505821,0.07204454754775512,0.006869521912696908,92188010.89925133,-0.07811989100748673,-123999.82699601089,-0.012842912029971445,350252.3187791061,0.826929238694334,0.9931628488677154,0.7619047619047619,0.7741935483870968
A1,SYN037,PAIRED_NULL,AB,B,63,0,0.0,0.5039692090002312,83.65069091476683,122.93681237003624,3.18244360993011,3.4426255640358727,0.2601819541057626,0.06517502563505818,0.046911168213383175,-0.01826385742167501,100000000.0,2.220446049250313e-16,2.0326484763433063e-10,2.7933037667124236,3225701.8501472594,6.741126413774492,0.18901246556033374,,
A2,SYN037,PAIRED_NULL,AB,B,63,0,0.0,0.08493744986924379,4.564359925057356,6.430403497382281,3.18244360993011,3.1762415978443386,-0.0062020120857715355,0.06517502563505818,0.06366705348260847,-0.0015079721524497158,98378799.05516498,-0.016212009448350106,-25733.34833071432,0.07520666504003712,366833.6621028275,0.8710438765953076,0.9916755659095118,0.8412698412698413,0.8412698412698413
A1,SYN037,PAIRED_NULL,BA,A,63,1,0.026168611859727676,0.4798006831852542,81.16436380496567,120.89252807945685,3.18244360993011,3.421576938938816,0.23913332900870587,0.06517502563505818,0.0428481411468179,-0.022326884488240287,100000000.0,2.220446049250313e-16,1.18263184078156e-10,1.9221312927667544,3007467.601333031,4.62516445140213,0.2645389801850613,,
A2,SYN037,PAIRED_NULL,BA,A,63,1,0.026168611859727676,0.15319293263483355,4.716991509197662,3.5448404419794026,3.18244360993011,3.0600212254693497,-0.12242238446076037,0.06517502563505818,0.078684887523569,0.013509861888510818,92361748.22943611,-0.07638251770563875,-121242.09159625196,-0.07964476853556496,555647.7348966219,0.9524048673374168,0.9828457602703091,0.746031746031746,0.7580645161290323
A1,SYN038,STRONG,AB,B,93,0,0.0,0.1896060106009456,9.67710825260903,10.585533231531352,3.47632273925053,3.226813483933646,-0.24950925531688384,0.04741166384663321,0.06854106344178197,0.021129399595148764,100000000.0,0.0,1.5301025918214233e-10,0.08414345167214694,878400.6401543522,1.6726205807487093,0.948052669025958,,
A2,SYN038,STRONG,AB,B,93,0,0.0,0.07656536965188562,1.4761995633244933,1.0706849898664579,3.47632273925053,3.4544748942284342,-0.02184784502209558,0.04741166384663321,0.047765333388828775,0.0003536695421955671,105337254.62345803,0.05337254623458021,57389.83466083911,-0.017861587517559372,244305.10064297437,0.9137095028460908,0.9948554134407603,0.7526881720430108,0.7526881720430108
A1,SYN038,STRONG,BA,A,93,0,0.0,0.18673210867193601,7.965619262616282,8.247665701221399,3.47632273925053,3.202154023219123,-0.274168716031407,0.04741166384663321,0.06370658868588581,0.016294924839252607,100000000.00000001,2.220446049250313e-16,1.8588898162687977e-10,-0.30939091791485845,731589.8193402418,1.0495097738242234,0.9604668541703725,,
A2,SYN038,STRONG,BA,A,93,0,0.0,0.11670454786986728,1.4725281201172984,1.0480213968765573,3.47632273925053,3.4432020182547074,-0.03312072099582242,0.04741166384663321,0.048146918201793086,0.0007352543551598784,92855491.8922514,-0.07144508107748593,-76822.66782525353,-0.056415331542380445,274951.1644679861,1.5707903408410666,0.9926345355875913,0.6129032258064516,0.6129032258064516
A1,SYN038,PAIRED_NULL,AB,B,93,0,0.0,0.24662542558261852,14.530110746235499,13.711101079122715,3.4763227392505303,3.2032706152849406,-0.27305212396558964,0.047411663846633215,0.08942060853463513,0.04200894468800191,100000000.0,0.0,1.00142212324245e-10,0.11871828896286547,1640126.584311404,1.6160920731687198,0.8408444630611972,,
A2,SYN038,PAIRED_NULL,AB,B,93,0,0.0,0.10102009717097854,5.2048821245814985,6.664506526481807,3.4763227392505303,3.461797799260248,-0.01452493999028226,0.047411663846633215,0.051162230953537315,0.0037505671069041,103900488.5360561,0.039004885360560904,41940.73694683977,0.27636167156897945,378166.1702874959,1.545934345592307,0.9873594798494997,0.7419354838709677,0.7419354838709677
A1,SYN038,PAIRED_NULL,BA,A,93,0,0.0,0.22922847165471416,15.684298148330164,22.286144462720937,3.4763227392505303,3.2982420035831073,-0.178080735667423,0.047411663846633215,0.061057596371882086,0.013645932525248872,100000000.0,0.0,7.00995486269715e-11,-0.0032451462206723137,927652.7787967168,1.6144301014250102,0.9193620181063209,,
A2,SYN038,PAIRED_NULL,BA,A,93,0,0.0,0.11105967217250756,2.241545365385733,1.227587890402534,3.4763227392505303,3.421335972835607,-0.05498676641492306,0.047411663846633215,0.04755874062077772,0.00014707677414450837,102763890.62934731,0.027638906293472987,29719.254079003396,-0.16640237630758917,322479.313448486,0.8326036215250676,0.9877265698324575,0.6559139784946236,0.6559139784946236
A1,SYN039,STRONG,AB,B,134,5,0.00275916511281601,0.3171912580759831,38.73944211693591,59.36797783422761,3.936140239962604,3.4589637401337074,-0.47717649982889654,0.031703150471515326,0.0482556249646673,0.016552474493151975,99999999.99999997,-4.440892098500626e-16,-1.8070438014927196e-10,-0.3319126496391352,757511.4042238683,1.0042047467692996,0.9117930861684789,,
A2,SYN039,STRONG,AB,B,134,5,0.00275916511281601,0.11907639898760423,2.4463432210638123,1.8036381664158043,3.936140239962604,3.85217667181902,-0.08396356814358397,0.031703150471515326,0.0348954655911936,0.0031923151196782754,97691583.3357229,-0.023084166642771242,-17226.99003191879,-0.023033509353786855,221720.47026382992,0.8373751914161941,0.9877457920992782,0.7761194029850746,0.8062015503875969
A1,SYN039,STRONG,BA,A,134,13,0.006420559614475679,0.29316591948304305,29.620865005100306,46.172935783413635,3.936140239962604,3.501571834451398,-0.434568405511206,0.031703150471515326,0.04770033565971149,0.015997185188196164,99999999.99999999,-3.3306690738754696e-16,-1.320532008783141e-10,-0.3147024011768159,673169.9038646515,1.0045898785468144,0.9350594314650023,,
A2,SYN039,STRONG,BA,A,134,13,0.006420559614475679,0.13163960014928275,3.2942207027236687,3.945535530190885,3.936140239962604,3.8374985883537325,-0.0986416516088715,0.031703150471515326,0.03288357704963302,0.001180426578117691,99027567.86844715,-0.009724321315528583,-7256.956205618387,-0.16694170431409602,221003.25643424943,0.7747055982189406,0.9868001734609237,0.7014925373134329,0.7768595041322314
A1,SYN039,PAIRED_NULL,AB,B,134,5,0.003752471307910902,0.32030570854127266,37.534327719602906,50.4815932276257,3.9361402399626026,3.4390311324530263,-0.4971091075095764,0.031703150471515305,0.04735502062115984,0.015651870149644538,100000000.0,0.0,1.1120269547647504e-10,-0.4183567266509649,1072932.8521793648,0.8783614475829945,0.7831509642880288,,
A2,SYN039,PAIRED_NULL,AB,B,134,5,0.003752471307910902,0.1242025081254514,3.6884751486981013,3.8724942227826613,3.9361402399626026,3.86883655006775,-0.06730368989485269,0.031703150471515305,0.0331154681403514,0.0014123176688360939,101137139.30426079,0.011371393042607814,8486.114210901536,-0.016543790930464704,247741.09760211591,0.9104164365717689,0.9844991029252879,0.7388059701492538,0.7674418604651163
A1,SYN039,PAIRED_NULL,BA,A,134,13,0.05695976488515048,0.3333381589915469,35.75297141854602,48.14621626789344,3.9361402399626026,3.4579229746279063,-0.47821726533469633,0.031703150471515305,0.04592944073730885,0.014226290265793542,100000000.0,0.0,9.730235854191566e-11,-0.3231160624034074,1027859.7361869579,1.0869600470546414,0.7949642218769662,,
A2,SYN039,PAIRED_NULL,BA,A,134,13,0.05695976488515048,0.2256148054705538,14.715760011921995,23.220256669398065,3.9361402399626026,3.8587047588985306,-0.07743548106407205,0.031703150471515305,0.03260467062495984,0.0009015201534445377,88568401.77410045,-0.11431598225899542,-85310.43452163832,-0.028843186766791328,340848.9676398809,0.9228090869469467,0.9719535009947183,0.6791044776119403,0.7520661157024794
A1,SYN040,STRONG,AB,B,91,1,0.000724715499320178,0.2717489897150901,26.848502817899345,39.255373305664016,3.616970552621839,3.2101303393401444,-0.40684021328169484,0.040914412995399774,0.07738215844830446,0.03646774545290468,100000000.0,2.220446049250313e-16,2.824830577023082e-10,-0.18807288175292391,1699708.6213685612,1.1409026464709036,0.7855314899481621,,
A2,SYN040,STRONG,AB,B,91,1,0.000724715499320178,0.12360389920921869,2.13222042796342,0.9701076968967873,3.616970552621839,3.593375764162249,-0.023594788459590177,0.040914412995399774,0.03951858347805699,-0.001395829517342781,97398658.07743236,-0.026013419225676016,-28586.17497327018,-0.043469840770139906,335471.166550799,0.7932607321026531,0.9834000917490991,0.7252747252747253,0.7333333333333333
A1,SYN040,STRONG,BA,A,91,3,0.0017574322024810664,0.3300893270069571,15.247361755974518,12.592856867155236,3.616970552621839,3.3312990830571345,-0.2856714695647047,0.040914412995399774,0.06984736043177601,0.02893294743637624,100000000.0,2.220446049250313e-16,3.415702299757318e-10,0.3113105639720518,1970390.6796697006,2.5679508132260795,0.6368285756772782,,
A2,SYN040,STRONG,BA,A,91,3,0.0017574322024810664,0.12093300418533674,4.914345460293356,4.457476829800303,3.616970552621839,3.6316869558119818,0.014716403190142557,0.040914412995399774,0.04084397786356698,-7.043513183279532e-05,98698179.4900372,-0.0130182050996277,-14305.719889700791,0.22088242354079504,327869.17019058915,1.2883000131410334,0.9835539113455408,0.7692307692307693,0.7954545454545454
A1,SYN040,PAIRED_NULL,AB,B,91,1,0.001626615345720174,0.2503693141870527,28.514906985332825,37.64682431363629,3.6169705526218396,3.2886102108274606,-0.328360341794379,0.04091441299539979,0.06270357453315319,0.0217891615377534,100000000.0,0.0,1.0881954190004003e-10,-0.17983569345398612,1339459.6096501716,1.0279948561541294,0.8301267678287929,,
A2,SYN040,PAIRED_NULL,AB,B,91,1,0.001626615345720174,0.11564434395774954,3.2439016883191596,3.389663941960047,3.6169705526218396,3.5885648154843213,-0.028405737137518372,0.04091441299539979,0.04212670958486979,0.0012122965894700022,102122940.94276547,0.021229409427654833,23329.021349071227,0.25760879807182535,301942.2149728618,1.338094880581933,0.9876076787740479,0.8131868131868132,0.8222222222222222
A1,SYN040,PAIRED_NULL,BA,A,91,3,0.0016050876351431432,0.2833262278509563,31.22402708603273,42.11568169271669,3.6169705526218396,3.3278768425865604,-0.2890937100352793,0.04091441299539979,0.05308641975308642,0.012172006757686635,100000000.00000001,2.220446049250313e-16,1.1393669890342178e-10,-0.19691871214500795,1264691.096505771,1.1218288989479333,0.809557048872127,,
A2,SYN040,PAIRED_NULL,BA,A,91,3,0.0016050876351431432,0.13629999772755097,7.950433788560625,10.862273275641915,3.6169705526218396,3.5750348042575135,-0.04193574836432612,0.04091441299539979,0.042139840798908174,0.001225427803508386,99350465.11397646,-0.006495348860235395,-7137.746000258343,0.025166084853500352,413977.4607320604,0.8958446168180507,0.9743931155779952,0.7142857142857143,0.7386363636363636
A1,SYN041,STRONG,AB,B,62,0,0.0,0.1966733122333338,18.010579444506302,26.850590726440494,3.013049637036244,2.935459198811089,-0.07759043822515466,0.08175106664823904,0.08232129317587794,0.0005702265276388979,100000000.0,0.0,-1.9539466818734523e-10,-0.06850530408785473,1270426.4526189547,1.005003523601894,0.9240935355156015,,
A2,SYN041,STRONG,AB,B,62,0,0.0,0.07095936929887926,1.0837983912036722,0.43545584527999176,3.013049637036244,3.0153006830397704,0.0022510460035265467,0.08175106664823904,0.07834595611028357,-0.0034051105379554747,104767966.06758241,0.047679660675824076,76902.67850939355,0.3611247185792245,299386.0275385111,1.8948989270124372,0.996321926932911,0.8709677419354839,0.8709677419354839
A1,SYN041,STRONG,BA,A,62,2,0.0005331676208254959,0.18337031797572384,18.169224797121863,27.270945610196836,3.013049637036244,2.9914188330184928,-0.021630804017751082,0.08175106664823904,0.07544255401744282,-0.006308512630796223,100000000.0,0.0,-1.7661800337654929e-10,-0.04109988977802441,1137966.3231001955,0.9492462384757285,0.9369316779682658,,
A2,SYN041,STRONG,BA,A,62,2,0.0005331676208254959,0.11037263667792316,2.2482238221482156,2.1338432784677885,3.013049637036244,2.983082165427325,-0.02996747160891866,0.08175106664823904,0.07601166295305221,-0.005739403695186829,99953311.21865219,-0.0004668878134781451,-753.0448604487932,-0.18412944830560482,490452.7126464565,0.7137631781818188,0.9891678009740081,0.6612903225806451,0.6833333333333333
A1,SYN041,PAIRED_NULL,AB,B,62,0,0.0,0.2789981491508116,21.665614326940457,24.360732998979056,3.0130496370362434,2.4799884843510576,-0.5330611526851858,0.081751066648239,0.14660588500105928,0.06485481835282028,100000000.00000001,2.220446049250313e-16,1.20170654789094e-10,-0.3910060001397049,2094064.4776560324,0.7242250832858577,0.9127186961954006,,
A2,SYN041,PAIRED_NULL,AB,B,62,0,0.0,0.07669875824978621,2.215116130044337,1.3972459220713098,3.0130496370362434,2.9787098192321437,-0.03433981780409967,0.081751066648239,0.0826288401834013,0.0008777735351623017,101322481.91640373,0.013224819164037172,21330.35349038259,-0.06061826961620848,236079.35019851197,0.6362024344602479,0.9976354504758573,0.7741935483870968,0.7741935483870968
A1,SYN041,PAIRED_NULL,BA,A,62,2,0.045066227234439704,0.29921541374813504,20.59917465893632,19.68683671370277,3.0130496370362434,2.4868852170839357,-0.5261644199523077,0.081751066648239,0.1493899489384574,0.06763888229021839,100000000.00000001,2.220446049250313e-16,6.0085327394547e-11,-0.40211465808390545,2033226.8091926319,0.7899945967293733,0.9263438478746675,,
A2,SYN041,PAIRED_NULL,BA,A,62,2,0.045066227234439704,0.18506155390403248,6.092702048277271,6.5216996100215425,3.0130496370362434,2.8951715099390376,-0.1178781270972058,0.081751066648239,0.08947505045054031,0.007723983802301312,88877929.3803742,-0.11122070619625812,-179388.2358004164,-0.16640127987423886,677541.3301262971,0.8846623449815874,0.9804776526339227,0.6451612903225806,0.6666666666666666
A1,SYN042,STRONG,AB,B,126,1,0.00020160912398380356,0.17105105824861755,11.293819892592762,15.751476078091356,3.859463207866643,3.6598963801973845,-0.19956682766925837,0.033837080142387996,0.04081582472574055,0.006978744583352556,100000000.0,0.0,-1.2112159599801378e-11,-0.3220967680798335,554709.887228817,0.7123664649238337,0.9406946351340745,,
A2,SYN042,STRONG,AB,B,126,1,0.00020160912398380356,0.13269154731307578,3.75900641663415,2.3948147251252854,3.859463207866643,3.7809186817409177,-0.07854452612572516,0.033837080142387996,0.03591140528630162,0.002074325143913626,97139560.48383367,-0.028604395161663243,-22701.90092195486,-0.025340946669984245,285783.8631279175,1.0360814215283647,0.9804913001043424,0.6904761904761905,0.696
A1,SYN042,STRONG,BA,A,126,4,0.0007240281531098272,0.20601278673673104,13.765386197844425,20.721004968085758,3.859463207866643,3.6388554333753125,-0.2206077744913304,0.033837080142387996,0.03982206673807582,0.005984986595687823,100000000.0,0.0,2.9017211913707712e-12,-0.27346667336120406,575504.8454714557,0.8867280681195776,0.9327986580624917,,
A2,SYN042,STRONG,BA,A,126,4,0.0007240281531098272,0.13943044333423477,3.699788201532742,4.355730771313202,3.859463207866643,3.7694095353640416,-0.09005367250260132,0.033837080142387996,0.03693014440333655,0.003093064260948554,99110483.72781114,-0.008895162721888616,-7059.652953879819,-0.0868095215704836,320292.3567680919,0.9770206541264731,0.9773422799738777,0.6507936507936508,0.6721311475409836
A1,SYN042,PAIRED_NULL,AB,B,126,1,0.0038263853080060346,0.3849390506961822,28.230013644359754,34.71292744593735,3.859463207866643,3.756542561512722,-0.10292064635392073,0.033837080142388,0.03201997332459976,-0.0018171068177882457,99999999.99999999,-3.3306690738754696e-16,-9.608883706350175e-11,0.08352321282416236,1282235.5458654193,1.2566459600157787,0.5859347441350561,,
A2,SYN042,PAIRED_NULL,AB,B,126,1,0.0038263853080060346,0.11997068556881874,3.07425513936001,1.3019845108701997,3.859463207866643,3.8128297147273713,-0.046633493139271565,0.033837080142388,0.03476553051196807,0.0009284503695800653,100294411.55197753,0.0029441155197751367,2336.599618869086,0.03691611459979769,209464.94614180087,1.1024146617576365,0.989757317298464,0.7063492063492064,0.712
A1,SYN042,PAIRED_NULL,BA,A,126,4,0.08586499774541496,0.3811952200387067,27.121935062263812,33.48993244303074,3.859463207866643,3.7434991970240445,-0.11596401084259833,0.033837080142388,0.031093943198918807,-0.0027431369434691953,100000000.0,-1.1102230246251565e-16,-1.626118781074645e-10,0.11503465779046496,1191153.932399117,1.6636902014678814,0.6365808074469294,,
A2,SYN042,PAIRED_NULL,BA,A,126,4,0.08586499774541496,0.2518964513739409,10.914667935169406,14.058149922447125,3.859463207866643,3.8093797959611253,-0.05008341190551757,0.033837080142388,0.03420936720208284,0.0003722870596948383,94770988.88258149,-0.05229011117418525,-41500.08823348047,0.07090909819717656,745670.7159969081,1.39407384312391,0.8598296836908881,0.6507936507936508,0.6721311475409836
A1,SYN043,STRONG,AB,B,110,0,0.0,0.27026139301651414,31.30255148920916,46.771116129520976,3.741796400311313,3.549014466961031,-0.19278193335028204,0.033811465173575216,0.04476576284851409,0.010954297674938877,99999999.99999999,0.0,1.028555826368657e-10,0.0007609273101067556,1054380.7528291051,1.2969720208707123,0.8109702179363567,,
A2,SYN043,STRONG,AB,B,110,0,0.0,0.09955223499839681,2.8651359900502746,2.4864248078289184,3.741796400311313,3.751934740848648,0.0101383405373352,0.033811465173575216,0.03349710500966313,-0.00031436016391208493,98234632.24123919,-0.01765367758760794,-16048.797806916366,0.25191147445719975,264945.51201110904,1.4547251131054244,0.9843513511375505,0.8090909090909091,0.8090909090909091
A1,SYN043,STRONG,BA,A,110,0,0.0,0.27955870766993696,24.884496176321406,34.941657815758774,3.741796400311313,3.6008847210557864,-0.1409116792555265,0.033811465173575216,0.038742816293910465,0.004931351120335249,99999999.99999999,0.0,8.88989730314775e-11,0.1624133201042612,896811.5131783605,3.0980376028039607,0.8407543772412224,,
A2,SYN043,STRONG,BA,A,110,0,0.0,0.11766501777079365,5.9843024797028,9.1057680321211,3.741796400311313,3.7358973788272674,-0.00589902148404553,0.033811465173575216,0.032327504671388986,-0.0014839605021862295,100761534.53851435,0.007615345385143524,6923.04125922141,-0.09987153319961056,277343.91191287345,0.8499999138414052,0.9827657190816417,0.6727272727272727,0.6727272727272727
A1,SYN043,PAIRED_NULL,AB,B,110,0,0.0,0.3372524416679084,25.87688080084453,35.113834920237956,3.7417964003113138,3.443001301038133,-0.29879509927318093,0.03381146517357522,0.052720661157024784,0.01890919598344956,100000000.0,2.220446049250313e-16,-1.6933137720281427e-11,0.4168046900349464,1367978.752309764,2.5647217906708124,0.7272134030982249,,
A2,SYN043,PAIRED_NULL,AB,B,110,0,0.0,0.11029375227374906,5.581235843747167,7.493870563176647,3.7417964003113138,3.6737314652047464,-0.06806493510656741,0.03381146517357522,0.03571005637893752,0.0018985912053622947,98564295.1868146,-0.014357048131853789,-13051.86193804903,-0.05977079259627506,242788.3432121911,0.9505434419762471,0.9874685236933736,0.7181818181818181,0.7181818181818181
A1,SYN043,PAIRED_NULL,BA,A,110,0,0.0,0.3431075489783086,27.953998897887633,37.482907751390734,3.7417964003113138,3.3829652263111227,-0.35883117400019104,0.03381146517357522,0.05331542446753105,0.019503959293955826,100000000.0,2.220446049250313e-16,-2.539970658042214e-11,0.3514143617599571,1285887.8295722571,3.7079947780153124,0.7675398212618251,,
A2,SYN043,PAIRED_NULL,BA,A,110,0,0.0,0.12295748876198431,4.542498359800271,5.75012974642151,3.7417964003113138,3.709617611168056,-0.03217878914325789,0.03381146517357522,0.033214828755920765,-0.0005966364176544572,95597949.21614383,-0.044020507838561596,-40018.6434896017,-0.14730443738332705,256315.13672483005,0.8056262335342028,0.9865378253401542,0.6818181818181818,0.6818181818181818
A1,SYN044,STRONG,AB,B,119,0,0.0,0.23489052165815302,16.194657206748182,23.61304769297613,3.9009623359634475,3.7644560446934805,-0.13650629126996705,0.02896160340040829,0.031236867908670682,0.002275264508262393,99999999.99999999,2.220446049250313e-16,1.4304288099480777e-10,-0.09925194128239757,762570.1268187462,1.2718405579974008,0.8416803974906758,,
A2,SYN044,STRONG,AB,B,119,0,0.0,0.12654630248272036,5.797435515179957,7.686465478322736,3.9009623359634475,3.8788617719578014,-0.022100564005646195,0.02896160340040829,0.02885873714203579,-0.00010286625837250055,97286789.01812711,-0.0271321098187286,-22800.092284645933,0.10182369707742607,245413.97798273593,1.2790682815405734,0.9826431000719874,0.7310924369747899,0.7310924369747899
A1,SYN044,STRONG,BA,A,119,2,0.00033806033086097566,0.23533238839144058,12.001102681832538,12.805143987307057,3.9009623359634475,3.549233431221335,-0.3517289047421124,0.02896160340040829,0.0443792273673257,0.015417623966917409,99999999.99999999,2.220446049250313e-16,1.215512919075349e-10,-0.27254350202132843,789044.1488131119,1.841539668635541,0.9031843819967623,,
A2,SYN044,STRONG,BA,A,119,2,0.00033806033086097566,0.153342482709938,3.2817558297005545,3.3185172722402396,3.9009623359634475,3.797716643273793,-0.10324569268965433,0.02896160340040829,0.03135288967541243,0.0023912862750041404,98477206.812983,-0.015227931870169686,-12796.581403503886,-0.06706804959570273,283883.8259882205,1.2519190336085155,0.9784153457339285,0.6386554621848739,0.6495726495726496
A1,SYN044,PAIRED_NULL,AB,B,119,0,0.0,0.30123442625433794,30.063435800706188,43.6796538886459,3.900962335963447,3.885764174642232,-0.01519816132121532,0.028961603400408296,0.027135724852071007,-0.0018258785483372883,99999999.99999999,-3.3306690738754696e-16,2.360100537037649e-11,0.1542283417612641,1037596.9567356579,1.7354686811010058,0.6746552903368147,,
A2,SYN044,PAIRED_NULL,AB,B,119,0,0.0,0.11994622263911199,2.9377436308025713,2.9134018753220094,3.900962335963447,3.8814750161839116,-0.01948731977953555,0.028961603400408296,0.02890429623928889,-5.730716111940551e-05,103558189.42418852,0.03558189424188507,29900.751463769204,0.17552004591444434,259804.17529394405,1.151473210839121,0.9819231022691779,0.7478991596638656,0.7478991596638656
A1,SYN044,PAIRED_NULL,BA,A,119,2,0.005477470825508433,0.3382035134582083,27.739136036998303,39.471775692195564,3.900962335963447,3.861088366629577,-0.03987396933387011,0.028961603400408296,0.02754163977966688,-0.0014199636207414164,100000000.00000001,0.0,4.891400076761967e-11,0.35175427920624486,1070085.6695212729,2.278666006534827,0.6571539041779324,,
A2,SYN044,PAIRED_NULL,BA,A,119,2,0.005477470825508433,0.15336637913971105,3.616083468430838,4.470569044129077,3.900962335963447,3.8423833305700996,-0.05857900539334748,0.028961603400408296,0.02956798792563795,0.0006063845252296529,100662053.36185753,0.006620533618575175,5563.473629054939,-0.03663941724211845,294940.04357287113,1.0418978658375737,0.9755818932366725,0.6722689075630253,0.6837606837606838
A1,SYN045,STRONG,AB,B,79,1,0.00044194139252629446,0.2472483159010187,17.53180215638198,23.423185604303725,3.441312582679217,3.2724421867832225,-0.16887039589599429,0.04384374380233817,0.049353086419753084,0.005509342617414911,100000000.0,0.0,1.777544075363799e-11,-0.1723724342144016,1061455.386126159,1.0748993218417147,0.8717507534369958,,
A2,SYN045,STRONG,AB,B,79,1,0.00044194139252629446,0.1074987365433617,2.1747533329017594,1.8105393957504168,3.441312582679217,3.3614490160209187,-0.07986356665829808,0.04384374380233817,0.046079477652993354,0.002235733850655182,98777413.85467604,-0.012225861453239673,-15475.773991442566,-0.13139021767337075,364866.3640255123,0.7969664672194252,0.9837887716115952,0.7088607594936709,0.717948717948718
A1,SYN045,STRONG,BA,A,79,3,0.0026311996950774126,0.30344345526320143,22.60483691303132,7.865121765753945,3.441312582679217,3.2434149747588306,-0.19789760792038624,0.04384374380233817,0.050857150637927034,0.007013406835588862,100000000.0,0.0,-1.21849264855249e-10,-0.0003435665737006803,1256470.8079320989,1.73191916805255,0.8244723526859276,,
A2,SYN045,STRONG,BA,A,79,3,0.0026311996950774126,0.14026884298824738,5.610642731601124,6.415985586631762,3.441312582679217,3.3350921272641454,-0.10622045541507141,0.04384374380233817,0.04674044381731276,0.002896700014974586,93138740.39227547,-0.06861259607724535,-86851.38743955106,-0.2645503409658641,465119.3677902072,0.8180746742268656,0.9731948730814959,0.6075949367088608,0.631578947368421
A1,SYN045,PAIRED_NULL,AB,B,79,1,0.0002621010105253318,0.3479426448456905,39.951543663103855,59.249742741700366,3.441312582679217,2.647866391779543,-0.7934461908996737,0.04384374380233816,0.09888017009591732,0.05503642629357916,100000000.0,0.0,1.3557227351997472e-10,-0.4376662657734589,1797004.0305671347,0.9208602091585864,0.8861026709086056,,
A2,SYN045,PAIRED_NULL,AB,B,79,1,0.0002621010105253318,0.09786055708100398,2.177947016979938,1.234695913241755,3.441312582679217,3.3841192919826972,-0.05719329069651957,0.04384374380233816,0.0449828765097584,0.0011391327074202415,97060694.90778592,-0.02939305092214073,-37206.393572329966,-0.1726067533036224,291085.9964093169,0.6812221993897557,0.989387611889292,0.7341772151898734,0.7435897435897436
A1,SYN045,PAIRED_NULL,BA,A,79,3,0.04494763293162972,0.3587635658696613,34.99990158399732,53.08465071087247,3.441312582679217,2.707315506476644,-0.7339970762025727,0.04384374380233816,0.08840072803824392,0.04455698423590576,100000000.0,0.0,1.827278469182268e-10,-0.38254129506981055,1554761.3233531076,1.053787044709278,0.9035952329980427,,
A2,SYN045,PAIRED_NULL,BA,A,79,3,0.04494763293162972,0.20096872847815983,7.485868161966492,1.777605749551649,3.441312582679217,3.389916070096065,-0.05139651258315192,0.04384374380233816,0.04630056577972515,0.0024568219773869887,95361293.58025134,-0.046387064197486616,-58717.80278162846,0.1303634880781785,629343.5721809134,1.346611065970707,0.9498366268868538,0.6835443037974683,0.7105263157894737
A1,SYN046,STRONG,AB,B,101,1,0.0010614127067156763,0.24853464300267947,9.80884027097648,3.8146780525097364,3.163793836256208,2.9836832051857285,-0.18011063107047942,0.08259312884128048,0.09164127526753865,0.009048146426258175,99999999.99999999,2.220446049250313e-16,3.143069610958642e-10,0.14752752584047657,940098.3820447867,2.251652840201734,0.9438211232839873,,
