file,size_bytes,sha256
D08B_TAXONOMY_CORRECTION_EVIDENCE_v01.csv,12097,ca71c7bb6cd4e647b06a82f604b6b472ecd54f0f01cac88f9d04a4fc9785b9fd
D08B_TAXONOMY_CORRECTION_SOURCE_LEDGER_v01.csv,7791,88e0fbba9588eb8ca39f2b7d11907d7d903a338cc923a35c321de76ac53ee672
D08B_TAXONOMY_CORRECTION_NOTE_v01.md,3075,2ff546dbd69039da55ea1fb5641a4e8a91dc8933c9d6c93c0a398580245c8aad
