state,synthetic_species_id,world,orientation,target_fold,original_support_cells,retained_support_cells,lost_support_cells,support_fraction_retained,support_fraction_lost,latent_truth_mass_fraction_retained,latent_truth_mass_fraction_lost,A2_raw_mass_fraction_retained,A2_raw_mass_fraction_lost
D2,SYN023,STRONG,BA,A,170,166,4,0.9764705882352941,0.02352941176470591,0.9993741258641912,0.0006258741358088349,1.0,0.0
D3,SYN023,STRONG,BA,A,170,166,4,0.9764705882352941,0.02352941176470591,0.9993741258641912,0.0006258741358088349,1.0,0.0
D2,SYN024,STRONG,BA,A,75,74,1,0.9866666666666667,0.013333333333333308,0.9994811074203988,0.0005188925796012489,1.0,0.0
D3,SYN024,STRONG,BA,A,75,74,1,0.9866666666666667,0.013333333333333308,0.9994811074203988,0.0005188925796012489,1.0,0.0
D2,SYN025,STRONG,BA,A,133,122,11,0.9172932330827067,0.08270676691729328,0.9945883498144833,0.005411650185516703,1.0,0.0
D3,SYN025,STRONG,BA,A,133,121,12,0.9097744360902256,0.09022556390977443,0.9944074812258057,0.0055925187741943105,1.0,0.0
D2,SYN026,STRONG,BA,A,133,127,6,0.9548872180451128,0.045112781954887216,0.9974716412950013,0.002528358704998679,1.0,0.0
D3,SYN026,STRONG,BA,A,133,121,12,0.9097744360902256,0.09022556390977443,0.9962490382165554,0.003750961783444584,0.9981883370580682,0.001811662941931802
D2,SYN027,STRONG,BA,A,147,147,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN027,STRONG,BA,A,147,147,0,1.0,0.0,1.0,0.0,1.0,0.0
D2,SYN028,STRONG,BA,A,175,171,4,0.9771428571428571,0.02285714285714291,0.9859226324633306,0.014077367536669438,1.0,0.0
D3,SYN028,STRONG,BA,A,175,168,7,0.96,0.040000000000000036,0.9852720413505434,0.01472795864945664,0.9987128620305377,0.0012871379694623375
D2,SYN029,STRONG,BA,A,136,126,10,0.9264705882352942,0.07352941176470584,0.9798306109824804,0.020169389017519634,0.9999999999999997,3.3306690738754696e-16
D3,SYN029,STRONG,BA,A,136,121,15,0.8897058823529411,0.11029411764705888,0.9785005186108722,0.021499481389127828,0.9990233549029514,0.000976645097048645
D2,SYN030,STRONG,BA,A,88,88,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN030,STRONG,BA,A,88,88,0,1.0,0.0,1.0,0.0,1.0,0.0
D2,SYN031,STRONG,BA,A,87,87,0,1.0,0.0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16
D3,SYN031,STRONG,BA,A,87,86,1,0.9885057471264368,0.011494252873563204,0.9996135174200073,0.0003864825799927418,0.9977821726217612,0.0022178273782388347
D2,SYN032,STRONG,BA,A,169,166,3,0.9822485207100592,0.017751479289940808,0.9996825807556746,0.0003174192443253787,1.0,0.0
D3,SYN032,STRONG,BA,A,169,165,4,0.9763313609467456,0.023668639053254448,0.9995626319330356,0.000437368066964372,1.0,0.0
D2,SYN033,STRONG,BA,A,148,147,1,0.9932432432432432,0.006756756756756799,0.9997810933843592,0.0002189066156408348,1.0,0.0
D3,SYN033,STRONG,BA,A,148,147,1,0.9932432432432432,0.006756756756756799,0.9997810933843592,0.0002189066156408348,1.0,0.0
D2,SYN034,STRONG,BA,A,118,117,1,0.9915254237288136,0.008474576271186418,0.9996100745590524,0.00038992544094762494,1.0,0.0
D3,SYN034,STRONG,BA,A,118,116,2,0.9830508474576272,0.016949152542372836,0.9994578575575304,0.0005421424424696397,1.0,0.0
D2,SYN035,STRONG,BA,A,136,123,13,0.9044117647058824,0.09558823529411764,0.9781271141078053,0.021872885892194716,1.0,0.0
D3,SYN035,STRONG,BA,A,136,115,21,0.8455882352941176,0.15441176470588236,0.9590922734754427,0.04090772652455732,0.9841395767278585,0.015860423272141544
D2,SYN036,STRONG,BA,A,129,121,8,0.937984496124031,0.06201550387596899,0.9875467575006963,0.012453242499303685,1.0,0.0
D3,SYN036,STRONG,BA,A,129,114,15,0.8837209302325582,0.11627906976744184,0.8688917349711862,0.1311082650288138,0.8881157170662871,0.11188428293371289
D2,SYN037,STRONG,BA,A,63,62,1,0.9841269841269841,0.015873015873015928,0.9889241246474274,0.011075875352572595,0.9999999999999999,1.1102230246251565e-16
D3,SYN037,STRONG,BA,A,63,62,1,0.9841269841269841,0.015873015873015928,0.9889241246474274,0.011075875352572595,0.9999999999999999,1.1102230246251565e-16
D2,SYN038,STRONG,BA,A,93,93,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN038,STRONG,BA,A,93,93,0,1.0,0.0,1.0,0.0,1.0,0.0
D2,SYN039,STRONG,BA,A,134,121,13,0.9029850746268657,0.09701492537313428,0.9935794403855244,0.006420559614475629,1.0,0.0
D3,SYN039,STRONG,BA,A,134,116,18,0.8656716417910447,0.13432835820895528,0.9908202752727084,0.00917972472729156,0.9983345974074604,0.0016654025925395555
D2,SYN040,STRONG,BA,A,91,88,3,0.967032967032967,0.03296703296703296,0.9982425677975186,0.0017574322024813682,1.0,0.0
D3,SYN040,STRONG,BA,A,91,87,4,0.9560439560439561,0.04395604395604391,0.9975178522981984,0.0024821477018015514,0.9999999999999997,3.3306690738754696e-16
D2,SYN041,STRONG,BA,A,62,60,2,0.967741935483871,0.032258064516129004,0.9994668323791748,0.0005331676208252256,1.0,0.0
D3,SYN041,STRONG,BA,A,62,60,2,0.967741935483871,0.032258064516129004,0.9994668323791748,0.0005331676208252256,1.0,0.0
D2,SYN042,STRONG,BA,A,126,122,4,0.9682539682539683,0.031746031746031744,0.9992759718468902,0.0007240281531097903,1.0,0.0
D3,SYN042,STRONG,BA,A,126,121,5,0.9603174603174603,0.03968253968253965,0.9990743627229063,0.000925637277093716,0.9990078488748092,0.0009921511251907988
D2,SYN043,STRONG,BA,A,110,110,0,1.0,0.0,0.9999999999999998,2.220446049250313e-16,0.9999999999999999,1.1102230246251565e-16
D3,SYN043,STRONG,BA,A,110,110,0,1.0,0.0,0.9999999999999998,2.220446049250313e-16,0.9999999999999999,1.1102230246251565e-16
D2,SYN044,STRONG,BA,A,119,117,2,0.9831932773109243,0.01680672268907568,0.9996619396691387,0.0003380603308612562,1.0,0.0
D3,SYN044,STRONG,BA,A,119,117,2,0.9831932773109243,0.01680672268907568,0.9996619396691387,0.0003380603308612562,1.0,0.0
D2,SYN045,STRONG,BA,A,79,76,3,0.9620253164556962,0.03797468354430378,0.9973688003049227,0.002631199695077302,1.0,0.0
D3,SYN045,STRONG,BA,A,79,75,4,0.9493670886075949,0.05063291139240511,0.9969268589123964,0.0030731410876035925,1.0,0.0
D2,SYN046,STRONG,BA,A,101,98,3,0.9702970297029703,0.02970297029702973,0.9982674915478076,0.0017325084521924161,1.0,0.0
D3,SYN046,STRONG,BA,A,101,97,4,0.9603960396039604,0.03960396039603964,0.9972060788410918,0.002793921158908197,1.0,0.0
D2,SYN047,STRONG,BA,A,156,151,5,0.967948717948718,0.03205128205128205,0.9982272635044496,0.001772736495550431,1.0,0.0
D3,SYN047,STRONG,BA,A,156,151,5,0.967948717948718,0.03205128205128205,0.9982272635044496,0.001772736495550431,1.0,0.0
D2,SYN048,STRONG,BA,A,130,121,9,0.9307692307692308,0.0692307692307692,0.990287257555249,0.009712742444750955,1.0,0.0
D3,SYN048,STRONG,BA,A,130,105,25,0.8076923076923077,0.1923076923076923,0.9807352210743974,0.019264778925602632,0.9866992098001556,0.013300790199844426
D2,SYN049,STRONG,BA,A,100,100,0,1.0,0.0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16
D3,SYN049,STRONG,BA,A,100,99,1,0.99,0.010000000000000009,0.9998781453816155,0.00012185461838454259,0.9999999999999999,1.1102230246251565e-16
D2,SYN050,STRONG,BA,A,144,144,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN050,STRONG,BA,A,144,144,0,1.0,0.0,1.0,0.0,1.0,0.0
D2,SYN051,STRONG,BA,A,154,150,4,0.974025974025974,0.025974025974025983,0.9965038636721388,0.0034961363278611657,1.0,0.0
D3,SYN051,STRONG,BA,A,154,140,14,0.9090909090909091,0.09090909090909094,0.9925933068651414,0.007406693134858644,0.9977129654736189,0.0022870345263811265
D2,SYN052,STRONG,BA,A,75,75,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN052,STRONG,BA,A,75,74,1,0.9866666666666667,0.013333333333333308,0.961484689880814,0.038515310119185964,0.9579926201144091,0.04200737988559089
D2,SYN053,STRONG,BA,A,176,173,3,0.9829545454545454,0.017045454545454586,0.9744595978221621,0.02554040217783793,0.9999999999999999,1.1102230246251565e-16
D3,SYN053,STRONG,BA,A,176,167,9,0.9488636363636364,0.051136363636363646,0.9708012090184512,0.02919879098154876,0.9968036017764391,0.003196398223560881
D2,SYN054,STRONG,BA,A,118,115,3,0.9745762711864406,0.025423728813559365,0.9979152333656868,0.0020847666343132287,0.9999999999999999,1.1102230246251565e-16
D3,SYN054,STRONG,BA,A,118,112,6,0.9491525423728814,0.05084745762711862,0.9968756956429652,0.003124304357034813,1.0,0.0
D2,SYN055,STRONG,BA,A,98,95,3,0.9693877551020408,0.030612244897959218,0.9976060054796172,0.002393994520382803,1.0,0.0
D3,SYN055,STRONG,BA,A,98,94,4,0.9591836734693877,0.04081632653061229,0.9965483384395273,0.0034516615604727185,1.0,0.0
D2,SYN056,STRONG,BA,A,159,136,23,0.8553459119496856,0.14465408805031443,0.9683952829326729,0.03160471706732715,1.0,0.0
D3,SYN056,STRONG,BA,A,159,124,35,0.779874213836478,0.22012578616352196,0.9533856927398602,0.04661430726013982,0.988578445039054,0.01142155496094599
D2,SYN057,STRONG,BA,A,175,168,7,0.96,0.040000000000000036,0.9945588821400039,0.005441117859996125,0.9999999999999999,1.1102230246251565e-16
D3,SYN057,STRONG,BA,A,175,162,13,0.9257142857142857,0.07428571428571429,0.9918719128078737,0.008128087192126321,0.9985201465164165,0.001479853483583482
D2,SYN058,STRONG,BA,A,70,66,4,0.9428571428571428,0.05714285714285716,0.9943531815235142,0.005646818476485849,0.9999999999999999,1.1102230246251565e-16
D3,SYN058,STRONG,BA,A,70,66,4,0.9428571428571428,0.05714285714285716,0.9943531815235142,0.005646818476485849,0.9999999999999999,1.1102230246251565e-16
D2,SYN059,STRONG,BA,A,143,136,7,0.951048951048951,0.04895104895104896,0.990829334385998,0.009170665614002038,0.9999999999999999,1.1102230246251565e-16
D3,SYN059,STRONG,BA,A,143,122,21,0.8531468531468531,0.14685314685314688,0.9806052307176321,0.01939476928236794,0.9933054393062429,0.006694560693757068
D2,SYN060,STRONG,BA,A,140,140,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN060,STRONG,BA,A,140,140,0,1.0,0.0,1.0,0.0,1.0,0.0
D2,SYN061,STRONG,BA,A,103,101,2,0.9805825242718447,0.01941747572815533,0.9632625267409153,0.03673747325908472,0.9999999999999999,1.1102230246251565e-16
D3,SYN061,STRONG,BA,A,103,100,3,0.970873786407767,0.029126213592232997,0.9623957316631837,0.03760426833681629,0.9985879080328935,0.0014120919671064547
D2,SYN062,STRONG,BA,A,134,134,0,1.0,0.0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16
D3,SYN062,STRONG,BA,A,134,134,0,1.0,0.0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16
D2,SYN063,STRONG,BA,A,180,180,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN063,STRONG,BA,A,180,180,0,1.0,0.0,1.0,0.0,1.0,0.0
D2,SYN064,STRONG,BA,A,139,137,2,0.9856115107913669,0.014388489208633115,0.9807957398357373,0.019204260164262688,1.0,0.0
D3,SYN064,STRONG,BA,A,139,136,3,0.9784172661870504,0.021582733812949617,0.9806372811123646,0.01936271888763541,1.0,0.0
D2,SYN065,STRONG,BA,A,144,130,14,0.9027777777777778,0.09722222222222221,0.9180964813988268,0.08190351860117318,0.9999999999999999,1.1102230246251565e-16
D3,SYN065,STRONG,BA,A,144,120,24,0.8333333333333334,0.16666666666666663,0.8692026130700503,0.1307973869299497,0.9448546389289784,0.05514536107102164
D2,SYN066,STRONG,BA,A,146,142,4,0.9726027397260274,0.0273972602739726,0.992756016332849,0.007243983667150955,1.0,0.0
D3,SYN066,STRONG,BA,A,146,138,8,0.9452054794520548,0.0547945205479452,0.9864877587400118,0.013512241259988178,0.9963620702186587,0.0036379297813412537
D2,SYN067,STRONG,BA,A,109,109,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN067,STRONG,BA,A,109,109,0,1.0,0.0,1.0,0.0,1.0,0.0
D2,SYN068,STRONG,BA,A,69,67,2,0.9710144927536232,0.02898550724637683,0.9979828218297876,0.002017178170212408,0.9999999999999999,1.1102230246251565e-16
D3,SYN068,STRONG,BA,A,69,66,3,0.9565217391304348,0.04347826086956519,0.997646803385466,0.0023531966145340366,0.9990447599502323,0.0009552400497676583
D2,SYN069,STRONG,BA,A,76,76,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN069,STRONG,BA,A,76,76,0,1.0,0.0,1.0,0.0,1.0,0.0
D2,SYN070,STRONG,BA,A,98,98,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN070,STRONG,BA,A,98,98,0,1.0,0.0,1.0,0.0,1.0,0.0
D2,SYN071,STRONG,BA,A,93,90,3,0.967741935483871,0.032258064516129004,0.9960058689561829,0.003994131043817073,0.9999999999999999,1.1102230246251565e-16
D3,SYN071,STRONG,BA,A,93,89,4,0.956989247311828,0.043010752688172005,0.9943111441913098,0.005688855808690163,1.0,0.0
D2,SYN072,STRONG,BA,A,87,83,4,0.9540229885057471,0.04597701149425293,0.8848768247542601,0.1151231752457399,0.9999999999999998,2.220446049250313e-16
D3,SYN072,STRONG,BA,A,87,80,7,0.9195402298850575,0.08045977011494254,0.8451901867677921,0.15480981323220788,0.9493481190978702,0.0506518809021298
D2,SYN001,PAIRED_NULL,AB,B,142,139,3,0.9788732394366197,0.021126760563380254,0.9841618105524169,0.015838189447583084,1.0,0.0
D3,SYN001,PAIRED_NULL,AB,B,142,137,5,0.9647887323943662,0.035211267605633756,0.9797665589366864,0.020233441063313595,0.9919550027845975,0.008044997215402527
D2,SYN002,PAIRED_NULL,AB,B,65,65,0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16,0.9999999999999999,1.1102230246251565e-16
D3,SYN002,PAIRED_NULL,AB,B,65,65,0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16,0.9999999999999999,1.1102230246251565e-16
D2,SYN003,PAIRED_NULL,AB,B,175,174,1,0.9942857142857143,0.005714285714285672,0.998812541410463,0.0011874585895369494,1.0,0.0
D3,SYN003,PAIRED_NULL,AB,B,175,170,5,0.9714285714285714,0.02857142857142858,0.9662491113037723,0.033750888696227666,0.9710740655042798,0.02892593449572023
D2,SYN004,PAIRED_NULL,AB,B,148,148,0,1.0,0.0,0.9999999999999998,2.220446049250313e-16,1.0,0.0
D3,SYN004,PAIRED_NULL,AB,B,148,148,0,1.0,0.0,0.9999999999999998,2.220446049250313e-16,1.0,0.0
D2,SYN005,PAIRED_NULL,AB,B,140,138,2,0.9857142857142858,0.014285714285714235,0.9931522023492246,0.006847797650775367,1.0,0.0
D3,SYN005,PAIRED_NULL,AB,B,140,134,6,0.9571428571428572,0.042857142857142816,0.9403308468093226,0.05966915319067745,0.9478559386154884,0.05214406138451155
D2,SYN006,PAIRED_NULL,AB,B,66,66,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN006,PAIRED_NULL,AB,B,66,65,1,0.9848484848484849,0.015151515151515138,0.9988679258592661,0.0011320741407339074,0.9999999999999999,1.1102230246251565e-16
D2,SYN007,PAIRED_NULL,AB,B,134,130,4,0.9701492537313433,0.02985074626865669,0.9441119496689796,0.0558880503310204,1.0,0.0
D3,SYN007,PAIRED_NULL,AB,B,134,122,12,0.9104477611940298,0.08955223880597019,0.7856321417951102,0.2143678582048898,0.8243001000797133,0.17569989992028667
D2,SYN008,PAIRED_NULL,AB,B,122,122,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN008,PAIRED_NULL,AB,B,122,121,1,0.9918032786885246,0.008196721311475419,0.9960842461778046,0.003915753822195445,0.996901548820735,0.003098451179264994
D2,SYN009,PAIRED_NULL,AB,B,84,80,4,0.9523809523809523,0.04761904761904767,0.7466008495523071,0.2533991504476929,0.9999999999999998,2.220446049250313e-16
D3,SYN009,PAIRED_NULL,AB,B,84,70,14,0.8333333333333334,0.16666666666666663,0.6785370013999851,0.3214629986000149,0.902312226003938,0.09768777399606199
D2,SYN010,PAIRED_NULL,AB,B,104,104,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN010,PAIRED_NULL,AB,B,104,100,4,0.9615384615384616,0.038461538461538436,0.9984709323147237,0.0015290676852762752,0.9975407623042775,0.002459237695722538
D2,SYN011,PAIRED_NULL,AB,B,123,123,0,1.0,0.0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16
D3,SYN011,PAIRED_NULL,AB,B,123,122,1,0.991869918699187,0.008130081300813052,0.9998234658418352,0.00017653415816476503,0.9999999999999999,1.1102230246251565e-16
D2,SYN012,PAIRED_NULL,AB,B,156,154,2,0.9871794871794872,0.012820512820512775,0.9864111358410956,0.013588864158904368,1.0,0.0
D3,SYN012,PAIRED_NULL,AB,B,156,150,6,0.9615384615384616,0.038461538461538436,0.9111442729869955,0.08885572701300448,0.941083186399579,0.058916813600421
D2,SYN013,PAIRED_NULL,AB,B,127,126,1,0.9921259842519685,0.007874015748031482,0.9985903960856832,0.0014096039143167705,0.9999999999999997,3.3306690738754696e-16
D3,SYN013,PAIRED_NULL,AB,B,127,118,9,0.9291338582677166,0.07086614173228345,0.9419002988405428,0.05809970115945717,0.9437828157727091,0.05621718422729094
D2,SYN014,PAIRED_NULL,AB,B,125,125,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN014,PAIRED_NULL,AB,B,125,125,0,1.0,0.0,1.0,0.0,1.0,0.0
D2,SYN015,PAIRED_NULL,AB,B,166,163,3,0.9819277108433735,0.01807228915662651,0.9994865972051024,0.0005134027948976438,1.0,0.0
D3,SYN015,PAIRED_NULL,AB,B,166,151,15,0.9096385542168675,0.09036144578313254,0.992943031930362,0.007056968069637959,0.9951670342586934,0.00483296574130665
D2,SYN016,PAIRED_NULL,AB,B,103,98,5,0.9514563106796117,0.04854368932038833,0.9381515706136263,0.06184842938637369,1.0,0.0
D3,SYN016,PAIRED_NULL,AB,B,103,89,14,0.8640776699029126,0.13592233009708743,0.9244765137047004,0.07552348629529959,0.9853086513057915,0.014691348694208517
D2,SYN017,PAIRED_NULL,AB,B,168,168,0,1.0,0.0,1.0,0.0,0.9999999999999997,3.3306690738754696e-16
D3,SYN017,PAIRED_NULL,AB,B,168,168,0,1.0,0.0,1.0,0.0,0.9999999999999997,3.3306690738754696e-16
D2,SYN018,PAIRED_NULL,AB,B,66,66,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN018,PAIRED_NULL,AB,B,66,64,2,0.9696969696969697,0.030303030303030276,0.9923537714752473,0.007646228524752718,0.9925345861385917,0.00746541386140831
D2,SYN019,PAIRED_NULL,AB,B,76,73,3,0.9605263157894737,0.03947368421052633,0.9904754916141508,0.009524508385849173,1.0,0.0
D3,SYN019,PAIRED_NULL,AB,B,76,69,7,0.9078947368421053,0.09210526315789469,0.9197319989462344,0.08026800105376564,0.9228976339583305,0.07710236604166953
D2,SYN020,PAIRED_NULL,AB,B,105,94,11,0.8952380952380953,0.10476190476190472,0.8678266855564061,0.13217331444359393,1.0,0.0
D3,SYN020,PAIRED_NULL,AB,B,105,75,30,0.7142857142857143,0.2857142857142857,0.5681626750696069,0.43183732493039306,0.6814017682983448,0.31859823170165524
D2,SYN021,PAIRED_NULL,AB,B,161,161,0,1.0,0.0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16
D3,SYN021,PAIRED_NULL,AB,B,161,160,1,0.9937888198757764,0.006211180124223614,0.9836324193250947,0.01636758067490529,0.9831966128433767,0.01680338715662333
D2,SYN022,PAIRED_NULL,AB,B,168,166,2,0.9880952380952381,0.011904761904761862,0.967446254407085,0.03255374559291502,1.0,0.0
D3,SYN022,PAIRED_NULL,AB,B,168,164,4,0.9761904761904762,0.023809523809523836,0.9353177268128372,0.0646822731871628,0.9735759143420804,0.02642408565791965
D2,SYN023,PAIRED_NULL,AB,B,170,170,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN023,PAIRED_NULL,AB,B,170,166,4,0.9764705882352941,0.02352941176470591,0.9893026789240247,0.010697321075975319,0.9870030249494807,0.012996975050519333
D2,SYN024,PAIRED_NULL,AB,B,75,75,0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16,1.0,0.0
D3,SYN024,PAIRED_NULL,AB,B,75,74,1,0.9866666666666667,0.013333333333333308,0.971645877973314,0.02835412202668597,0.9652446993436783,0.03475530065632171
D2,SYN025,PAIRED_NULL,AB,B,133,132,1,0.9924812030075187,0.007518796992481258,0.9778285675162679,0.0221714324837321,0.9999999999999999,1.1102230246251565e-16
D3,SYN025,PAIRED_NULL,AB,B,133,121,12,0.9097744360902256,0.09022556390977443,0.8849247799157669,0.1150752200842331,0.9016463839275162,0.09835361607248383
D2,SYN026,PAIRED_NULL,AB,B,133,127,6,0.9548872180451128,0.045112781954887216,0.9868836994257421,0.013116300574257944,0.9999999999999999,1.1102230246251565e-16
D3,SYN026,PAIRED_NULL,AB,B,133,121,12,0.9097744360902256,0.09022556390977443,0.9712870914308296,0.028712908569170414,0.9873935790785837,0.012606420921416284
D2,SYN027,PAIRED_NULL,AB,B,147,147,0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16,1.0,0.0
D3,SYN027,PAIRED_NULL,AB,B,147,147,0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16,1.0,0.0
D2,SYN028,PAIRED_NULL,AB,B,175,172,3,0.9828571428571429,0.017142857142857126,0.9987501866529062,0.0012498133470938422,1.0,0.0
D3,SYN028,PAIRED_NULL,AB,B,175,168,7,0.96,0.040000000000000036,0.9895865507152232,0.010413449284776832,0.9919998108134169,0.008000189186583073
D2,SYN029,PAIRED_NULL,AB,B,136,131,5,0.9632352941176471,0.03676470588235292,0.9134998428417846,0.08650015715821535,1.0,0.0
D3,SYN029,PAIRED_NULL,AB,B,136,121,15,0.8897058823529411,0.11029411764705888,0.893346321430108,0.10665367856989205,0.9829646440323304,0.017035355967669585
D2,SYN030,PAIRED_NULL,AB,B,88,88,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN030,PAIRED_NULL,AB,B,88,88,0,1.0,0.0,1.0,0.0,1.0,0.0
D2,SYN031,PAIRED_NULL,AB,B,87,86,1,0.9885057471264368,0.011494252873563204,0.9997053505886017,0.00029464941139834,0.9999999999999997,3.3306690738754696e-16
D3,SYN031,PAIRED_NULL,AB,B,87,86,1,0.9885057471264368,0.011494252873563204,0.9997053505886017,0.00029464941139834,0.9999999999999997,3.3306690738754696e-16
D2,SYN032,PAIRED_NULL,AB,B,169,168,1,0.9940828402366864,0.00591715976331364,0.9504385248495605,0.049561475150439516,1.0,0.0
D3,SYN032,PAIRED_NULL,AB,B,169,165,4,0.9763313609467456,0.023668639053254448,0.8644294354380546,0.13557056456194538,0.9039681553210726,0.09603184467892745
D2,SYN033,PAIRED_NULL,AB,B,148,148,0,1.0,0.0,1.0,0.0,1.0,0.0
D3,SYN033,PAIRED_NULL,AB,B,148,147,1,0.9932432432432432,0.006756756756756799,0.9738587142297184,0.02614128577028163,0.9725850724558389,0.027414927544161083
D2,SYN034,PAIRED_NULL,AB,B,118,117,1,0.9915254237288136,0.008474576271186418,0.9883223299571845,0.011677670042815502,0.9999999999999999,1.1102230246251565e-16
D3,SYN034,PAIRED_NULL,AB,B,118,116,2,0.9830508474576272,0.016949152542372836,0.9674162402125462,0.03258375978745376,0.9798765709623254,0.02012342903767461
D2,SYN035,PAIRED_NULL,AB,B,136,128,8,0.9411764705882353,0.05882352941176472,0.9562709855163793,0.043729014483620654,1.0,0.0
D3,SYN035,PAIRED_NULL,AB,B,136,115,21,0.8455882352941176,0.15441176470588236,0.8779313953399458,0.1220686046600542,0.9168446173889973,0.08315538261100275
D2,SYN036,PAIRED_NULL,AB,B,129,122,7,0.9457364341085271,0.054263565891472854,0.9353323143749837,0.06466768562501635,1.0,0.0
D3,SYN036,PAIRED_NULL,AB,B,129,114,15,0.8837209302325582,0.11627906976744184,0.8394729866018327,0.16052701339816733,0.904674742473365,0.09532525752663501
D2,SYN037,PAIRED_NULL,AB,B,63,63,0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16,1.0,0.0
D3,SYN037,PAIRED_NULL,AB,B,63,62,1,0.9841269841269841,0.015873015873015928,0.9738313881402723,0.02616861185972774,0.9721233300853367,0.02787666991466331
D2,SYN038,PAIRED_NULL,AB,B,93,93,0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16,1.0,0.0
D3,SYN038,PAIRED_NULL,AB,B,93,93,0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16,1.0,0.0
D2,SYN039,PAIRED_NULL,AB,B,134,129,5,0.9626865671641791,0.03731343283582089,0.9962475286920889,0.0037524713079111205,1.0,0.0
D3,SYN039,PAIRED_NULL,AB,B,134,116,18,0.8656716417910447,0.13432835820895528,0.9392877638069386,0.06071223619306143,0.9452881931610441,0.054711806838955934
D2,SYN040,PAIRED_NULL,AB,B,91,90,1,0.989010989010989,0.01098901098901095,0.9983733846542797,0.0016266153457202837,1.0,0.0
D3,SYN040,PAIRED_NULL,AB,B,91,87,4,0.9560439560439561,0.04395604395604391,0.9967682970191365,0.0032317029808635045,0.997875975549345,0.00212402445065496
D2,SYN041,PAIRED_NULL,AB,B,62,62,0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16,0.9999999999999999,1.1102230246251565e-16
D3,SYN041,PAIRED_NULL,AB,B,62,60,2,0.967741935483871,0.032258064516129004,0.9549337727655601,0.04506622723443987,0.9532276434461525,0.04677235655384748
D2,SYN042,PAIRED_NULL,AB,B,126,125,1,0.9920634920634921,0.007936507936507908,0.9961736146919942,0.0038263853080058308,1.0,0.0
D3,SYN042,PAIRED_NULL,AB,B,126,121,5,0.9603174603174603,0.03968253968253965,0.910308616946579,0.08969138305342095,0.9088706660406607,0.09112933395933931
D2,SYN043,PAIRED_NULL,AB,B,110,110,0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16,1.0,0.0
D3,SYN043,PAIRED_NULL,AB,B,110,110,0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16,1.0,0.0
D2,SYN044,PAIRED_NULL,AB,B,119,119,0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16,1.0,0.0
D3,SYN044,PAIRED_NULL,AB,B,119,117,2,0.9831932773109243,0.01680672268907568,0.9945225291744915,0.005477470825508535,0.9954850100230362,0.004514989976963757
D2,SYN045,PAIRED_NULL,AB,B,79,78,1,0.9873417721518988,0.012658227848101222,0.9997378989894745,0.00026210101052548396,0.9999999999999999,1.1102230246251565e-16
D3,SYN045,PAIRED_NULL,AB,B,79,75,4,0.9493670886075949,0.05063291139240511,0.9547902660578449,0.045209733942155106,0.9503491034515525,0.049650896548447454
D2,SYN046,PAIRED_NULL,AB,B,101,100,1,0.9900990099009901,0.00990099009900991,0.9998324373754888,0.0001675626245112305,1.0,0.0
D3,SYN046,PAIRED_NULL,AB,B,101,97,4,0.9603960396039604,0.03960396039603964,0.9965599572875113,0.0034400427124886557,0.9971050392119905,0.0028949607880095485
D2,SYN047,PAIRED_NULL,AB,B,156,156,0,1.0,0.0,1.0,0.0,0.9999999999999999,1.1102230246251565e-16
D3,SYN047,PAIRED_NULL,AB,B,156,151,5,0.967948717948718,0.03205128205128205,0.9980427203090448,0.0019572796909551604,0.9981135697888137,0.0018864302111862852
