synthetic_species_id,world,orientation,target_fold,oracle_support_cells,zero_opportunity_support_cells,zero_opportunity_support_fraction,zero_opportunity_truth_mass_fraction,D0_hellinger,D1_hellinger,D1_minus_D0_hellinger,D0_sliced_wasserstein_km,D1_sliced_wasserstein_km,D1_minus_D0_sliced_wasserstein_km
SYN057,STRONG,AB,B,175,6,0.03428571428571429,0.0026869693321299984,0.12756632998642697,0.12210580570136018,-0.005460524285066798,2.4962542277832407,2.4594570928340187,-0.03679713494922199
SYN058,STRONG,AB,B,70,0,0.0,0.0,0.08108810527255658,0.08108810527255658,0.0,1.740885540145875,1.740885540145875,0.0
SYN059,STRONG,AB,B,143,14,0.0979020979020979,0.010224103668365942,0.12287078643517399,0.09960280216238589,-0.023267984272788103,6.859916496867455,5.37029843840784,-1.489618058459615
SYN060,STRONG,AB,B,140,0,0.0,0.0,0.11396162216544012,0.11396162216544012,0.0,3.6185886528696307,3.6185886528696307,0.0
SYN061,STRONG,AB,B,103,1,0.009708737864077669,0.0008667950777316218,0.0848678002349993,0.08225704517305171,-0.002610755061947592,5.087629732398931,5.24250283247298,0.15487310007404975
SYN062,STRONG,AB,B,134,0,0.0,0.0,0.11133550710690505,0.11133550710690505,0.0,1.9403840380752588,1.9403840380752588,0.0
SYN063,STRONG,AB,B,180,0,0.0,0.0,0.11606178350678996,0.11606178350678996,0.0,2.6923351274915075,2.6923351274915075,0.0
SYN064,STRONG,AB,B,139,1,0.007194244604316547,0.00015845872337268857,0.11934140769295438,0.11900439010615119,-0.00033701758680319827,2.3379571836922484,2.338401967288083,0.00044478359583477456
SYN065,STRONG,AB,B,144,10,0.06944444444444445,0.04889386832877639,0.20298748411413392,0.12666430105721674,-0.07632318305691718,4.150228290744108,7.251666514231323,3.1014382234872144
SYN066,STRONG,AB,B,146,4,0.0273972602739726,0.006268257592837388,0.13457097458484374,0.12217007991023635,-0.012400894674607393,4.1315418513090965,3.9497962577740733,-0.18174559353502318
SYN067,STRONG,AB,B,109,0,0.0,0.0,0.09620205530663697,0.09620205530663697,0.0,3.74861738786553,3.74861738786553,0.0
SYN068,STRONG,AB,B,69,1,0.014492753623188406,0.0003360184443217333,0.07221291876142269,0.0710340501323237,-0.0011788686290989947,1.7932443800186064,1.7968678923755728,0.0036235123569663408
SYN069,STRONG,AB,B,76,0,0.0,0.0,0.07744826789742025,0.07744826789742025,0.0,5.0177729853650925,5.0177729853650925,0.0
SYN070,STRONG,AB,B,98,0,0.0,0.0,0.09664795186138216,0.09664795186138216,0.0,2.181035895603827,2.181035895603827,0.0
SYN071,STRONG,AB,B,93,1,0.010752688172043012,0.0016947247648731738,0.11002120476274181,0.10605339889042832,-0.00396780587231349,3.19078085098812,3.3110876118756383,0.12030676088751813
SYN072,STRONG,AB,B,87,3,0.034482758620689655,0.03968663798646785,0.16846118794958678,0.0903843430485785,-0.07807684490100829,4.2956035010380935,6.775021400333809,2.479417899295716
SYN001,STRONG,BA,A,142,2,0.014084507042253521,0.01456737058368239,0.17632452087665065,0.15365068389087777,-0.022673836985772883,5.9410301685888065,4.5017373538687275,-1.439292814720079
SYN002,STRONG,BA,A,65,0,0.0,0.0,0.08601173532393531,0.08601173532393531,0.0,2.933812423001837,2.933812423001837,0.0
SYN003,STRONG,BA,A,175,4,0.022857142857142857,0.0008435012703586149,0.16126045404977346,0.1599127183564495,-0.0013477356933239704,5.085913256232795,5.095302985598678,0.009389729365882893
SYN004,STRONG,BA,A,148,0,0.0,0.0,0.1367793440182265,0.1367793440182265,0.0,3.027745964805668,3.027745964805668,0.0
SYN005,STRONG,BA,A,140,4,0.02857142857142857,0.025105563072921756,0.16939819495937106,0.12595093421628545,-0.04344726074308561,6.172647763239149,3.065142293782208,-3.1075054694569406
SYN006,STRONG,BA,A,66,1,0.015151515151515152,0.0002745657326295512,0.11634137058360439,0.11574199419886536,-0.000599376384739031,3.557499337924504,3.548678707376756,-0.008820630547747843
SYN007,STRONG,BA,A,134,8,0.05970149253731343,0.009243132419104856,0.15940739879219798,0.14380956399232292,-0.01559783479987506,3.411840302156359,3.0485795317452498,-0.36326077041110905
SYN008,STRONG,BA,A,122,1,0.00819672131147541,0.00037306934003599406,0.13695635843946508,0.13626068287025778,-0.0006956755692072991,4.24106649567522,4.221874371518084,-0.01919212415713556
SYN009,STRONG,BA,A,84,10,0.11904761904761904,0.02676866017882653,0.159611833835033,0.10889835123496072,-0.050713482600072274,3.2902415565266336,1.8573157189741503,-1.4329258375524834
SYN010,STRONG,BA,A,104,4,0.038461538461538464,0.0009368939450353612,0.10912463122670621,0.10693084836622602,-0.0021937828604801923,5.293880535338593,5.325895061752755,0.03201452641416225
SYN011,STRONG,BA,A,123,1,0.008130081300813009,9.913063469392721e-05,0.12868031260076804,0.1284849770489059,-0.00019533555186213025,3.0553575575744443,3.111484932459645,0.0561273748852007
SYN012,STRONG,BA,A,156,4,0.02564102564102564,0.002300821389069689,0.18607571411364882,0.1828482878949323,-0.0032274262187165226,4.168120287997568,4.044609501275945,-0.12351078672162341
