synthetic_species_id,world,orientation,target_fold,oracle_support_cells,zero_opportunity_support_cells,zero_opportunity_support_fraction,zero_opportunity_truth_mass_fraction,D0_hellinger,D1_hellinger,D1_minus_D0_hellinger,D0_sliced_wasserstein_km,D1_sliced_wasserstein_km,D1_minus_D0_sliced_wasserstein_km
SYN013,STRONG,BA,A,127,8,0.06299212598425197,0.005104551538631173,0.1265155967049826,0.11583209436198202,-0.010683502343000584,6.590994556462118,6.542181772888783,-0.04881278357333496
SYN014,STRONG,BA,A,125,0,0.0,0.0,0.1415652255715055,0.1415652255715055,0.0,4.152854491144768,4.152854491144768,0.0
SYN015,STRONG,BA,A,166,12,0.07228915662650602,0.005414952612712311,0.14715869685065874,0.13745430625795604,-0.0097043905927027,3.467526107528172,2.998732515124423,-0.46879359240374896
SYN016,STRONG,BA,A,103,9,0.08737864077669903,0.01791505337555063,0.1606962529034226,0.12913053020631485,-0.03156572269710775,4.614801289629532,3.5893722390583647,-1.0254290505711672
SYN017,STRONG,BA,A,168,0,0.0,0.0,0.13695976083454883,0.13695976083454883,0.0,5.492564529434193,5.492564529434193,0.0
SYN018,STRONG,BA,A,66,2,0.030303030303030304,0.001360892112001607,0.10225049048228828,0.09883416109079948,-0.0034163293914887954,1.6811852058380772,1.5835831705814556,-0.09760203525662159
SYN019,STRONG,BA,A,76,4,0.05263157894736842,0.006680299995994147,0.12044974526419297,0.10548427017467796,-0.014965475089515012,4.102500449638441,3.6522944674253894,-0.45020598221305175
SYN020,STRONG,BA,A,105,19,0.18095238095238095,0.1815386625578393,0.33212654789705537,0.11655896706761534,-0.21556758082944003,12.909040398263373,4.015415883192043,-8.89362451507133
SYN021,STRONG,BA,A,161,1,0.006211180124223602,0.00022732536441824833,0.16789012085041688,0.16754156978772225,-0.00034855106269462977,5.520563643269969,5.475813083648644,-0.044750559621324904
SYN022,STRONG,BA,A,168,2,0.011904761904761904,0.0009391752353022787,0.159947320330729,0.15843511806694416,-0.0015122022637848453,4.6108711227735135,4.571812285583748,-0.03905883718976533
SYN023,STRONG,BA,A,170,4,0.023529411764705882,0.0006258741358090178,0.15809397044622117,0.1570763687610301,-0.0010176016851910774,2.5993953899920386,2.628480390477509,0.02908500048547058
SYN024,STRONG,BA,A,75,1,0.013333333333333334,0.0005188925796015193,0.0863101453773451,0.08478255882575711,-0.001527586551587995,1.0789719025971836,1.0757386729381857,-0.0032332296589978604
SYN025,STRONG,BA,A,133,11,0.08270676691729323,0.005411650185516862,0.15754445370178868,0.1485036175645218,-0.009040836137266889,6.472610938933986,4.958464909740318,-1.5141460291936681
SYN026,STRONG,BA,A,133,6,0.045112781954887216,0.0025283587049986862,0.148675251415932,0.1442651815319733,-0.0044100698839587005,7.205780745499424,7.403393971305212,0.19761322580578788
SYN027,STRONG,BA,A,147,0,0.0,0.0,0.14832392925054133,0.14832392925054133,0.0,7.251303769533354,7.251303769533354,0.0
SYN028,STRONG,BA,A,175,4,0.022857142857142857,0.014077367536669525,0.16582912432289895,0.14246502433485225,-0.0233640999880467,3.80044335871711,2.344447694412431,-1.455995664304679
SYN029,STRONG,BA,A,136,10,0.07352941176470588,0.020169389017519686,0.17167302755964128,0.13836655778951526,-0.033306469770126024,3.880270356908486,2.8198471926875066,-1.0604231642209796
SYN030,STRONG,BA,A,88,0,0.0,0.0,0.09555525767496263,0.09555525767496263,0.0,2.8911795419854536,2.8911795419854536,0.0
SYN031,STRONG,BA,A,87,0,0.0,0.0,0.12711920457250744,0.12711920457250744,0.0,3.428279608848832,3.428279608848832,0.0
SYN032,STRONG,BA,A,169,3,0.01775147928994083,0.00031741924432528954,0.15455358702719552,0.15402763061113425,-0.0005259564160612629,3.9297464248538883,3.8948554361721333,-0.034890988681755
SYN033,STRONG,BA,A,148,1,0.006756756756756757,0.00021890661564094043,0.17424754551489494,0.17392377156077246,-0.0003237739541224749,4.102620170684424,4.0814455776515155,-0.021174593032908362
SYN034,STRONG,BA,A,118,1,0.00847457627118644,0.0003899254409479096,0.09990844938496643,0.09891835899650159,-0.0009900903884648427,1.664519538007476,1.6795053979442167,0.01498585993674073
SYN035,STRONG,BA,A,136,13,0.09558823529411764,0.021872885892194802,0.18056788108121877,0.14623521339622547,-0.034332667684993295,4.879751310704792,3.4986863664061647,-1.3810649442986276
SYN036,STRONG,BA,A,129,8,0.06201550387596899,0.012453242499303775,0.16670588119255286,0.14632987548412074,-0.02037600570843212,3.3354768744295047,3.384408855461759,0.04893198103225416
SYN037,STRONG,BA,A,63,1,0.015873015873015872,0.011075875352572775,0.11798735419089038,0.09124047419417791,-0.026746879996712464,1.6294165853910374,1.2844631619863855,-0.34495342340465185
SYN038,STRONG,BA,A,93,0,0.0,0.0,0.11670454786986728,0.11670454786986728,0.0,1.4725281201172984,1.4725281201172984,0.0
SYN039,STRONG,BA,A,134,13,0.09701492537313433,0.006420559614475679,0.13163960014928275,0.11860864975535797,-0.013030950393924781,3.2942207027236687,3.052705101382133,-0.24151560134153582
SYN040,STRONG,BA,A,91,3,0.03296703296703297,0.0017574322024810664,0.12093300418533674,0.11718999879939064,-0.003743005385946102,4.914345460293356,5.002105717132669,0.08776025683931277
SYN041,STRONG,BA,A,62,2,0.03225806451612903,0.0005331676208254959,0.11037263667792316,0.10914358836855492,-0.0012290483093682358,2.2482238221482156,2.267963242274105,0.019739420125889584
SYN042,STRONG,BA,A,126,4,0.031746031746031744,0.0007240281531098272,0.13943044333423477,0.13810072435548193,-0.0013297189787528363,3.699788201532742,3.710552261637025,0.01076406010428288
SYN043,STRONG,BA,A,110,0,0.0,0.0,0.11766501777079365,0.11766501777079365,0.0,5.9843024797028,5.9843024797028,0.0
SYN044,STRONG,BA,A,119,2,0.01680672268907563,0.00033806033086097566,0.153342482709938,0.15277721086825313,-0.0005652718416848668,3.2817558297005545,3.3098274404023336,0.028071610701779104
SYN045,STRONG,BA,A,79,3,0.0379746835443038,0.0026311996950774126,0.14026884298824738,0.13540529770203288,-0.0048635452862144934,5.610642731601124,5.9841055086021,0.3734627770009764
SYN046,STRONG,BA,A,101,3,0.0297029702970297,0.0017325084521921611,0.14687181376031627,0.14382800447676394,-0.003043809283552329,4.814258423767723,4.681701741091115,-0.1325566826766078
SYN047,STRONG,BA,A,156,5,0.03205128205128205,0.0017727364955502558,0.15055883783605284,0.1475186863434114,-0.0030401514926414464,6.099238758748434,5.7289174689433295,-0.37032128980510404
SYN048,STRONG,BA,A,130,9,0.06923076923076923,0.009712742444751076,0.13981623332948537,0.12086404014399493,-0.018952193185490435,2.72983130510888,2.193580758718399,-0.5362505463904808
SYN049,STRONG,BA,A,100,0,0.0,0.0,0.11018647561132404,0.11018647561132404,0.0,2.9489793670341493,2.9489793670341493,0.0
SYN050,STRONG,BA,A,144,0,0.0,0.0,0.13727955051482016,0.13727955051482016,0.0,2.7217481835946438,2.7217481835946438,0.0
SYN051,STRONG,BA,A,154,4,0.025974025974025976,0.003496136327861025,0.13220258519493827,0.12530222530839755,-0.0069003598865407245,3.2899244892135386,3.488286975907689,0.19836248669415024
SYN052,STRONG,BA,A,75,0,0.0,0.0,0.09809984825103298,0.09809984825103298,0.0,2.6150089490861217,2.6150089490861217,0.0
SYN053,STRONG,BA,A,176,3,0.017045454545454544,0.02554040217783806,0.20276039854552785,0.16700723611251575,-0.0357531624330121,4.219221123226292,4.296970673111904,0.07774954988561156
