state,synthetic_species_id,world,orientation,target_fold,original_support_cells,evaluated_support_cells,zero_opportunity_truth_mass_fraction_full_domain,latent_truth_mass_fraction_retained,hellinger_distance,sliced_wasserstein_km,centroid_displacement_km,true_entropy,estimated_entropy,true_concentration,estimated_concentration
D3,SYN070,PAIRED_NULL,AB,B,98,98,0.0,0.9999999999999999,0.0996941124251347,3.3984427398768133,4.3267915085182524,3.680561986595712,3.65631138861758,0.03542908710405578,0.03517375742637087
D0,SYN071,PAIRED_NULL,AB,B,93,93,0.062054367037969446,1.0000000000000002,0.20747782862309247,5.351738416338822,4.089253577035757,3.7931900945214827,3.7404971753933554,0.030944160157629328,0.031909587666933276
D1,SYN071,PAIRED_NULL,AB,B,93,93,0.062054367037969446,1.0000000000000002,0.10566843481576348,2.782216481880237,2.658754128620813,3.7931900945214827,3.7417746692047227,0.030944160157629328,0.03187257010897712
D2,SYN071,PAIRED_NULL,AB,B,93,92,0.062054367037969446,0.9379456329620307,0.10907821789076254,3.2740688425490867,2.9121473732361314,3.796176244671682,3.7404971753933554,0.0307970011311124,0.031909587666933276
D3,SYN071,PAIRED_NULL,AB,B,93,89,0.062054367037969446,0.8199785258817477,0.11512230597373614,2.9466360977960613,2.6859425229672,3.8071739046286197,3.7481745489825826,0.030010660080014354,0.031211106264108283
D0,SYN072,PAIRED_NULL,AB,B,87,87,0.00821232438034027,1.0,0.11067248727185552,4.0490539199665285,2.686533131541043,3.165716317092368,3.1185212108717506,0.07651037459354448,0.0782607941630133
D1,SYN072,PAIRED_NULL,AB,B,87,87,0.00821232438034027,1.0,0.09000074148316928,4.192982559961697,4.585815369821281,3.165716317092368,3.147555369129284,0.07651037459354448,0.07698279614748364
D2,SYN072,PAIRED_NULL,AB,B,87,84,0.00821232438034027,0.9917876756196597,0.09037354638251303,4.257462601189324,4.560536055995536,3.1373708521768937,3.1185212108717506,0.07774803307419466,0.0782607941630133
D3,SYN072,PAIRED_NULL,AB,B,87,80,0.00821232438034027,0.9834673285507964,0.09018355749179412,4.853319898341804,5.299159317445935,3.1058959460694675,3.0894742779135305,0.07904145443239502,0.07940423878681867
D0,SYN001,PAIRED_NULL,BA,A,142,142,0.004395251615730557,1.0,0.15424837084546708,3.909290502009492,1.536811927231116,4.074298547053802,4.009127601218085,0.024748533920126933,0.024773854045261896
D1,SYN001,PAIRED_NULL,BA,A,142,142,0.004395251615730557,1.0,0.14678298017729988,4.0893385643429125,1.4305233349114612,4.074298547053802,4.022205211895633,0.024748533920126933,0.024569418605630024
D2,SYN001,PAIRED_NULL,BA,A,142,140,0.004395251615730557,0.9956047483842694,0.14710582335267974,3.9833832174720936,1.4385555450900114,4.061410051009446,4.009127601218085,0.024955462053017612,0.024773854045261896
D3,SYN001,PAIRED_NULL,BA,A,142,137,0.004395251615730557,0.9797665589366864,0.14657721944867674,4.056296617210615,0.9055413680020663,4.0404425072039825,3.983068571224972,0.025532958944756753,0.02550654717174418
D0,SYN002,PAIRED_NULL,BA,A,65,65,0.0,0.9999999999999999,0.0928354879551304,3.1546801988637485,4.170319642853623,3.3345479223491976,3.3585038612306666,0.054854186684438755,0.05137591065821245
D1,SYN002,PAIRED_NULL,BA,A,65,65,0.0,0.9999999999999999,0.0928354879551304,3.1546801988637485,4.170319642853623,3.3345479223491976,3.3585038612306666,0.054854186684438755,0.05137591065821245
D2,SYN002,PAIRED_NULL,BA,A,65,65,0.0,0.9999999999999999,0.0928354879551304,3.1546801988637485,4.170319642853623,3.3345479223491976,3.3585038612306666,0.054854186684438755,0.05137591065821245
D3,SYN002,PAIRED_NULL,BA,A,65,65,0.0,0.9999999999999999,0.0928354879551304,3.1546801988637485,4.170319642853623,3.3345479223491976,3.3585038612306666,0.054854186684438755,0.05137591065821245
D0,SYN003,PAIRED_NULL,BA,A,175,175,0.0325634301066906,1.0000000000000002,0.21668095960030997,9.739922163694187,13.984332042897366,3.9910630047636566,3.827492710317601,0.03223603351469619,0.038180041607301415
D1,SYN003,PAIRED_NULL,BA,A,175,175,0.0325634301066906,1.0000000000000002,0.17339455885360622,5.303837372718968,6.618167834601944,3.9910630047636566,3.8635554402355266,0.03223603351469619,0.03655934502781762
D2,SYN003,PAIRED_NULL,BA,A,175,171,0.0325634301066906,0.9674365698933095,0.17619251556030882,5.21215795515725,6.471115241819196,3.959103205374185,3.8274927103176006,0.03360419537087651,0.038180041607301415
D3,SYN003,PAIRED_NULL,BA,A,175,170,0.0325634301066906,0.9662491113037723,0.17621782847324893,5.2073754037969024,6.323584502276067,3.954503152710883,3.8208628300081866,0.03368533066816692,0.03832449738140672
D0,SYN004,PAIRED_NULL,BA,A,148,148,0.0,0.9999999999999998,0.14524126938607715,5.661574594300294,7.794929725296268,4.1018887306508764,4.056299380131666,0.024482113127460417,0.02509406040491408
D1,SYN004,PAIRED_NULL,BA,A,148,148,0.0,0.9999999999999998,0.14524126938607715,5.661574594300294,7.794929725296268,4.1018887306508764,4.056299380131666,0.024482113127460417,0.02509406040491408
D2,SYN004,PAIRED_NULL,BA,A,148,148,0.0,0.9999999999999998,0.14524126938607718,5.661574594300293,7.794929725296268,4.101888730650877,4.056299380131666,0.024482113127460424,0.02509406040491408
D3,SYN004,PAIRED_NULL,BA,A,148,148,0.0,0.9999999999999998,0.14524126938607718,5.661574594300293,7.794929725296268,4.101888730650877,4.056299380131666,0.024482113127460424,0.02509406040491408
D0,SYN005,PAIRED_NULL,BA,A,140,140,0.05282135553990175,1.0,0.21197690192284105,10.138756296899567,13.9632111925622,4.078070371149677,4.029192794410234,0.025460824207712878,0.024956440839056716
D1,SYN005,PAIRED_NULL,BA,A,140,140,0.05282135553990175,1.0,0.13300930458283045,4.685111069982063,5.94308942473164,4.078070371149677,4.073975431994805,0.025460824207712878,0.02355678506928492
D2,SYN005,PAIRED_NULL,BA,A,140,136,0.05282135553990175,0.9471786444600983,0.13661947130816726,5.0046661017637275,6.196658659492262,4.0337063241863405,4.029192794410234,0.027083064304089195,0.024956440839056716
D3,SYN005,PAIRED_NULL,BA,A,140,134,0.05282135553990175,0.9403308468093226,0.13632053419942064,5.397722682305981,6.912478869680793,4.018837372557395,4.017645180147556,0.02742944203978379,0.025187651190952526
D0,SYN006,PAIRED_NULL,BA,A,66,66,0.0011320741407339688,1.0000000000000002,0.09083054415558874,1.6970350014556617,1.7885311890419586,3.1920759122705515,3.132236753469283,0.060108578177479895,0.06230542182695337
D1,SYN006,PAIRED_NULL,BA,A,66,66,0.0011320741407339688,1.0000000000000002,0.0876339864109323,1.62650033517179,1.4363852761489653,3.1920759122705515,3.1376820901082407,0.060108578177479895,0.0621596494129969
D2,SYN006,PAIRED_NULL,BA,A,66,65,0.0011320741407339688,0.9988679258592661,0.08768319970956619,1.7011190823690336,1.4527111673557025,3.186872599570313,3.132236753469283,0.06024361986627654,0.06230542182695337
D3,SYN006,PAIRED_NULL,BA,A,66,65,0.0011320741407339688,0.9988679258592661,0.08768319970956619,1.7011190823690336,1.4527111673557025,3.186872599570313,3.132236753469283,0.06024361986627654,0.06230542182695337
D0,SYN007,PAIRED_NULL,BA,A,134,134,0.1584798078738694,1.0,0.3237522553717267,15.656327934858068,20.02771348182452,3.2393650073076348,3.226308266041292,0.07966250210209706,0.08134826254437132
D1,SYN007,PAIRED_NULL,BA,A,134,134,0.1584798078738694,1.0,0.14286462412917608,6.4396564102133205,8.242509119278228,3.2393650073076348,3.2388417207551683,0.07966250210209706,0.07712247820482586
D2,SYN007,PAIRED_NULL,BA,A,134,126,0.1584798078738694,0.8415201921261306,0.15542290308376436,7.934070822722214,10.855069023169577,3.232909291130958,3.226308266041292,0.08415711356206998,0.08134826254437132
D3,SYN007,PAIRED_NULL,BA,A,134,122,0.1584798078738694,0.7856321417951102,0.15987678955547807,8.883836861771067,12.35948345213175,3.154061518239624,3.1380340062850656,0.0931981300193403,0.09081458098720331
D0,SYN008,PAIRED_NULL,BA,A,122,122,0.0039157538221955826,1.0000000000000002,0.1343336060820795,6.951768681791747,5.897415678717649,4.100200361338931,4.056523665600755,0.02196621552714495,0.021824864583011666
D1,SYN008,PAIRED_NULL,BA,A,122,122,0.0039157538221955826,1.0000000000000002,0.12670314016773218,6.594036681141073,5.261648817145681,4.100200361338931,4.066421829108798,0.02196621552714495,0.021665485492216082
D2,SYN008,PAIRED_NULL,BA,A,122,121,0.0039157538221955826,0.9960842461778046,0.12695395647341165,6.711415946301152,5.300545465441309,4.0906060560072275,4.056523665600754,0.022123805927243095,0.021824864583011666
D3,SYN008,PAIRED_NULL,BA,A,122,121,0.0039157538221955826,0.9960842461778046,0.12695395647341165,6.711415946301152,5.300545465441309,4.0906060560072275,4.056523665600754,0.022123805927243095,0.021824864583011666
D0,SYN009,PAIRED_NULL,BA,A,84,84,0.068063848152322,1.0,0.21302016088712025,7.855402189836876,5.939583553284022,3.0144266293007425,2.8539107219456907,0.10744588475964005,0.11946889312669766
D1,SYN009,PAIRED_NULL,BA,A,84,84,0.068063848152322,1.0,0.10183326809410315,6.46500127665568,9.840384894000923,3.0144266293007425,3.0131030925996862,0.10744588475964005,0.10468953322793617
D2,SYN009,PAIRED_NULL,BA,A,84,74,0.068063848152322,0.9319361518476779,0.10550588823963769,6.359658493943512,10.436530781892849,2.857639316109771,2.853910721945691,0.12227765312323596,0.11946889312669766
D3,SYN009,PAIRED_NULL,BA,A,84,70,0.068063848152322,0.6785370013999851,0.12348728935162864,10.290985816803994,14.928616180497364,2.951032076945521,2.9533027959826024,0.12081928188371911,0.11400302177478999
D0,SYN010,PAIRED_NULL,BA,A,104,104,0.0015290676852761581,1.0,0.09797477084929884,3.078060101045805,3.4866006615893026,3.5565944522872517,3.4933795014858737,0.04415089328568365,0.046335718962011156
D1,SYN010,PAIRED_NULL,BA,A,104,104,0.0015290676852761581,1.0,0.0939562519236444,2.8221077956772658,2.9569577409429355,3.5565944522872517,3.501324380268403,0.04415089328568365,0.046198416726946356
D2,SYN010,PAIRED_NULL,BA,A,104,100,0.0015290676852761581,0.9984709323147237,0.0940265453129368,2.89954878527361,2.9474563443203876,3.5485631205053325,3.4933795014858737,0.04428555586893981,0.046335718962011156
D3,SYN010,PAIRED_NULL,BA,A,104,100,0.0015290676852761581,0.9984709323147237,0.0940265453129368,2.89954878527361,2.9474563443203876,3.5485631205053325,3.4933795014858737,0.04428555586893981,0.046335718962011156
D0,SYN011,PAIRED_NULL,BA,A,123,123,0.00017653415816478956,1.0,0.13119982935059069,3.7116203748402468,1.9521086737532651,3.9682740553563414,3.8983622865530134,0.027243874560500356,0.028137075656956452
D1,SYN011,PAIRED_NULL,BA,A,123,123,0.00017653415816478956,1.0,0.1308571217160773,3.714078637573396,2.02494293839043,3.9682740553563414,3.8994043160928236,0.027243874560500356,0.028126841071790868
D2,SYN011,PAIRED_NULL,BA,A,123,122,0.00017653415816478956,0.9998234658418352,0.1308687740888543,3.734484289287086,2.0228920126011616,3.9672722883362104,3.898362286553013,0.027253464881815914,0.028137075656956452
D3,SYN011,PAIRED_NULL,BA,A,123,122,0.00017653415816478956,0.9998234658418352,0.1308687740888543,3.734484289287086,2.0228920126011616,3.9672722883362104,3.898362286553013,0.027253464881815914,0.028137075656956452
D0,SYN012,PAIRED_NULL,BA,A,156,156,0.07526686285410002,1.0,0.2661826510514193,11.301572799877187,12.864976874209463,4.101538350802214,4.026336546617133,0.027902685112388668,0.026981045886862988
D1,SYN012,PAIRED_NULL,BA,A,156,156,0.07526686285410002,1.0,0.17662883444171407,3.7424891214968428,3.003415569721031,4.101538350802214,3.992221487654529,0.027902685112388668,0.02903573848165453
D2,SYN012,PAIRED_NULL,BA,A,156,152,0.07526686285410002,0.9247331371459001,0.18379275270692497,4.054819690614651,3.6329058049480403,4.135517664942099,4.0263365466171335,0.026334741413234167,0.026981045886862988
D3,SYN012,PAIRED_NULL,BA,A,156,150,0.07526686285410002,0.9111442729869955,0.18447896693209254,4.143085542327188,3.2361163879063786,4.117763252119639,4.009267020911001,0.02691409150738436,0.027507243542570937
D0,SYN013,PAIRED_NULL,BA,A,127,127,0.056690097245140424,0.9999999999999999,0.21462009814498795,7.258154117882518,11.654091071192262,3.754056729417148,3.576478545994478,0.03892925829746108,0.04298658624832574
D1,SYN013,PAIRED_NULL,BA,A,127,127,0.056690097245140424,0.9999999999999999,0.12965900920944096,3.1416095412094447,3.81319787816276,3.754056729417148,3.6864109311468174,0.03892925829746108,0.03900673619423817
D2,SYN013,PAIRED_NULL,BA,A,127,119,0.056690097245140424,0.9433099027548597,0.13347494219883377,3.3834539572491598,3.962710737948535,3.647628994339955,3.5764785459944775,0.04293533634253749,0.04298658624832574
D3,SYN013,PAIRED_NULL,BA,A,127,118,0.056690097245140424,0.9419002988405428,0.1333624050305381,3.2954158274460834,3.7193104283373892,3.6418557266826554,3.572768096136012,0.043061702862803905,0.04305633886103549
D0,SYN014,PAIRED_NULL,BA,A,125,125,0.0,1.0000000000000002,0.14626850276060926,6.587496561291912,9.919610978920428,3.7842007847202317,3.713613433450407,0.03306652431721953,0.03383430656353326
D1,SYN014,PAIRED_NULL,BA,A,125,125,0.0,1.0000000000000002,0.14626850276060926,6.587496561291912,9.919610978920428,3.7842007847202317,3.713613433450407,0.03306652431721953,0.03383430656353326
D2,SYN014,PAIRED_NULL,BA,A,125,125,0.0,1.0000000000000002,0.14626850276060926,6.5874965612919105,9.91961097892031,3.7842007847202312,3.713613433450407,0.03306652431721952,0.03383430656353326
D3,SYN014,PAIRED_NULL,BA,A,125,125,0.0,1.0000000000000002,0.14626850276060926,6.5874965612919105,9.91961097892031,3.7842007847202312,3.713613433450407,0.03306652431721952,0.03383430656353326
D0,SYN015,PAIRED_NULL,BA,A,166,166,0.0065435652747402335,1.0,0.1442958303029534,2.9338088287793918,1.7945723977021903,4.0717811512719715,3.9813454747758605,0.026730598765853524,0.027565389401898895
D1,SYN015,PAIRED_NULL,BA,A,166,166,0.0065435652747402335,1.0,0.13223348364067009,4.038226300215489,4.5009759049133695,4.0717811512719715,4.003707000393753,0.026730598765853524,0.027218295645778438
D2,SYN015,PAIRED_NULL,BA,A,166,154,0.0065435652747402335,0.9934564347252597,0.13267184321861752,3.729112274988177,4.459162432061816,4.050266171708543,3.9813454747758605,0.02706296434499542,0.027565389401898895
D3,SYN015,PAIRED_NULL,BA,A,166,151,0.0065435652747402335,0.992943031930362,0.13171133406998498,3.8513774787113086,4.774307247439997,4.047375906610172,3.9813454747758605,0.027090863507762557,0.027565389401898895
D0,SYN016,PAIRED_NULL,BA,A,103,103,0.013675056908925773,1.0000000000000002,0.15730710122164976,4.686917227991028,3.775531711286753,3.3479873330201193,3.1885141928974354,0.07135879664314418,0.08204578287866485
D1,SYN016,PAIRED_NULL,BA,A,103,103,0.013675056908925773,1.0000000000000002,0.13328557965503093,3.7509733182893616,3.5286887262285673,3.3479873330201193,3.241574630760522,0.07135879664314418,0.07989781675091769
D2,SYN016,PAIRED_NULL,BA,A,103,94,0.013675056908925773,0.9863249430910744,0.1341939368439629,3.8070310129654716,3.572870637865486,3.2955582638566763,3.1885141928974354,0.07331384986558792,0.08204578287866485
D3,SYN016,PAIRED_NULL,BA,A,103,89,0.013675056908925773,0.9244765137047004,0.13646357723341182,4.07980719269812,5.31787613799647,3.205483609831353,3.0881915817896703,0.08092107626128264,0.09096028323545233
D0,SYN017,PAIRED_NULL,BA,A,168,168,0.0,1.0,0.1503685999012773,5.5108111889769065,6.58365483004822,4.143431467017391,4.04776423518754,0.024780601207551076,0.025921204083797268
D1,SYN017,PAIRED_NULL,BA,A,168,168,0.0,1.0,0.1503685999012773,5.5108111889769065,6.58365483004822,4.143431467017391,4.04776423518754,0.024780601207551076,0.025921204083797268
D2,SYN017,PAIRED_NULL,BA,A,168,168,0.0,1.0,0.1503685999012773,5.5108111889769065,6.58365483004822,4.143431467017391,4.04776423518754,0.024780601207551076,0.025921204083797268
D3,SYN017,PAIRED_NULL,BA,A,168,168,0.0,1.0,0.1503685999012773,5.5108111889769065,6.58365483004822,4.143431467017391,4.04776423518754,0.024780601207551076,0.025921204083797268
D0,SYN018,PAIRED_NULL,BA,A,66,66,0.007646228524752776,1.0,0.10189350342363919,3.6668721341251707,5.824957956273051,3.032102492797904,2.984692410177585,0.07712691256957195,0.07875772454509822
D1,SYN018,PAIRED_NULL,BA,A,66,66,0.007646228524752776,1.0,0.08080281594046165,2.5220372429633966,4.024866409471017,3.032102492797904,3.010207800958584,0.07712691256957195,0.07763785226977651
D2,SYN018,PAIRED_NULL,BA,A,66,64,0.007646228524752776,0.9923537714752473,0.08109888152316497,2.638780706007171,3.985942362310485,3.0060431525768028,2.984692410177585,0.07828197459900867,0.07875772454509822
D3,SYN018,PAIRED_NULL,BA,A,66,64,0.007646228524752776,0.9923537714752473,0.08109888152316497,2.638780706007171,3.985942362310485,3.0060431525768028,2.984692410177585,0.07828197459900867,0.07875772454509822
D0,SYN019,PAIRED_NULL,BA,A,76,76,0.07074349266791634,1.0,0.21891189968732744,6.1475837135993086,3.6745107700932524,3.42535682873782,3.3578667726030913,0.046124115958640216,0.04866991477724903
D1,SYN019,PAIRED_NULL,BA,A,76,76,0.07074349266791634,1.0,0.10742498776738792,2.8239876971843705,0.3916563489546539,3.42535682873782,3.4032127754595836,0.046124115958640216,0.046098610805351464
D2,SYN019,PAIRED_NULL,BA,A,76,72,0.07074349266791634,0.9292565073320835,0.1111155652703448,1.9796421102731145,0.18325993085945072,3.3835559306140826,3.3578667726030913,0.048576598691703235,0.04866991477724903
D3,SYN019,PAIRED_NULL,BA,A,76,69,0.07074349266791634,0.9197319989462344,0.1075184075302471,2.0621700735450443,0.437157267007538,3.350836283685155,3.3292106600286977,0.04954241363861887,0.049447843699057636
D0,SYN020,PAIRED_NULL,BA,A,105,105,0.29966401048679914,0.9999999999999999,0.42707808265924724,15.949215777001537,5.252159251954391,3.188963444901398,2.865600517526193,0.07135501001820899,0.09778114629265451
D1,SYN020,PAIRED_NULL,BA,A,105,105,0.29966401048679914,0.9999999999999999,0.1267559118931983,5.818649759605841,7.640592822936437,3.188963444901398,3.202955847990278,0.07135501001820899,0.06661540013761454
D2,SYN020,PAIRED_NULL,BA,A,105,86,0.29966401048679914,0.7003359895132006,0.15169172049552407,7.866365773403589,10.561981090559918,2.844971137601519,2.865600517526193,0.10731952248079639,0.09778114629265451
D3,SYN020,PAIRED_NULL,BA,A,105,75,0.29966401048679914,0.5681626750696069,0.16025298500998686,6.807666497297275,8.727670925818165,2.672481231784033,2.6775161995002774,0.1339337815344069,0.12136748933621126
D0,SYN021,PAIRED_NULL,BA,A,161,161,0.01636758067490526,1.0,0.20153416818362155,6.086648904424323,7.895561728553822,4.3702009011489364,4.265471176004345,0.01746934765962922,0.01904298539802538
D1,SYN021,PAIRED_NULL,BA,A,161,161,0.01636758067490526,1.0,0.17923475470274106,3.035711106428536,1.5688654458114442,4.3702009011489364,4.279084546112896,0.01746934765962922,0.018690102276878093
D2,SYN021,PAIRED_NULL,BA,A,161,160,0.01636758067490526,0.9836324193250947,0.18073989213048952,3.5262497961769945,1.6797272917900021,4.357986805636484,4.265471176004344,0.017778674887445316,0.01904298539802538
D3,SYN021,PAIRED_NULL,BA,A,161,160,0.01636758067490526,0.9836324193250947,0.18073989213048952,3.5262497961769945,1.6797272917900021,4.357986805636484,4.265471176004344,0.017778674887445316,0.01904298539802538
D0,SYN022,PAIRED_NULL,BA,A,168,168,0.032128527594247766,1.0,0.2090068339137358,6.403948328428442,3.7569132481774656,4.431819532106332,4.2811909547510485,0.016573544167291687,0.018928880091237416
D1,SYN022,PAIRED_NULL,BA,A,168,168,0.032128527594247766,1.0,0.16441978358778048,6.610417268958108,7.713266483464913,4.431819532106332,4.307319135957767,0.016573544167291687,0.0182603466125746
D2,SYN022,PAIRED_NULL,BA,A,168,166,0.032128527594247766,0.9678714724057523,0.16715550397776496,6.520653238720645,7.80616784137622,4.4096263460762675,4.2811909547510485,0.017125237226433443,0.018928880091237416
D3,SYN022,PAIRED_NULL,BA,A,168,164,0.032128527594247766,0.9353177268128372,0.16871580912409517,5.8837669658039475,7.3800365034444635,4.387751801309843,4.262089591621319,0.01769612605810343,0.019439003022524787
D0,SYN023,PAIRED_NULL,BA,A,170,170,0.010697321075975411,1.0,0.16588448909505787,5.522074591430418,9.91678471418152,4.038687170326243,3.9141093404758873,0.029314883588095975,0.03269170277940134
D1,SYN023,PAIRED_NULL,BA,A,170,170,0.010697321075975411,1.0,0.14845901660357053,4.09180760819187,6.104515945463986,4.038687170326243,3.9340974855275963,0.029314883588095975,0.03211065237345184
D2,SYN023,PAIRED_NULL,BA,A,170,166,0.010697321075975411,0.9893026789240247,0.14924502969679956,4.298299207856514,6.068914746987275,4.019563767507341,3.914109340475887,0.029848882227861098,0.03269170277940134
D3,SYN023,PAIRED_NULL,BA,A,170,166,0.010697321075975411,0.9893026789240247,0.14924502969679956,4.298299207856514,6.068914746987275,4.019563767507341,3.914109340475887,0.029848882227861098,0.03269170277940134
D0,SYN024,PAIRED_NULL,BA,A,75,75,0.028354122026685875,0.9999999999999999,0.14595589840539508,6.710393106390779,3.2773694805851745,3.1274565354957815,3.0402594134253977,0.06472058258089491,0.07186037646581
D1,SYN024,PAIRED_NULL,BA,A,75,75,0.028354122026685875,0.9999999999999999,0.08330864287832128,3.3012844329138447,2.046442397503632,3.1274565354957815,3.082225454535023,0.06472058258089491,0.06877715384072301
D2,SYN024,PAIRED_NULL,BA,A,75,74,0.028354122026685875,0.971645877973314,0.08441485994701804,3.8933541734825434,2.038452412428561,3.085983343073449,3.0402594134253977,0.0677014263704579,0.07186037646581
D3,SYN024,PAIRED_NULL,BA,A,75,74,0.028354122026685875,0.971645877973314,0.08441485994701804,3.8933541734825434,2.038452412428561,3.085983343073449,3.0402594134253977,0.0677014263704579,0.07186037646581
D0,SYN025,PAIRED_NULL,BA,A,133,133,0.09290378760050108,0.9999999999999998,0.2603574419203302,36.20067668300451,55.51914867343961,3.8141924249742383,3.5926323213478213,0.03445635113567502,0.04250988293372836
D1,SYN025,PAIRED_NULL,BA,A,133,133,0.09290378760050108,0.9999999999999998,0.13874564421886257,6.145430740792494,8.665014382193448,3.8141924249742383,3.73513885270303,0.03445635113567502,0.03666097257411502
D2,SYN025,PAIRED_NULL,BA,A,133,122,0.09290378760050108,0.9070962123994989,0.14564100920546733,6.710686946751393,9.09884750543855,3.6793377642633653,3.5926323213478213,0.039872085064086515,0.04250988293372836
D3,SYN025,PAIRED_NULL,BA,A,133,121,0.09290378760050108,0.8849247799157669,0.1471372897162171,5.50585460078133,7.543821674545023,3.6537874831864596,3.5655318924913186,0.04126733925097554,0.0439049763567223
D0,SYN026,PAIRED_NULL,BA,A,133,133,0.015596607994912486,0.9999999999999999,0.1491569991996294,3.796377519034413,3.3356509051648287,3.3983991297583,3.240138218649953,0.06839807500262732,0.07734093089619697
D1,SYN026,PAIRED_NULL,BA,A,133,133,0.015596607994912486,0.9999999999999999,0.11960927247450012,2.4735379814717215,1.5526749455506512,3.3983991297583,3.2862991718791235,0.06839807500262732,0.07507561507685208
D2,SYN026,PAIRED_NULL,BA,A,133,127,0.015596607994912486,0.9844033920050873,0.12055138100270243,2.9164151220015637,1.5712757552209855,3.353910098371238,3.240138218649953,0.07045750270804828,0.07734093089619697
D3,SYN026,PAIRED_NULL,BA,A,133,121,0.015596607994912486,0.9712870914308296,0.11966281471168846,3.231770153731588,2.3684316122135014,3.3099893868509107,3.189514303346661,0.07231194145437538,0.0799730373350133
D0,SYN027,PAIRED_NULL,BA,A,147,147,0.0,0.9999999999999999,0.14929149762005997,5.1583241986542765,4.109918079134815,4.1267731576090325,4.092273129215796,0.022206333107750394,0.02204161205910945
D1,SYN027,PAIRED_NULL,BA,A,147,147,0.0,0.9999999999999999,0.14929149762005997,5.1583241986542765,4.109918079134815,4.1267731576090325,4.092273129215796,0.022206333107750394,0.02204161205910945
D2,SYN027,PAIRED_NULL,BA,A,147,147,0.0,0.9999999999999999,0.14929149762005997,5.158324198654276,4.109918079134796,4.126773157609033,4.092273129215796,0.0222063331077504,0.02204161205910945
D3,SYN027,PAIRED_NULL,BA,A,147,147,0.0,0.9999999999999999,0.14929149762005997,5.158324198654276,4.109918079134796,4.126773157609033,4.092273129215796,0.0222063331077504,0.02204161205910945
D0,SYN028,PAIRED_NULL,BA,A,175,175,0.009163635937682994,1.0,0.1673630963350902,6.722556386731845,6.448987670315503,4.265301771945297,4.149938255946324,0.0205821863373335,0.02202096760895693
D1,SYN028,PAIRED_NULL,BA,A,175,175,0.009163635937682994,1.0,0.15267039144101008,5.303973488431288,5.046146050960379,4.265301771945297,4.176548006946044,0.0205821863373335,0.021632625782672114
D2,SYN028,PAIRED_NULL,BA,A,175,171,0.009163635937682994,0.9908363640623171,0.1533821484390094,5.670089991005995,5.1251839659562055,4.24003797562381,4.149938255946324,0.02093991272699154,0.02202096760895693
D3,SYN028,PAIRED_NULL,BA,A,175,168,0.009163635937682994,0.9895865507152232,0.15307370291184733,5.640203354555798,5.114062291850221,4.2349556394127505,4.145926213642232,0.020991759553038405,0.02206795825299393
D0,SYN029,PAIRED_NULL,BA,A,136,136,0.02015352141167677,1.0,0.17517469442194517,6.398506719226169,6.268342916164836,3.620097477370115,3.574202224439472,0.04325586498044133,0.04467262013596319
D1,SYN029,PAIRED_NULL,BA,A,136,136,0.02015352141167677,1.0,0.14269470658350447,6.117534240785983,6.715991456130174,3.620097477370115,3.61482640827691,0.04325586498044133,0.043219233815910044
D2,SYN029,PAIRED_NULL,BA,A,136,126,0.02015352141167677,0.9798464785883234,0.144112692848117,6.274440859521715,6.9675282650156385,3.5787412151761613,3.5742022244394724,0.04475909549404649,0.04467262013596319
D3,SYN029,PAIRED_NULL,BA,A,136,121,0.02015352141167677,0.893346321430108,0.14748192245368058,6.7017205276304725,9.955766957789104,3.515271416865268,3.5306024765542805,0.04878053059134603,0.04724904395067548
D0,SYN030,PAIRED_NULL,BA,A,88,88,0.0,1.0,0.12065846199989172,3.4639281553572348,0.21427314977600798,3.5410546508154095,3.4700626925927436,0.040030716828477385,0.04341678104108125
D1,SYN030,PAIRED_NULL,BA,A,88,88,0.0,1.0,0.12065846199989172,3.4639281553572348,0.21427314977600798,3.5410546508154095,3.4700626925927436,0.040030716828477385,0.04341678104108125
D2,SYN030,PAIRED_NULL,BA,A,88,88,0.0,1.0,0.12065846199989172,3.4639281553572387,0.21427314977650472,3.5410546508154095,3.4700626925927436,0.04003071682847737,0.04341678104108125
D3,SYN030,PAIRED_NULL,BA,A,88,88,0.0,1.0,0.12065846199989172,3.4639281553572387,0.21427314977650472,3.5410546508154095,3.4700626925927436,0.04003071682847737,0.04341678104108125
D0,SYN031,PAIRED_NULL,BA,A,87,87,0.0,1.0,0.1345267660921183,4.073038815024049,4.354650609384906,3.2368497858329905,3.1606687746922795,0.0628799026518935,0.06602094961166471
D1,SYN031,PAIRED_NULL,BA,A,87,87,0.0,1.0,0.1345267660921183,4.073038815024049,4.354650609384906,3.2368497858329905,3.1606687746922795,0.0628799026518935,0.06602094961166471
D2,SYN031,PAIRED_NULL,BA,A,87,87,0.0,1.0,0.1345267660921183,4.073038815024048,4.354650609384977,3.2368497858329905,3.1606687746922795,0.06287990265189351,0.06602094961166471
D3,SYN031,PAIRED_NULL,BA,A,87,86,0.0,0.9997053505886017,0.13398791108009672,4.100550567336956,4.229927720799415,3.235112985479091,3.16066877469228,0.06291688721885431,0.06602094961166471
D0,SYN032,PAIRED_NULL,BA,A,169,169,0.08600908941150597,0.9999999999999999,0.26655411304127996,11.657297132476337,13.392359748773364,4.086108800752694,4.005133939433705,0.026087011107244058,0.02600508291638999
