state,synthetic_species_id,world,orientation,target_fold,original_support_cells,evaluated_support_cells,zero_opportunity_truth_mass_fraction_full_domain,latent_truth_mass_fraction_retained,hellinger_distance,sliced_wasserstein_km,centroid_displacement_km,true_entropy,estimated_entropy,true_concentration,estimated_concentration
D2,SYN067,STRONG,AB,B,109,109,0.0,1.0,0.09620205530663697,3.74861738786553,4.878203383799148,3.793969414050775,3.7803209175906933,0.03176509634085202,0.03139023495695843
D3,SYN067,STRONG,AB,B,109,109,0.0,1.0,0.09620205530663697,3.74861738786553,4.878203383799148,3.793969414050775,3.7803209175906933,0.03176509634085202,0.03139023495695843
D0,SYN068,STRONG,AB,B,69,69,0.0003360184443217333,1.0000000000000002,0.07221291876142269,1.7932443800186064,3.2941846586787125,3.138764523421764,3.1056939965254875,0.05978958560311777,0.060754490014821624
D1,SYN068,STRONG,AB,B,69,69,0.0003360184443217333,1.0000000000000002,0.0710340501323237,1.7968678923755728,3.3522900036240837,3.138764523421764,3.1076705676734426,0.05978958560311777,0.060713864744104895
D2,SYN068,STRONG,AB,B,69,68,0.0003360184443217333,0.9996639815556784,0.07104597385403988,1.8314619618227355,3.3535388699212167,3.13679499113309,3.105693996525487,0.059829673687203724,0.060754490014821624
D3,SYN068,STRONG,AB,B,69,66,0.0003360184443217333,0.997646803385466,0.07043628535175724,1.8721918582817496,3.474368592779884,3.128040228340702,3.0959270996294226,0.06006832870411326,0.061054390090863504
D0,SYN069,STRONG,AB,B,76,76,0.0,1.0,0.07744826789742025,5.0177729853650925,5.237116709845501,3.5268746581138446,3.561738358411326,0.045784059065546966,0.0429467070741622
D1,SYN069,STRONG,AB,B,76,76,0.0,1.0,0.07744826789742025,5.0177729853650925,5.237116709845501,3.5268746581138446,3.561738358411326,0.045784059065546966,0.0429467070741622
D2,SYN069,STRONG,AB,B,76,76,0.0,1.0,0.07744826789742025,5.0177729853650925,5.237116709845501,3.5268746581138446,3.561738358411326,0.045784059065546966,0.0429467070741622
D3,SYN069,STRONG,AB,B,76,76,0.0,1.0,0.07744826789742025,5.0177729853650925,5.237116709845501,3.5268746581138446,3.561738358411326,0.045784059065546966,0.0429467070741622
D0,SYN070,STRONG,AB,B,98,98,0.0,1.0,0.09664795186138216,2.181035895603827,0.8811112145226404,3.680561986595712,3.6613441627140553,0.03542908710405579,0.03519537154419953
D1,SYN070,STRONG,AB,B,98,98,0.0,1.0,0.09664795186138216,2.181035895603827,0.8811112145226404,3.680561986595712,3.6613441627140553,0.03542908710405579,0.03519537154419953
D2,SYN070,STRONG,AB,B,98,98,0.0,1.0,0.09664795186138216,2.181035895603827,0.8811112145226404,3.680561986595712,3.6613441627140553,0.03542908710405579,0.03519537154419953
D3,SYN070,STRONG,AB,B,98,98,0.0,1.0,0.09664795186138216,2.181035895603827,0.8811112145226404,3.680561986595712,3.6613441627140553,0.03542908710405579,0.03519537154419953
D0,SYN071,STRONG,AB,B,93,93,0.0016947247648731738,1.0,0.11002120476274181,3.19078085098812,4.084447966969184,3.7931900945214823,3.7904621778647436,0.030944160157629314,0.029253208081715366
D1,SYN071,STRONG,AB,B,93,93,0.0016947247648731738,1.0,0.10605339889042832,3.3110876118756383,4.325630301259949,3.7931900945214823,3.7966977863887523,0.030944160157629314,0.02915373313961682
D2,SYN071,STRONG,AB,B,93,92,0.0016947247648731738,0.9983052752351269,0.10614374522764358,3.3494428817202815,4.324319136088889,3.787102160287823,3.7904621778647436,0.031046429202258717,0.029253208081715366
D3,SYN071,STRONG,AB,B,93,89,0.0016947247648731738,0.9943111441913098,0.10543717461832897,3.7275771082651867,4.717146703473954,3.77177670411908,3.772554721557298,0.03129081350423809,0.02954185823343012
D0,SYN072,STRONG,AB,B,87,87,0.03968663798646785,1.0,0.16846118794958678,4.2956035010380935,2.5233800041198973,3.1657163170923686,3.0708260125068843,0.07651037459354451,0.07814944326716376
D1,SYN072,STRONG,AB,B,87,87,0.03968663798646785,1.0,0.0903843430485785,6.775021400333809,7.460506649811278,3.1657163170923686,3.156205477312696,0.07651037459354451,0.07269758217534329
D2,SYN072,STRONG,AB,B,87,84,0.03968663798646785,0.9603133620135323,0.09222501193343922,5.762306523679178,7.805163890723014,3.080400521109634,3.0708260125068847,0.08231998713766728,0.07814944326716376
D3,SYN072,STRONG,AB,B,87,80,0.03968663798646785,0.8451901867677921,0.09786837032831082,4.208795465735031,6.470665065631182,3.044078783034359,3.0386364546394726,0.08989121360477609,0.08393455092188506
D0,SYN001,STRONG,BA,A,142,142,0.01456737058368239,1.0,0.17632452087665065,5.9410301685888065,5.475410994073697,4.074298547053801,3.892097323842001,0.02474853392012693,0.028871996684520826
D1,SYN001,STRONG,BA,A,142,142,0.01456737058368239,1.0,0.15365068389087777,4.5017373538687275,3.342229926567156,4.074298547053801,3.9171443847663943,0.02474853392012693,0.028205351280958413
D2,SYN001,STRONG,BA,A,142,140,0.01456737058368239,0.9854326294163176,0.15477419523318672,5.096576250202649,3.36568578411068,4.05144162161934,3.8920973238420014,0.025318677887051673,0.028871996684520826
D3,SYN001,STRONG,BA,A,142,137,0.01456737058368239,0.984996608271957,0.15461461034608998,5.054556884970269,3.362164428668319,4.049100290685988,3.8896468839992906,0.025340973596092616,0.02890210342412458
D0,SYN002,STRONG,BA,A,65,65,0.0,0.9999999999999999,0.08601173532393531,2.933812423001837,2.9887561648023175,3.334547922349198,3.301624020034338,0.054854186684438755,0.056032943976648146
D1,SYN002,STRONG,BA,A,65,65,0.0,0.9999999999999999,0.08601173532393531,2.933812423001837,2.9887561648023175,3.334547922349198,3.301624020034338,0.054854186684438755,0.056032943976648146
D2,SYN002,STRONG,BA,A,65,65,0.0,0.9999999999999999,0.08601173532393531,2.933812423001837,2.9887561648023175,3.334547922349198,3.301624020034338,0.054854186684438755,0.056032943976648146
D3,SYN002,STRONG,BA,A,65,65,0.0,0.9999999999999999,0.08601173532393531,2.933812423001837,2.9887561648023175,3.334547922349198,3.301624020034338,0.054854186684438755,0.056032943976648146
D0,SYN003,STRONG,BA,A,175,175,0.0008435012703586149,1.0,0.16126045404977346,5.085913256232795,4.8422051344728505,3.9910630047636566,3.8545858169884024,0.03223603351469619,0.03618647898945282
D1,SYN003,STRONG,BA,A,175,175,0.0008435012703586149,1.0,0.1599127183564495,5.095302985598678,5.109218867737664,3.9910630047636566,3.8592119286491826,0.03223603351469619,0.03612397346511548
D2,SYN003,STRONG,BA,A,175,171,0.0008435012703586149,0.9991564987296415,0.1599809080727913,5.074673311727048,5.106030154844703,3.98665412246296,3.8545858169884024,0.0322902225762651,0.03618647898945282
D3,SYN003,STRONG,BA,A,175,170,0.0008435012703586149,0.998279896710588,0.159726164041146,4.997083706503712,4.8099150398313055,3.9830964316522643,3.847794738536354,0.03234618528692708,0.03632937759359163
D0,SYN004,STRONG,BA,A,148,148,0.0,0.9999999999999999,0.1367793440182265,3.027745964805668,2.7001698286231943,4.101888730650877,3.9932704386470266,0.024482113127460427,0.026751728533676224
D1,SYN004,STRONG,BA,A,148,148,0.0,0.9999999999999999,0.1367793440182265,3.027745964805668,2.7001698286231943,4.101888730650877,3.9932704386470266,0.024482113127460427,0.026751728533676224
D2,SYN004,STRONG,BA,A,148,148,0.0,0.9999999999999999,0.1367793440182265,3.027745964805668,2.7001698286231943,4.101888730650877,3.9932704386470266,0.024482113127460427,0.026751728533676224
D3,SYN004,STRONG,BA,A,148,148,0.0,0.9999999999999999,0.1367793440182265,3.027745964805668,2.7001698286231943,4.101888730650877,3.9932704386470266,0.024482113127460427,0.026751728533676224
D0,SYN005,STRONG,BA,A,140,140,0.025105563072921756,1.0,0.16939819495937106,6.172647763239149,6.8480561878633,4.078070371149677,4.009197226928164,0.025460824207712885,0.027604083014564074
D1,SYN005,STRONG,BA,A,140,140,0.025105563072921756,1.0,0.12595093421628545,3.065142293782208,1.7945137355506713,4.078070371149677,4.028095653101802,0.025460824207712885,0.026850165671854526
D2,SYN005,STRONG,BA,A,140,136,0.025105563072921756,0.9748944369270782,0.1275487804667242,3.232613023830022,1.769235808039572,4.060548830943245,4.009197226928164,0.02614418348984004,0.027604083014564074
D3,SYN005,STRONG,BA,A,140,134,0.025105563072921756,0.9581279065610766,0.12850212771602298,3.2307059362314643,1.6964029038687305,4.033567678067273,3.980314936270544,0.026871860898672873,0.028397435119925696
D0,SYN006,STRONG,BA,A,66,66,0.0002745657326295512,1.0000000000000002,0.11634137058360439,3.557499337924504,3.848192508489989,3.1920759122705515,3.1970035613695966,0.060108578177479915,0.05818028771176713
D1,SYN006,STRONG,BA,A,66,66,0.0002745657326295512,1.0000000000000002,0.11574199419886536,3.548678707376756,3.795223357893985,3.1920759122705515,3.1986356351924794,0.060108578177479915,0.05814879317141142
D2,SYN006,STRONG,BA,A,66,65,0.0002745657326295512,0.9997254342673707,0.11575777259480437,3.5352147464051877,3.7956363367233967,3.1904258390115743,3.1970035613695966,0.060141523860409274,0.05818028771176713
D3,SYN006,STRONG,BA,A,66,65,0.0002745657326295512,0.9997254342673707,0.11575777259480437,3.5352147464051877,3.7956363367233967,3.1904258390115743,3.1970035613695966,0.060141523860409274,0.05818028771176713
D0,SYN007,STRONG,BA,A,134,134,0.009243132419104856,1.0,0.15940739879219798,3.411840302156359,4.050919856588017,3.2393650073076348,3.110613016699298,0.07966250210209708,0.08197746159237065
D1,SYN007,STRONG,BA,A,134,134,0.009243132419104856,1.0,0.14380956399232292,3.0485795317452498,3.9378856646129425,3.2393650073076348,3.1504394541709324,0.07966250210209708,0.08046976076349954
D2,SYN007,STRONG,BA,A,134,126,0.009243132419104856,0.9907568675808953,0.14448225924087246,2.9307721462324405,3.975920187634359,3.200728775626166,3.110613016699298,0.08113737394848729,0.08197746159237065
D3,SYN007,STRONG,BA,A,134,122,0.009243132419104856,0.957377291385539,0.1439505609912682,3.002959652814391,4.1379729805373575,3.1348409935411357,3.052792147898163,0.08616003849379084,0.08563121334754402
D0,SYN008,STRONG,BA,A,122,122,0.00037306934003599406,0.9999999999999998,0.13695635843946508,4.24106649567522,4.16723623743882,4.10020036133893,4.0545960209681535,0.021966215527144936,0.02297229742549724
D1,SYN008,STRONG,BA,A,122,122,0.00037306934003599406,0.9999999999999998,0.13626068287025778,4.221874371518084,4.114199261302121,4.10020036133893,4.056432802984604,0.021966215527144936,0.0229549273920369
D2,SYN008,STRONG,BA,A,122,121,0.00037306934003599406,0.9996269306599638,0.13628630546132106,4.244986986078847,4.116855549977142,4.098411438541839,4.0545960209681535,0.021982475261952128,0.02297229742549724
D3,SYN008,STRONG,BA,A,122,121,0.00037306934003599406,0.9996269306599638,0.13628630546132106,4.244986986078847,4.116855549977142,4.098411438541839,4.0545960209681535,0.021982475261952128,0.02297229742549724
D0,SYN009,STRONG,BA,A,84,84,0.02676866017882653,0.9999999999999998,0.159611833835033,3.2902415565266336,3.429200611107605,3.014426629300741,2.9104496431646014,0.10744588475963998,0.11310163969437899
D1,SYN009,STRONG,BA,A,84,84,0.02676866017882653,0.9999999999999998,0.10889835123496072,1.8573157189741503,1.3747389299548503,3.014426629300741,2.9966119142566083,0.10744588475963998,0.10762115033162513
D2,SYN009,STRONG,BA,A,84,74,0.02676866017882653,0.9732313398211733,0.11029387700043912,2.0509985786468956,1.6993253292263257,2.9251650785290235,2.910449643164602,0.11323888638582141,0.11310163969437899
D3,SYN009,STRONG,BA,A,84,70,0.02676866017882653,0.918072290182402,0.11155179111925088,2.2829351361818158,1.9350139161873112,2.816419622920267,2.7963282625357864,0.12560379895280338,0.12499488773449258
D0,SYN010,STRONG,BA,A,104,104,0.0009368939450353612,0.9999999999999999,0.10912463122670621,5.293880535338593,7.712079005775924,3.556594452287252,3.5226231373821797,0.04415089328568364,0.04317607180822662
D1,SYN010,STRONG,BA,A,104,104,0.0009368939450353612,0.9999999999999999,0.10693084836622602,5.325895061752755,7.7057355947880035,3.556594452287252,3.527917720225568,0.04415089328568364,0.04309375904001989
D2,SYN010,STRONG,BA,A,104,100,0.0009368939450353612,0.9990631060549645,0.10698126482182782,5.276317959141577,7.713007821251293,3.551422548444998,3.5226231373821792,0.04423338298871243,0.04317607180822662
D3,SYN010,STRONG,BA,A,104,100,0.0009368939450353612,0.9990631060549645,0.10698126482182782,5.276317959141577,7.713007821251293,3.551422548444998,3.5226231373821792,0.04423338298871243,0.04317607180822662
D0,SYN011,STRONG,BA,A,123,123,9.913063469392721e-05,0.9999999999999999,0.12868031260076804,3.0553575575744443,0.9704700607411796,3.968274055356341,3.9391697786791346,0.02724387456050035,0.026515717651913635
D1,SYN011,STRONG,BA,A,123,123,9.913063469392721e-05,0.9999999999999999,0.1284849770489059,3.111484932459645,0.9304250827611423,3.968274055356341,3.93974952901873,0.02724387456050035,0.02651089540934753
D2,SYN011,STRONG,BA,A,123,122,9.913063469392721e-05,0.9999008693653061,0.1284907570322484,3.058613827347178,0.9269886279585179,3.9676543532673887,3.9391697786791346,0.02724926694009569,0.026515717651913635
D3,SYN011,STRONG,BA,A,123,122,9.913063469392721e-05,0.9999008693653061,0.1284907570322484,3.058613827347178,0.9269886279585179,3.9676543532673887,3.9391697786791346,0.02724926694009569,0.026515717651913635
D0,SYN012,STRONG,BA,A,156,156,0.002300821389069689,1.0,0.18607571411364882,4.168120287997568,3.3392135264928364,4.101538350802214,3.970359396412828,0.02790268511238867,0.028903627499354975
D1,SYN012,STRONG,BA,A,156,156,0.002300821389069689,1.0,0.1828482878949323,4.044609501275945,3.508519948811221,4.101538350802214,3.979768028967288,0.02790268511238867,0.028768705838391098
D2,SYN012,STRONG,BA,A,156,152,0.002300821389069689,0.9976991786109304,0.18306193648912808,4.15089142033121,3.510006770004681,4.092675553003286,3.970359396412828,0.02802865007727827,0.028903627499354975
D3,SYN012,STRONG,BA,A,156,150,0.002300821389069689,0.9936673606168589,0.18293007351274948,3.800109769883452,3.1212776465908703,4.08014707553828,3.961970531320632,0.028247974159854985,0.029027301252448755
D0,SYN013,STRONG,BA,A,127,127,0.005104551538631173,0.9999999999999998,0.1265155967049826,6.590994556462118,9.979515045573287,3.754056729417147,3.675000331916949,0.038929258297461064,0.04057949844001521
D1,SYN013,STRONG,BA,A,127,127,0.005104551538631173,0.9999999999999998,0.11583209436198202,6.542181772888783,9.752406802654836,3.754056729417147,3.697153388357068,0.038929258297461064,0.04017844274005588
D2,SYN013,STRONG,BA,A,127,119,0.005104551538631173,0.9948954484613686,0.11612543569827269,6.474534712078209,9.79890673103277,3.7318922377842125,3.675000331916949,0.039324513448327325,0.04057949844001521
D3,SYN013,STRONG,BA,A,127,118,0.005104551538631173,0.9942308435851909,0.11469720298274588,6.327497199313732,9.5826290380439,3.728831370767703,3.6750003319169484,0.03937665801301013,0.04057949844001521
D0,SYN014,STRONG,BA,A,125,125,0.0,1.0,0.1415652255715055,4.152854491144768,2.7679697093345133,3.7842007847202326,3.7071978880321743,0.033066524317219535,0.03370098901941381
D1,SYN014,STRONG,BA,A,125,125,0.0,1.0,0.1415652255715055,4.152854491144768,2.7679697093345133,3.7842007847202326,3.7071978880321743,0.033066524317219535,0.03370098901941381
D2,SYN014,STRONG,BA,A,125,125,0.0,1.0,0.1415652255715055,4.152854491144768,2.7679697093345133,3.7842007847202326,3.7071978880321743,0.033066524317219535,0.03370098901941381
D3,SYN014,STRONG,BA,A,125,125,0.0,1.0,0.1415652255715055,4.152854491144768,2.7679697093345133,3.7842007847202326,3.7071978880321743,0.033066524317219535,0.03370098901941381
D0,SYN015,STRONG,BA,A,166,166,0.005414952612712311,1.0,0.14715869685065874,3.467526107528172,4.138984059573574,4.0717811512719715,4.052089117796225,0.026730598765853528,0.025832792964512356
D1,SYN015,STRONG,BA,A,166,166,0.005414952612712311,1.0,0.13745430625795604,2.998732515124423,2.5380611796687194,4.0717811512719715,4.07462804230018,0.026730598765853528,0.02556094410489022
D2,SYN015,STRONG,BA,A,166,154,0.005414952612712311,0.9945850473872878,0.1378260922346464,3.1386462512969797,2.537392011538171,4.049070558594785,4.052089117796225,0.02701765983175444,0.025832792964512356
D3,SYN015,STRONG,BA,A,166,151,0.005414952612712311,0.9906652989407023,0.13622286394687322,3.2320100454048033,2.1431895517659476,4.036819074546298,4.042669042276028,0.027221380283798186,0.025967226800368774
D0,SYN016,STRONG,BA,A,103,103,0.01791505337555063,1.0,0.1606962529034226,4.614801289629532,5.728068945722747,3.3479873330201197,3.2684991997277892,0.07135879664314417,0.07458603109404749
D1,SYN016,STRONG,BA,A,103,103,0.01791505337555063,1.0,0.12913053020631485,3.5893722390583647,2.6689048927712986,3.3479873330201197,3.3281473241797137,0.07135879664314417,0.07204312733851521
D2,SYN016,STRONG,BA,A,103,94,0.01791505337555063,0.9820849466244495,0.13029982935939932,3.894669216586834,2.7021647243316513,3.288489812690431,3.2684991997277892,0.07388904934830406,0.07458603109404749
D3,SYN016,STRONG,BA,A,103,89,0.01791505337555063,0.9789449977327307,0.1230837170255062,3.6826857385347416,2.051432341091639,3.2733440541817993,3.25619694711048,0.07435999952375472,0.07501893033792871
D0,SYN017,STRONG,BA,A,168,168,0.0,0.9999999999999999,0.13695976083454883,5.492564529434193,8.192839055310579,4.143431467017391,4.091118039227392,0.024780601207551073,0.025431145615876203
D1,SYN017,STRONG,BA,A,168,168,0.0,0.9999999999999999,0.13695976083454883,5.492564529434193,8.192839055310579,4.143431467017391,4.091118039227392,0.024780601207551073,0.025431145615876203
D2,SYN017,STRONG,BA,A,168,168,0.0,0.9999999999999999,0.13695976083454883,5.492564529434191,8.192839055310749,4.1434314670173915,4.091118039227392,0.024780601207551083,0.025431145615876203
D3,SYN017,STRONG,BA,A,168,168,0.0,0.9999999999999999,0.13695976083454883,5.492564529434191,8.192839055310749,4.1434314670173915,4.091118039227392,0.024780601207551083,0.025431145615876203
D0,SYN018,STRONG,BA,A,66,66,0.001360892112001607,1.0,0.10225049048228828,1.6811852058380772,2.3349908496727196,3.0321024927979034,2.9739277005808686,0.07712691256957196,0.07995291908162983
D1,SYN018,STRONG,BA,A,66,66,0.001360892112001607,1.0,0.09883416109079948,1.5835831705814556,2.037516665646444,3.0321024927979034,2.980985436819637,0.07712691256957196,0.07974289897044952
D2,SYN018,STRONG,BA,A,66,64,0.001360892112001607,0.9986391078879984,0.09889966073149668,1.4772211212181625,2.031193192368937,3.024935853369241,2.9739277005808686,0.07733633426785841,0.07995291908162983
D3,SYN018,STRONG,BA,A,66,64,0.001360892112001607,0.9986391078879984,0.09889966073149668,1.4772211212181625,2.031193192368937,3.024935853369241,2.9739277005808686,0.07733633426785841,0.07995291908162983
D0,SYN019,STRONG,BA,A,76,76,0.006680299995994147,0.9999999999999999,0.12044974526419297,4.102500449638441,6.132458506312179,3.42535682873782,3.3589597346138484,0.046124115958640216,0.04747879198347161
D1,SYN019,STRONG,BA,A,76,76,0.006680299995994147,0.9999999999999999,0.10548427017467796,3.6522944674253894,5.818126465537295,3.42535682873782,3.384412030138615,0.046124115958640216,0.0468243595977125
D2,SYN019,STRONG,BA,A,76,72,0.006680299995994147,0.9933197000040059,0.10582941955338546,3.7785240441221677,5.878499459555145,3.401504173744041,3.3589597346138493,0.04672383934748675,0.04747879198347161
D3,SYN019,STRONG,BA,A,76,69,0.006680299995994147,0.9897558297222864,0.10230191289203946,4.1625535456689295,6.478190594069861,3.3861228874634746,3.350329567214492,0.04705618467749615,0.04765488889804908
D0,SYN020,STRONG,BA,A,105,105,0.1815386625578393,1.0,0.33212654789705537,12.909040398263373,16.585562411997735,3.188963444901398,3.0090044193225274,0.07135501001820901,0.07953466402436583
D1,SYN020,STRONG,BA,A,105,105,0.1815386625578393,1.0,0.11655896706761534,4.015415883192043,5.443670597649991,3.188963444901398,3.1730294403953367,0.07135501001820901,0.06851793201826206
D2,SYN020,STRONG,BA,A,105,86,0.1815386625578393,0.8184613374421607,0.1287497788041102,4.652417367798602,6.511204634068371,3.028926281090558,3.0090044193225274,0.08366377328860941,0.07953466402436583
D3,SYN020,STRONG,BA,A,105,75,0.1815386625578393,0.7224953152265995,0.12685979883467738,5.974200474007767,7.91923293002922,2.9183381687630843,2.9223231297943717,0.09570927779177277,0.08926866375235651
D0,SYN021,STRONG,BA,A,161,161,0.00022732536441824833,1.0,0.16789012085041688,5.520563643269969,7.480406763978831,4.3702009011489364,4.232401014875541,0.01746934765962923,0.01974234436815127
D1,SYN021,STRONG,BA,A,161,161,0.00022732536441824833,1.0,0.16754156978772225,5.475813083648644,7.404244098748867,4.3702009011489364,4.233593146517829,0.01746934765962923,0.01973323390009428
D2,SYN021,STRONG,BA,A,161,160,0.00022732536441824833,0.9997726746355818,0.1675607799616963,5.478310143753877,7.407498551180062,4.369059738086958,4.232401014875541,0.017477241120052927,0.01974234436815127
D3,SYN021,STRONG,BA,A,161,160,0.00022732536441824833,0.9997726746355818,0.1675607799616963,5.478310143753877,7.407498551180062,4.369059738086958,4.232401014875541,0.017477241120052927,0.01974234436815127
D0,SYN022,STRONG,BA,A,168,168,0.0009391752353022787,0.9999999999999998,0.159947320330729,4.6108711227735135,4.7323245001756495,4.431819532106331,4.386459532140821,0.016573544167291683,0.016137919504553032
D1,SYN022,STRONG,BA,A,168,168,0.0009391752353022787,0.9999999999999998,0.15843511806694416,4.571812285583748,4.502988036648984,4.431819532106331,4.390466034636129,0.016573544167291683,0.016108148053873277
D2,SYN022,STRONG,BA,A,168,166,0.0009391752353022787,0.9990608247646977,0.15850945912602465,4.545944000485684,4.506562117564606,4.427843019047306,4.386459532140821,0.016604276004426943,0.016137919504553032
D3,SYN022,STRONG,BA,A,168,164,0.0009391752353022787,0.9930597772232888,0.15840733999890289,4.454368839730922,4.517832568443892,4.416295486572632,4.376172336176534,0.01677316040580901,0.016293178221420172
D0,SYN023,STRONG,BA,A,170,170,0.0006258741358090178,1.0,0.15809397044622117,2.5993953899920386,0.9013473353757804,4.038687170326243,4.00067441516738,0.029314883588095975,0.028900544214974344
D1,SYN023,STRONG,BA,A,170,170,0.0006258741358090178,1.0,0.1570763687610301,2.628480390477509,0.7736097707228536,4.038687170326243,4.00409067437425,0.029314883588095975,0.028864495275973432
D2,SYN023,STRONG,BA,A,170,166,0.0006258741358090178,0.9993741258641912,0.15712556947268308,2.5891460920040874,0.7742122468491632,4.035295165157083,4.00067441516738,0.029351463525049887,0.028900544214974344
D3,SYN023,STRONG,BA,A,170,166,0.0006258741358090178,0.9993741258641912,0.15712556947268308,2.5891460920040874,0.7742122468491632,4.035295165157083,4.00067441516738,0.029351463525049887,0.028900544214974344
D0,SYN024,STRONG,BA,A,75,75,0.0005188925796015193,1.0000000000000002,0.0863101453773451,1.0789719025971836,1.865148218735629,3.1274565354957824,3.0986538006000894,0.06472058258089497,0.06441482981923097
D1,SYN024,STRONG,BA,A,75,75,0.0005188925796015193,1.0000000000000002,0.08478255882575711,1.0757386729381857,1.7075728059692998,3.1274565354957824,3.101519004058204,0.06472058258089497,0.06434742235565404
D2,SYN024,STRONG,BA,A,75,74,0.0005188925796015193,0.9994811074203988,0.08480464241641482,1.0558607914171965,1.7104207403204474,3.1246343203391613,3.0986538006000894,0.06478753142599002,0.06441482981923097
D3,SYN024,STRONG,BA,A,75,74,0.0005188925796015193,0.9994811074203988,0.08480464241641482,1.0558607914171965,1.7104207403204474,3.1246343203391613,3.0986538006000894,0.06478753142599002,0.06441482981923097
D0,SYN025,STRONG,BA,A,133,133,0.005411650185516862,1.0,0.15754445370178868,6.472610938933986,5.448963600911059,3.8141924249742383,3.6577729256153697,0.03445635113567502,0.03859767799142552
D1,SYN025,STRONG,BA,A,133,133,0.005411650185516862,1.0,0.1485036175645218,4.958464909740318,4.000767127941236,3.8141924249742383,3.6825598603559406,0.03445635113567502,0.03819761786510081
D2,SYN025,STRONG,BA,A,133,122,0.005411650185516862,0.9945883498144833,0.1488987269536165,5.111840010929515,3.9804294944954273,3.7895062245122797,3.6577729256153693,0.03482815734734164,0.03859767799142552
D3,SYN025,STRONG,BA,A,133,121,0.005411650185516862,0.9944074812258057,0.1485998261001922,5.006321376480546,3.947683492657883,3.788447155164508,3.6577729256153693,0.0348407949108148,0.03859767799142552
D0,SYN026,STRONG,BA,A,133,133,0.0025283587049986862,0.9999999999999999,0.148675251415932,7.205780745499424,11.353265171658627,3.3983991297582996,3.290471422470505,0.0683980750026273,0.06814863806140742
D1,SYN026,STRONG,BA,A,133,133,0.0025283587049986862,0.9999999999999999,0.1442651815319733,7.403393971305212,11.731954624019473,3.3983991297582996,3.30229356406897,0.0683980750026273,0.06779622572926983
D2,SYN026,STRONG,BA,A,133,127,0.0025283587049986862,0.9974716412950013,0.14444980333621088,7.247350000062232,11.748238299419876,3.3871443158265615,3.2904714224705045,0.06874132943839753,0.06814863806140742
D3,SYN026,STRONG,BA,A,133,121,0.0025283587049986862,0.9962490382165554,0.14247962301127406,7.284633884206039,11.994781382987101,3.380111158544209,3.2819150349701482,0.06890969144144865,0.06839458547503005
D0,SYN027,STRONG,BA,A,147,147,0.0,1.0,0.14832392925054133,7.251303769533354,8.477914027594773,4.1267731576090325,4.0995246051206164,0.0222063331077504,0.022012942317129285
D1,SYN027,STRONG,BA,A,147,147,0.0,1.0,0.14832392925054133,7.251303769533354,8.477914027594773,4.1267731576090325,4.0995246051206164,0.0222063331077504,0.022012942317129285
D2,SYN027,STRONG,BA,A,147,147,0.0,1.0,0.14832392925054133,7.251303769533354,8.477914027594773,4.1267731576090325,4.0995246051206164,0.0222063331077504,0.022012942317129285
D3,SYN027,STRONG,BA,A,147,147,0.0,1.0,0.14832392925054133,7.251303769533354,8.477914027594773,4.1267731576090325,4.0995246051206164,0.0222063331077504,0.022012942317129285
D0,SYN028,STRONG,BA,A,175,175,0.014077367536669525,1.0,0.16582912432289895,3.80044335871711,2.3913474598849467,4.265301771945297,4.169047697316253,0.020582186337333497,0.022547973434686255
D1,SYN028,STRONG,BA,A,175,175,0.014077367536669525,1.0,0.14246502433485225,2.344447694412431,0.27588622624191045,4.265301771945297,4.1928937536395745,0.020582186337333497,0.022063994158995646
D2,SYN028,STRONG,BA,A,175,171,0.014077367536669525,0.9859226324633306,0.14346094997722775,2.61501546047361,0.30656654177636394,4.24222373978597,4.169047697316252,0.021033014474141937,0.022547973434686255
D3,SYN028,STRONG,BA,A,175,168,0.014077367536669525,0.9852720413505434,0.14200228225912542,2.4836207796472904,0.4242545043234662,4.238924229109934,4.1645554121727075,0.02106060770038083,0.02260446940285936
D0,SYN029,STRONG,BA,A,136,136,0.020169389017519686,1.0,0.17167302755964128,3.880270356908486,4.415162777824517,3.6200974773701144,3.512321210104634,0.043255864980441316,0.046300898166071414
D1,SYN029,STRONG,BA,A,136,136,0.020169389017519686,1.0,0.13836655778951526,2.8198471926875066,3.5802359776784254,3.6200974773701144,3.5657810334679745,0.043255864980441316,0.04464556453919902
D2,SYN029,STRONG,BA,A,136,126,0.020169389017519686,0.9798306109824804,0.1397625034750162,2.9080675878906663,3.639890605893193,3.5669755636371034,3.512321210104634,0.044888789317629095,0.046300898166071414
D3,SYN029,STRONG,BA,A,136,121,0.020169389017519686,0.9785005186108722,0.13861080489862188,2.938478881384433,3.5308799012117906,3.559833611103182,3.508001609299178,0.04501024761542701,0.04639051421802094
D0,SYN030,STRONG,BA,A,88,88,0.0,1.0,0.09555525767496263,2.8911795419854536,3.4865406263661325,3.54105465081541,3.527059554152522,0.040030716828477385,0.039728378914505494
D1,SYN030,STRONG,BA,A,88,88,0.0,1.0,0.09555525767496263,2.8911795419854536,3.4865406263661325,3.54105465081541,3.527059554152522,0.040030716828477385,0.039728378914505494
D2,SYN030,STRONG,BA,A,88,88,0.0,1.0,0.09555525767496263,2.8911795419854536,3.4865406263661325,3.54105465081541,3.527059554152522,0.040030716828477385,0.039728378914505494
