state,matching_latent_reference,n_regime_orientation_summaries,state_separation_pp_median,matching_reference_separation_pp_median,distortion_vs_matching_reference_pp_median,movement_from_D0_toward_positive_pp_median,fraction_full_D0_to_A0_gap_removed_median,scientific_disposition,fraction_full_D0_to_A0_gap_removed_from_pooled_medians
A0_REF,A0_REF,6,6.05399724982147,6.05399724982147,0.0,32.339064308767725,1.0,NOT_ASSIGNED,1.0
D0,A0_REF,6,-26.285067058946254,6.05399724982147,-32.339064308767725,0.0,0.0,NOT_ASSIGNED,0.0
D1,A0_REF,6,-25.286054891159072,6.05399724982147,-31.34005214098054,0.9990121677871819,-0.004390149468381108,NOT_ASSIGNED,0.030891808069917814
D2,D2_A0_REF,6,-27.032620863446166,4.635440260146493,-31.66806112359266,-0.7475538044999119,-0.07384247772117816,NOT_ASSIGNED,-0.023116123501978877
D2_A0_REF,D2_A0_REF,6,4.635440260146493,4.635440260146493,0.0,30.92050731909275,0.9382684305000777,NOT_ASSIGNED,0.9561348783585436
D3,D3_A0_REF,6,-22.146548926554246,11.231045573323405,-33.377594499877645,4.138518132392008,0.10238276154239286,NOT_ASSIGNED,0.12797272341828328
D3_A0_REF,D3_A0_REF,6,11.231045573323405,11.231045573323405,0.0,37.51611263226966,1.1716559448434087,NOT_ASSIGNED,1.160086521801385
