world,orientation,n_species,minimum,q05,q25,median,q75,q95,maximum,species_with_any_zero_truth_mass
PAIRED_NULL,AB,72,0.0,0.0,0.0,0.0012186359683155447,0.015523209431172247,0.074492297814956,0.25339915044769284,43
PAIRED_NULL,BA,72,0.0,0.0,0.00013240061862359218,0.012162663997329369,0.04497728150733221,0.10938357712786435,0.29966401048679914,54
STRONG,AB,72,0.0,0.0,0.0,0.00036125051215725874,0.0035874999122173963,0.04382989164050672,0.11865502252951,43
STRONG,BA,72,0.0,0.0,7.434797602044541e-05,0.001765084349015661,0.009188782315277599,0.033914457353617936,0.1815386625578393,54
