candidate_id,frame_id,state_fips,state_abbr,state_name,fold,estimator_family,selected_panels,parent_design_block_count,represented_design_block_count,missing_design_block_count,parent_area_acres,constant_response_recovered_area_acres,full_area_recovery_ratio,missing_parent_area_acres,max_represented_stratum_calibration_relative_error,constant_identity_status,full_design_coverage_status,variance_estimable_block_count_n_ge2,full_evaluation_expns_reused_as_final_fold_weight,final_estimator_selected
T1_NH_A3-5_B1-2-4,T1,33,NH,New Hampshire,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-4,51,49,2,5940580.3,5894904.901431988,0.9923112900993845,45675.39856801182,1.405418876723571e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,48,0,0
T1_NJ_A3-4_B1-2-5,T1,34,NJ,New Jersey,A,TI_POOLED_SELECTED_PANELS,3-4,11,11,0,5000449.8,5000449.8,1.0,0.0,1.4592340316637469e-16,PASS,PASS,11,0,0
T1_NJ_A3-4_B1-2-5,T1,34,NJ,New Jersey,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-4,22,22,0,5000449.8,5000449.8,1.0,0.0,1.4988012510347275e-16,PASS,PASS,22,0,0
T1_NJ_A3-4_B1-2-5,T1,34,NJ,New Jersey,B,TI_POOLED_SELECTED_PANELS,1-2-5,11,11,0,5000449.8,5000449.8,1.0,0.0,1.1913333245231653e-16,PASS,PASS,11,0,0
T1_NJ_A3-4_B1-2-5,T1,34,NJ,New Jersey,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-5,33,33,0,5000449.8,5000449.8,1.0,0.0,1.4988012510347275e-16,PASS,PASS,33,0,0
T1_NM_A1-4_B2-3-5,T1,35,NM,New Mexico,A,TI_POOLED_SELECTED_PANELS,1-4,157,157,0,77816960.0,77816960.0,1.0,0.0,1.9836740143174624e-16,PASS,PASS,157,0,0
T1_NM_A1-4_B2-3-5,T1,35,NM,New Mexico,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-4,314,311,3,77816960.0,77670187.96225196,0.9981138811160442,146772.03774803877,1.647503405396253e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,296,0,0
T1_NM_A1-4_B2-3-5,T1,35,NM,New Mexico,B,TI_POOLED_SELECTED_PANELS,2-3-5,157,157,0,77816960.0,77816960.0,1.0,0.0,1.5931868967458174e-16,PASS,PASS,157,0,0
T1_NM_A1-4_B2-3-5,T1,35,NM,New Mexico,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3-5,471,468,3,77816960.0,77681680.9802204,0.9982615740864255,135279.01977959275,1.732927276863465e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,456,0,0
T1_NY_A3-5_B1-2-4,T1,36,NY,New York,A,TI_POOLED_SELECTED_PANELS,3-5,73,73,0,31429223.6,31429223.6,1.0,0.0,1.5073379160601334e-16,PASS,PASS,71,0,0
T1_NY_A3-5_B1-2-4,T1,36,NY,New York,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-5,146,141,5,31429223.6,31290389.301471785,0.9955826367111335,138834.29852821678,1.7171964056000457e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,130,0,0
T1_NY_A3-5_B1-2-4,T1,36,NY,New York,B,TI_POOLED_SELECTED_PANELS,1-2-4,73,73,0,31429223.6,31429223.6,1.0,0.0,1.2976450822261494e-16,PASS,PASS,72,0,0
T1_NY_A3-5_B1-2-4,T1,36,NY,New York,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-4,219,209,10,31429223.6,31220626.051901273,0.9933629430127339,208597.54809872806,1.9213185988560752e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,196,0,0
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,TI_POOLED_SELECTED_PANELS,4-5,22,22,0,34444233.5,34444233.5,1.0,0.0,1.434577179833313e-16,PASS,PASS,22,0,0
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,4-5,44,43,1,34444233.5,34423194.94808294,0.9993891995907802,21038.55191706121,1.4304890635593056e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,43,0,0
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,B,TI_POOLED_SELECTED_PANELS,1-2-3,22,22,0,34444233.5,34444233.5,1.0,0.0,1.3980741065195693e-16,PASS,PASS,22,0,0
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-3,66,66,0,34444233.5,34444233.5,1.0,0.0,1.4549260633003753e-16,PASS,PASS,64,0,0
T1_ND_A1-5_B2-3-4,T1,38,ND,North Dakota,A,TI_POOLED_SELECTED_PANELS,1-5,9,9,0,45246938.8,45246938.8,1.0,0.0,0.0,PASS,PASS,9,0,0
T1_ND_A1-5_B2-3-4,T1,38,ND,North Dakota,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-5,18,18,0,45246938.8,45246938.8,1.0,0.0,0.0,PASS,PASS,18,0,0
T1_ND_A1-5_B2-3-4,T1,38,ND,North Dakota,B,TI_POOLED_SELECTED_PANELS,2-3-4,9,9,0,45246938.8,45246938.8,1.0,0.0,0.0,PASS,PASS,9,0,0
T1_ND_A1-5_B2-3-4,T1,38,ND,North Dakota,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3-4,27,27,0,45246938.8,45246938.8,1.0,0.0,0.0,PASS,PASS,25,0,0
T1_OH_A1-5_B2-3-4,T1,39,OH,Ohio,A,TI_POOLED_SELECTED_PANELS,1-5,45,45,0,26448518.1,26448518.1,1.0,0.0,1.8087510933407576e-16,PASS,PASS,43,0,0
T1_OH_A1-5_B2-3-4,T1,39,OH,Ohio,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-5,90,87,3,26448518.1,26417174.1,0.9988149052479428,31344.0,1.738886866865385e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,80,0,0
T1_OH_A1-5_B2-3-4,T1,39,OH,Ohio,B,TI_POOLED_SELECTED_PANELS,2-3-4,45,45,0,26448518.1,26448518.1,1.0,0.0,1.375334579110466e-16,PASS,PASS,45,0,0
T1_OH_A1-5_B2-3-4,T1,39,OH,Ohio,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3-4,135,130,5,26448518.1,26378340.668523375,0.9973466403217265,70177.43147662655,1.738886866865385e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,123,0,0
T1_OK_A2-4_B1-3-5,T1,40,OK,Oklahoma,A,TI_POOLED_SELECTED_PANELS,2-4,26,26,0,44735345.18,44735345.18,1.0,0.0,1.6249007595074255e-16,PASS,PASS,26,0,0
T1_OK_A2-4_B1-3-5,T1,40,OK,Oklahoma,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-4,52,52,0,44735345.18,44735345.18,1.0,0.0,1.8257146556105105e-16,PASS,PASS,52,0,0
T1_OK_A2-4_B1-3-5,T1,40,OK,Oklahoma,B,TI_POOLED_SELECTED_PANELS,1-3-5,26,26,0,44735345.18,44735345.18,1.0,0.0,1.4694184329010113e-16,PASS,PASS,26,0,0
T1_OK_A2-4_B1-3-5,T1,40,OK,Oklahoma,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3-5,78,78,0,44735345.18,44735345.18,1.0,0.0,1.7189410752346136e-16,PASS,PASS,78,0,0
T1_OR_A1-2_B3-4-5,T1,41,OR,Oregon,A,TI_POOLED_SELECTED_PANELS,1-2,197,197,0,62962807.46,62962807.46,1.0,0.0,1.8472411319909546e-16,PASS,PASS,197,0,0
T1_OR_A1-2_B3-4-5,T1,41,OR,Oregon,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2,394,387,7,62962807.46,62692607.95530091,0.9957085855031045,270199.50469908863,1.746026795105313e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,369,0,0
T1_OR_A1-2_B3-4-5,T1,41,OR,Oregon,B,TI_POOLED_SELECTED_PANELS,3-4-5,197,197,0,62962807.46,62962807.46,1.0,0.0,1.8031398775725993e-16,PASS,PASS,197,0,0
T1_OR_A1-2_B3-4-5,T1,41,OR,Oregon,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-4-5,591,583,8,62962807.46,62789371.581139736,0.9972454233561544,173435.87886026502,1.7676941707015198e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,548,0,0
T1_PA_A2-4_B1-3-5,T1,42,PA,Pennsylvania,A,TI_POOLED_SELECTED_PANELS,2-4,61,61,0,28996035.9,28996035.9,1.0,0.0,1.707048623175719e-16,PASS,PASS,60,0,0
T1_PA_A2-4_B1-3-5,T1,42,PA,Pennsylvania,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-4,122,120,2,28996035.9,28918564.55,0.997328208922517,77471.34999999776,1.707048623175719e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,111,0,0
T1_PA_A2-4_B1-3-5,T1,42,PA,Pennsylvania,B,TI_POOLED_SELECTED_PANELS,1-3-5,61,61,0,28996035.9,28996035.9,1.0,0.0,1.3746586076414424e-16,PASS,PASS,59,0,0
T1_PA_A2-4_B1-3-5,T1,42,PA,Pennsylvania,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3-5,183,171,12,28996035.9,28817738.153867703,0.9938509613263276,178297.74613229558,1.707048623175719e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,158,0,0
T1_RI_A4-5_B1-2-3,T1,44,RI,Rhode Island,A,TI_POOLED_SELECTED_PANELS,4-5,8,8,0,781730.1,781730.1,1.0,0.0,1.4032533336691505e-16,PASS,PASS,8,0,0
T1_RI_A4-5_B1-2-3,T1,44,RI,Rhode Island,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,4-5,16,15,1,781730.1,757995.7208376155,0.9696386525702613,23734.37916238443,0.0,PASS,CONDITIONAL_MISSING_PANEL_STRATA,15,0,0
T1_RI_A4-5_B1-2-3,T1,44,RI,Rhode Island,B,TI_POOLED_SELECTED_PANELS,1-2-3,8,8,0,781730.1,781730.1,1.0,0.0,0.0,PASS,PASS,8,0,0
T1_RI_A4-5_B1-2-3,T1,44,RI,Rhode Island,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-3,24,24,0,781730.1,781730.1,1.0,0.0,1.3006833479354348e-16,PASS,PASS,22,0,0
T1_SC_A2-5_B1-3-4,T1,45,SC,South Carolina,A,TI_POOLED_SELECTED_PANELS,2-5,13,13,0,20493135.509999998,20493135.51,1.0000000000000002,-3.725290298461914e-09,1.6183557534345179e-16,PASS,PASS,13,0,0
T1_SC_A2-5_B1-3-4,T1,45,SC,South Carolina,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-5,26,26,0,20493135.509999998,20493135.509999998,1.0,0.0,1.6183557534345179e-16,PASS,PASS,26,0,0
T1_SC_A2-5_B1-3-4,T1,45,SC,South Carolina,B,TI_POOLED_SELECTED_PANELS,1-3-4,13,13,0,20493135.509999998,20493135.509999998,1.0,0.0,1.5645297160960541e-16,PASS,PASS,13,0,0
T1_SC_A2-5_B1-3-4,T1,45,SC,South Carolina,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3-4,39,39,0,20493135.509999998,20493135.509999998,1.0,0.0,1.6183557534345179e-16,PASS,PASS,39,0,0
T1_SD_A3-4_B1-2-5,T1,46,SD,South Dakota,A,TI_POOLED_SELECTED_PANELS,3-4,19,19,0,49353880.3,49353880.3,1.0,0.0,1.2895929553717684e-16,PASS,PASS,19,0,0
T1_SD_A3-4_B1-2-5,T1,46,SD,South Dakota,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-4,38,37,1,49353880.3,49310277.01117057,0.9991165175146437,43603.28882942349,1.2591876347925168e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,36,0,0
T1_SD_A3-4_B1-2-5,T1,46,SD,South Dakota,B,TI_POOLED_SELECTED_PANELS,1-2-5,19,19,0,49353880.3,49353880.3,1.0,0.0,1.3430903212843932e-16,PASS,PASS,19,0,0
T1_SD_A3-4_B1-2-5,T1,46,SD,South Dakota,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-5,57,55,2,49353880.3,49306599.59778608,0.9990420063847761,47280.70221392065,1.2591876347925168e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,50,0,0
T1_TN_A1-2_B3-4-5,T1,47,TN,Tennessee,A,TI_POOLED_SELECTED_PANELS,1-2,21,21,0,26971951.349999998,26971951.35,1.0000000000000002,-3.725290298461914e-09,1.2165697324918516e-16,PASS,PASS,21,0,0
T1_TN_A1-2_B3-4-5,T1,47,TN,Tennessee,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2,42,42,0,26971951.349999998,26971951.349999998,1.0,0.0,2.083869114039244e-16,PASS,PASS,42,0,0
T1_TN_A1-2_B3-4-5,T1,47,TN,Tennessee,B,TI_POOLED_SELECTED_PANELS,3-4-5,21,21,0,26971951.349999998,26971951.349999998,1.0,0.0,1.297544947388729e-16,PASS,PASS,21,0,0
T1_TN_A1-2_B3-4-5,T1,47,TN,Tennessee,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-4-5,63,62,1,26971951.349999998,26950718.57333333,0.9992127830726394,21232.776666667312,1.6956750211937106e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,62,0,0
T1_TX_A1-4_B2-3-5,T1,48,TX,Texas,A,TI_POOLED_SELECTED_PANELS,1-4,34,34,0,171901685.51000002,171901685.51000002,1.0,0.0,1.4959604364366675e-16,PASS,PASS,34,0,0
T1_TX_A1-4_B2-3-5,T1,48,TX,Texas,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-4,68,68,0,171901685.51000002,171901685.51000002,1.0,0.0,1.7132221213843217e-16,PASS,PASS,67,0,0
T1_TX_A1-4_B2-3-5,T1,48,TX,Texas,B,TI_POOLED_SELECTED_PANELS,2-3-5,34,34,0,171901685.51000002,171901685.51000002,1.0,0.0,0.0,PASS,PASS,34,0,0
T1_TX_A1-4_B2-3-5,T1,48,TX,Texas,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3-5,102,102,0,171901685.51000002,171901685.51,0.9999999999999998,2.9802322387695312e-08,1.7132221213843217e-16,PASS,PASS,100,0,0
T1_UT_A1-4_B2-3-5,T1,49,UT,Utah,A,TI_POOLED_SELECTED_PANELS,1-4,135,135,0,54335029.0,54335029.0,1.0,0.0,1.5067486963541844e-16,PASS,PASS,135,0,0
T1_UT_A1-4_B2-3-5,T1,49,UT,Utah,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-4,270,267,3,54335029.0,54197459.457605034,0.9974681242482641,137569.5423949659,1.4497433028270756e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,257,0,0
T1_UT_A1-4_B2-3-5,T1,49,UT,Utah,B,TI_POOLED_SELECTED_PANELS,2-3-5,135,135,0,54335029.0,54335029.0,1.0,0.0,1.7326609265231875e-16,PASS,PASS,135,0,0
T1_UT_A1-4_B2-3-5,T1,49,UT,Utah,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3-5,405,400,5,54335029.0,54218050.667458415,0.9978470917436781,116978.33254158497,1.2434877358143005e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,385,0,0
T1_VT_A2-4_B1-3-5,T1,50,VT,Vermont,A,TI_POOLED_SELECTED_PANELS,2-4,17,17,0,6153028.8,6153028.8,1.0,0.0,1.5403346101492628e-16,PASS,PASS,17,0,0
T1_VT_A2-4_B1-3-5,T1,50,VT,Vermont,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-4,34,32,2,6153028.8,6063713.661957959,0.9854843621011425,89315.1380420411,1.286191172675784e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,31,0,0
T1_VT_A2-4_B1-3-5,T1,50,VT,Vermont,B,TI_POOLED_SELECTED_PANELS,1-3-5,17,17,0,6153028.8,6153028.8,1.0,0.0,1.286191172675784e-16,PASS,PASS,17,0,0
T1_VT_A2-4_B1-3-5,T1,50,VT,Vermont,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3-5,51,49,2,6153028.8,6092961.489497178,0.990237765423295,60067.31050282158,1.286191172675784e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,48,0,0
T1_VA_A2-5_B1-3-4,T1,51,VA,Virginia,A,TI_POOLED_SELECTED_PANELS,2-5,26,26,0,27375955.9,27375955.9,1.0,0.0,1.244243497229815e-16,PASS,PASS,25,0,0
T1_VA_A2-5_B1-3-4,T1,51,VA,Virginia,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-5,52,50,2,27375955.9,27357331.437497888,0.9993196780937936,18624.46250211075,1.4248311055634983e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,46,0,0
T1_VA_A2-5_B1-3-4,T1,51,VA,Virginia,B,TI_POOLED_SELECTED_PANELS,1-3-4,26,26,0,27375955.9,27375955.9,1.0,0.0,1.4248311055634983e-16,PASS,PASS,26,0,0
T1_VA_A2-5_B1-3-4,T1,51,VA,Virginia,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3-4,78,75,3,27375955.9,27333324.76047789,0.9984427524767415,42631.13952210918,1.5457234538040385e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,72,0,0
T1_WA_A4-5_B1-2-3,T1,53,WA,Washington,A,TI_POOLED_SELECTED_PANELS,4-5,160,160,0,45630365.71,45630365.71,1.0,0.0,1.974357996644812e-16,PASS,PASS,157,0,0
T1_WA_A4-5_B1-2-3,T1,53,WA,Washington,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,4-5,320,312,8,45630365.71,45370273.16138743,0.9943000117451267,260092.54861257225,1.709919111554324e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,291,0,0
T1_WA_A4-5_B1-2-3,T1,53,WA,Washington,B,TI_POOLED_SELECTED_PANELS,1-2-3,160,160,0,45630365.71,45630365.71,1.0,0.0,1.632171862385282e-16,PASS,PASS,160,0,0
T1_WA_A4-5_B1-2-3,T1,53,WA,Washington,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-3,480,468,12,45630365.71,45254896.64401,0.9917715087278445,375469.06599000096,1.7506773297678627e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,425,0,0
T1_WV_A3-5_B1-2-4,T1,54,WV,West Virginia,A,TI_POOLED_SELECTED_PANELS,3-5,26,26,0,15507055.9,15507055.9,1.0,0.0,0.0,PASS,PASS,26,0,0
T1_WV_A3-5_B1-2-4,T1,54,WV,West Virginia,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-5,52,51,1,15507055.9,15495548.5,0.9992579249037208,11507.400000000373,1.7382934788812573e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,48,0,0
T1_WV_A3-5_B1-2-4,T1,54,WV,West Virginia,B,TI_POOLED_SELECTED_PANELS,1-2-4,26,25,1,15507055.9,15484041.1,0.9985158498074415,23014.800000000745,1.572001448467214e-16,PASS,CONDITIONAL_MISSING_STRATA,25,0,0
T1_WV_A3-5_B1-2-4,T1,54,WV,West Virginia,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-4,78,72,6,15507055.9,15403375.161587749,0.9933139637155592,103680.7384122517,1.637261377850006e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,70,0,0
T1_WI_A1-2_B3-4-5,T1,55,WI,Wisconsin,A,TI_POOLED_SELECTED_PANELS,1-2,62,62,0,35928998.7,35928998.699999996,0.9999999999999998,7.450580596923828e-09,2.0897901610839917e-16,PASS,PASS,62,0,0
T1_WI_A1-2_B3-4-5,T1,55,WI,Wisconsin,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2,124,123,1,35928998.7,35904174.55010978,0.9993090776033727,24824.149890221655,2.0897901610839917e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,120,0,0
T1_WI_A1-2_B3-4-5,T1,55,WI,Wisconsin,B,TI_POOLED_SELECTED_PANELS,3-4-5,62,62,0,35928998.7,35928998.7,1.0,0.0,1.278542972571559e-16,PASS,PASS,62,0,0
T1_WI_A1-2_B3-4-5,T1,55,WI,Wisconsin,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-4-5,186,186,0,35928998.7,35928998.699999996,0.9999999999999998,7.450580596923828e-09,1.76690660709603e-16,PASS,PASS,182,0,0
T1_WY_A1-3_B2-4-5,T1,56,WY,Wyoming,A,TI_POOLED_SELECTED_PANELS,1-3,96,96,0,62600430.0,62600430.0,1.0,0.0,1.666384990580364e-16,PASS,PASS,96,0,0
T1_WY_A1-3_B2-4-5,T1,56,WY,Wyoming,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3,192,191,1,62600430.0,62526785.5,0.9988235783683914,73644.5,1.3841044461805417e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,174,0,0
T1_WY_A1-3_B2-4-5,T1,56,WY,Wyoming,B,TI_POOLED_SELECTED_PANELS,2-4-5,96,96,0,62600430.0,62600430.0,1.0,0.0,1.6691042497769556e-16,PASS,PASS,96,0,0
T1_WY_A1-3_B2-4-5,T1,56,WY,Wyoming,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-4-5,288,281,7,62600430.0,62395418.70253919,0.996725081641439,205011.29746080935,1.957957310166455e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,271,0,0
T2_AL_A3-4_B1-2-5,T2,01,AL,Alabama,A,TI_POOLED_SELECTED_PANELS,3-4,25,25,0,33548846.19,33548846.19,1.0,0.0,1.6011048359102595e-16,PASS,PASS,25,0,0
T2_AL_A3-4_B1-2-5,T2,01,AL,Alabama,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-4,50,50,0,33548846.19,33548846.19,1.0,0.0,1.6011048359102595e-16,PASS,PASS,50,0,0
T2_AL_A3-4_B1-2-5,T2,01,AL,Alabama,B,TI_POOLED_SELECTED_PANELS,1-2-5,25,25,0,33548846.19,33548846.19,1.0,0.0,1.6229824424920702e-16,PASS,PASS,25,0,0
T2_AL_A3-4_B1-2-5,T2,01,AL,Alabama,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-5,75,75,0,33548846.19,33548846.189999998,0.9999999999999999,3.725290298461914e-09,1.7706598567660459e-16,PASS,PASS,75,0,0
T2_AZ_A1-3_B2-4-5,T2,04,AZ,Arizona,A,TI_POOLED_SELECTED_PANELS,1-3,75,75,0,72958623.0,72958623.0,1.0,0.0,1.2255123033151928e-16,PASS,PASS,75,0,0
T2_AZ_A1-3_B2-4-5,T2,04,AZ,Arizona,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3,150,150,0,72958623.0,72958623.0,1.0,0.0,1.66361802950687e-16,PASS,PASS,149,0,0
T2_AZ_A1-3_B2-4-5,T2,04,AZ,Arizona,B,TI_POOLED_SELECTED_PANELS,2-4-5,75,75,0,72958623.0,72958623.0,1.0,0.0,1.5458766825299213e-16,PASS,PASS,75,0,0
T2_AZ_A1-3_B2-4-5,T2,04,AZ,Arizona,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-4-5,225,223,2,72958623.0,72887446.33333333,0.9990244242045704,71176.66666667163,1.9683138400297604e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,215,0,0
T2_AR_A1-2_B3-4-5,T2,05,AR,Arkansas,A,TI_POOLED_SELECTED_PANELS,1-2,28,28,0,34034243.04,34034243.04,1.0,0.0,1.4275331305414895e-16,PASS,PASS,28,0,0
T2_AR_A1-2_B3-4-5,T2,05,AR,Arkansas,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2,56,56,0,34034243.04,34034243.04,1.0,0.0,1.6562349333519712e-16,PASS,PASS,56,0,0
T2_AR_A1-2_B3-4-5,T2,05,AR,Arkansas,B,TI_POOLED_SELECTED_PANELS,3-4-5,28,28,0,34034243.04,34034243.04,1.0,0.0,1.8707476712592184e-16,PASS,PASS,28,0,0
T2_AR_A1-2_B3-4-5,T2,05,AR,Arkansas,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-4-5,84,84,0,34034243.04,34034243.04,1.0,0.0,1.4275331305414895e-16,PASS,PASS,84,0,0
T2_CO_A2-4_B1-3-5,T2,08,CO,Colorado,A,TI_POOLED_SELECTED_PANELS,2-4,222,222,0,66619618.0,66619618.0,1.0,0.0,1.7477247275431372e-16,PASS,PASS,221,0,0
T2_CO_A2-4_B1-3-5,T2,08,CO,Colorado,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-4,444,437,7,66619618.0,66345387.9690965,0.9958836445008811,274230.0309035033,1.918142253723198e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,413,0,0
T2_CO_A2-4_B1-3-5,T2,08,CO,Colorado,B,TI_POOLED_SELECTED_PANELS,1-3-5,222,222,0,66619618.0,66619618.0,1.0,0.0,1.5576873504995562e-16,PASS,PASS,222,0,0
T2_CO_A2-4_B1-3-5,T2,08,CO,Colorado,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3-5,666,654,12,66619618.0,66273063.704023436,0.994798014363028,346554.2959765643,1.601346933601708e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,625,0,0
T2_CT_A4-5_B1-2-3,T2,09,CT,Connecticut,A,TI_POOLED_SELECTED_PANELS,4-5,8,8,0,3203694.5,3203694.5,1.0,0.0,2.0119214585958582e-16,PASS,PASS,8,0,0
T2_CT_A4-5_B1-2-3,T2,09,CT,Connecticut,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,4-5,16,16,0,3203694.5,3203694.5,1.0,0.0,2.0119214585958582e-16,PASS,PASS,14,0,0
T2_CT_A4-5_B1-2-3,T2,09,CT,Connecticut,B,TI_POOLED_SELECTED_PANELS,1-2-3,8,8,0,3203694.5,3203694.5,1.0,0.0,0.0,PASS,PASS,8,0,0
T2_CT_A4-5_B1-2-3,T2,09,CT,Connecticut,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-3,24,24,0,3203694.5,3203694.5,1.0,0.0,1.2333516845566375e-16,PASS,PASS,23,0,0
T2_DE_A3-5_B1-2-4,T2,10,DE,Delaware,A,TI_POOLED_SELECTED_PANELS,3-5,7,7,0,1296281.3,1296281.3,1.0,0.0,0.0,PASS,PASS,7,0,0
T2_DE_A3-5_B1-2-4,T2,10,DE,Delaware,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-5,14,14,0,1296281.3,1296281.3,1.0,0.0,0.0,PASS,PASS,13,0,0
T2_DE_A3-5_B1-2-4,T2,10,DE,Delaware,B,TI_POOLED_SELECTED_PANELS,1-2-4,7,7,0,1296281.3,1296281.3,1.0,0.0,0.0,PASS,PASS,7,0,0
T2_DE_A3-5_B1-2-4,T2,10,DE,Delaware,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-4,21,21,0,1296281.3,1296281.3,1.0,0.0,1.8610535943651474e-16,PASS,PASS,19,0,0
