candidate_id,frame_id,state_fips,state_abbr,state_name,fold,estimator_family,selected_panels,parent_design_block_count,represented_design_block_count,missing_design_block_count,parent_area_acres,constant_response_recovered_area_acres,full_area_recovery_ratio,missing_parent_area_acres,max_represented_stratum_calibration_relative_error,constant_identity_status,full_design_coverage_status,variance_estimable_block_count_n_ge2,full_evaluation_expns_reused_as_final_fold_weight,final_estimator_selected
T2_FL_A3-4_B1-2-5,T2,12,FL,Florida,A,TI_POOLED_SELECTED_PANELS,3-4,24,24,0,42084580.29,42084580.29,1.0,0.0,1.4529169802474712e-16,PASS,PASS,24,0,0
T2_FL_A3-4_B1-2-5,T2,12,FL,Florida,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-4,48,48,0,42084580.29,42084580.29,1.0,0.0,1.6890784596701813e-16,PASS,PASS,48,0,0
T2_FL_A3-4_B1-2-5,T2,12,FL,Florida,B,TI_POOLED_SELECTED_PANELS,1-2-5,24,24,0,42084580.29,42084580.29,1.0,0.0,1.6478121611413337e-16,PASS,PASS,24,0,0
T2_FL_A3-4_B1-2-5,T2,12,FL,Florida,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-5,72,72,0,42084580.29,42084580.29,1.0,0.0,1.4529169802474712e-16,PASS,PASS,72,0,0
T2_GA_A3-5_B1-2-4,T2,13,GA,Georgia,A,TI_POOLED_SELECTED_PANELS,3-5,23,23,0,38032097.81,38032097.81,1.0,0.0,1.766723009008695e-16,PASS,PASS,23,0,0
T2_GA_A3-5_B1-2-4,T2,13,GA,Georgia,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-5,46,46,0,38032097.81,38032097.81,1.0,0.0,1.766723009008695e-16,PASS,PASS,45,0,0
T2_GA_A3-5_B1-2-4,T2,13,GA,Georgia,B,TI_POOLED_SELECTED_PANELS,1-2-4,23,23,0,38032097.81,38032097.81,1.0,0.0,1.6122144430752599e-16,PASS,PASS,23,0,0
T2_GA_A3-5_B1-2-4,T2,13,GA,Georgia,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-4,69,69,0,38032097.81,38032097.809999995,0.9999999999999998,7.450580596923828e-09,1.766723009008695e-16,PASS,PASS,68,0,0
T2_ID_A1-4_B2-3-5,T2,16,ID,Idaho,A,TI_POOLED_SELECTED_PANELS,1-4,147,147,0,53484642.0,53484642.0,1.0,0.0,1.589851986055594e-16,PASS,PASS,147,0,0
T2_ID_A1-4_B2-3-5,T2,16,ID,Idaho,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-4,294,290,4,53484642.0,53316134.45097788,0.9968494217644361,168507.54902212322,1.5938275049811617e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,279,0,0
T2_ID_A1-4_B2-3-5,T2,16,ID,Idaho,B,TI_POOLED_SELECTED_PANELS,2-3-5,147,147,0,53484642.0,53484642.0,1.0,0.0,1.7570509908100808e-16,PASS,PASS,147,0,0
T2_ID_A1-4_B2-3-5,T2,16,ID,Idaho,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3-5,441,432,9,53484642.0,53236131.27154941,0.9953536058360344,248510.72845058888,1.8216906291819403e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,410,0,0
T2_IL_A3-5_B1-2-4,T2,17,IL,Illinois,A,TI_POOLED_SELECTED_PANELS,3-5,27,27,0,36057165.1,36057165.1,1.0,0.0,1.2729751286594737e-16,PASS,PASS,27,0,0
T2_IL_A3-5_B1-2-4,T2,17,IL,Illinois,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-5,54,53,1,36057165.1,35993619.88975196,0.9982376537347902,63545.21024803817,1.3835340636490417e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,50,0,0
T2_IL_A3-5_B1-2-4,T2,17,IL,Illinois,B,TI_POOLED_SELECTED_PANELS,1-2-4,27,27,0,36057165.1,36057165.1,1.0,0.0,1.3345564195309262e-16,PASS,PASS,27,0,0
T2_IL_A3-5_B1-2-4,T2,17,IL,Illinois,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-4,81,80,1,36057165.1,36028557.93333333,0.9992066163108683,28607.166666671634,1.3835340636490417e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,76,0,0
T2_IN_A3-5_B1-2-4,T2,18,IN,Indiana,A,TI_POOLED_SELECTED_PANELS,3-5,34,34,0,23157078.299999997,23157078.299999997,1.0,0.0,1.2722939802033611e-16,PASS,PASS,31,0,0
T2_IN_A3-5_B1-2-4,T2,18,IN,Indiana,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-5,68,63,5,23157078.299999997,23029237.964312762,0.9944794272390038,127840.335687235,1.4605659558060732e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,56,0,0
T2_IN_A3-5_B1-2-4,T2,18,IN,Indiana,B,TI_POOLED_SELECTED_PANELS,1-2-4,34,34,0,23157078.299999997,23157078.299999997,1.0,0.0,1.7086972139968096e-16,PASS,PASS,34,0,0
T2_IN_A3-5_B1-2-4,T2,18,IN,Indiana,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-4,102,101,1,23157078.299999997,23153163.866666663,0.9998309616920312,3914.4333333335817,1.7401378043302155e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,87,0,0
T2_IA_A1-4_B2-3-5,T2,19,IA,Iowa,A,TI_POOLED_SELECTED_PANELS,1-4,29,29,0,36013524.4,36013524.4,1.0,0.0,1.2795873904646511e-16,PASS,PASS,28,0,0
T2_IA_A1-4_B2-3-5,T2,19,IA,Iowa,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-4,58,55,3,36013524.4,35951783.84152925,0.9982856285381847,61740.558470748365,0.0,PASS,CONDITIONAL_MISSING_PANEL_STRATA,48,0,0
T2_IA_A1-4_B2-3-5,T2,19,IA,Iowa,B,TI_POOLED_SELECTED_PANELS,2-3-5,29,29,0,36013524.4,36013524.4,1.0,0.0,1.3657056264098824e-16,PASS,PASS,29,0,0
T2_IA_A1-4_B2-3-5,T2,19,IA,Iowa,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3-5,87,83,4,36013524.4,35940049.01416165,0.9979597835240377,73475.38583835214,1.3657056264098824e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,78,0,0
T2_KS_A1-5_B2-3-4,T2,20,KS,Kansas,A,TI_POOLED_SELECTED_PANELS,1-5,22,22,0,52657279.3,52657279.3,1.0,0.0,0.0,PASS,PASS,22,0,0
T2_KS_A1-5_B2-3-4,T2,20,KS,Kansas,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-5,44,43,1,52657279.3,52601691.830941655,0.9989443535671175,55587.46905834228,1.4582480177813236e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,39,0,0
T2_KS_A1-5_B2-3-4,T2,20,KS,Kansas,B,TI_POOLED_SELECTED_PANELS,2-3-4,22,22,0,52657279.3,52657279.300000004,1.0000000000000002,-7.450580596923828e-09,1.5575147621954632e-16,PASS,PASS,22,0,0
T2_KS_A1-5_B2-3-4,T2,20,KS,Kansas,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3-4,66,66,0,52657279.3,52657279.3,1.0,0.0,1.315279935028015e-16,PASS,PASS,61,0,0
T2_KY_A2-3_B1-4-5,T2,21,KY,Kentucky,A,TI_POOLED_SELECTED_PANELS,2-3,29,29,0,25860092.06,25860092.06,1.0,0.0,1.5427393890295658e-16,PASS,PASS,29,0,0
T2_KY_A2-3_B1-4-5,T2,21,KY,Kentucky,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3,58,58,0,25860092.06,25860092.06,1.0,0.0,1.589225983587443e-16,PASS,PASS,57,0,0
T2_KY_A2-3_B1-4-5,T2,21,KY,Kentucky,B,TI_POOLED_SELECTED_PANELS,1-4-5,29,29,0,25860092.06,25860092.06,1.0,0.0,1.169815145933709e-16,PASS,PASS,29,0,0
T2_KY_A2-3_B1-4-5,T2,21,KY,Kentucky,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-4-5,87,87,0,25860092.06,25860092.06,1.0,0.0,1.6809363689684967e-16,PASS,PASS,87,0,0
T2_LA_A3-5_B1-2-4,T2,22,LA,Louisiana,A,TI_POOLED_SELECTED_PANELS,3-5,26,26,0,33520164.38,33520164.38,1.0,0.0,1.1814427792961634e-16,PASS,PASS,26,0,0
T2_LA_A3-5_B1-2-4,T2,22,LA,Louisiana,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-5,52,52,0,33520164.38,33520164.38,1.0,0.0,1.334468695730999e-16,PASS,PASS,52,0,0
T2_LA_A3-5_B1-2-4,T2,22,LA,Louisiana,B,TI_POOLED_SELECTED_PANELS,1-2-4,26,26,0,33520164.38,33520164.38,1.0,0.0,1.4325950653889782e-16,PASS,PASS,26,0,0
T2_LA_A3-5_B1-2-4,T2,22,LA,Louisiana,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-4,78,78,0,33520164.38,33520164.38,1.0,0.0,1.455713619858543e-16,PASS,PASS,78,0,0
T2_ME_A1-5_B2-3-4,T2,23,ME,Maine,A,TI_POOLED_SELECTED_PANELS,1-5,63,63,0,21199748.7,21199748.7,1.0,0.0,1.776106104638033e-16,PASS,PASS,63,0,0
T2_ME_A1-5_B2-3-4,T2,23,ME,Maine,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-5,126,125,1,21199748.7,21145707.65,0.9974508636510394,54041.050000000745,1.6044485589280885e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,117,0,0
T2_ME_A1-5_B2-3-4,T2,23,ME,Maine,B,TI_POOLED_SELECTED_PANELS,2-3-4,63,63,0,21199748.7,21199748.7,1.0,0.0,1.511300857324991e-16,PASS,PASS,63,0,0
T2_ME_A1-5_B2-3-4,T2,23,ME,Maine,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3-4,189,186,3,21199748.7,21079946.08219156,0.9943488661349821,119802.61780843884,1.5146167538662506e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,177,0,0
T2_MD_A1-5_B2-3-4,T2,24,MD,Maryland,A,TI_POOLED_SELECTED_PANELS,1-5,25,25,0,6690527.0,6690527.0,1.0,0.0,1.2836315931491192e-16,PASS,PASS,25,0,0
T2_MD_A1-5_B2-3-4,T2,24,MD,Maryland,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-5,50,49,1,6690527.0,6662185.7,0.995763965977568,28341.299999999814,1.5952953521404615e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,45,0,0
T2_MD_A1-5_B2-3-4,T2,24,MD,Maryland,B,TI_POOLED_SELECTED_PANELS,2-3-4,25,25,0,6690527.0,6690527.0,1.0,0.0,1.5953213605003117e-16,PASS,PASS,25,0,0
T2_MD_A1-5_B2-3-4,T2,24,MD,Maryland,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3-4,75,74,1,6690527.0,6664346.456364243,0.9960869235509017,26180.54363575671,1.510722789394359e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,71,0,0
T2_MA_A2-4_B1-3-5,T2,25,MA,Massachusetts,A,TI_POOLED_SELECTED_PANELS,2-4,10,10,0,5288557.5,5288557.5,1.0,0.0,1.9976673851845262e-16,PASS,PASS,10,0,0
T2_MA_A2-4_B1-3-5,T2,25,MA,Massachusetts,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-4,20,20,0,5288557.5,5288557.5,1.0,0.0,1.6407215590267194e-16,PASS,PASS,19,0,0
T2_MA_A2-4_B1-3-5,T2,25,MA,Massachusetts,B,TI_POOLED_SELECTED_PANELS,1-3-5,10,10,0,5288557.5,5288557.5,1.0,0.0,0.0,PASS,PASS,10,0,0
T2_MA_A2-4_B1-3-5,T2,25,MA,Massachusetts,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3-5,30,29,1,5288557.5,5262318.328217143,0.9950385011824383,26239.171782856807,1.4023833365007434e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,28,0,0
T2_MI_A2-4_B1-3-5,T2,26,MI,Michigan,A,TI_POOLED_SELECTED_PANELS,2-4,57,57,0,37385029.9,37385029.9,1.0,0.0,1.2048419175122484e-16,PASS,PASS,57,0,0
T2_MI_A2-4_B1-3-5,T2,26,MI,Michigan,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-4,114,114,0,37385029.9,37385029.9,1.0,0.0,1.7757894657180867e-16,PASS,PASS,114,0,0
T2_MI_A2-4_B1-3-5,T2,26,MI,Michigan,B,TI_POOLED_SELECTED_PANELS,1-3-5,57,57,0,37385029.9,37385029.9,1.0,0.0,1.7757894657180867e-16,PASS,PASS,57,0,0
T2_MI_A2-4_B1-3-5,T2,26,MI,Michigan,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3-5,171,171,0,37385029.9,37385029.9,1.0,0.0,1.7757894657180867e-16,PASS,PASS,166,0,0
T2_MN_A2-3_B1-4-5,T2,27,MN,Minnesota,A,TI_POOLED_SELECTED_PANELS,2-3,57,57,0,54010347.7,54010347.7,1.0,0.0,1.3482714396209633e-16,PASS,PASS,57,0,0
T2_MN_A2-3_B1-4-5,T2,27,MN,Minnesota,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3,114,114,0,54010347.7,54010347.7,1.0,0.0,1.6117245077243063e-16,PASS,PASS,114,0,0
T2_MN_A2-3_B1-4-5,T2,27,MN,Minnesota,B,TI_POOLED_SELECTED_PANELS,1-4-5,57,57,0,54010347.7,54010347.7,1.0,0.0,1.570628902419183e-16,PASS,PASS,57,0,0
T2_MN_A2-3_B1-4-5,T2,27,MN,Minnesota,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-4-5,171,171,0,54010347.7,54010347.699999996,0.9999999999999999,7.450580596923828e-09,1.6207167230140652e-16,PASS,PASS,169,0,0
T2_MS_A4-5_B1-2-3,T2,28,MS,Mississippi,A,TI_POOLED_SELECTED_PANELS,4-5,21,21,0,31001949.25,31001949.25,1.0,0.0,0.0,PASS,PASS,21,0,0
T2_MS_A4-5_B1-2-3,T2,28,MS,Mississippi,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,4-5,42,42,0,31001949.25,31001949.25,1.0,0.0,1.3556562059021686e-16,PASS,PASS,42,0,0
T2_MS_A4-5_B1-2-3,T2,28,MS,Mississippi,B,TI_POOLED_SELECTED_PANELS,1-2-3,21,21,0,31001949.25,31001949.25,1.0,0.0,1.8878977816974047e-16,PASS,PASS,21,0,0
T2_MS_A4-5_B1-2-3,T2,28,MS,Mississippi,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-3,63,63,0,31001949.25,31001949.25,1.0,0.0,1.802302383946172e-16,PASS,PASS,63,0,0
T2_MO_A4-5_B1-2-3,T2,29,MO,Missouri,A,TI_POOLED_SELECTED_PANELS,4-5,46,46,0,44610858.5,44610858.5,1.0,0.0,1.4742718823801317e-16,PASS,PASS,45,0,0
T2_MO_A4-5_B1-2-3,T2,29,MO,Missouri,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,4-5,92,91,1,44610858.5,44600703.5,0.999772364838036,10155.0,1.3944579262568578e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,86,0,0
T2_MO_A4-5_B1-2-3,T2,29,MO,Missouri,B,TI_POOLED_SELECTED_PANELS,1-2-3,46,46,0,44610858.5,44610858.5,1.0,0.0,1.342682416264649e-16,PASS,PASS,45,0,0
T2_MO_A4-5_B1-2-3,T2,29,MO,Missouri,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-3,138,134,4,44610858.5,44530386.76232938,0.9981961401242565,80471.73767062277,1.4226071695829354e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,127,0,0
T2_MT_A2-4_B1-3-5,T2,30,MT,Montana,A,TI_POOLED_SELECTED_PANELS,2-4,230,230,0,94106757.0,94106757.0,1.0,0.0,1.7867634496408498e-16,PASS,PASS,229,0,0
T2_MT_A2-4_B1-3-5,T2,30,MT,Montana,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-4,460,453,7,94106757.0,93740322.04458033,0.9961061780566971,366434.9554196745,1.6363727603259216e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,426,0,0
T2_MT_A2-4_B1-3-5,T2,30,MT,Montana,B,TI_POOLED_SELECTED_PANELS,1-3-5,230,230,0,94106757.0,94106757.0,1.0,0.0,1.867186145937878e-16,PASS,PASS,230,0,0
T2_MT_A2-4_B1-3-5,T2,30,MT,Montana,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3-5,690,677,13,94106757.0,93663653.30078167,0.9952914783874836,443103.69921833277,1.6696957430009231e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,639,0,0
T2_NE_A1-5_B2-3-4,T2,31,NE,Nebraska,A,TI_POOLED_SELECTED_PANELS,1-5,15,15,0,49506064.0,49506064.0,1.0,0.0,1.2476076930283213e-16,PASS,PASS,15,0,0
T2_NE_A1-5_B2-3-4,T2,31,NE,Nebraska,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-5,30,30,0,49506064.0,49506064.0,1.0,0.0,1.484093472336626e-16,PASS,PASS,28,0,0
T2_NE_A1-5_B2-3-4,T2,31,NE,Nebraska,B,TI_POOLED_SELECTED_PANELS,2-3-4,15,15,0,49506064.0,49506064.0,1.0,0.0,0.0,PASS,PASS,15,0,0
T2_NE_A1-5_B2-3-4,T2,31,NE,Nebraska,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3-4,45,44,1,49506064.0,49486157.3634648,0.9995978949864567,19906.636535197496,1.2476076930283213e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,42,0,0
T2_NV_A2-5_B1-3-4,T2,32,NV,Nevada,A,TI_POOLED_SELECTED_PANELS,2-5,60,60,0,67771361.0,67771361.0,1.0,0.0,1.14339852588102e-16,PASS,PASS,60,0,0
T2_NV_A2-5_B1-3-4,T2,32,NV,Nevada,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-5,120,119,1,67771361.0,67708258.4764117,0.9990688910085737,63102.52358829975,1.14339852588102e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,116,0,0
T2_NV_A2-5_B1-3-4,T2,32,NV,Nevada,B,TI_POOLED_SELECTED_PANELS,1-3-4,60,60,0,67771361.0,67771361.0,1.0,0.0,1.929251404844491e-16,PASS,PASS,60,0,0
T2_NV_A2-5_B1-3-4,T2,32,NV,Nevada,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3-4,180,179,1,67771361.0,67753814.33333333,0.9997410902421353,17546.666666671634,1.395378951161958e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,174,0,0
T2_NH_A1-4_B2-3-5,T2,33,NH,New Hampshire,A,TI_POOLED_SELECTED_PANELS,1-4,18,18,0,5940580.3,5940580.3,1.0,0.0,1.2102723401729134e-16,PASS,PASS,18,0,0
T2_NH_A1-4_B2-3-5,T2,33,NH,New Hampshire,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-4,36,34,2,5940580.3,5872067.202147983,0.9884669351490768,68513.0978520168,1.2118776602136381e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,33,0,0
T2_NH_A1-4_B2-3-5,T2,33,NH,New Hampshire,B,TI_POOLED_SELECTED_PANELS,2-3-5,18,18,0,5940580.3,5940580.3,1.0,0.0,1.4054188767235713e-16,PASS,PASS,18,0,0
T2_NH_A1-4_B2-3-5,T2,33,NH,New Hampshire,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3-5,54,54,0,5940580.3,5940580.3,1.0,0.0,1.5725423496449245e-16,PASS,PASS,52,0,0
T2_NJ_A3-4_B1-2-5,T2,34,NJ,New Jersey,A,TI_POOLED_SELECTED_PANELS,3-4,11,11,0,5000449.8,5000449.8,1.0,0.0,1.4988012510347275e-16,PASS,PASS,11,0,0
T2_NJ_A3-4_B1-2-5,T2,34,NJ,New Jersey,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-4,22,22,0,5000449.8,5000449.8,1.0,0.0,1.4988012510347275e-16,PASS,PASS,22,0,0
T2_NJ_A3-4_B1-2-5,T2,34,NJ,New Jersey,B,TI_POOLED_SELECTED_PANELS,1-2-5,11,11,0,5000449.8,5000449.8,1.0,0.0,1.2654971568975316e-16,PASS,PASS,11,0,0
T2_NJ_A3-4_B1-2-5,T2,34,NJ,New Jersey,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-5,33,33,0,5000449.8,5000449.8,1.0,0.0,1.4988012510347275e-16,PASS,PASS,33,0,0
T2_NM_A1-4_B2-3-5,T2,35,NM,New Mexico,A,TI_POOLED_SELECTED_PANELS,1-4,157,157,0,77816960.0,77816960.0,1.0,0.0,1.9836740143174624e-16,PASS,PASS,157,0,0
T2_NM_A1-4_B2-3-5,T2,35,NM,New Mexico,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-4,314,311,3,77816960.0,77670187.96225196,0.9981138811160442,146772.03774803877,1.647503405396253e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,296,0,0
T2_NM_A1-4_B2-3-5,T2,35,NM,New Mexico,B,TI_POOLED_SELECTED_PANELS,2-3-5,157,157,0,77816960.0,77816960.0,1.0,0.0,1.5931868967458174e-16,PASS,PASS,157,0,0
T2_NM_A1-4_B2-3-5,T2,35,NM,New Mexico,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3-5,471,468,3,77816960.0,77681680.9802204,0.9982615740864255,135279.01977959275,1.732927276863465e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,456,0,0
T2_NY_A1-3_B2-4-5,T2,36,NY,New York,A,TI_POOLED_SELECTED_PANELS,1-3,74,74,0,31429223.599999998,31429223.599999998,1.0,0.0,1.4254995647506766e-16,PASS,PASS,71,0,0
T2_NY_A1-3_B2-4-5,T2,36,NY,New York,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3,148,143,5,31429223.599999998,31272266.775413193,0.9950060228472585,156956.82458680496,1.5073379160601334e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,135,0,0
T2_NY_A1-3_B2-4-5,T2,36,NY,New York,B,TI_POOLED_SELECTED_PANELS,2-4-5,74,74,0,31429223.599999998,31429223.599999998,1.0,0.0,1.7171964056000457e-16,PASS,PASS,73,0,0
T2_NY_A1-3_B2-4-5,T2,36,NY,New York,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-4-5,222,214,8,31429223.599999998,31283464.234959144,0.9953622982579546,145759.36504085362,1.9213185988560752e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,195,0,0
T2_NC_A4-5_B1-2-3,T2,37,NC,North Carolina,A,TI_POOLED_SELECTED_PANELS,4-5,22,22,0,34444233.5,34444233.5,1.0,0.0,1.434577179833313e-16,PASS,PASS,22,0,0
T2_NC_A4-5_B1-2-3,T2,37,NC,North Carolina,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,4-5,44,43,1,34444233.5,34423194.948082946,0.9993891995907804,21038.55191705376,1.411830163931103e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,43,0,0
T2_NC_A4-5_B1-2-3,T2,37,NC,North Carolina,B,TI_POOLED_SELECTED_PANELS,1-2-3,22,22,0,34444233.5,34444233.5,1.0,0.0,1.3980741065195695e-16,PASS,PASS,22,0,0
T2_NC_A4-5_B1-2-3,T2,37,NC,North Carolina,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-3,66,66,0,34444233.5,34444233.5,1.0,0.0,1.4549260633003753e-16,PASS,PASS,64,0,0
T2_ND_A1-5_B2-3-4,T2,38,ND,North Dakota,A,TI_POOLED_SELECTED_PANELS,1-5,9,9,0,45246938.8,45246938.8,1.0,0.0,0.0,PASS,PASS,9,0,0
T2_ND_A1-5_B2-3-4,T2,38,ND,North Dakota,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-5,18,18,0,45246938.8,45246938.8,1.0,0.0,0.0,PASS,PASS,18,0,0
T2_ND_A1-5_B2-3-4,T2,38,ND,North Dakota,B,TI_POOLED_SELECTED_PANELS,2-3-4,9,9,0,45246938.8,45246938.8,1.0,0.0,0.0,PASS,PASS,9,0,0
T2_ND_A1-5_B2-3-4,T2,38,ND,North Dakota,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3-4,27,27,0,45246938.8,45246938.8,1.0,0.0,0.0,PASS,PASS,24,0,0
T2_OH_A1-4_B2-3-5,T2,39,OH,Ohio,A,TI_POOLED_SELECTED_PANELS,1-4,46,46,0,26448518.1,26448518.1,1.0,0.0,1.2570900022783406e-16,PASS,PASS,44,0,0
T2_OH_A1-4_B2-3-5,T2,39,OH,Ohio,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-4,92,89,3,26448518.1,26417174.1,0.9988149052479428,31344.0,1.738886866865385e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,83,0,0
T2_OH_A1-4_B2-3-5,T2,39,OH,Ohio,B,TI_POOLED_SELECTED_PANELS,2-3-5,46,46,0,26448518.1,26448518.1,1.0,0.0,1.2570900022783406e-16,PASS,PASS,46,0,0
T2_OH_A1-4_B2-3-5,T2,39,OH,Ohio,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3-5,138,134,4,26448518.1,26382283.501856707,0.9974957160967255,66234.59814329445,1.4779452286036527e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,122,0,0
T2_OK_A2-4_B1-3-5,T2,40,OK,Oklahoma,A,TI_POOLED_SELECTED_PANELS,2-4,26,26,0,44735345.18,44735345.18,1.0,0.0,1.4605671472642831e-16,PASS,PASS,26,0,0
T2_OK_A2-4_B1-3-5,T2,40,OK,Oklahoma,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-4,52,52,0,44735345.18,44735345.18,1.0,0.0,1.8257146556105105e-16,PASS,PASS,52,0,0
T2_OK_A2-4_B1-3-5,T2,40,OK,Oklahoma,B,TI_POOLED_SELECTED_PANELS,1-3-5,26,26,0,44735345.18,44735345.18,1.0,0.0,1.4694184329010113e-16,PASS,PASS,26,0,0
T2_OK_A2-4_B1-3-5,T2,40,OK,Oklahoma,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3-5,78,78,0,44735345.18,44735345.18,1.0,0.0,1.6802696256604323e-16,PASS,PASS,78,0,0
T2_PA_A1-4_B2-3-5,T2,42,PA,Pennsylvania,A,TI_POOLED_SELECTED_PANELS,1-4,61,61,0,28996035.9,28996035.900000002,1.0000000000000002,-3.725290298461914e-09,1.8563389668759244e-16,PASS,PASS,59,0,0
T2_PA_A1-4_B2-3-5,T2,42,PA,Pennsylvania,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-4,122,118,4,28996035.9,28925068.7,0.9975525206188616,70967.19999999925,1.707048623175719e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,109,0,0
