synthetic_species_id,world,orientation,target_fold,D3_support_cells,legal_target_fold_plots_in_support,plots_per_occupied_cell,target_fold_TI_sum_in_support,kish_effective_plot_information,mean_expected_total_tree_count,latent_concentration_D3,two_panel_plot_fraction,three_panel_plot_fraction,dominant_panel_role,E1_hellinger,E4_hellinger,E0_test_appearance_count,E5_test_appearance_count,individual_gain_missing_semantics,E0_individual_gain_pp_mean_over_test_appearances,E5_individual_gain_pp_mean_over_MC_and_test_appearances,E5_minus_E0_individual_gain_pp
SYN008,STRONG,AB,B,121,4234,34.99173553719008,44898378.58601204,3219.6899472582763,1457.31005859375,0.021982475261952128,0.0,1.0,3_PANEL,0.11193678358139278,0.006921352349108314,1,200,OBSERVED_IN_FROZEN_TEST_SPLITS,-49.5576537373541,-103.49668399839337,-53.939030261039264
SYN008,STRONG,BA,A,121,2885,23.84297520661157,45537046.23125384,2133.4125760383295,957.625,0.021982475261952128,1.0,0.0,2_PANEL,0.13628630546132106,0.007518859618577145,1,200,OBSERVED_IN_FROZEN_TEST_SPLITS,-49.5576537373541,-129.0150109083608,-79.4573571710067
SYN008,PAIRED_NULL,AB,B,121,4234,34.99173553719008,44898378.58601204,3219.6899472582763,1626.8699951171875,0.022123805927243095,0.0,1.0,3_PANEL,0.1279419587230815,0.007023865951482258,1,200,OBSERVED_IN_FROZEN_TEST_SPLITS,0.014327922815328686,-6.426472095560968,-6.440800018376297
SYN008,PAIRED_NULL,BA,A,121,2885,23.84297520661157,45537046.23125384,2133.4125760383295,1088.3349609375,0.022123805927243095,1.0,0.0,2_PANEL,0.12695395647341165,0.008429717853593966,1,200,OBSERVED_IN_FROZEN_TEST_SPLITS,0.014327922815328686,-4.8103814786238654,-4.824709401439194
SYN009,STRONG,AB,B,70,920,13.142857142857142,9760102.936514582,765.9830676491518,1409.9150390625,0.12560379895280338,0.0,1.0,3_PANEL,0.08424399162340702,0.005383429791629954,0,0,NO_FROZEN_TEST_APPEARANCE,nan,nan,nan
SYN009,STRONG,BA,A,70,609,8.7,9972723.662911918,504.64729585916723,1125.18994140625,0.12560379895280338,1.0,0.0,2_PANEL,0.11155179111925088,0.007163855997717453,0,0,NO_FROZEN_TEST_APPEARANCE,nan,nan,nan
SYN009,PAIRED_NULL,AB,B,70,920,13.142857142857142,9760102.936514582,765.9830676491518,1097.56494140625,0.12081928188371911,0.0,1.0,3_PANEL,0.10514773969201549,0.004905161545801153,0,0,NO_FROZEN_TEST_APPEARANCE,nan,nan,nan
SYN009,PAIRED_NULL,BA,A,70,609,8.7,9972723.662911918,504.64729585916723,830.0399780273438,0.12081928188371911,1.0,0.0,2_PANEL,0.12348728935162864,0.008057031891822027,0,0,NO_FROZEN_TEST_APPEARANCE,nan,nan,nan
SYN010,STRONG,AB,B,100,6632,66.32,37963209.66687665,4119.482410419186,2659.284912109375,0.04423338298871243,0.0,1.0,3_PANEL,0.08996682915304995,0.005542023226197826,0,0,NO_FROZEN_TEST_APPEARANCE,nan,nan,nan
SYN010,STRONG,BA,A,100,4425,44.25,38570321.09745017,2758.5678513891944,1758.4749755859375,0.04423338298871243,1.0,0.0,2_PANEL,0.10698126482182782,0.007370961590279201,0,0,NO_FROZEN_TEST_APPEARANCE,nan,nan,nan
SYN010,PAIRED_NULL,AB,B,100,6632,66.32,37963209.66687665,4119.482410419186,2641.574951171875,0.04428555586893981,0.0,1.0,3_PANEL,0.0873951892950313,0.005222013174513866,0,0,NO_FROZEN_TEST_APPEARANCE,nan,nan,nan
SYN010,PAIRED_NULL,BA,A,100,4425,44.25,38570321.09745017,2758.5678513891944,1685.469970703125,0.04428555586893981,1.0,0.0,2_PANEL,0.0940265453129368,0.007350979126724362,0,0,NO_FROZEN_TEST_APPEARANCE,nan,nan,nan
SYN011,STRONG,AB,B,122,5391,44.18852459016394,49961690.832607225,4532.0734592460685,1873.199951171875,0.02724926694009569,0.0,1.0,3_PANEL,0.08950792176533139,0.007013564428209904,0,0,NO_FROZEN_TEST_APPEARANCE,nan,nan,nan
SYN011,STRONG,BA,A,122,3616,29.639344262295083,51142154.83342633,2954.396639847595,1214.39501953125,0.02724926694009569,1.0,0.0,2_PANEL,0.1284907570322484,0.007563194667464002,0,0,NO_FROZEN_TEST_APPEARANCE,nan,nan,nan
SYN011,PAIRED_NULL,AB,B,122,5391,44.18852459016394,49961690.832607225,4532.0734592460685,1784.300048828125,0.027253464881815914,0.0,1.0,3_PANEL,0.10152418710773638,0.006067683479675788,0,0,NO_FROZEN_TEST_APPEARANCE,nan,nan,nan
SYN011,PAIRED_NULL,BA,A,122,3616,29.639344262295083,51142154.83342633,2954.396639847595,1171.5799560546875,0.027253464881815914,1.0,0.0,2_PANEL,0.1308687740888543,0.007777972416188394,0,0,NO_FROZEN_TEST_APPEARANCE,nan,nan,nan
SYN012,STRONG,AB,B,150,2941,19.606666666666666,34382879.603202716,2646.336383189413,1482.7099609375,0.028247974159854985,0.0,1.0,3_PANEL,0.12901420065290187,0.008153579472433017,2,400,OBSERVED_IN_FROZEN_TEST_SPLITS,45.8829769280781,-65.69258096507026,-111.57555789314836
SYN012,STRONG,BA,A,150,1925,12.833333333333334,33907897.30781047,1676.4395414505493,1005.2750244140625,0.028247974159854985,1.0,0.0,2_PANEL,0.18293007351274948,0.01083148227578229,2,400,OBSERVED_IN_FROZEN_TEST_SPLITS,45.8829769280781,-151.78402293418668,-197.6669998622648
SYN012,PAIRED_NULL,AB,B,150,2941,19.606666666666666,34382879.603202716,2646.336383189413,1338.405029296875,0.02691409150738436,0.0,1.0,3_PANEL,0.14169586666320974,0.009053194112075072,2,400,OBSERVED_IN_FROZEN_TEST_SPLITS,1.002386058140715,-7.199881728854163,-8.202267786994877
