state,synthetic_species_id,world,orientation,support_cells_D3,cell_mass_correlation,allocation_bias,relative_bias,allocation_rmse,relative_rmse,entropy_bias,concentration_bias,hellinger_distance,sliced_wasserstein_km,centroid_displacement_km,true_entropy,estimated_entropy,true_concentration,estimated_concentration
E0,SYN017,PAIRED_NULL,BA,168,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.143431467017391,4.143431467017391,0.024780601207551076,0.024780601207551076
E0,SYN018,STRONG,AB,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.024935853369241,3.024935853369241,0.07733633426785841,0.07733633426785841
E0,SYN018,STRONG,BA,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.024935853369241,3.024935853369241,0.07733633426785841,0.07733633426785841
E0,SYN018,PAIRED_NULL,AB,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0060431525768028,3.0060431525768028,0.07828197459900867,0.07828197459900867
E0,SYN018,PAIRED_NULL,BA,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0060431525768028,3.0060431525768028,0.07828197459900867,0.07828197459900867
E0,SYN019,STRONG,AB,69,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3861228874634746,3.3861228874634746,0.04705618467749615,0.04705618467749615
E0,SYN019,STRONG,BA,69,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3861228874634746,3.3861228874634746,0.04705618467749615,0.04705618467749615
E0,SYN019,PAIRED_NULL,AB,69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.350836283685155,3.350836283685155,0.04954241363861887,0.04954241363861887
E0,SYN019,PAIRED_NULL,BA,69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.350836283685155,3.350836283685155,0.04954241363861887,0.04954241363861887
E0,SYN020,STRONG,AB,75,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9183381687630843,2.9183381687630843,0.09570927779177277,0.09570927779177277
E0,SYN020,STRONG,BA,75,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9183381687630843,2.9183381687630843,0.09570927779177277,0.09570927779177277
E0,SYN020,PAIRED_NULL,AB,75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.672481231784033,2.672481231784033,0.1339337815344069,0.1339337815344069
E0,SYN020,PAIRED_NULL,BA,75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.672481231784033,2.672481231784033,0.1339337815344069,0.1339337815344069
E0,SYN021,STRONG,AB,160,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.369059738086958,4.369059738086958,0.017477241120052927,0.017477241120052927
E0,SYN021,STRONG,BA,160,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.369059738086958,4.369059738086958,0.017477241120052927,0.017477241120052927
E0,SYN021,PAIRED_NULL,AB,160,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.357986805636484,4.357986805636484,0.017778674887445316,0.017778674887445316
E0,SYN021,PAIRED_NULL,BA,160,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.357986805636484,4.357986805636484,0.017778674887445316,0.017778674887445316
E0,SYN022,STRONG,AB,164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.416295486572632,4.416295486572632,0.01677316040580901,0.01677316040580901
E0,SYN022,STRONG,BA,164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.416295486572632,4.416295486572632,0.01677316040580901,0.01677316040580901
E0,SYN022,PAIRED_NULL,AB,164,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.387751801309843,4.387751801309843,0.01769612605810343,0.01769612605810343
