K,block,start_realization,end_realization,orientation,strong_gain_pp,paired_null_gain_pp,separation_pp,strong_geometry_coverage,paired_null_geometry_coverage,STRONG_hellinger_median,PAIRED_NULL_hellinger_median,STRONG_sliced_wasserstein_km_median,PAIRED_NULL_sliced_wasserstein_km_median,STRONG_geometry_coverage_crosscheck,PAIRED_NULL_geometry_coverage_crosscheck,BA_minus_AB_separation_pp
1,68,68,68,BA,-16.98874464188677,4.412324563954423,-19.04735403821904,1.0,0.875,0.13197652443199132,0.1333076802818423,3.5851129816868523,4.191780430655938,1.0,0.875,-6.340463443933341
1,69,69,69,AB,-5.924374323058688,3.93705056882786,-10.801368845642246,1.0,0.875,0.11085621632515032,0.11354177988398852,2.959390433990026,3.72125213603365,1.0,0.875,-13.577393996700222
1,69,69,69,BA,-19.872862737262817,3.5351283522831807,-24.378762842342468,1.0,0.875,0.1342331620728967,0.13784138110913308,3.5630067269424326,4.556618032234254,1.0,0.875,-13.577393996700222
1,70,70,70,AB,-13.250273714293515,4.259473695928434,-17.13984376253883,1.0,0.875,0.10513648293583434,0.11086315164083271,2.849880816009176,3.6936244275371672,1.0,0.875,-8.274492802042818
1,70,70,70,BA,-21.332753438622888,2.5809645626058235,-25.41433656458165,0.9375,0.9375,0.13436510127673346,0.13571816505376716,3.669804462234228,4.309126444525041,0.9375,0.9375,-8.274492802042818
1,71,71,71,AB,-8.285277688117297,3.2459799262699587,-11.531257614387256,1.0,0.875,0.11147749513950331,0.11387364800069288,3.101865155543492,3.5403574660412502,1.0,0.875,-10.65502827771043
1,71,71,71,BA,-18.174490840598143,3.1970006128721993,-22.186285892097686,0.9375,0.875,0.13672299742809574,0.13921808339207387,3.4549815403070605,4.63756599870501,0.9375,0.875,-10.65502827771043
1,72,72,72,AB,-8.919027494092564,3.3033210338949046,-12.222348527987469,1.0,0.8125,0.11181822676092415,0.11279803800306985,2.955456292884103,3.9016497716305683,1.0,0.8125,-9.06672654244971
1,72,72,72,BA,-17.36758515312978,3.409889036261467,-21.28907507043718,0.9375,0.875,0.13948316836025076,0.13433993264449431,3.807029674374489,4.572160527826677,0.9375,0.875,-9.06672654244971
1,73,73,73,AB,-3.0988785415218345,4.057687306327318,-7.350035479973466,1.0,0.8125,0.11025984901081405,0.10999056606054164,2.8889771395737434,3.550417845900608,1.0,0.8125,-24.193430169730078
1,73,73,73,BA,-27.337674777846733,3.6579143423339793,-31.543465649703545,1.0,0.875,0.13661192866617886,0.1387288083153656,3.8988595205660737,4.21018045288865,1.0,0.875,-24.193430169730078
1,74,74,74,AB,-4.379574201682542,4.143351367678799,-8.522925569361341,1.0,0.875,0.11053295247566708,0.1131844471957423,2.932598103236062,3.5314868269676962,1.0,0.875,-24.135327837146306
1,74,74,74,BA,-28.471950446369313,3.596653943737351,-32.65825340650765,0.9375,0.875,0.12885192146015018,0.13482906914736958,3.530701083210305,4.611520971574587,0.9375,0.875,-24.135327837146306
1,75,75,75,AB,-14.066373093112194,4.957729988709105,-17.800962507137427,1.0,0.875,0.10956718078245453,0.11137940840411402,3.2061480378894567,3.5334152348719483,1.0,0.875,-13.030618151251666
1,75,75,75,BA,-28.452811696570254,2.736631606620521,-30.831580658389093,0.9375,0.875,0.13645292869746328,0.14152472202018881,3.992980445389147,4.671875634545065,0.9375,0.875,-13.030618151251666
1,76,76,76,AB,-7.655688186947135,4.88879296621218,-12.544481153159314,1.0,0.875,0.10830075131097201,0.10960900041869373,2.696637622876303,3.2943244426869125,1.0,0.875,-13.554765224085433
1,76,76,76,BA,-21.78912894014548,3.3992839643410657,-26.099246377244746,0.9375,0.875,0.13623153844243957,0.13618634375740557,3.7691585696422516,4.712709912043239,0.9375,0.875,-13.554765224085433
1,77,77,77,AB,-9.371356959690816,4.3648538517276405,-13.736210811418456,1.0,0.875,0.1085058944796172,0.11072975048674417,3.2592599663322024,3.794169291303315,1.0,0.875,-3.7169016845927096
1,77,77,77,BA,-12.910082372461176,2.513260047819604,-17.453112496011165,0.9375,0.9375,0.13311176742769293,0.13645275932365097,3.4981810338776747,4.4330139024320445,0.9375,0.9375,-3.7169016845927096
1,78,78,78,AB,-12.150081036826398,3.6958576994296255,-16.660214350581967,1.0,0.875,0.10760009072915393,0.10916123426514551,2.9760567688036863,3.3794950899381955,1.0,0.875,-12.754197983401838
1,78,78,78,BA,-24.65823827720859,3.1052386389787143,-29.414412333983805,0.9375,0.875,0.13282913773201271,0.13409353862323198,3.4360582387053684,4.413656059703447,0.9375,0.875,-12.754197983401838
1,79,79,79,AB,-10.47310958702805,1.8759194407774173,-12.349029027805468,1.0,0.8125,0.10704238848242292,0.11094940524921375,3.077368033791105,3.459490593566527,1.0,0.8125,-14.232054235158255
1,79,79,79,BA,-24.043778540820746,2.5373047221429785,-26.581083262963723,0.9375,0.875,0.13546876900200439,0.13495592087242902,3.6939727046836914,4.180852699641793,0.9375,0.875,-14.232054235158255
1,80,80,80,AB,-5.721159409023774,4.568779829107479,-10.915161755002256,1.0,0.875,0.11109976976621883,0.10945240092556419,3.1192118217876104,3.5603074271310406,1.0,0.875,-16.660998854330145
1,80,80,80,BA,-22.444445983757863,4.339379953614546,-27.5761606093324,0.9375,0.875,0.1300084052448482,0.1382220143493518,3.43221411454217,4.489349057123623,0.9375,0.875,-16.660998854330145
1,81,81,81,AB,-8.94344924463802,2.786284625091429,-11.729733869729449,1.0,0.875,0.11406760318633133,0.11096336752890873,3.1747644906901327,3.341094281404283,1.0,0.875,-11.864796178053458
1,81,81,81,BA,-22.784320228546054,3.065101644821681,-23.594530047782907,0.9375,0.875,0.1305491037070038,0.13618044578112767,3.6335005698569813,4.598262281984766,0.9375,0.875,-11.864796178053458
1,82,82,82,AB,-11.221505452081923,3.6139890622524233,-14.835494514334346,1.0,0.8125,0.10973971555247611,0.11648509558831216,3.026049345879467,3.4843693342818347,1.0,0.8125,-16.80958585011359
1,82,82,82,BA,-28.199427273449864,3.4456530909980705,-31.645080364447935,0.9375,0.875,0.13553754805727547,0.137819839189254,3.8687801598657736,4.517296328198166,0.9375,0.875,-16.80958585011359
1,83,83,83,AB,-9.655909929286507,3.099421255977339,-12.17617954460081,1.0,0.9375,0.10923731705016755,0.11031429742211554,3.256681549358107,3.991844326899473,1.0,0.9375,-12.229046269969594
1,83,83,83,BA,-24.121389331270496,3.614436719554287,-24.405225814570404,1.0,0.875,0.13282744712667177,0.13868901571484638,3.521396849238682,4.4022728580788115,1.0,0.875,-12.229046269969594
1,84,84,84,AB,-16.011758003087785,3.285708272374311,-19.614969301504317,1.0,0.8125,0.10991761975001954,0.11135011327266842,2.914088507314054,3.9353060772752957,1.0,0.8125,-5.3806187545689745
1,84,84,84,BA,-21.578653926324158,2.9294675864952615,-24.99558805607329,1.0,0.9375,0.1394792561767366,0.13621574836593112,3.5113481853448656,4.307254150751117,1.0,0.9375,-5.3806187545689745
1,85,85,85,AB,-8.624028938243624,3.8812500769918428,-12.620140589132397,1.0,0.875,0.10806108559429134,0.10822782391105856,3.1060881745284337,3.469515839591292,1.0,0.875,-11.42803943679656
1,85,85,85,BA,-19.639961373726962,3.0215276195246634,-24.048180025928957,1.0,0.9375,0.13312381385893904,0.13808207357340074,3.3873422964783,4.5662459150215415,1.0,0.9375,-11.42803943679656
1,86,86,86,AB,-14.034752930569178,3.2358013751124015,-17.27055430568158,1.0,0.875,0.1094774715114567,0.11198149664367393,3.1383703122258453,3.1282168786867395,1.0,0.875,-12.473032260607546
1,86,86,86,BA,-29.091240464964244,3.1026806800303635,-29.743586566289125,0.9375,0.875,0.13410933192121383,0.13738563836467124,3.6802240658310095,4.571364261416454,0.9375,0.875,-12.473032260607546
1,87,87,87,AB,-16.425681205076515,3.540797134029669,-20.432419243614284,1.0,0.875,0.11008355999330818,0.11232686451840346,3.2177144100416375,3.217027710158747,1.0,0.875,0.30963191374025456
1,87,87,87,BA,-15.808032124661505,3.4576869490112436,-20.12278732987403,1.0,0.875,0.13368095226886703,0.135652660867218,3.771760774750291,4.622773486064171,1.0,0.875,0.30963191374025456
1,88,88,88,AB,-6.866908661086494,3.2949139748293463,-11.360906439931135,1.0,0.875,0.10675491052872742,0.11466426589714826,3.0355724463896294,3.8873912381816105,1.0,0.875,-13.067006692503117
1,88,88,88,BA,-23.456988624696464,2.70074009081683,-24.427913132434252,1.0,0.875,0.1340974347360092,0.132081499424339,3.7171840800446354,4.57438924657489,1.0,0.875,-13.067006692503117
1,89,89,89,AB,-7.846590319925931,4.207354318256772,-11.996448970705305,1.0,0.875,0.10960716543076085,0.11026043790500593,3.179986517095179,3.8803573647674447,1.0,0.875,-15.704815141658631
1,89,89,89,BA,-25.244750235152935,2.758582893166721,-27.701264112363937,1.0,0.875,0.13181029995299903,0.1366829796986165,3.646996460511076,4.518054403426865,1.0,0.875,-15.704815141658631
1,90,90,90,AB,-11.764810612841332,3.978627007396321,-13.902153025583644,1.0,0.875,0.10836235213607813,0.11117272123265291,2.8903084914771764,3.9345852832117276,1.0,0.875,-6.205089391179634
1,90,90,90,BA,-14.89294580529721,4.136939890285673,-20.107242416763278,0.9375,0.875,0.13206541718267983,0.14006258177424896,3.7931226145308456,4.972874458360238,0.9375,0.875,-6.205089391179634
1,91,91,91,AB,-12.905182541301963,4.2471024850509576,-16.503464330324096,1.0,0.875,0.11110705265288212,0.11024162565220813,2.745199161551589,3.7594877217973055,1.0,0.875,-4.932102269277998
1,91,91,91,BA,-18.877544793154716,2.558021806447377,-21.435566599602094,1.0,0.875,0.1322441048258307,0.14210325388971715,3.4819261883696613,4.6555561978125155,1.0,0.875,-4.932102269277998
1,92,92,92,AB,-13.692743513538293,3.0353901652001465,-16.728133678738438,1.0,0.875,0.10888572046307651,0.11131983979408502,3.107519959982816,3.6139908780437904,1.0,0.875,-7.269710732967884
1,92,92,92,BA,-20.197351320606103,3.8004930911002197,-23.99784441170632,0.9375,0.875,0.13257410869652514,0.135005088974195,3.8129056478528804,4.449294773374161,0.9375,0.875,-7.269710732967884
1,93,93,93,AB,-13.086024431085999,3.8384748130904014,-14.84457907850139,1.0,0.8125,0.11083191219578428,0.11316429237985218,3.0344735779644822,4.012963580620935,1.0,0.8125,-15.996221021501587
1,93,93,93,BA,-25.610951286590236,3.15986991682255,-30.840800100002976,0.9375,0.875,0.13269236274272006,0.13638019991557254,3.788824329999496,4.574514644356228,0.9375,0.875,-15.996221021501587
1,94,94,94,AB,-11.826254736023765,3.8337877801442413,-17.06888343434411,1.0,0.875,0.10990408330625451,0.10999720877016797,2.9930647301839404,3.643667724848923,1.0,0.875,-6.037341940450752
1,94,94,94,BA,-19.310146251353274,3.7960791234415883,-23.10622537479486,1.0,0.875,0.13276903159919018,0.13579550066521553,3.6777956473098863,4.479104387730586,1.0,0.875,-6.037341940450752
1,95,95,95,AB,-8.952530100896956,4.8204951655707315,-14.488170438598967,1.0,0.875,0.11008227624060904,0.11205723774955453,2.987017498573067,3.8437944899002723,1.0,0.875,-9.15801460211377
1,95,95,95,BA,-18.750077590775188,3.782596956798505,-23.646185040712737,0.9375,0.875,0.13266282684654385,0.13861806939271282,3.659058198528126,4.555139977511117,0.9375,0.875,-9.15801460211377
1,96,96,96,AB,-13.915648843084355,3.3494969222897057,-17.278206766971138,1.0,0.875,0.10635848935595899,0.10868357234741521,3.179645886866802,3.4851006177791812,1.0,0.875,-10.026860216665309
1,96,96,96,BA,-26.017223427123678,3.2685328931168716,-27.305066983636447,0.9375,0.875,0.13361800756657832,0.13718747504098816,3.6979211846499225,4.8608166137509645,0.9375,0.875,-10.026860216665309
1,97,97,97,AB,-9.293774248669115,4.283096237085401,-13.576870485754515,1.0,0.875,0.11074273678893556,0.11122442291827189,2.9538560949596597,3.762718534202994,1.0,0.875,-14.236248817763254
1,97,97,97,BA,-24.12517347394276,3.687945829575009,-27.81311930351777,0.9375,0.875,0.1296711766929844,0.13476533376314587,3.6754036962846395,4.532677823540666,0.9375,0.875,-14.236248817763254
1,98,98,98,AB,-9.612624079362813,4.376848954764427,-13.98947303412724,1.0,0.8125,0.10910858074679977,0.1086545287231857,3.025382793740955,3.612348057670225,1.0,0.8125,-17.152971267823244
1,98,98,98,BA,-26.660523227980697,3.2947757398452993,-31.142444301950484,0.9375,0.875,0.13549272874788934,0.13813677150434084,3.977401303190452,4.9391812744470185,0.9375,0.875,-17.152971267823244
1,99,99,99,AB,-4.361264464248432,3.8530410114906184,-8.21430547573905,1.0,0.875,0.1104139660133396,0.11226302028086302,2.910656298503304,3.5211699266047085,1.0,0.875,-20.307761200056685
1,99,99,99,BA,-28.867104462678583,3.09843754684773,-28.522066675795735,0.9375,0.9375,0.1346049429986214,0.13297895429115755,3.7341326868623126,4.937594054309096,0.9375,0.9375,-20.307761200056685
1,100,100,100,AB,-5.145860466634369,4.368582321812703,-9.691259073076285,1.0,0.875,0.11074174807221457,0.11189739054695369,2.959158238783564,3.5402339141557624,1.0,0.875,-14.272405524974825
1,100,100,100,BA,-19.858153572436326,3.733885133407482,-23.96366459805111,0.9375,0.875,0.13150312997761215,0.13610687463383933,3.7992045774829224,4.748204041530897,0.9375,0.875,-14.272405524974825
1,101,101,101,AB,-13.779002662217737,3.3602334020923736,-17.04911547730836,1.0,0.9375,0.10855519046476307,0.1129606156204978,3.022462131823735,3.8201577069213832,1.0,0.9375,-4.769690245912006
1,101,101,101,BA,-17.944877742745525,3.8739279804748374,-21.818805723220365,0.9375,0.8125,0.1321133729356344,0.13030786281922924,3.657038253376152,4.6158392744594146,0.9375,0.8125,-4.769690245912006
1,102,102,102,AB,-11.542306269596207,4.167098448148434,-18.345074944418716,1.0,0.8125,0.1116434556779127,0.11015586765884577,2.9941253920542854,3.536870038922955,1.0,0.8125,-7.44901032321577
1,102,102,102,BA,-24.937802022296676,4.029243638204418,-25.794085267634486,1.0,0.875,0.13573375216373312,0.1361639801679993,3.4980761719528557,4.610593082463231,1.0,0.875,-7.44901032321577
1,103,103,103,AB,-7.290606160426955,3.395503314981253,-12.14491148436831,1.0,0.8125,0.10991055277244564,0.11353136405712833,2.995726541393581,3.726497837025242,1.0,0.8125,-15.45719216579442
1,103,103,103,BA,-28.569433768265387,3.0510534037068457,-27.60210365016273,0.9375,0.9375,0.13619253682197335,0.13536530681004344,3.4453137415964203,4.598812953748084,0.9375,0.9375,-15.45719216579442
1,104,104,104,AB,-6.576352520472094,4.315755631636956,-10.89210815210905,1.0,0.875,0.10801372278757715,0.10850752118681228,3.045291174824209,3.5741456959695466,1.0,0.875,-18.68394057133185
1,104,104,104,BA,-25.246312891547362,3.540249881998497,-29.5760487234409,0.9375,0.8125,0.12905110359285638,0.1333304190423211,3.686164736853943,4.8423754299833615,0.9375,0.8125,-18.68394057133185
1,105,105,105,AB,-11.425912062222782,3.891993007418796,-15.317905069641577,1.0,0.8125,0.11345609888802699,0.11006619415077658,2.842013292085019,3.4589348142225353,1.0,0.8125,-12.631792257982328
1,105,105,105,BA,-23.677063376407336,4.128840163448871,-27.949697327623905,0.9375,0.875,0.13289214570451446,0.13488172664034132,3.5506197197575116,4.498835822827052,0.9375,0.875,-12.631792257982328
1,106,106,106,AB,-12.565936141236616,4.512210710318259,-17.208249356269746,1.0,0.875,0.11513429920616683,0.11200528624041556,2.8730209248380763,3.6769402474387185,1.0,0.875,-7.385526931322769
1,106,106,106,BA,-20.911966055385676,3.4960051151418967,-24.593776287592515,0.9375,0.875,0.13365761358099493,0.13624124428310308,4.021056390414891,4.782989190765098,0.9375,0.875,-7.385526931322769
1,107,107,107,AB,-3.9029255613374465,3.4158322061589996,-7.318757767496447,1.0,0.875,0.11232465788893486,0.10815265476575643,3.1623192286743387,3.207344573187765,1.0,0.875,-12.448987195458692
1,107,107,107,BA,-16.042910720347894,2.465695153612269,-19.76774496295514,0.9375,0.9375,0.1354293156261422,0.13644254852785995,3.5627048571161373,4.696305404603454,0.9375,0.9375,-12.448987195458692
1,108,108,108,AB,-9.038200203949305,3.5361644907794196,-11.03152981626616,1.0,0.875,0.10947304959541249,0.10875865262007957,2.881443710789561,3.7232537787190307,1.0,0.875,-15.499534712638619
1,108,108,108,BA,-24.92881879609469,3.6851028309215237,-26.53106452890478,0.9375,0.875,0.1348439476343848,0.13834866586095795,3.608323893112854,4.4483094208966625,0.9375,0.875,-15.499534712638619
1,109,109,109,AB,-7.669130032927056,3.721781627174284,-11.88330070639724,1.0,0.875,0.10999186721957763,0.11485166686798712,3.0862313729993334,3.890549844855351,1.0,0.875,-13.871485344078032
1,109,109,109,BA,-20.94659308828345,3.569666997649997,-25.75478605047527,0.9375,0.875,0.1302107666229232,0.13548719102327783,3.6609272869503773,4.102784848255613,0.9375,0.875,-13.871485344078032
1,110,110,110,AB,-6.122661555365064,4.469649894087488,-10.592311449452552,1.0,0.875,0.11036010322331401,0.1098580450614117,2.959902695054149,3.489783181985909,1.0,0.875,-11.769857073806879
1,110,110,110,BA,-16.859424554299668,3.626642921267117,-22.36216852325943,0.9375,0.9375,0.13425152457159895,0.13476915422521368,3.740688709112961,4.7161413002372665,0.9375,0.9375,-11.769857073806879
1,111,111,111,AB,-8.871479215111444,4.444422346428788,-10.130792601530276,1.0,0.875,0.10836460094824453,0.1083855731145068,3.2199456293174844,3.593344897546163,1.0,0.875,-22.042207697111905
1,111,111,111,BA,-27.563165609140217,3.9920908755031017,-32.17300029864218,0.9375,0.8125,0.13368659602850674,0.13531775964842357,3.807367257873387,4.13522750228465,0.9375,0.8125,-22.042207697111905
1,112,112,112,AB,-3.9472626506678554,4.155995182182733,-8.15897326287756,1.0,0.875,0.10690622537044527,0.11330644600197248,3.0855084467175384,3.6329161910010397,1.0,0.875,-15.027569689082426
1,112,112,112,BA,-21.771624503488336,3.5788757493044203,-23.186542951959986,1.0,0.875,0.13545712984805675,0.13549799215792474,3.5053936580803553,4.507095373137153,1.0,0.875,-15.027569689082426
1,113,113,113,AB,-10.152146941233545,2.875034107795701,-13.027181049029245,0.9375,0.8125,0.10830249225074534,0.1128621559041329,2.9554041917846776,3.775571821570925,0.9375,0.8125,-16.06572190699393
1,113,113,113,BA,-27.68450050527246,3.1331489573196993,-29.092902956023174,0.9375,0.875,0.13495786690782874,0.13493551600931986,3.643781349414702,4.562055939974789,0.9375,0.875,-16.06572190699393
1,114,114,114,AB,-14.130366287624081,2.8605067107229045,-15.923833750963535,1.0,0.875,0.11001696267147007,0.11106019404525336,2.873598518794726,3.540921706207769,1.0,0.875,-2.098775680246849
1,114,114,114,BA,-14.581479612471169,3.441129818739216,-18.022609431210384,0.9375,0.875,0.1343023949622506,0.13345438591205017,3.3313798984925924,4.5421664080126405,0.9375,0.875,-2.098775680246849
1,115,115,115,AB,-13.509792691081548,3.105172651986528,-16.582617713405117,0.9375,0.9375,0.10914153234857292,0.10813153967396212,3.106200978244234,3.6261955895206874,0.9375,0.9375,-4.7599008506109755
1,115,115,115,BA,-16.7952728122563,4.297082301844395,-21.342518564016093,0.9375,0.875,0.13153790708566182,0.13749793638433022,3.436476221200489,4.785212775729601,0.9375,0.875,-4.7599008506109755
1,116,116,116,AB,-13.675394318017183,4.709478069798479,-15.298500556414199,1.0,0.875,0.10806774789908233,0.10982505350839797,3.2406938008296144,3.598081029351893,1.0,0.875,-16.31290343533599
1,116,116,116,BA,-27.527718108560972,3.4391016454101204,-31.611403991750187,1.0,0.875,0.13542233716461116,0.13488913152199916,3.570963015737182,4.441302835019171,1.0,0.875,-16.31290343533599
1,117,117,117,AB,-8.311441994215304,2.938779256989177,-11.250221251204481,1.0,0.8125,0.10682878111302689,0.11296962050168519,2.8086494326016345,3.77580766226881,1.0,0.8125,-14.034156199086967
1,117,117,117,BA,-21.7364419379021,3.6553162424686594,-25.284377450291448,0.9375,0.875,0.13470708051173552,0.1382328484346355,3.887121515415097,4.365447641304599,0.9375,0.875,-14.034156199086967
1,118,118,118,AB,-7.032436622317706,4.298249415382054,-12.559907809910936,1.0,0.8125,0.10794906049824411,0.11331122206042676,3.046423585483648,3.938530808622365,1.0,0.8125,-14.672121038869022
1,118,118,118,BA,-24.108140946008444,3.945458133140678,-27.232028848779958,0.9375,0.875,0.13286935148422674,0.1354149643950528,3.575123010809355,4.612054739581294,0.9375,0.875,-14.672121038869022
1,119,119,119,AB,-4.756063743275163,4.971503339703375,-9.727567082978538,1.0,0.875,0.10862573865046699,0.10932948080574946,2.8950506291257136,3.7416019734114165,1.0,0.875,-13.028373177795086
1,119,119,119,BA,-23.69891085476197,3.298441249365968,-22.755940260773624,0.9375,0.875,0.1329603604592599,0.13394171871523544,3.7608381095839842,4.625145241856275,0.9375,0.875,-13.028373177795086
1,120,120,120,AB,-4.586390931458399,4.5942725317552835,-9.180663463213683,1.0,0.875,0.11039310627259127,0.10961931754079292,2.845207947573492,3.3904487914942107,1.0,0.875,-18.631480850252792
1,120,120,120,BA,-22.697438502655718,4.232379391117736,-27.812144313466476,1.0,0.875,0.13573445197123496,0.1398510988162634,3.5851366280322785,4.793422522958794,1.0,0.875,-18.631480850252792
1,121,121,121,AB,-3.0093531858120794,4.273078246613391,-7.751702994514661,1.0,0.875,0.11016506681818246,0.11000105290096718,3.125562162591427,3.44190018608455,1.0,0.875,-18.47164872810073
1,121,121,121,BA,-22.355551602346768,2.757789968141958,-26.223351722615394,0.9375,0.875,0.13032493777757004,0.13461975139592114,3.443528424299305,4.60033646163288,0.9375,0.875,-18.47164872810073
1,122,122,122,AB,-8.821146757091748,2.758548446698738,-10.987720077854027,1.0,0.875,0.10808210280276685,0.11024262815732504,2.9991685915570647,3.731783773629144,1.0,0.875,-18.80819563369095
1,122,122,122,BA,-25.92020929224676,3.7644722184000248,-29.795915711544975,0.9375,0.875,0.13620963297735167,0.13896271449666825,3.4447596187007807,4.574628112050254,0.9375,0.875,-18.80819563369095
1,123,123,123,AB,-12.441660139691235,3.4639788907299733,-16.730966457538297,1.0,0.875,0.11031602385416153,0.11342946959896222,2.9316207263038025,3.7055005149902014,1.0,0.875,-3.4882704396444524
1,123,123,123,BA,-15.883579449729467,4.335657447453283,-20.21923689718275,1.0,0.8125,0.13610211584735557,0.13392179251308756,3.784965725072581,4.230650973106987,1.0,0.8125,-3.4882704396444524
1,124,124,124,AB,-5.95162473111973,4.589180852426329,-10.72310464256335,1.0,0.875,0.10970799172844455,0.10819291729859605,3.201330171738548,3.687049333605734,1.0,0.875,-18.06316163282948
1,124,124,124,BA,-27.882121529798866,4.304236112679584,-28.78626627539283,0.9375,0.875,0.13145945871506215,0.13587044941976065,3.5209124655618895,4.477249133575133,0.9375,0.875,-18.06316163282948
1,125,125,125,AB,-14.65237376947888,3.6535775623357782,-15.632394934587806,1.0,0.8125,0.10836727017599566,0.11334722534753999,2.9763920047920944,3.790014725656822,1.0,0.8125,-12.61566557332675
1,125,125,125,BA,-27.69481064802668,3.927452054864371,-28.248060507914555,1.0,0.875,0.13074503917091712,0.13564206176995153,3.9137038569523974,4.37647832973069,1.0,0.875,-12.61566557332675
1,126,126,126,AB,-2.62229151168116,3.1713416933965126,-7.534666077100406,1.0,0.875,0.10817707276758917,0.11092140853389124,2.870671264572415,3.173150463880505,1.0,0.875,-19.056097467625385
1,126,126,126,BA,-22.497901789158963,4.091774506470127,-26.59076354472579,0.9375,0.875,0.1319674859284033,0.13231028349884283,3.6616606582485227,4.367625373847235,0.9375,0.875,-19.056097467625385
1,127,127,127,AB,-4.972234600603947,4.216794928407938,-9.945371462558278,1.0,0.875,0.11053123676673093,0.10816157709318844,3.0762728085546485,3.664625370747553,1.0,0.875,-15.232341838546656
1,127,127,127,BA,-20.49988402939222,4.58018867218533,-25.177713301104934,1.0,0.875,0.13306566964542374,0.13625599728247242,3.9298565381494344,4.073973543401712,1.0,0.875,-15.232341838546656
1,128,128,128,AB,-12.248477466752146,4.065877005039904,-16.31435447179205,1.0,0.875,0.11043961563114606,0.10856288816382084,3.3350548604811046,3.7416901024586817,1.0,0.875,-14.333955916739292
1,128,128,128,BA,-26.70714166482256,2.802516442774563,-30.648310388531343,0.9375,0.875,0.1356562320677611,0.1386742144972824,3.4146124777273705,4.159732896093894,0.9375,0.875,-14.333955916739292
1,129,129,129,AB,-12.321628257066909,3.184593306969348,-15.506221564036256,1.0,0.875,0.11095886540641625,0.11368645230662536,2.7759806291169102,3.7551289062417137,1.0,0.875,-6.693091670616589
1,129,129,129,BA,-21.24590438313601,3.6604656451480446,-22.199313234652845,0.9375,0.875,0.13210321130520458,0.13700053179140137,3.4990771380161885,3.9320891413795427,0.9375,0.875,-6.693091670616589
1,130,130,130,AB,-8.20901802778742,5.1521808712316535,-13.603135382329206,1.0,0.875,0.10924886880231191,0.11211083840091655,2.9346952838538627,3.51179615852774,1.0,0.875,-11.04061964784156
1,130,130,130,BA,-24.041477292721794,3.4709787219058637,-24.643755030170766,0.9375,0.9375,0.13358324559812929,0.13585584705939505,3.894612265779979,4.676942907287642,0.9375,0.9375,-11.04061964784156
1,131,131,131,AB,-6.4799916507147275,3.726141601284593,-10.20613325199932,1.0,0.8125,0.10712400112468326,0.11138124854183015,3.0415563394641785,3.610619047812281,1.0,0.8125,-18.941258172507624
1,131,131,131,BA,-26.639209222426455,4.130421530697774,-29.147391424506942,0.9375,0.875,0.13531004741541375,0.13666243824985064,3.765463777881246,4.056060465298209,0.9375,0.875,-18.941258172507624
1,132,132,132,AB,-5.28255302431272,4.417136593578547,-9.699689617891266,1.0,0.875,0.11151950559183771,0.11181438999596954,2.833732043468994,3.5046242375763046,1.0,0.875,-10.570389521345675
1,132,132,132,BA,-15.803156890671433,4.2207604166679085,-20.27007913923694,0.9375,0.875,0.13440166137921675,0.13507151448927468,3.5533935454316317,4.632356673340535,0.9375,0.875,-10.570389521345675
1,133,133,133,AB,-15.07688719318166,3.5323099869287633,-18.609197180110424,1.0,0.8125,0.11221911252024347,0.1105101198238481,3.027927394216115,3.573980646846836,1.0,0.8125,-2.2333197398883264
1,133,133,133,BA,-19.77790297133421,3.0705467730113045,-20.84251691999875,0.9375,0.875,0.1306073694556883,0.13684065777022503,3.8079396578763127,4.418247792861667,0.9375,0.875,-2.2333197398883264
1,134,134,134,AB,-7.495863423163983,4.511589804216512,-12.007453227380495,1.0,0.8125,0.10799040896067794,0.10733268968768708,2.858104952037304,3.610537343129409,1.0,0.8125,-13.157152672276915
1,134,134,134,BA,-24.35588263693005,3.879068549168003,-25.16460589965741,0.9375,0.875,0.13529459336753857,0.1360527994792485,4.2720473354971835,4.247541275185766,0.9375,0.875,-13.157152672276915
1,135,135,135,AB,-14.779591035848961,3.3685524332786536,-17.907071766850798,1.0,0.875,0.10836601886924285,0.1100050955048969,2.9586273969557606,3.900632166049719,1.0,0.875,-3.627709714898799
1,135,135,135,BA,-17.310150557187477,3.214927446728464,-21.534781481749597,0.9375,0.8125,0.12957424071707613,0.13766079723916602,3.680850075552479,4.838124705325901,0.9375,0.8125,-3.627709714898799
1,136,136,136,AB,-3.9434708279231527,3.4982774540360695,-8.109938427224218,1.0,0.875,0.11139383606564661,0.11204745933520716,3.16309568442111,3.3981798589473655,1.0,0.875,-28.589648326729066
1,136,136,136,BA,-32.21853325681442,4.203399483715903,-36.699586753953284,0.9375,0.875,0.1360609072785442,0.13592090225858391,3.8274246751203327,4.559377415596323,0.9375,0.875,-28.589648326729066
1,137,137,137,AB,-10.558056194036865,3.8921971043851578,-14.450253298422023,1.0,0.8125,0.11055472700519707,0.11060004088978656,3.248824429981389,3.1931085979679716,1.0,0.8125,-6.642265813169804
1,137,137,137,BA,-21.325891861245616,3.9549964916721287,-21.092519111591827,1.0,0.875,0.13412645626621655,0.13792193803820982,3.7733014915383976,4.767926159052628,1.0,0.875,-6.642265813169804
