layer,model,world,orientation,replicate,split_seed,n_species,n_train,n_calibration,n_test,world0_gamma,latent_truth_geometry_gain_pct,predictive_set_gain_pct,observed_map_error_gain_pct,geometry_latent_truth_coverage,geometry_observed_map_coverage,world0_latent_truth_coverage,world0_observed_map_coverage,world0_set_diameter,geometry_set_diameter,world0_latent_truth_error,geometry_latent_truth_error,world0_observed_map_error,geometry_observed_map_error,world0_support_dispersion,geometry_support_dispersion,observation_regime
E1,ORACLE,STRONG,AB,1,9042101,72,28,28,16,1.0,-22.1849013599766,-21.6810755695854,-18.611318124228408,1.0,1.0,1.0,1.0,142.46483669178681,173.35274559501954,27.109769125731795,33.124044665192784,27.632024264463283,32.77470820448653,0.0,0.0,O1
E1,ORACLE,STRONG,AB,2,9042102,72,28,28,16,1.0,-7.133628116399665,-2.3828024121771674,-7.34411874765684,0.875,0.875,1.0,1.0,144.69822588018087,148.1460986968314,35.281404835405205,37.79824905060446,35.59466537275779,38.20877986556421,0.0,0.0,O1
E1,ORACLE,STRONG,AB,3,9042103,72,28,28,16,1.0,-13.873969966194654,8.269153026954084,-10.191275779474806,0.8125,0.8125,1.0,0.9375,144.69822588018087,132.73290815486104,34.80392509327503,39.6326112077729,35.67722755451683,39.31319220506842,0.0,0.0,O1
E1,ORACLE,STRONG,AB,4,9042104,72,28,28,16,1.0,-0.07068717245954496,-15.555841148350373,-1.528872687763038,1.0,1.0,1.0,1.0,146.76333969873662,169.59361168628593,29.18298156329337,29.203610187799853,29.11175041732684,29.55683201838709,0.0,0.0,O1
E1,ORACLE,STRONG,AB,5,9042105,72,28,28,16,1.0,-20.635499572112042,-9.652558772750359,-20.62143957758835,1.0,1.0,1.0,1.0,125.22063430330242,137.30762962503948,27.544406886475386,33.228332851674814,27.79413683005786,33.52568796258047,0.0,0.0,O1
E1,ORACLE,STRONG,BA,1,9042101,72,28,28,16,1.0,-27.436520429233514,-22.44167891389777,-27.725833830742832,1.0,1.0,1.0,1.0,136.60451428688836,167.26086076504146,27.109769125731795,34.54774647023124,27.83917911030541,35.55782365027156,0.0,0.0,O1
E1,ORACLE,STRONG,BA,2,9042102,72,28,28,16,1.0,-13.322310959258056,-13.928866903501376,-11.13652732710661,0.875,0.9375,1.0,1.0,137.22529380011073,156.33922233146689,35.281404835405205,39.981703298372594,35.130467096084985,39.042781164380685,0.0,0.0,O1
E1,ORACLE,STRONG,BA,3,9042103,72,28,28,16,1.0,-22.46221461673506,-1.190349389965851,-21.9700591281581,0.875,0.875,0.9375,1.0,140.77624567534457,142.45197485695786,34.80392509327503,42.62165744277418,34.596996087533995,42.19797658453176,0.0,0.0,O1
E1,ORACLE,STRONG,BA,4,9042104,72,28,28,16,1.0,-5.241677046412113,-7.815793430412894,-4.666519700252433,1.0,1.0,1.0,1.0,140.77624567534457,151.77902623642007,29.18298156329337,30.7126592093552,28.992048622235686,30.344968282699078,0.0,0.0,O1
E1,ORACLE,STRONG,BA,5,9042105,72,28,28,16,1.0,-30.376497315124166,-9.768595394314419,-24.969135203653746,1.0,1.0,1.0,1.0,133.21038114432943,146.22316430154308,27.544406886475386,35.91143290481246,28.58073909591457,35.717102482977005,0.0,0.0,O1
