orientation,metric,n,mean,sd,mcse,q05,median,q95,min,max,accepted_realizations
AB,strong_gain_pp,200,-9.521266119631429,3.5143319611629527,0.24850079610789422,-15.07821715179074,-9.420540712606265,-3.6849462423003714,-16.425681205076515,-1.9222533646134385,200
AB,paired_null_gain_pp,200,3.8350399484274544,0.6387663640170157,0.045167602759030645,2.6712811681955344,3.934944563635943,4.732748997466207,1.8759194407774173,5.1521808712316535,200
AB,separation_pp,200,-13.299176678478304,3.3381828038136705,0.23604516974169687,-18.609593920571417,-13.267645600388699,-7.944648407582117,-20.80257804682085,-6.259469897856857,200
BA,strong_gain_pp,200,-22.54337838128717,4.257015679749823,0.30101646547685595,-28.907625690129773,-23.038907340718715,-15.697484832960933,-32.5353339536766,-12.114671547122356,200
BA,paired_null_gain_pp,200,3.549419024713737,0.634050375827715,0.044834132036165625,2.5361024884268097,3.6260843064817325,4.373595616257491,0.23762728352196852,4.9146610501555195,200
BA,separation_pp,200,-25.719602626758693,3.9555152966350198,0.27969716893377405,-31.843307394341473,-25.705114900013974,-19.72388074799177,-36.699586753953284,-15.50629501390388,200
ALL,strong_gain_pp,200,-16.0323222504593,2.6649740478787534,0.18844212209412295,-20.42984944380764,-15.927030479248717,-11.826962237756316,-23.92395308525701,-9.425855104802132,200
ALL,paired_null_gain_pp,200,3.692229486570595,0.4469091727362708,0.03160125066162872,2.9706882768171106,3.7520628376413203,4.383712258474196,2.206612081460198,4.710751377376395,200
ALL,separation_pp,200,-19.5093896526185,2.3860625650836362,0.1687201020106007,-23.48261933045288,-19.35544473780799,-15.69753817858717,-25.637189998952675,-13.543251365225792,200
