target_id,variable,relation_class,target_value_count,pool_value_count,shared_value_count,target_values,pool_values,route,statecd,source_eu,pool_df,target_df,reference_strength,domain_overlap,parent_generic_abs_log_ratio,domain_cov_relative_frobenius,domain_cov_transport_to_noise,generic_joint_relative_frobenius,generic_joint_transport_to_noise,group_size_ratio_pool_to_target,interpretation_boundary
P::48::482301::B::1972397201290487,SAMP_METHOD_CD,EXACT_SET_MATCH,2,2,2,1|2,1|2,LEVEL1,48,4,1812,124,R5,0.5043612334801763,1.205658045312411,0.7684049938171432,0.9503051951453114,0.9640306565216474,0.8989717514796831,14.528,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397201290487,MEASYEAR,PARTIAL_OVERLAP,10,11,10,2014|2015|2016|2018|2019|2020|2021|2022|2023|2024,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,LEVEL1,48,4,1812,124,R5,0.5043612334801763,1.205658045312411,0.7684049938171432,0.9503051951453114,0.9640306565216474,0.8989717514796831,14.528,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397202290487,MANUAL,PARTIAL_OVERLAP,6,7,6,6.1|7|8|9|9.2|9.3,6.1|7|8|9|9.1|9.2|9.3,LEVEL1,48,4,1916,20,R4,0.22864583333333333,4.227872547735284,0.9094044708807184,0.827326779023847,17.17540291491411,8.587701457457054,91.42857142857143,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397202290487,REGIONAL_MANUAL,EXACT_SET_MATCH,1,1,1,MANUAL_DB=9.4,MANUAL_DB=9.4,LEVEL1,48,4,1916,20,R4,0.22864583333333333,4.227872547735284,0.9094044708807184,0.827326779023847,17.17540291491411,8.587701457457054,91.42857142857143,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397202290487,SAMP_METHOD_CD,EXACT_SET_MATCH,2,2,2,1|2,1|2,LEVEL1,48,4,1916,20,R4,0.22864583333333333,4.227872547735284,0.9094044708807184,0.827326779023847,17.17540291491411,8.587701457457054,91.42857142857143,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397202290487,MEASYEAR,PARTIAL_OVERLAP,9,11,9,2014|2015|2016|2017|2018|2019|2021|2022|2023,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,LEVEL1,48,4,1916,20,R4,0.22864583333333333,4.227872547735284,0.9094044708807184,0.827326779023847,17.17540291491411,8.587701457457054,91.42857142857143,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397203290487,MANUAL,PARTIAL_OVERLAP,6,7,6,6.1|7|8|9|9.2|9.3,6.1|7|8|9|9.1|9.2|9.3,LEVEL1,48,4,1916,20,R4,0.2755208333333333,1.1624452300431667,0.8814553324904708,0.7812175676499188,0.9852606325549346,0.752085838864246,91.42857142857143,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397203290487,REGIONAL_MANUAL,EXACT_SET_MATCH,1,1,1,MANUAL_DB=9.4,MANUAL_DB=9.4,LEVEL1,48,4,1916,20,R4,0.2755208333333333,1.1624452300431667,0.8814553324904708,0.7812175676499188,0.9852606325549346,0.752085838864246,91.42857142857143,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397203290487,SAMP_METHOD_CD,PARTIAL_OVERLAP,1,2,1,1,1|2,LEVEL1,48,4,1916,20,R4,0.2755208333333333,1.1624452300431667,0.8814553324904708,0.7812175676499188,0.9852606325549346,0.752085838864246,91.42857142857143,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397203290487,MEASYEAR,PARTIAL_OVERLAP,7,11,7,2015|2016|2018|2019|2021|2023|2024,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,LEVEL1,48,4,1916,20,R4,0.2755208333333333,1.1624452300431667,0.8814553324904708,0.7812175676499188,0.9852606325549346,0.752085838864246,91.42857142857143,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397204290487,MANUAL,PARTIAL_OVERLAP,7,6,6,6.1|7|8|9|9.1|9.2|9.3,6.1|7|8|9|9.2|9.3,LEVEL1,48,4,194,1742,R5,0.5986978215893879,1.1575671536824412,0.8827003014329331,2.5309429655383235,7.336117073428226,9.13487706342456,0.11359724612736662,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397204290487,REGIONAL_MANUAL,EXACT_SET_MATCH,1,1,1,MANUAL_DB=9.4,MANUAL_DB=9.4,LEVEL1,48,4,194,1742,R5,0.5986978215893879,1.1575671536824412,0.8827003014329331,2.5309429655383235,7.336117073428226,9.13487706342456,0.11359724612736662,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397204290487,SAMP_METHOD_CD,EXACT_SET_MATCH,2,2,2,1|2,1|2,LEVEL1,48,4,194,1742,R5,0.5986978215893879,1.1575671536824412,0.8827003014329331,2.5309429655383235,7.336117073428226,9.13487706342456,0.11359724612736662,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397204290487,MEASYEAR,EXACT_SET_MATCH,11,11,11,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,LEVEL1,48,4,194,1742,R5,0.5986978215893879,1.1575671536824412,0.8827003014329331,2.5309429655383235,7.336117073428226,9.13487706342456,0.11359724612736662,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397205290487,MANUAL,PARTIAL_OVERLAP,6,7,6,6.1|7|8|9|9.2|9.3,6.1|7|8|9|9.1|9.2|9.3,LEVEL1,48,4,1906,30,R4,0.28638743455497384,1.0540675167038356,0.9103973097132225,1.0009433135106414,0.973582478819819,0.6724493303355283,61.61290322580645,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397205290487,REGIONAL_MANUAL,EXACT_SET_MATCH,1,1,1,MANUAL_DB=9.4,MANUAL_DB=9.4,LEVEL1,48,4,1906,30,R4,0.28638743455497384,1.0540675167038356,0.9103973097132225,1.0009433135106414,0.973582478819819,0.6724493303355283,61.61290322580645,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397205290487,SAMP_METHOD_CD,EXACT_SET_MATCH,2,2,2,1|2,1|2,LEVEL1,48,4,1906,30,R4,0.28638743455497384,1.0540675167038356,0.9103973097132225,1.0009433135106414,0.973582478819819,0.6724493303355283,61.61290322580645,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397205290487,MEASYEAR,PARTIAL_OVERLAP,10,11,10,2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,LEVEL1,48,4,1906,30,R4,0.28638743455497384,1.0540675167038356,0.9103973097132225,1.0009433135106414,0.973582478819819,0.6724493303355283,61.61290322580645,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397206290487,MANUAL,EXACT_SET_MATCH,7,7,7,6.1|7|8|9|9.1|9.2|9.3,6.1|7|8|9|9.1|9.2|9.3,LEVEL1,48,5,2005,412,R5,0.6642212665486129,1.267833679870158,0.6397268034894449,1.0921335978377493,0.8715650430274313,1.06982655148114,4.86682808716707,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397206290487,REGIONAL_MANUAL,EXACT_SET_MATCH,1,1,1,MANUAL_DB=9.4,MANUAL_DB=9.4,LEVEL1,48,5,2005,412,R5,0.6642212665486129,1.267833679870158,0.6397268034894449,1.0921335978377493,0.8715650430274313,1.06982655148114,4.86682808716707,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397206290487,SAMP_METHOD_CD,EXACT_SET_MATCH,2,2,2,1|2,1|2,LEVEL1,48,5,2005,412,R5,0.6642212665486129,1.267833679870158,0.6397268034894449,1.0921335978377493,0.8715650430274313,1.06982655148114,4.86682808716707,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397206290487,MEASYEAR,PARTIAL_OVERLAP,11,11,10,2014|2015|2016|2018|2019|2020|2021|2022|2023|2024|2025,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,LEVEL1,48,5,2005,412,R5,0.6642212665486129,1.267833679870158,0.6397268034894449,1.0921335978377493,0.8715650430274313,1.06982655148114,4.86682808716707,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397207290487,MANUAL,PARTIAL_OVERLAP,6,7,6,6.1|7|8|9|9.2|9.3,6.1|7|8|9|9.1|9.2|9.3,LEVEL1,48,5,2401,16,R3,0.1433915211970075,4.058608031182668,0.9398797972857471,0.9168042934506048,20.514207704745747,11.013388007386542,141.52941176470588,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397207290487,REGIONAL_MANUAL,EXACT_SET_MATCH,1,1,1,MANUAL_DB=9.4,MANUAL_DB=9.4,LEVEL1,48,5,2401,16,R3,0.1433915211970075,4.058608031182668,0.9398797972857471,0.9168042934506048,20.514207704745747,11.013388007386542,141.52941176470588,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397207290487,SAMP_METHOD_CD,EXACT_SET_MATCH,2,2,2,1|2,1|2,LEVEL1,48,5,2401,16,R3,0.1433915211970075,4.058608031182668,0.9398797972857471,0.9168042934506048,20.514207704745747,11.013388007386542,141.52941176470588,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397207290487,MEASYEAR,PARTIAL_OVERLAP,7,12,7,2014|2016|2017|2019|2022|2023|2024,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025,LEVEL1,48,5,2401,16,R3,0.1433915211970075,4.058608031182668,0.9398797972857471,0.9168042934506048,20.514207704745747,11.013388007386542,141.52941176470588,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397208290487,MANUAL,PARTIAL_OVERLAP,6,7,6,6.1|7|8|9|9.2|9.3,6.1|7|8|9|9.1|9.2|9.3,LEVEL1,48,5,2396,21,R4,0.19200333194502292,0.5778840471895009,0.9466592934552494,0.83061460597601,1.126998063458771,0.7768609632584768,109.13636363636364,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397208290487,REGIONAL_MANUAL,EXACT_SET_MATCH,1,1,1,MANUAL_DB=9.4,MANUAL_DB=9.4,LEVEL1,48,5,2396,21,R4,0.19200333194502292,0.5778840471895009,0.9466592934552494,0.83061460597601,1.126998063458771,0.7768609632584768,109.13636363636364,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397208290487,SAMP_METHOD_CD,EXACT_SET_MATCH,2,2,2,1|2,1|2,LEVEL1,48,5,2396,21,R4,0.19200333194502292,0.5778840471895009,0.9466592934552494,0.83061460597601,1.126998063458771,0.7768609632584768,109.13636363636364,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397208290487,MEASYEAR,PARTIAL_OVERLAP,8,12,8,2015|2016|2018|2019|2021|2022|2023|2024,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025,LEVEL1,48,5,2396,21,R4,0.19200333194502292,0.5778840471895009,0.9466592934552494,0.83061460597601,1.126998063458771,0.7768609632584768,109.13636363636364,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397209290487,MANUAL,EXACT_SET_MATCH,7,7,7,6.1|7|8|9|9.1|9.2|9.3,6.1|7|8|9|9.1|9.2|9.3,LEVEL1,48,5,2374,43,R4,0.32915854637166114,0.8885780467873795,0.8711101887294015,0.9219016979949026,0.9685283637408174,0.872363792592874,54.06818181818182,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397209290487,REGIONAL_MANUAL,EXACT_SET_MATCH,1,1,1,MANUAL_DB=9.4,MANUAL_DB=9.4,LEVEL1,48,5,2374,43,R4,0.32915854637166114,0.8885780467873795,0.8711101887294015,0.9219016979949026,0.9685283637408174,0.872363792592874,54.06818181818182,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397209290487,SAMP_METHOD_CD,PARTIAL_OVERLAP,1,2,1,1,1|2,LEVEL1,48,5,2374,43,R4,0.32915854637166114,0.8885780467873795,0.8711101887294015,0.9219016979949026,0.9685283637408174,0.872363792592874,54.06818181818182,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397209290487,MEASYEAR,PARTIAL_OVERLAP,9,12,9,2015|2016|2018|2019|2020|2021|2022|2023|2024,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025,LEVEL1,48,5,2374,43,R4,0.32915854637166114,0.8885780467873795,0.8711101887294015,0.9219016979949026,0.9685283637408174,0.872363792592874,54.06818181818182,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397210290487,MANUAL,EXACT_SET_MATCH,7,7,7,6.1|7|8|9|9.1|9.2|9.3,6.1|7|8|9|9.1|9.2|9.3,LEVEL1,48,5,501,1916,R5,0.6645357432252716,1.2537024049998988,0.7863121586488274,2.1887910852045587,7.323934823744175,9.968995208343319,0.26395409494001043,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397210290487,REGIONAL_MANUAL,EXACT_SET_MATCH,1,1,1,MANUAL_DB=9.4,MANUAL_DB=9.4,LEVEL1,48,5,501,1916,R5,0.6645357432252716,1.2537024049998988,0.7863121586488274,2.1887910852045587,7.323934823744175,9.968995208343319,0.26395409494001043,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397210290487,SAMP_METHOD_CD,EXACT_SET_MATCH,2,2,2,1|2,1|2,LEVEL1,48,5,501,1916,R5,0.6645357432252716,1.2537024049998988,0.7863121586488274,2.1887910852045587,7.323934823744175,9.968995208343319,0.26395409494001043,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397210290487,MEASYEAR,PARTIAL_OVERLAP,11,12,11,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025,LEVEL1,48,5,501,1916,R5,0.6645357432252716,1.2537024049998988,0.7863121586488274,2.1887910852045587,7.323934823744175,9.968995208343319,0.26395409494001043,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397211290487,MANUAL,PARTIAL_OVERLAP,5,7,5,6.1|8|9|9.2|9.3,6.1|7|8|9|9.1|9.2|9.3,LEVEL1,48,5,2408,9,R3,0.12639867384997927,0.8755233566930078,0.9531588233764964,0.7585451669485229,0.9821506690119652,0.7213083592453817,241.3,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397211290487,REGIONAL_MANUAL,EXACT_SET_MATCH,1,1,1,MANUAL_DB=9.4,MANUAL_DB=9.4,LEVEL1,48,5,2408,9,R3,0.12639867384997927,0.8755233566930078,0.9531588233764964,0.7585451669485229,0.9821506690119652,0.7213083592453817,241.3,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397211290487,SAMP_METHOD_CD,PARTIAL_OVERLAP,1,2,1,1,1|2,LEVEL1,48,5,2408,9,R3,0.12639867384997927,0.8755233566930078,0.9531588233764964,0.7585451669485229,0.9821506690119652,0.7213083592453817,241.3,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397211290487,MEASYEAR,PARTIAL_OVERLAP,7,12,7,2015|2016|2018|2019|2021|2023|2024,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025,LEVEL1,48,5,2408,9,R3,0.12639867384997927,0.8755233566930078,0.9531588233764964,0.7585451669485229,0.9821506690119652,0.7213083592453817,241.3,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397212290487,MANUAL,EXACT_SET_MATCH,6,6,6,6.1|7|8|9|9.2|9.3,6.1|7|8|9|9.2|9.3,LEVEL1,48,6,4005,22,R4,0.1277445109780439,2.5009346256231177,0.9709681487945235,1.075426098932262,3.6078501881876983,2.278368403748527,174.2608695652174,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397212290487,REGIONAL_MANUAL,EXACT_SET_MATCH,1,1,1,MANUAL_DB=9.4,MANUAL_DB=9.4,LEVEL1,48,6,4005,22,R4,0.1277445109780439,2.5009346256231177,0.9709681487945235,1.075426098932262,3.6078501881876983,2.278368403748527,174.2608695652174,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397212290487,SAMP_METHOD_CD,EXACT_SET_MATCH,2,2,2,1|2,1|2,LEVEL1,48,6,4005,22,R4,0.1277445109780439,2.5009346256231177,0.9709681487945235,1.075426098932262,3.6078501881876983,2.278368403748527,174.2608695652174,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397212290487,MEASYEAR,PARTIAL_OVERLAP,9,12,9,2014|2015|2016|2017|2019|2021|2022|2023|2024,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025,LEVEL1,48,6,4005,22,R4,0.1277445109780439,2.5009346256231177,0.9709681487945235,1.075426098932262,3.6078501881876983,2.278368403748527,174.2608695652174,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397213290487,MANUAL,EXACT_SET_MATCH,6,6,6,6.1|7|8|9|9.2|9.3,6.1|7|8|9|9.2|9.3,LEVEL1,48,6,105,3922,R5,0.34436514005721247,1.8427053361464762,1.588831377066239,5.775582235417083,19.25697910675736,25.555856181343362,0.027529951567677798,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397213290487,REGIONAL_MANUAL,EXACT_SET_MATCH,1,1,1,MANUAL_DB=9.4,MANUAL_DB=9.4,LEVEL1,48,6,105,3922,R5,0.34436514005721247,1.8427053361464762,1.588831377066239,5.775582235417083,19.25697910675736,25.555856181343362,0.027529951567677798,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397213290487,SAMP_METHOD_CD,EXACT_SET_MATCH,2,2,2,1|2,1|2,LEVEL1,48,6,105,3922,R5,0.34436514005721247,1.8427053361464762,1.588831377066239,5.775582235417083,19.25697910675736,25.555856181343362,0.027529951567677798,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397213290487,MEASYEAR,PARTIAL_OVERLAP,12,10,10,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025,2014|2015|2016|2017|2018|2019|2021|2022|2023|2024,LEVEL1,48,6,105,3922,R5,0.34436514005721247,1.8427053361464762,1.588831377066239,5.775582235417083,19.25697910675736,25.555856181343362,0.027529951567677798,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397214290487,MANUAL,EXACT_SET_MATCH,6,6,6,6.1|7|8|9|9.2|9.3,6.1|7|8|9|9.2|9.3,LEVEL1,48,6,3955,72,R5,0.2606512213861989,2.1228404985538476,0.9313599524476276,1.140763061147552,0.9879052703448647,0.8642045285262069,54.21917808219178,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397214290487,REGIONAL_MANUAL,EXACT_SET_MATCH,1,1,1,MANUAL_DB=9.4,MANUAL_DB=9.4,LEVEL1,48,6,3955,72,R5,0.2606512213861989,2.1228404985538476,0.9313599524476276,1.140763061147552,0.9879052703448647,0.8642045285262069,54.21917808219178,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397214290487,SAMP_METHOD_CD,PARTIAL_OVERLAP,1,2,1,1,1|2,LEVEL1,48,6,3955,72,R5,0.2606512213861989,2.1228404985538476,0.9313599524476276,1.140763061147552,0.9879052703448647,0.8642045285262069,54.21917808219178,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397214290487,MEASYEAR,PARTIAL_OVERLAP,8,12,8,2015|2016|2018|2019|2021|2022|2023|2024,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025,LEVEL1,48,6,3955,72,R5,0.2606512213861989,2.1228404985538476,0.9313599524476276,1.140763061147552,0.9879052703448647,0.8642045285262069,54.21917808219178,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397215290487,MANUAL,PARTIAL_OVERLAP,5,6,5,6.1|8|9|9.2|9.3,6.1|7|8|9|9.2|9.3,LEVEL1,48,6,4016,11,R3,0.08385170440408062,1.4994229020795051,0.9664022928811717,0.9223553824726489,0.9976405427415456,0.7145311225038277,334.9166666666667,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397215290487,REGIONAL_MANUAL,EXACT_SET_MATCH,1,1,1,MANUAL_DB=9.4,MANUAL_DB=9.4,LEVEL1,48,6,4016,11,R3,0.08385170440408062,1.4994229020795051,0.9664022928811717,0.9223553824726489,0.9976405427415456,0.7145311225038277,334.9166666666667,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397215290487,SAMP_METHOD_CD,PARTIAL_OVERLAP,1,2,1,1,1|2,LEVEL1,48,6,4016,11,R3,0.08385170440408062,1.4994229020795051,0.9664022928811717,0.9223553824726489,0.9976405427415456,0.7145311225038277,334.9166666666667,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397215290487,MEASYEAR,PARTIAL_OVERLAP,6,12,6,2015|2016|2019|2021|2023|2024,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025,LEVEL1,48,6,4016,11,R3,0.08385170440408062,1.4994229020795051,0.9664022928811717,0.9223553824726489,0.9976405427415456,0.7145311225038277,334.9166666666667,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397216290487,MANUAL,EXACT_SET_MATCH,6,6,6,6.1|7|8|9|9.2|9.3,6.1|7|8|9|9.2|9.3,LEVEL1,48,7,576,1277,R5,0.41685113559885506,1.8888727544438788,1.161875757562111,3.465930735755877,9.980267661322065,11.462251135776663,0.45305164319248825,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397216290487,REGIONAL_MANUAL,EXACT_SET_MATCH,1,1,1,MANUAL_DB=9.4,MANUAL_DB=9.4,LEVEL1,48,7,576,1277,R5,0.41685113559885506,1.8888727544438788,1.161875757562111,3.465930735755877,9.980267661322065,11.462251135776663,0.45305164319248825,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397216290487,SAMP_METHOD_CD,EXACT_SET_MATCH,2,2,2,1|2,1|2,LEVEL1,48,7,576,1277,R5,0.41685113559885506,1.8888727544438788,1.161875757562111,3.465930735755877,9.980267661322065,11.462251135776663,0.45305164319248825,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397216290487,MEASYEAR,PARTIAL_OVERLAP,12,11,11,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,LEVEL1,48,7,576,1277,R5,0.41685113559885506,1.8888727544438788,1.161875757562111,3.465930735755877,9.980267661322065,11.462251135776663,0.45305164319248825,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397217290487,MANUAL,EXACT_SET_MATCH,6,6,6,6.1|7|8|9|9.2|9.3,6.1|7|8|9|9.2|9.3,LEVEL1,48,7,1803,50,R5,0.18594879812390072,2.2959856286279496,0.9640278374903741,1.5379052597511562,6.052926726186484,3.8725909498618734,35.411764705882355,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397217290487,REGIONAL_MANUAL,EXACT_SET_MATCH,1,1,1,MANUAL_DB=9.4,MANUAL_DB=9.4,LEVEL1,48,7,1803,50,R5,0.18594879812390072,2.2959856286279496,0.9640278374903741,1.5379052597511562,6.052926726186484,3.8725909498618734,35.411764705882355,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397217290487,SAMP_METHOD_CD,EXACT_SET_MATCH,2,2,2,1|2,1|2,LEVEL1,48,7,1803,50,R5,0.18594879812390072,2.2959856286279496,0.9640278374903741,1.5379052597511562,6.052926726186484,3.8725909498618734,35.411764705882355,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397217290487,MEASYEAR,PARTIAL_OVERLAP,8,12,8,2016|2017|2018|2019|2021|2022|2023|2024,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025,LEVEL1,48,7,1803,50,R5,0.18594879812390072,2.2959856286279496,0.9640278374903741,1.5379052597511562,6.052926726186484,3.8725909498618734,35.411764705882355,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397218290487,MANUAL,EXACT_SET_MATCH,6,6,6,6.1|7|8|9|9.2|9.3,6.1|7|8|9|9.2|9.3,LEVEL1,48,7,1431,422,R5,0.5004104968495603,2.21775316237355,0.9220803589000947,2.2770345237695477,0.9854732610928737,0.8817683785286672,3.3900709219858154,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397218290487,REGIONAL_MANUAL,EXACT_SET_MATCH,1,1,1,MANUAL_DB=9.4,MANUAL_DB=9.4,LEVEL1,48,7,1431,422,R5,0.5004104968495603,2.21775316237355,0.9220803589000947,2.2770345237695477,0.9854732610928737,0.8817683785286672,3.3900709219858154,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
P::48::482301::B::1972397218290487,SAMP_METHOD_CD,EXACT_SET_MATCH,2,2,2,1|2,1|2,LEVEL1,48,7,1431,422,R5,0.5004104968495603,2.21775316237355,0.9220803589000947,2.2770345237695477,0.9854732610928737,0.8817683785286672,3.3900709219858154,DESCRIPTIVE_ONLY_CONFOUNDING_NOT_FILTER_EVIDENCE
