analysis_species_id,analysis_species_name,confirmed_native_CONUS,core_eligibility_status,all_view_detected_cells_fold_A,all_view_detected_cells_fold_B,native_view_detected_cells_fold_A,native_view_detected_cells_fold_B,passes_ge10_each_fold_all_view,passes_ge10_each_fold_native_view,union_queue_flag,queue_role,little_information_used
174020,Quercus muehlenbergii,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,259,269,259,269,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
174075,Quercus nigra,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,453,451,453,451,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
174226,Quercus pagoda,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,275,280,275,280,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
174242,Quercus palustris,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,160,137,160,135,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
174411,Quercus phellos,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,329,341,329,341,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
174902,Quercus rubra,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,854,849,854,849,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
175148,Quercus shumardii,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,180,170,180,170,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
175179,Quercus sinuata,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,30,27,30,27,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
175243,Quercus stellata,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,586,596,586,596,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
175464,Quercus texana,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,82,75,82,75,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
175672,Quercus velutina,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,703,680,703,680,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
175726,Quercus virginiana,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,200,205,200,205,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
175769,Quercus wislizeni,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,31,28,31,28,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
2523018,Rhamnus cathartica,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,46,49,0,0,1,0,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
2428246,Robinia pseudoacacia,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,368,370,179,191,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
181053,Sabal palmetto,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,56,57,56,57,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
2918617,Salix amygdaloides,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,26,18,26,18,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
2919167,Salix caroliniana,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,13,15,13,15,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
2919837,Salix nigra,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,385,352,383,350,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
2582296,Sapindus drummondii,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,32,21,32,21,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
2591964,Sassafras albidum,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,466,455,466,455,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
378988,Sequoia sempervirens,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,19,18,19,18,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
191965,Sideroxylon lanuginosum,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,89,75,89,75,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
2991391,Sorbus americana,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,36,35,36,35,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
378596,Taxodium distichum,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,255,254,255,253,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
378623,Taxus brevifolia,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,48,44,48,44,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
378542,Thuja occidentalis,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,190,189,190,189,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
378546,Thuja plicata,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,107,106,107,106,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
2518218,Tilia americana,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,580,582,580,582,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
207675,Triadica sebifera,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,148,134,0,0,1,0,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
379363,Tsuga canadensis,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,310,322,310,322,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
379395,Tsuga heterophylla,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,102,102,102,102,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
379433,Tsuga mertensiana,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,61,63,61,63,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
2450008,Ulmus alata,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,452,456,452,456,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
2450019,Ulmus americana,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,1213,1202,1213,1202,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
2449976,Ulmus crassifolia,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,120,116,120,116,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
2448824,Ulmus pumila,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,87,91,0,0,1,0,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
2448805,Ulmus rubra,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,613,631,613,631,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
2446614,Umbellularia californica,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,33,42,33,42,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
2452405,Vachellia farnesiana,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,33,34,33,34,1,1,1,LATER_RANGE_SOURCE_REVIEW_NOT_FINAL_COHORT,0
