detection_band,analysis_species_id,analysis_species_name,physical_plot_lineage_id,selected_primary_measurement_id,measurement_year,fia_state_code,fia_state_ab,fia_state_name,P2PANEL,AB_fold,public_projected_x_m,public_projected_y_m,cell_25km,cell_50km,cell_75km,species_detected,qualifying_tree_rows_for_species,state_evidence_class,selection_rule
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,56925609010478,946080027290487,2023,13,GA,Georgia,4,B,1106020.5130771045,1387083.207203498,25km_44_55,50km_22_27,75km_14_18,1,4,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,43038519010478,1143018308290487,2023,1,AL,Alabama,5,B,850328.4706206328,1307755.381802937,25km_34_52,50km_17_26,75km_11_17,1,3,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,44677184010478,708740836290487,2021,45,SC,South Carolina,2,A,1404147.4777704193,1227252.8907529488,25km_56_49,50km_28_24,75km_18_16,1,3,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,44685518010478,946051334290487,2022,45,SC,South Carolina,4,B,1482379.6467452298,1340109.7910206132,25km_59_53,50km_29_26,75km_19_17,1,1,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,47432912010478,461362966489998,2017,1,AL,Alabama,2,B,758440.8799374055,1203527.5816327203,25km_30_48,50km_15_24,75km_10_16,1,2,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,66431037010661,815219500290487,2022,29,MO,Missouri,2,B,380990.0072577646,1609454.562199953,25km_15_64,50km_7_32,75km_5_21,1,1,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,122560190010661,465275810489998,2018,54,WV,West Virginia,4,A,1338186.9091669298,1833944.3838228723,25km_53_73,50km_26_36,75km_17_24,1,8,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,90705238010661,722612971290487,2021,55,WI,Wisconsin,1,A,538988.9217043186,2406054.9149453696,25km_21_96,50km_10_48,75km_7_32,1,14,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,59846814010538,721926571290487,2021,39,OH,Ohio,5,A,973516.705014602,2006451.7162507866,25km_38_80,50km_19_40,75km_12_26,1,10,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,85140002010478,679276504126144,2020,28,MS,Mississippi,5,A,692061.2827026589,882486.4586259834,25km_27_35,50km_13_17,75km_9_11,1,6,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,66726100010661,461069266489998,2018,46,SD,South Dakota,3,B,-603539.2292578053,2296122.049958613,25km_-25_91,50km_-13_45,75km_-9_30,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,54799544010661,1185408696290487,2023,26,MI,Michigan,3,B,917930.5700635577,2216890.547584205,25km_36_88,50km_18_44,75km_12_29,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,92391180010661,721848512290487,2021,29,MO,Missouri,1,A,504792.4225602173,1550179.724085806,25km_20_62,50km_10_31,75km_6_20,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,59443613010478,687291205126144,2020,5,AR,Arkansas,2,B,306480.6390162024,1493392.2284193654,25km_12_59,50km_6_29,75km_4_19,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,65781015010661,721825111290487,2020,27,MN,Minnesota,3,B,95541.89853947758,2649816.121869446,25km_3_105,50km_1_52,75km_1_35,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,65917470010661,821612639290487,2022,27,MN,Minnesota,4,A,174582.60574763434,2817652.0538120875,25km_6_112,50km_3_56,75km_2_37,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,64256371010538,816199718290487,2022,36,NY,New York,1,A,1816288.0935729938,2460375.2273789337,25km_72_98,50km_36_49,75km_24_32,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,47425143010478,698001562126144,2020,1,AL,Alabama,3,B,861787.1844377107,1027715.7878333665,25km_34_41,50km_17_20,75km_11_13,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,43316830010478,461363079489998,2017,1,AL,Alabama,2,B,781661.1078196546,910025.1358875651,25km_31_36,50km_15_18,75km_10_12,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,2616329,Acer rubrum,63868258010661,373752695489998,2017,55,WI,Wisconsin,3,B,379752.36650637357,2529958.204138184,25km_15_101,50km_7_50,75km_5_33,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,100693239010478,548083088126144,2019,28,MS,Mississippi,4,A,626527.7652811173,1346698.5758684445,25km_25_53,50km_12_26,75km_8_17,1,1,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,17500434010478,886401695290487,2023,48,TX,Texas,4,A,149088.9601920656,856727.7099197526,25km_5_34,50km_2_17,75km_1_11,1,5,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,43466248010478,1143017861290487,2023,1,AL,Alabama,5,B,784828.7684181706,1016059.4906834662,25km_31_40,50km_15_20,75km_10_13,1,1,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,17590967010478,545869610126144,2019,48,TX,Texas,1,B,140756.11427690994,792921.9861479215,25km_5_31,50km_2_15,75km_1_10,1,10,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,56742495010478,718561356290487,2021,13,GA,Georgia,2,B,974022.2797074964,1294463.6836947445,25km_38_51,50km_19_25,75km_12_17,1,1,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,44673599010478,559255155126144,2019,45,SC,South Carolina,1,B,1367081.7688757395,1402146.344223177,25km_54_56,50km_27_28,75km_18_18,1,2,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,20229946010478,448939627489998,2019,12,FL,Florida,1,B,968390.7904794427,914579.8333415464,25km_38_36,50km_19_18,75km_12_12,1,3,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,59624814010478,856671038290487,2022,5,AR,Arkansas,4,A,258389.78291335644,1423710.2631433215,25km_10_56,50km_5_28,75km_3_18,1,4,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,122558230010661,373998379489998,2018,24,MD,Maryland,3,A,1625511.2718586875,1874321.949183505,25km_65_74,50km_32_37,75km_21_24,1,2,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,70542945010478,451065712489998,2019,22,LA,Louisiana,1,B,325193.9456979576,982174.132505523,25km_13_39,50km_6_19,75km_4_13,1,3,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,30210636010478,730877953290487,2020,37,NC,North Carolina,4,B,1298906.0651645446,1492624.1935449801,25km_51_59,50km_25_29,75km_17_19,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,17552392010478,740826323290487,2021,48,TX,Texas,3,B,28132.79596639539,942093.8770982791,25km_1_37,50km_0_18,75km_0_12,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,473799628489998,473799628489998,2018,40,OK,Oklahoma,5,B,-54586.26969366626,1444165.9033566546,25km_-3_57,50km_-2_28,75km_-1_19,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,100499425010478,749621656290487,2022,28,MS,Mississippi,1,A,653983.8693673919,1239413.2818068322,25km_26_49,50km_13_24,75km_8_16,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,43446751010478,461362631489998,2017,1,AL,Alabama,2,B,737168.7505637867,956499.0785452463,25km_29_38,50km_14_19,75km_9_12,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,145786206010478,821935442290487,2022,37,NC,North Carolina,5,A,1184562.7386267912,1446887.5168629065,25km_47_57,50km_23_28,75km_15_19,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,32433773010478,946016035290487,2023,47,TN,Tennessee,5,A,758704.8493868166,1458439.8808393553,25km_30_58,50km_15_29,75km_10_19,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,82558002010478,749044508290487,2021,5,AR,Arkansas,3,B,474183.41775093274,1247780.0536606386,25km_18_49,50km_9_24,75km_6_16,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,30227237010478,657093827126144,2020,37,NC,North Carolina,3,B,1207835.6906259765,1468688.4409642927,25km_48_58,50km_24_29,75km_16_19,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,500221,Liquidambar styraciflua,70384583010661,511049287126144,2019,29,MO,Missouri,5,B,219717.42473273273,1692014.5808170037,25km_8_67,50km_4_33,75km_2_22,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,380129,Pinus taeda,20250526010478,946291450290487,2023,12,FL,Florida,5,B,1165091.2327614205,912156.71977273,25km_46_36,50km_23_18,75km_15_12,1,10,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,380129,Pinus taeda,100595513010478,493302708126144,2019,28,MS,Mississippi,3,A,567112.1450697093,1073474.7475944739,25km_22_42,50km_11_21,75km_7_14,1,22,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,380129,Pinus taeda,43703975010478,1279297314290487,2023,51,VA,Virginia,1,A,1693309.1761924918,1687451.8376108203,25km_67_67,50km_33_33,75km_22_22,1,3,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,380129,Pinus taeda,43339810010478,386106947489998,2017,1,AL,Alabama,1,B,870411.9918389415,1121577.8972286154,25km_34_44,50km_17_22,75km_11_14,1,26,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,380129,Pinus taeda,32837306010478,734248107290487,2021,47,TN,Tennessee,5,A,759221.9719321278,1390135.8143038023,25km_30_55,50km_15_27,75km_10_18,1,43,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,380129,Pinus taeda,197126806010854,859549574290487,2022,28,MS,Mississippi,2,B,569350.5522204847,1230120.7513691615,25km_22_49,50km_11_24,75km_7_16,1,1,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,380129,Pinus taeda,196885374010854,656661669126144,2020,48,TX,Texas,1,B,25897.41347865441,830640.3875513077,25km_1_33,50km_0_16,75km_0_11,1,2,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,380129,Pinus taeda,20243684010478,946028450290487,2022,12,FL,Florida,5,B,1406400.6821749993,829894.5629594661,25km_56_33,50km_28_16,75km_18_11,1,26,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,380129,Pinus taeda,43290676010478,794752046290487,2022,1,AL,Alabama,4,A,995588.8193314023,1164418.7370717525,25km_39_46,50km_19_23,75km_13_15,1,36,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,380129,Pinus taeda,140546742010478,638333917126144,2020,12,FL,Florida,2,A,1006428.5738885466,888507.7714683674,25km_40_35,50km_20_17,75km_13_11,1,1,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,380129,Pinus taeda,44687177010478,559255417126144,2019,45,SC,South Carolina,1,A,1515644.551899392,1266044.0991726052,25km_60_50,50km_30_25,75km_20_16,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,380129,Pinus taeda,17543315010478,484311219489998,2018,48,TX,Texas,5,B,188335.8900373618,836862.4334351532,25km_7_33,50km_3_16,75km_2_11,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
HIGH_NATIVE_DETECTION,380129,Pinus taeda,20364745010478,448940387489998,2018,12,FL,Florida,1,A,1292429.9101137822,852370.6251125522,25km_51_34,50km_25_17,75km_17_11,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
