detection_band,analysis_species_id,analysis_species_name,physical_plot_lineage_id,selected_primary_measurement_id,measurement_year,fia_state_code,fia_state_ab,fia_state_name,P2PANEL,AB_fold,public_projected_x_m,public_projected_y_m,cell_25km,cell_50km,cell_75km,species_detected,qualifying_tree_rows_for_species,state_evidence_class,selection_rule
MIDDLE_NATIVE_DETECTION,2701789,Carya laciniosa,59461296010478,687291530126144,2020,5,AR,Arkansas,2,B,271952.85160176357,1314624.395251928,25km_10_52,50km_5_26,75km_3_17,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,2701789,Carya laciniosa,259081237010854,946077691290487,2023,48,TX,Texas,4,B,-188836.7578831473,622700.3756000008,25km_-8_24,50km_-4_12,75km_-3_8,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,2701789,Carya laciniosa,59619919010478,856671239290487,2022,5,AR,Arkansas,4,A,186702.54390165603,1112445.4183557443,25km_7_44,50km_3_22,75km_2_14,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,2701789,Carya laciniosa,170072602020004,815198850290487,2021,26,MI,Michigan,1,B,527910.0500519694,2593861.23900487,25km_21_103,50km_10_51,75km_7_34,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,2701789,Carya laciniosa,54622685010661,815199031290487,2022,26,MI,Michigan,2,B,698417.6112832205,2586547.9635157986,25km_27_103,50km_13_51,75km_9_34,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,2701789,Carya laciniosa,86140432010661,721808116290487,2021,17,IL,Illinois,1,B,624706.1922779444,1706250.9719377365,25km_24_68,50km_12_34,75km_8_22,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,2701789,Carya laciniosa,17489143010478,740826781290487,2021,48,TX,Texas,3,B,169436.5894491493,836379.0203137677,25km_6_33,50km_3_16,75km_2_11,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,2701789,Carya laciniosa,60263258010538,722580940290487,2022,54,WV,West Virginia,1,B,1171349.6443302906,1784977.1223673057,25km_46_71,50km_23_35,75km_15_23,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,11690738010690,188779282020004,2017,4,AZ,Arizona,3,A,-1404110.1492116705,1296417.4979283176,25km_-57_51,50km_-29_25,75km_-19_17,1,10,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,2230640010690,547679716126144,2023,4,AZ,Arizona,3,B,-1319839.5620735337,1196353.9735768307,25km_-53_47,50km_-27_23,75km_-18_15,1,2,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,35369354010690,431914222489998,2019,4,AZ,Arizona,1,A,-1264907.048024255,1223517.4856402222,25km_-51_48,50km_-26_24,75km_-17_16,1,1,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,37260368010690,188786905020004,2018,35,NM,New Mexico,5,B,-1204254.245965686,1203092.4300854355,25km_-49_48,50km_-25_24,75km_-17_16,1,15,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,31227491010690,188781639020004,2018,4,AZ,Arizona,5,B,-1369237.3229037365,1326331.3833198026,25km_-55_53,50km_-28_26,75km_-19_17,1,2,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,2229158010690,547679313126144,2021,4,AZ,Arizona,3,B,-1351131.6344124433,1313708.589174036,25km_-55_52,50km_-28_26,75km_-19_17,1,2,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,31228797010690,188781175020004,2018,4,AZ,Arizona,5,B,-1218666.9727501683,1200201.596332213,25km_-49_48,50km_-25_24,75km_-17_16,1,2,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,2245942010690,667886274126144,2022,4,AZ,Arizona,4,B,-1230826.9008583308,1223652.8999556806,25km_-50_48,50km_-25_24,75km_-17_16,1,2,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,37258626010690,188786909020004,2018,35,NM,New Mexico,5,B,-1180445.4468788675,1249963.1938910745,25km_-48_49,50km_-24_24,75km_-16_16,1,1,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,31228353010690,188781831020004,2018,4,AZ,Arizona,5,B,-1270117.391684604,1229193.0061572548,25km_-51_49,50km_-26_24,75km_-17_16,1,4,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,107569876010478,473804714489998,2018,48,TX,Texas,3,B,-69026.07694724882,791262.3681292702,25km_-3_31,50km_-2_15,75km_-1_10,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,129830900010478,548477913126144,2019,48,TX,Texas,4,A,-419562.4019717414,676556.6161253471,25km_-17_27,50km_-9_13,75km_-6_9,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,17581923010478,545869595126144,2019,48,TX,Texas,1,A,144810.01744246812,869547.550426852,25km_5_34,50km_2_17,75km_1_11,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,17519045010478,656662288126144,2020,48,TX,Texas,2,B,187587.93489950293,948073.7911870703,25km_7_37,50km_3_18,75km_2_12,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,107442548010478,473803636489998,2018,48,TX,Texas,3,A,-333653.3756566625,853068.954649264,25km_-14_34,50km_-7_17,75km_-5_11,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,2261106010690,667886370126144,2023,4,AZ,Arizona,5,A,-1232890.022305819,1269115.5205810796,25km_-50_50,50km_-25_25,75km_-17_16,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,39636541010690,548485642126144,2021,35,NM,New Mexico,3,A,-964115.4834893086,1503277.4336591028,25km_-39_60,50km_-20_30,75km_-13_20,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,129860724010478,548479530126144,2018,48,TX,Texas,4,A,-252346.8669019843,980412.4607021213,25km_-11_39,50km_-6_19,75km_-4_13,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,259078911010854,946043055290487,2023,48,TX,Texas,3,A,-164275.84909092318,622673.1956549287,25km_-7_24,50km_-4_12,75km_-3_8,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172635,Quercus emoryi,129865217010478,548479319126144,2019,48,TX,Texas,4,B,-112606.62679048766,668172.8763951492,25km_-5_26,50km_-3_13,75km_-2_8,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,37260297010690,353273125489998,2019,35,NM,New Mexico,1,A,-1161566.2178807876,1145880.478662666,25km_-47_45,50km_-24_22,75km_-16_15,1,2,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,37258744010690,353433770489998,2020,35,NM,New Mexico,2,B,-1173476.5584988645,1266892.3122459222,25km_-47_50,50km_-24_25,75km_-16_16,1,2,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,37263828010690,353273082489998,2019,35,NM,New Mexico,1,A,-1084585.1482787083,1191101.0274066143,25km_-44_47,50km_-22_23,75km_-15_15,1,4,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,37258340010690,188787327020004,2018,35,NM,New Mexico,5,B,-929984.8754160306,1393256.7365389038,25km_-38_55,50km_-19_27,75km_-13_18,1,4,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,37263956010690,353433598489998,2020,35,NM,New Mexico,2,A,-1107636.9988956102,1198767.9248428065,25km_-45_47,50km_-23_23,75km_-15_15,1,3,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,37260325010690,353273127489998,2019,35,NM,New Mexico,1,A,-1164289.1389907866,1125873.661754964,25km_-47_45,50km_-24_22,75km_-16_15,1,10,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,39635546010690,548485470126144,2021,35,NM,New Mexico,3,A,-1200123.411664069,1187605.9593376964,25km_-49_47,50km_-25_23,75km_-17_15,1,2,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,37260257010690,353273158489998,2019,35,NM,New Mexico,1,A,-1119039.4983581612,1159381.353739785,25km_-45_46,50km_-23_23,75km_-15_15,1,8,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,37263971010690,188785374020004,2017,35,NM,New Mexico,4,A,-1085913.6286253005,1147218.4017199855,25km_-44_45,50km_-22_22,75km_-15_15,1,13,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,2234474010690,547678637126144,2022,4,AZ,Arizona,3,A,-1316596.5131158917,1343900.0903351977,25km_-53_53,50km_-27_26,75km_-18_17,1,1,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,225636935010854,925165502290487,2022,48,TX,Texas,2,B,-249495.49578354877,1098462.3912615702,25km_-10_43,50km_-5_21,75km_-4_14,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,12146753010690,188780781020004,2017,4,AZ,Arizona,4,A,-1173044.8775006994,1581125.8550871052,25km_-47_63,50km_-24_31,75km_-16_21,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,143600856010854,946043415290487,2023,48,TX,Texas,3,B,-381079.4564261632,679644.5053437203,25km_-16_27,50km_-8_13,75km_-6_9,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,107488143010478,297165772489998,2017,48,TX,Texas,2,A,-481706.7231565495,932569.1205257569,25km_-20_37,50km_-10_18,75km_-7_12,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,107558267010478,473803627489998,2018,48,TX,Texas,3,B,-76765.5727243266,969913.9908640757,25km_-4_38,50km_-2_19,75km_-2_12,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,196885374010854,656661669126144,2020,48,TX,Texas,1,B,25897.41347865441,830640.3875513077,25km_1_33,50km_0_16,75km_0_11,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,157559079010854,740830340290487,2021,48,TX,Texas,1,A,-707682.8391225223,1009713.7605304383,25km_-29_40,50km_-15_20,75km_-10_13,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,107492151010478,297165528489998,2017,48,TX,Texas,2,B,-328219.72094095196,824032.7435955685,25km_-14_32,50km_-7_16,75km_-5_10,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,35369142010690,431915074489998,2019,4,AZ,Arizona,1,A,-1384547.9907461274,1414803.6380864456,25km_-56_56,50km_-28_28,75km_-19_18,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,172998,Quercus grisea,17499593010478,886401755290487,2023,48,TX,Texas,4,B,66474.89633019423,877548.3177975975,25km_2_35,50km_1_17,75km_0_11,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,8972825010901,750087209290487,2021,6,CA,California,3,A,-2284155.5294262622,2243638.8513374105,25km_-92_89,50km_-46_44,75km_-31_29,1,1,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,490388661126144,490388661126144,2018,41,OR,Oregon,5,B,-2039845.7345124653,2728019.5628876714,25km_-82_109,50km_-41_54,75km_-28_36,1,3,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,29883218010497,558630910126144,2019,53,WA,Washington,1,B,-1965247.8869483504,2893899.613636761,25km_-79_115,50km_-40_57,75km_-27_38,1,4,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,444202296489998,444202296489998,2017,41,OR,Oregon,4,B,-2258311.678377587,2505818.3751311805,25km_-91_100,50km_-46_50,75km_-31_33,1,1,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,29880680010497,558628278126144,2019,41,OR,Oregon,1,A,-2077707.1758302914,2626894.8440810386,25km_-84_105,50km_-42_52,75km_-28_35,1,2,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,8664098010901,345935240489998,2017,41,OR,Oregon,3,B,-2171832.5477791857,2522821.2576461723,25km_-87_100,50km_-44_50,75km_-29_33,1,1,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,40219677010497,645305657126144,2020,41,OR,Oregon,2,B,-2036511.6617185937,2698601.226010902,25km_-82_107,50km_-41_53,75km_-28_35,1,1,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,40220072010497,714228944290487,2020,41,OR,Oregon,2,A,-2148404.4379295083,2542120.425774581,25km_-86_101,50km_-43_50,75km_-29_33,1,2,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,24085091010900,823110105290487,2023,41,OR,Oregon,4,B,-2139387.117542429,2628221.3398478543,25km_-86_105,50km_-43_52,75km_-29_35,1,1,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,750064374290487,750064374290487,2021,41,OR,Oregon,3,B,-2138655.5749078398,2438662.7170525957,25km_-86_97,50km_-43_48,75km_-29_32,1,1,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,40220632010497,645308759126144,2020,53,WA,Washington,2,B,-1826713.1976214177,3031827.3171217395,25km_-74_121,50km_-37_60,75km_-25_40,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,40220674010497,645308801126144,2021,53,WA,Washington,2,B,-1679570.4101103286,3012883.1092988495,25km_-68_120,50km_-34_60,75km_-23_40,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,29881619010497,558630544126144,2019,41,OR,Oregon,1,B,-1622356.6537851577,2723384.1152673196,25km_-65_108,50km_-33_54,75km_-22_36,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,12270727010690,188773333020004,2017,16,ID,Idaho,4,A,-1515745.5664470715,2974556.9665794345,25km_-61_118,50km_-31_59,75km_-21_39,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,22824776010497,412222223489998,2017,41,OR,Oregon,4,A,-2121066.051491708,2649824.762031425,25km_-85_105,50km_-43_52,75km_-29_35,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,22953529010497,412221967489998,2017,6,CA,California,4,A,-2218614.232653686,2284060.147217191,25km_-89_91,50km_-45_45,75km_-30_30,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,48203699010497,750082477290487,2021,53,WA,Washington,3,A,-2058358.83116518,2985500.740201897,25km_-83_119,50km_-42_59,75km_-28_39,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,40395554010690,548482099126144,2021,30,MT,Montana,3,A,-1429894.5748010837,2939870.6712680273,25km_-58_117,50km_-29_58,75km_-20_39,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,22953656010497,412222394489998,2017,6,CA,California,4,A,-2190078.858546537,2382083.5208178917,25km_-88_95,50km_-44_47,75km_-30_31,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
MIDDLE_NATIVE_DETECTION,378623,Taxus brevifolia,37276270010690,355078549489998,2020,16,ID,Idaho,2,B,-1545712.599454043,2597898.444720151,25km_-62_103,50km_-31_51,75km_-21_34,0,0,CONFIRMED_CURRENT_NATIVE,LOWEST_SHA256_D08C1_TRACE_WITHIN_DETECTION_BAND_AND_STATUS
