analysis_species_id,analysis_species_name,analysis_species_authors,analysis_species_rank,component_fia_code_count,component_fia_codes,component_fia_names,diameter_basis_composition,confirmed_native_CONUS,core_eligibility_status,grain_km,census_view,fold_scope,n_unique_physical_plot_lineages,n_primary_measurements,n_sampled_cells,n_positive_plots,n_detected_cells,n_qualifying_tree_rows,n_dbh_tree_rows,n_drc_tree_rows,n_unclassified_diameter_basis_tree_rows,n_confirmed_native_state_tree_rows,n_explicit_introduced_state_tree_rows,n_no_confirmed_native_or_introduced_state_tree_rows,n_connected_components_detection_support,largest_component_fraction,spatial_span_km,sampling_frame_note,threshold_role
2711403,Cercis canadensis,L.,Species,1,471,Cercis canadensis,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,WCVP_CONFIRMED_NATIVE_STATE,ALL,75259,75259,6314,755,574,1053,1053,0,0,1053,0,0,216,0.17247386759581881,2180.022935659164,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2711403,Cercis canadensis,L.,Species,1,471,Cercis canadensis,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,WCVP_CONFIRMED_NATIVE_STATE,A,37664,37664,5872,382,321,534,534,0,0,534,0,0,181,0.04672897196261682,2165.2078422174627,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2711403,Cercis canadensis,L.,Species,1,471,Cercis canadensis,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,WCVP_CONFIRMED_NATIVE_STATE,B,37595,37595,5840,373,328,519,519,0,0,519,0,0,181,0.042682926829268296,2160.005787029285,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2711403,Cercis canadensis,L.,Species,1,471,Cercis canadensis,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,WCVP_CONFIRMED_NATIVE_STATE,ALL,75259,75259,1784,755,350,1053,1053,0,0,1053,0,0,48,0.48,2180.022935659164,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2711403,Cercis canadensis,L.,Species,1,471,Cercis canadensis,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,WCVP_CONFIRMED_NATIVE_STATE,A,37664,37664,1732,382,231,534,534,0,0,534,0,0,57,0.29004329004329005,2180.022935659164,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2711403,Cercis canadensis,L.,Species,1,471,Cercis canadensis,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,WCVP_CONFIRMED_NATIVE_STATE,B,37595,37595,1732,373,236,519,519,0,0,519,0,0,59,0.3516949152542373,2180.022935659164,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2711403,Cercis canadensis,L.,Species,1,471,Cercis canadensis,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,WCVP_CONFIRMED_NATIVE_STATE,ALL,75259,75259,850,755,228,1053,1053,0,0,1053,0,0,13,0.9166666666666666,2205.816175477911,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2711403,Cercis canadensis,L.,Species,1,471,Cercis canadensis,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,WCVP_CONFIRMED_NATIVE_STATE,A,37664,37664,836,382,172,534,534,0,0,534,0,0,14,0.8546511627906976,2205.816175477911,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2711403,Cercis canadensis,L.,Species,1,471,Cercis canadensis,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,WCVP_CONFIRMED_NATIVE_STATE,B,37595,37595,834,373,174,519,519,0,0,519,0,0,15,0.8735632183908046,2145.052446911264,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,ALL_CONUS_OBSERVED,ALL,115725,115725,10051,444,244,4207,0,4207,0,4207,0,0,68,0.29508196721311475,1540.4950503003895,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,ALL_CONUS_OBSERVED,A,57920,57920,9235,222,154,2161,0,2161,0,2161,0,0,74,0.12337662337662338,1523.975065412817,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,ALL_CONUS_OBSERVED,B,57805,57805,9171,222,160,2046,0,2046,0,2046,0,0,66,0.325,1521.9231255224424,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,ALL_CONUS_OBSERVED,ALL,115725,115725,2970,444,139,4207,0,4207,0,4207,0,0,21,0.5899280575539568,1557.2411502397435,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,ALL_CONUS_OBSERVED,A,57920,57920,2846,222,105,2161,0,2161,0,2161,0,0,28,0.3238095238095238,1523.975065412817,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,ALL_CONUS_OBSERVED,B,57805,57805,2830,222,102,2046,0,2046,0,2046,0,0,28,0.5098039215686274,1557.2411502397435,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,ALL_CONUS_OBSERVED,ALL,115725,115725,1441,444,91,4207,0,4207,0,4207,0,0,9,0.6373626373626373,1594.5218719101974,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,ALL_CONUS_OBSERVED,A,57920,57920,1411,222,75,2161,0,2161,0,2161,0,0,14,0.6266666666666667,1594.5218719101974,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,ALL_CONUS_OBSERVED,B,57805,57805,1397,222,72,2046,0,2046,0,2046,0,0,13,0.6388888888888888,1538.8713396512394,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,WCVP_CONFIRMED_NATIVE_STATE,ALL,28125,28125,3011,444,244,4207,0,4207,0,4207,0,0,68,0.29508196721311475,1540.4950503003895,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,WCVP_CONFIRMED_NATIVE_STATE,A,14077,14077,2719,222,154,2161,0,2161,0,2161,0,0,74,0.12337662337662338,1523.975065412817,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,WCVP_CONFIRMED_NATIVE_STATE,B,14048,14048,2688,222,160,2046,0,2046,0,2046,0,0,66,0.325,1521.9231255224424,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,WCVP_CONFIRMED_NATIVE_STATE,ALL,28125,28125,959,444,139,4207,0,4207,0,4207,0,0,21,0.5899280575539568,1557.2411502397435,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,WCVP_CONFIRMED_NATIVE_STATE,A,14077,14077,909,222,105,2161,0,2161,0,2161,0,0,28,0.3238095238095238,1523.975065412817,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,WCVP_CONFIRMED_NATIVE_STATE,B,14048,14048,892,222,102,2046,0,2046,0,2046,0,0,28,0.5098039215686274,1557.2411502397435,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,WCVP_CONFIRMED_NATIVE_STATE,ALL,28125,28125,484,444,91,4207,0,4207,0,4207,0,0,9,0.6373626373626373,1594.5218719101974,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,WCVP_CONFIRMED_NATIVE_STATE,A,14077,14077,470,222,75,2161,0,2161,0,2161,0,0,14,0.6266666666666667,1594.5218719101974,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
2943367,Cercocarpus ledifolius,Nutt.,Species,1,475,Cercocarpus ledifolius,DRC_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,WCVP_CONFIRMED_NATIVE_STATE,B,14048,14048,461,222,72,2046,0,2046,0,2046,0,0,13,0.6388888888888888,1538.8713396512394,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,ALL_CONUS_OBSERVED,ALL,115725,115725,10051,90,28,438,438,0,0,438,0,0,5,0.8571428571428571,522.0153254455275,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,ALL_CONUS_OBSERVED,A,57920,57920,9235,47,21,249,249,0,0,249,0,0,5,0.8095238095238095,498.1214711292819,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,ALL_CONUS_OBSERVED,B,57805,57805,9171,43,20,189,189,0,0,189,0,0,3,0.9,246.2214450449026,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,ALL_CONUS_OBSERVED,ALL,115725,115725,2970,90,13,438,438,0,0,438,0,0,3,0.8461538461538461,522.0153254455275,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,ALL_CONUS_OBSERVED,A,57920,57920,2846,47,12,249,249,0,0,249,0,0,4,0.75,522.0153254455275,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,ALL_CONUS_OBSERVED,B,57805,57805,2830,43,10,189,189,0,0,189,0,0,1,1.0,223.60679774997897,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,ALL_CONUS_OBSERVED,ALL,115725,115725,1441,90,10,438,438,0,0,438,0,0,3,0.8,546.0082416960389,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,ALL_CONUS_OBSERVED,A,57920,57920,1411,47,10,249,249,0,0,249,0,0,3,0.8,546.0082416960389,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,ALL_CONUS_OBSERVED,B,57805,57805,1397,43,7,189,189,0,0,189,0,0,1,1.0,237.17082451262846,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,WCVP_CONFIRMED_NATIVE_STATE,ALL,10037,10037,764,90,28,438,438,0,0,438,0,0,5,0.8571428571428571,522.0153254455275,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,WCVP_CONFIRMED_NATIVE_STATE,A,5021,5021,705,47,21,249,249,0,0,249,0,0,5,0.8095238095238095,498.1214711292819,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,WCVP_CONFIRMED_NATIVE_STATE,B,5016,5016,697,43,20,189,189,0,0,189,0,0,3,0.9,246.2214450449026,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,WCVP_CONFIRMED_NATIVE_STATE,ALL,10037,10037,243,90,13,438,438,0,0,438,0,0,3,0.8461538461538461,522.0153254455275,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,WCVP_CONFIRMED_NATIVE_STATE,A,5021,5021,231,47,12,249,249,0,0,249,0,0,4,0.75,522.0153254455275,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,WCVP_CONFIRMED_NATIVE_STATE,B,5016,5016,225,43,10,189,189,0,0,189,0,0,1,1.0,223.60679774997897,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,WCVP_CONFIRMED_NATIVE_STATE,ALL,10037,10037,137,90,10,438,438,0,0,438,0,0,3,0.8,546.0082416960389,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,WCVP_CONFIRMED_NATIVE_STATE,A,5021,5021,125,47,10,249,249,0,0,249,0,0,3,0.8,546.0082416960389,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,Species,1,41,Chamaecyparis lawsoniana,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,WCVP_CONFIRMED_NATIVE_STATE,B,5016,5016,131,43,7,189,189,0,0,189,0,0,1,1.0,237.17082451262846,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382860,Chamaecyparis thyoides,(L.) Oerst.,Species,1,43,Chamaecyparis thyoides,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,ALL_CONUS_OBSERVED,ALL,115725,115725,10051,108,60,1084,1084,0,0,1084,0,0,28,0.18333333333333332,2093.442141545832,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382860,Chamaecyparis thyoides,(L.) Oerst.,Species,1,43,Chamaecyparis thyoides,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,ALL_CONUS_OBSERVED,A,57920,57920,9235,58,41,644,644,0,0,644,0,0,21,0.1951219512195122,2010.7523467597894,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382860,Chamaecyparis thyoides,(L.) Oerst.,Species,1,43,Chamaecyparis thyoides,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,ALL_CONUS_OBSERVED,B,57805,57805,9171,50,34,440,440,0,0,440,0,0,20,0.17647058823529413,2058.2152462752774,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382860,Chamaecyparis thyoides,(L.) Oerst.,Species,1,43,Chamaecyparis thyoides,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,ALL_CONUS_OBSERVED,ALL,115725,115725,2970,108,40,1084,1084,0,0,1084,0,0,11,0.2,2093.442141545832,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382860,Chamaecyparis thyoides,(L.) Oerst.,Species,1,43,Chamaecyparis thyoides,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,ALL_CONUS_OBSERVED,A,57920,57920,2846,58,31,644,644,0,0,644,0,0,10,0.22580645161290322,2030.3940504246953,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382860,Chamaecyparis thyoides,(L.) Oerst.,Species,1,43,Chamaecyparis thyoides,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,ALL_CONUS_OBSERVED,B,57805,57805,2830,50,27,440,440,0,0,440,0,0,10,0.18518518518518517,2022.992832414391,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382860,Chamaecyparis thyoides,(L.) Oerst.,Species,1,43,Chamaecyparis thyoides,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,ALL_CONUS_OBSERVED,ALL,115725,115725,1441,108,31,1084,1084,0,0,1084,0,0,6,0.25806451612903225,2131.9005605327843,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382860,Chamaecyparis thyoides,(L.) Oerst.,Species,1,43,Chamaecyparis thyoides,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,ALL_CONUS_OBSERVED,A,57920,57920,1411,58,23,644,644,0,0,644,0,0,7,0.21739130434782608,2026.3884129159444,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382860,Chamaecyparis thyoides,(L.) Oerst.,Species,1,43,Chamaecyparis thyoides,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,ALL_CONUS_OBSERVED,B,57805,57805,1397,50,22,440,440,0,0,440,0,0,9,0.22727272727272727,2074.3975028908994,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382860,Chamaecyparis thyoides,(L.) Oerst.,Species,1,43,Chamaecyparis thyoides,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,WCVP_CONFIRMED_NATIVE_STATE,ALL,34911,34911,2129,108,60,1084,1084,0,0,1084,0,0,28,0.18333333333333332,2093.442141545832,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382860,Chamaecyparis thyoides,(L.) Oerst.,Species,1,43,Chamaecyparis thyoides,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,WCVP_CONFIRMED_NATIVE_STATE,A,17474,17474,2072,58,41,644,644,0,0,644,0,0,21,0.1951219512195122,2010.7523467597894,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382860,Chamaecyparis thyoides,(L.) Oerst.,Species,1,43,Chamaecyparis thyoides,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,25,WCVP_CONFIRMED_NATIVE_STATE,B,17437,17437,2067,50,34,440,440,0,0,440,0,0,20,0.17647058823529413,2058.2152462752774,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382860,Chamaecyparis thyoides,(L.) Oerst.,Species,1,43,Chamaecyparis thyoides,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,WCVP_CONFIRMED_NATIVE_STATE,ALL,34911,34911,603,108,40,1084,1084,0,0,1084,0,0,11,0.2,2093.442141545832,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382860,Chamaecyparis thyoides,(L.) Oerst.,Species,1,43,Chamaecyparis thyoides,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,WCVP_CONFIRMED_NATIVE_STATE,A,17474,17474,591,58,31,644,644,0,0,644,0,0,10,0.22580645161290322,2030.3940504246953,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382860,Chamaecyparis thyoides,(L.) Oerst.,Species,1,43,Chamaecyparis thyoides,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,50,WCVP_CONFIRMED_NATIVE_STATE,B,17437,17437,591,50,27,440,440,0,0,440,0,0,10,0.18518518518518517,2022.992832414391,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
382860,Chamaecyparis thyoides,(L.) Oerst.,Species,1,43,Chamaecyparis thyoides,DBH_ONLY,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,75,WCVP_CONFIRMED_NATIVE_STATE,ALL,34911,34911,297,108,31,1084,1084,0,0,1084,0,0,6,0.25806451612903225,2131.9005605327843,cells with >=1 qualifying primary FIA measurement; unsampled political cells are not zeros,CENSUS_ONLY_NOT_FINAL_SELECTION
