analysis_species_id,analysis_species_name,fia_state_code,fia_state_ab,fia_state_name,wcvp_area_code_l3,wcvp_area_name,state_identity_mapping_type,wcvp_level3_rows,confirmed_current_native_rows,explicit_introduced_rows,native_historical_extinct_rows,native_location_doubtful_rows,state_evidence_class,qualifying_tree_rows,qualifying_tree_rows_fold_A,qualifying_tree_rows_fold_B,positive_primary_plots,positive_primary_plots_fold_A,positive_primary_plots_fold_B,confirmed_native_CONUS,core_eligibility_status,status_inference_from_alias
2860379,Ilex aquifolium,24,MD,Maryland,MRY,Maryland,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,25,MA,Massachusetts,MAS,Massachusetts,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,26,MI,Michigan,MIC,Michigan,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,27,MN,Minnesota,MIN,Minnesota,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,28,MS,Mississippi,MSI,Mississippi,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,29,MO,Missouri,MSO,Missouri,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,30,MT,Montana,MNT,Montana,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,31,NE,Nebraska,NEB,Nebraska,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,32,NV,Nevada,NEV,Nevada,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,33,NH,New Hampshire,NWH,New Hampshire,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,34,NJ,New Jersey,NWJ,New Jersey,EXACT_FULL_STATE_NAME,1,0,1,0,0,EXPLICIT_INTRODUCED,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,35,NM,New Mexico,NWM,New Mexico,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,36,NY,New York,NWY,New York,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,37,NC,North Carolina,NCA,North Carolina,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,38,ND,North Dakota,NDA,North Dakota,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,39,OH,Ohio,OHI,Ohio,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,40,OK,Oklahoma,OKL,Oklahoma,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,41,OR,Oregon,ORE,Oregon,EXACT_FULL_STATE_NAME,1,0,1,0,0,EXPLICIT_INTRODUCED,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,42,PA,Pennsylvania,PEN,Pennsylvania,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,44,RI,Rhode Island,RHO,Rhode I.,AUTHORIZED_EXPLICIT_ALIAS,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,45,SC,South Carolina,SCA,South Carolina,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,46,SD,South Dakota,SDA,South Dakota,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,47,TN,Tennessee,TEN,Tennessee,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,48,TX,Texas,TEX,Texas,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,49,UT,Utah,UTA,Utah,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,50,VT,Vermont,VER,Vermont,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,51,VA,Virginia,VRG,Virginia,EXACT_FULL_STATE_NAME,1,0,1,0,0,EXPLICIT_INTRODUCED,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,53,WA,Washington,WAS,Washington,EXACT_FULL_STATE_NAME,1,0,1,0,0,EXPLICIT_INTRODUCED,5,0,5,1,0,1,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,54,WV,West Virginia,WVA,West Virginia,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,55,WI,Wisconsin,WIS,Wisconsin,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860379,Ilex aquifolium,56,WY,Wyoming,WYO,Wyoming,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,FALSE,CONUS_NONNATIVE_CORE_INELIGIBLE,0
2860502,Ilex cassine,1,AL,Alabama,ALA,Alabama,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,4,AZ,Arizona,ARI,Arizona,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,5,AR,Arkansas,ARK,Arkansas,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,6,CA,California,CAL,California,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,8,CO,Colorado,COL,Colorado,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,9,CT,Connecticut,CNT,Connecticut,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,10,DE,Delaware,DEL,Delaware,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,12,FL,Florida,FLA,Florida,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,79,35,44,23,12,11,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,13,GA,Georgia,GEO,Georgia,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,16,ID,Idaho,IDA,Idaho,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,17,IL,Illinois,ILL,Illinois,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,18,IN,Indiana,INI,Indiana,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,19,IA,Iowa,IOW,Iowa,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,20,KS,Kansas,KAN,Kansas,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,21,KY,Kentucky,KTY,Kentucky,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,22,LA,Louisiana,LOU,Louisiana,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,23,ME,Maine,MAI,Maine,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,24,MD,Maryland,MRY,Maryland,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,25,MA,Massachusetts,MAS,Massachusetts,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,26,MI,Michigan,MIC,Michigan,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,27,MN,Minnesota,MIN,Minnesota,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,28,MS,Mississippi,MSI,Mississippi,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,29,MO,Missouri,MSO,Missouri,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,30,MT,Montana,MNT,Montana,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,31,NE,Nebraska,NEB,Nebraska,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,32,NV,Nevada,NEV,Nevada,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,33,NH,New Hampshire,NWH,New Hampshire,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,34,NJ,New Jersey,NWJ,New Jersey,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,35,NM,New Mexico,NWM,New Mexico,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,36,NY,New York,NWY,New York,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,37,NC,North Carolina,NCA,North Carolina,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,38,ND,North Dakota,NDA,North Dakota,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,39,OH,Ohio,OHI,Ohio,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,40,OK,Oklahoma,OKL,Oklahoma,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,41,OR,Oregon,ORE,Oregon,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,42,PA,Pennsylvania,PEN,Pennsylvania,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,44,RI,Rhode Island,RHO,Rhode I.,AUTHORIZED_EXPLICIT_ALIAS,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,45,SC,South Carolina,SCA,South Carolina,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,46,SD,South Dakota,SDA,South Dakota,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,47,TN,Tennessee,TEN,Tennessee,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,48,TX,Texas,TEX,Texas,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,49,UT,Utah,UTA,Utah,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,50,VT,Vermont,VER,Vermont,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,51,VA,Virginia,VRG,Virginia,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,53,WA,Washington,WAS,Washington,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,54,WV,West Virginia,WVA,West Virginia,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,55,WI,Wisconsin,WIS,Wisconsin,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2860502,Ilex cassine,56,WY,Wyoming,WYO,Wyoming,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,1,AL,Alabama,ALA,Alabama,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,337,162,175,168,81,87,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,4,AZ,Arizona,ARI,Arizona,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,5,AR,Arkansas,ARK,Arkansas,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,342,166,176,153,73,80,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,6,CA,California,CAL,California,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,8,CO,Colorado,COL,Colorado,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,9,CT,Connecticut,CNT,Connecticut,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,10,DE,Delaware,DEL,Delaware,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,187,113,74,45,24,21,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,12,FL,Florida,FLA,Florida,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,79,45,34,43,19,24,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,13,GA,Georgia,GEO,Georgia,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,294,156,138,136,76,60,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,16,ID,Idaho,IDA,Idaho,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,17,IL,Illinois,ILL,Illinois,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,18,IN,Indiana,INI,Indiana,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,19,IA,Iowa,IOW,Iowa,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,20,KS,Kansas,KAN,Kansas,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,21,KY,Kentucky,KTY,Kentucky,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,9,6,3,6,4,2,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,22,LA,Louisiana,LOU,Louisiana,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,197,102,95,111,56,55,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,23,ME,Maine,MAI,Maine,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,24,MD,Maryland,MRY,Maryland,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,362,204,158,68,36,32,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,25,MA,Massachusetts,MAS,Massachusetts,EXACT_FULL_STATE_NAME,1,1,0,0,0,CONFIRMED_CURRENT_NATIVE,7,4,3,5,3,2,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
2861190,Ilex opaca,26,MI,Michigan,MIC,Michigan,EXACT_FULL_STATE_NAME,0,0,0,0,0,NO_CONFIRMED_NATIVE_OR_INTRODUCED_ROW,0,0,0,0,0,0,TRUE,CORE_ELIGIBLE_CONFIRMED_NATIVE_CONUS,0
