candidate_measurements_2017_2023,eligible_measurements_before_lineage_dedup,unique_lineages_before_ambiguity_exclusion,ambiguous_lineages_excluded,ambiguous_measurements_excluded,primary_measurements_after_dedup,primary_measurements_with_valid_coordinates,primary_measurements_missing_coordinates,no_dedup_sensitivity_additional_measurements,no_dedup_sensitivity_percent_increase,lineage_rule_id,status
322695,128714,115725,0,0,115725,115725,0,12989,0.1122402246705552,PREV_PLT_CN_ONE_LATEST_ELIGIBLE_2017_2023_V1,PASS
