file,bytes,sha256
D04_species_manifest.csv,12519,f3e97df53894886023615adcda1dfa1639811415c0aabc203c59329b7d9525db
D06B_USGS_file_inventory.csv,1953,a95c28286e09fa74db991273446c1b29d8f50b060b6d0d2eda7a29b4f7480e8d
DOWNLOAD_PLAN.txt,158,ecafa5ee202f157781d850bb223d1609fc3f59fe84be75205f9d9d1d0edb9772
sciencebase_item.json,48853,76d3a376c457c9d611338e44fdd93f3843104130d18427f097217f47ecd453f2
Thompson_and_others_2023_Atlas_data_release_data_dictionary.csv,244256,8f84c402bdb7aabd7eab3e2e050c2f85b362b248a6aa877f4424a981768b6e05
Thompson_and_others_2023_Atlas_data_release_metadata.txt,131218,2a7a066a9106dddd5b9fa4bcff471d06199c329943c253794c5faee3a7896a52
Thompson_and_others_2023_Atlas_data_release_metadata.xml,122642,95d11e8cd13c68e6ca6b26662e8e5b965427039659b25041e2ec532b94e157d1
Thompson_and_others_2023_Atlas_data_release_readme.txt,21910,79032b1587b1249b1701c56974a6be8476630b3c2766da9f1096a2418d0610d1
