source_item,name,size,url,contentType
620da87bd34e6c7e83ba9ba7,Thompson_and_others_2023_Atlas_data_release_metadata.xml,122642,https://www.sciencebase.gov/catalog/file/get/620da87bd34e6c7e83ba9ba7?f=__disk__e5%2F32%2F88%2Fe53288de0e4fbbede2fac4d9e315076265ee85c4,application/fgdc+xml
620da87bd34e6c7e83ba9ba7,Thompson_and_others_2023_Atlas_data_release_metadata.txt,131218,https://www.sciencebase.gov/catalog/file/get/620da87bd34e6c7e83ba9ba7?f=__disk__4b%2F48%2Fab%2F4b48abecdf964667e508dea6816db74ee54e8447,text/plain
620da87bd34e6c7e83ba9ba7,Thompson_and_others_2023_Atlas_data_release_readme.txt,21910,https://www.sciencebase.gov/catalog/file/get/620da87bd34e6c7e83ba9ba7?f=__disk__94%2F66%2Fc2%2F9466c24cbb2b06f68dde7d0f49f572e65571890c,text/plain
620da87bd34e6c7e83ba9ba7,Thompson_and_others_2023_Atlas_data_release_data_dictionary.csv,244256,https://www.sciencebase.gov/catalog/file/get/620da87bd34e6c7e83ba9ba7?f=__disk__d8%2Fdc%2F91%2Fd8dc914d4d403709c6ff292be592ccdc8dfe109f,text/csv
620da87bd34e6c7e83ba9ba7,Thompson_and_others_2023_Atlas_data_release_csv_files.zip,3843561,https://www.sciencebase.gov/catalog/file/get/620da87bd34e6c7e83ba9ba7?f=__disk__4d%2F61%2Ff7%2F4d61f78c120e863a4f4cae3d12d71deaa36fbc89,application/zip
620da87bd34e6c7e83ba9ba7,Thompson_and_others_2023_Atlas_data_release_netCDF_files.zip,12790836,https://www.sciencebase.gov/catalog/file/get/620da87bd34e6c7e83ba9ba7?f=__disk__71%2Fb3%2Ff6%2F71b3f6f38ab79f6228ad6b8e08128273c4b8606c,application/zip
620da87bd34e6c7e83ba9ba7,Thompson_and_others_2023_Atlas_data_release_MCR_weights.zip,907892,https://www.sciencebase.gov/catalog/file/get/620da87bd34e6c7e83ba9ba7?f=__disk__b1%2F3f%2F43%2Fb13f43414802836dfc81a3ad63ddce8f86696fc0,application/zip
620da87bd34e6c7e83ba9ba7,Pinus_ponderosa_cropped_figure.png,396380,https://www.sciencebase.gov/catalog/file/get/620da87bd34e6c7e83ba9ba7?f=__disk__89%2Ffc%2F79%2F89fc79372d1cf7f2fbad54ce0e608b6b5b58b674,image/png
