"FILE_NAME","FILE_ROLE","LOCAL_PATH","BYTES","SHA256","MUST_RELAY","RELAY_POLICY","SUGGESTED_GITHUB_PATH","NOTES"
"CA_POP_PLOT_STRATUM_ASSGN.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\CA_POP_PLOT_STRATUM_ASSGN.zip","6520344","b402c4af76cd67d38b6cde9e22ca239dd84c917e4369c170e5871de8b1f71d8b","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"CA_POP_STRATUM.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\CA_POP_STRATUM.zip","332407","db7a42b9a5e72800b2ce3a0aa22dd9c918f750a53e5ba2d50422020ea3fefa1d","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"CA_SURVEY.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\CA_SURVEY.zip","1701","32f69a2e894013603c9a27a8e30462c09a420e7974d10bdd317c1e83bdbc7d1d","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"OR_PLOT.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\OR_PLOT.zip","1462284","e92e8ee1fb6c0fd4934c375fed3b1df4685cc0c0c07f7f10180ba57d0937db15","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"OR_POP_ESTN_UNIT.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\OR_POP_ESTN_UNIT.zip","1832","629f9e111069d351c89b65b319e5fdc7c7bbd010df8d360311d0b94591aa3d59","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"OR_POP_EVAL.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\OR_POP_EVAL.zip","1458","d1d4d2ac1bcc263d89b7fac25c06a001111db9c8f3f31402f3a0339a214ddbbb","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"OR_POP_EVAL_GRP.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\OR_POP_EVAL_GRP.zip","837","0b3e6f266d39017e2e4219a32421a75c7644ef0078941dd7c41188092a011784","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"OR_POP_EVAL_TYP.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\OR_POP_EVAL_TYP.zip","1134","e5d157bb2ebf6590af76883682ea6d9f7762393f8cdac1f39bc95ce76bd2cc87","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"OR_POP_PLOT_STRATUM_ASSGN.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\OR_POP_PLOT_STRATUM_ASSGN.zip","6064878","d51b8e22273bc285c8a6ab5b9ea28e23aaffe9de1e95806d68e79392da747663","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"OR_POP_STRATUM.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\OR_POP_STRATUM.zip","235280","dfe587a2df21c693282474f1c60bba94bcf4a7cc911f18b168a4758c58fd5de1","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"OR_SURVEY.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\OR_SURVEY.zip","1958","942c5183a2c0340e854dd9d85b5750cbad304fb58b66106aafd3c8948a31e43f","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"WA_PLOT.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\WA_PLOT.zip","848326","0b572645a39a1ebf18b23dbbba26e1eaf3e89cc389aa66f4206f1cb47dc46adb","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"WA_POP_ESTN_UNIT.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\WA_POP_ESTN_UNIT.zip","1876","b5ea750a8458b600464c219771ef8c5ece9a726fd0ae18e7929ffece0e4b7265","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"WA_POP_EVAL.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\WA_POP_EVAL.zip","1351","2b3e903a431f4a50f3f61404840c105b8fbe3199a2e7b5546c2ab58af227c651","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"WA_POP_EVAL_GRP.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\WA_POP_EVAL_GRP.zip","793","ba4cc6396be0b6d7c05a3561835bce51eb15425f0dbd081fd992e0aa070b179b","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"WA_POP_EVAL_TYP.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\WA_POP_EVAL_TYP.zip","1003","dcc94db945c35bc2748e2ed6cb7cad2ab8c8e42d084f9d07028559b071fad0e2","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"WA_POP_PLOT_STRATUM_ASSGN.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\WA_POP_PLOT_STRATUM_ASSGN.zip","3709175","cb984f57247b7ca97dc25569359909a83fe251636afad6ba3ceee82cf310dda0","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"WA_POP_STRATUM.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\WA_POP_STRATUM.zip","185972","99eeb190bb67fc0d6c42f0766407209dcc393e1d9db1abea18dc1a8289071e08","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"WA_SURVEY.zip","OFFICIAL_RAW_TABLE_ZIP","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\raw_table_zips\WA_SURVEY.zip","1692","9731a19d4c7c0556938c05dfcfcb30964fabca6f7917801e2b28367b1993e28e","NO","NOT_RELAYED_RAW_DATA","","-Notes=Keep local immutable raw authority; do not rezip/rewrite for Relay."
"PROVENANCE_SNAPSHOT_MANIFEST_v01.csv","PROVENANCE_MANIFEST","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\manifests\PROVENANCE_SNAPSHOT_MANIFEST_v01.csv","11132","6c6dee614360edf3ddff97cb559651153d79da0ef071a650d4f7eb8ae947234a","YES","RELAY_COMPACT_EVIDENCE","manifests/PROVENANCE_SNAPSHOT_MANIFEST_v01.csv",""
"RAW_ASSET_MANIFEST_v01.csv","RAW_ASSET_MANIFEST","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\manifests\RAW_ASSET_MANIFEST_v01.csv","24776","54ee2114d63bbd978dbf62bbf2d362c64c55b6bdf454d4caaaf4db3105f730e2","YES","RELAY_COMPACT_EVIDENCE","manifests/RAW_ASSET_MANIFEST_v01.csv",""
"SHA256SUMS.csv","SHA256SUMS","C:\range_paper\02_raw\fia_t2_2023_raw_design_v01\manifests\SHA256SUMS.csv","14664","ac06b5060720223e0857c14ba11302bb310c116c75e47462c569ebf0affa8745","YES","RELAY_COMPACT_EVIDENCE","manifests/SHA256SUMS.csv",""
