analysis_species_id,analysis_species_name,usgs_mapping_class,usgs_review_required_flag,canonical_layer_flag,canonical_layer_key,atlas_table1_row_id,atlas_original_source_name,atlas_current_accepted_name_field,atlas_current_name_authors,atlas_layer_rank,atlas_layer_href,atlas_layer_key,atlas_number_gridpoints,atlas_primary_source,atlas_unique_sources,atlas_notes,atlas_status,atlas_shared_resolved_species_count,atlas_unresolved_components,decision_status,review_reason
2616276,Acer pseudoplatanus,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2616329,Acer rubrum,SINGLE_SPECIES_LAYER,0,1,Acer_rubrum,ATLASG-0026,Acer rubrum,Acer rubrum,L.,SPECIES,individual_taxa/atlas_pages/Acer_rubrum.pdf,Acer_rubrum,4828,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2616367,Acer saccharinum,SINGLE_SPECIES_LAYER,0,1,Acer_saccharinum,ATLASG-0027,Acer saccharinum,Acer saccharinum,L.,SPECIES,individual_taxa/atlas_pages/Acer_saccharinum.pdf,Acer_saccharinum,3728,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2616387,Acer saccharum,SINGLE_SPECIES_LAYER,0,1,Acer_saccharum,ATLASG-0028,Acer saccharum,Acer saccharum,Marshall,SPECIES,individual_taxa/atlas_pages/Acer_saccharum.pdf,Acer_saccharum,3404,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2616481,Acer spicatum,SINGLE_SPECIES_LAYER,0,1,Acer_spicatum,ATLASG-0029,Acer spicatum,Acer spicatum,Lam.,SPECIES,individual_taxa/atlas_pages/Acer_spicatum.pdf,Acer_spicatum,3100,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2616524,Acer tataricum,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2624481,Aesculus californica,SINGLE_SPECIES_LAYER,0,1,Aesculus_californica,ATLASG-0030,Aesculus californica,Aesculus californica,(Spach) Nutt.,SPECIES,individual_taxa/atlas_pages/Aesculus_californica.pdf,Aesculus_californica,101,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2624500,Aesculus flava,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Aesculus_octandra,ATLASG-0032,Aesculus octandra,Aesculus flava,Sol.,SPECIES,individual_taxa/atlas_pages/Aesculus_octandra.pdf,Aesculus_octandra,380,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2624506,Aesculus glabra,SINGLE_SPECIES_LAYER,0,1,Aesculus_glabra,ATLASG-0031,Aesculus glabra,Aesculus glabra,Willd.,SPECIES,individual_taxa/atlas_pages/Aesculus_glabra.pdf,Aesculus_glabra,1400,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2626815,Ailanthus altissima,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2627374,Albizia julibrissin,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2640872,Annona glabra,SINGLE_SPECIES_LAYER,0,1,Annona_glabra,ATLASG-0058,Annona glabra,Annona glabra,L.,SPECIES,individual_taxa/atlas_pages/Annona_glabra.pdf,Annona_glabra,51,Little (1978),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2646656,Arbutus arizonica,SINGLE_SPECIES_LAYER,0,1,Arbutus_arizonica,ATLASG-0060,Arbutus arizonica,Arbutus arizonica,(A. Gray) Sarg.,SPECIES,individual_taxa/atlas_pages/Arbutus_arizonica.pdf,Arbutus_arizonica,6,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2646696,Arbutus menziesii,SINGLE_SPECIES_LAYER,0,1,Arbutus_menziesii,ATLASG-0061,Arbutus menziesii,Arbutus menziesii,Pursh,SPECIES,individual_taxa/atlas_pages/Arbutus_menziesii.pdf,Arbutus_menziesii,227,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2655435,Asimina triloba,SINGLE_SPECIES_LAYER,0,1,Asimina_triloba,ATLASG-0072,Asimina triloba,Asimina triloba,(L.) Dunal,SPECIES,individual_taxa/atlas_pages/Asimina_triloba.pdf,Asimina_triloba,2371,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2683772,Broussonetia papyrifera,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2687649,Bursera simaruba,SINGLE_SPECIES_LAYER,0,1,Bursera_simaruba,ATLASG-0103,Bursera simaruba,Bursera simaruba,(L.) Sarg.,SPECIES,individual_taxa/atlas_pages/Bursera_simaruba.pdf,Bursera_simaruba,24,Little (1978),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2695178,Camphora officinarum,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2701748,Carya aquatica,SINGLE_SPECIES_LAYER,0,1,Carya_aquatica,ATLASG-0109,Carya aquatica,Carya aquatica,(F. Michx.) Nutt.,SPECIES,individual_taxa/atlas_pages/Carya_aquatica.pdf,Carya_aquatica,987,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2701766,Carya cordiformis,SINGLE_SPECIES_LAYER,0,1,Carya_cordiformis,ATLASG-0110,Carya cordiformis,Carya cordiformis,(Wangenh.) K. Koch,SPECIES,individual_taxa/atlas_pages/Carya_cordiformis.pdf,Carya_cordiformis,3751,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2701774,Carya floridana,SINGLE_SPECIES_LAYER,0,1,Carya_floridana,ATLASG-0111,Carya floridana,Carya floridana,Sarg.,SPECIES,individual_taxa/atlas_pages/Carya_floridana.pdf,Carya_floridana,43,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2701775,Carya glabra,SINGLE_SPECIES_LAYER,0,1,Carya_glabra,ATLASG-0112,Carya glabra,Carya glabra,(Mill.) Sweet,SPECIES,individual_taxa/atlas_pages/Carya_glabra.pdf,Carya_glabra,2905,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2701784,Carya illinoinensis,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Carya_illinoensis,ATLASG-0113,Carya illinoensis,Carya illinoinensis,(Wangenh.) K. Koch,SPECIES,individual_taxa/atlas_pages/Carya_illinoensis.pdf,Carya_illinoensis,1000,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2701789,Carya laciniosa,SINGLE_SPECIES_LAYER,0,1,Carya_laciniosa,ATLASG-0114,Carya laciniosa,Carya laciniosa,(F. Michx.) Loudon,SPECIES,individual_taxa/atlas_pages/Carya_laciniosa.pdf,Carya_laciniosa,886,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2701803,Carya myristiciformis,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Carya_myristicaeformis,ATLASG-0115,Carya myristicaeformis,Carya myristiciformis,(F. Michx.) Nutt.,SPECIES,individual_taxa/atlas_pages/Carya_myristicaeformis.pdf,Carya_myristicaeformis,48,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2701831,Carya ovata,SINGLE_SPECIES_LAYER,0,1,Carya_ovata,ATLASG-0116,Carya ovata,Carya ovata,(Mill.) K. Koch,SPECIES,individual_taxa/atlas_pages/Carya_ovata.pdf,Carya_ovata,3023,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2701846,Carya pallida,SINGLE_SPECIES_LAYER,0,1,Carya_pallida,ATLASG-0117,Carya pallida,Carya pallida,(Ashe) Engl. & Graebn.,SPECIES,individual_taxa/atlas_pages/Carya_pallida.pdf,Carya_pallida,646,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2701863,Carya texana,SINGLE_SPECIES_LAYER,0,1,Carya_texana,ATLASG-0118,Carya texana,Carya texana,Buckley,SPECIES,individual_taxa/atlas_pages/Carya_texana.pdf,Carya_texana,649,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2701867,Carya tomentosa,SINGLE_SPECIES_LAYER,0,1,Carya_tomentosa,ATLASG-0119,Carya tomentosa,Carya tomentosa,(Poir.) Nutt.,SPECIES,individual_taxa/atlas_pages/Carya_tomentosa.pdf,Carya_tomentosa,2839,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2708323,Celtis laevigata,SINGLE_SPECIES_LAYER,0,1,Celtis_laevigata,ATLASG-0127,Celtis laevigata,Celtis laevigata,Willd.,SPECIES,individual_taxa/atlas_pages/Celtis_laevigata.pdf,Celtis_laevigata,2421,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2708380,Celtis occidentalis,SINGLE_SPECIES_LAYER,0,1,Celtis_occidentalis,ATLASG-0128,Celtis occidentalis,Celtis occidentalis,L.,SPECIES,individual_taxa/atlas_pages/Celtis_occidentalis.pdf,Celtis_occidentalis,3110,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2708432,Celtis reticulata,SINGLE_SPECIES_LAYER,0,1,Celtis_reticulata,ATLASG-0130,Celtis reticulata,Celtis reticulata,Torr.,SPECIES,individual_taxa/atlas_pages/Celtis_reticulata.pdf,Celtis_reticulata,667,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2711403,Cercis canadensis,SINGLE_SPECIES_LAYER,0,1,Cercis_canadensis,ATLASG-0136,Cercis canadensis,Cercis canadensis,L.,SPECIES,individual_taxa/atlas_pages/Cercis_canadensis.pdf,Cercis_canadensis,3029,"Little (1976, 1977)",,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2724586,Cladrastis kentukea,SINGLE_SPECIES_LAYER,0,1,Cladrastis_kentukea,ATLASG-0167,Cladrastis kentukea,Cladrastis kentukea,(Dum. Cours.) Rudd,SPECIES,individual_taxa/atlas_pages/Cladrastis_kentukea.pdf,Cladrastis_kentukea,74,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2729242,Coccoloba diversifolia,SINGLE_SPECIES_LAYER,0,1,Coccoloba_diversifolia,ATLASG-0170,Coccoloba diversifolia,Coccoloba diversifolia,Jacq.,SPECIES,individual_taxa/atlas_pages/Coccoloba_diversifolia.pdf,Coccoloba_diversifolia,9,Little (1978),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2733979,Condalia hookeri,SINGLE_SPECIES_LAYER,0,1,Condalia_hookeri,ATLASG-0175,Condalia hookeri,Condalia hookeri,M.C. Johnst.,SPECIES,individual_taxa/atlas_pages/Condalia_hookeri.pdf,Condalia_hookeri,183,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2734516,Conocarpus erectus,SINGLE_SPECIES_LAYER,0,1,Conocarpus_erectus,ATLASG-0177,Conocarpus erectus,Conocarpus erectus,L.,SPECIES,individual_taxa/atlas_pages/Conocarpus_erectus.pdf,Conocarpus_erectus,7,Little (1978),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2736585,Cordia boissieri,SINGLE_SPECIES_LAYER,0,1,Cordia_boissieri,ATLASG-0178,Cordia boissieri,Cordia boissieri,A. DC.,SPECIES,individual_taxa/atlas_pages/Cordia_boissieri.pdf,Cordia_boissieri,13,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2740014,Cotinus obovatus,SINGLE_SPECIES_LAYER,0,1,Cotinus_obovatus,ATLASG-0191,Cotinus obovatus,Cotinus obovatus,Raf.,SPECIES,individual_taxa/atlas_pages/Cotinus_obovatus.pdf,Cotinus_obovatus,43,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2780305,Ebenopsis ebano,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Pithecellobium_flexicaule,ATLASG-0447,Pithecellobium flexicaule,Ebenopsis ebano,(Berland.) Barneby & J.W. Grimes,SPECIES,individual_taxa/atlas_pages/Pithecellobium_flexicaule.pdf,Pithecellobium_flexicaule,37,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2784654,Ehretia anacua,SINGLE_SPECIES_LAYER,0,1,Ehretia_anacua,ATLASG-0221,Ehretia anacua,Ehretia anacua,(Terán & Berland.) I.M. Johnst.,SPECIES,individual_taxa/atlas_pages/Ehretia_anacua.pdf,Ehretia_anacua,49,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2784980,Elaeagnus angustifolia,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2809576,Ficus aurea,SINGLE_SPECIES_LAYER,0,1,Ficus_aurea,ATLASG-0245,Ficus aurea,Ficus aurea,Nutt.,SPECIES,individual_taxa/atlas_pages/Ficus_aurea.pdf,Ficus_aurea,60,Little (1978),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2809827,Ficus carica,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2813006,Firmiana simplex,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2826455,Gleditsia aquatica,SINGLE_SPECIES_LAYER,0,1,Gleditsia_aquatica,ATLASG-0268,Gleditsia aquatica,Gleditsia aquatica,Marshall,SPECIES,individual_taxa/atlas_pages/Gleditsia_aquatica.pdf,Gleditsia_aquatica,431,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2826513,Gleditsia triacanthos,SINGLE_SPECIES_LAYER,0,1,Gleditsia_triacanthos,ATLASG-0269,Gleditsia triacanthos,Gleditsia triacanthos,L.,SPECIES,individual_taxa/atlas_pages/Gleditsia_triacanthos.pdf,Gleditsia_triacanthos,2594,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2830846,Gordonia lasianthus,SINGLE_SPECIES_LAYER,0,1,Gordonia_lasianthus,ATLASG-0272,Gordonia lasianthus,Gordonia lasianthus,(L.) J. Ellis,SPECIES,individual_taxa/atlas_pages/Gordonia_lasianthus.pdf,Gordonia_lasianthus,337,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2835921,Gymnocladus dioicus,SINGLE_SPECIES_LAYER,0,1,Gymnocladus_dioicus,ATLASG-0276,Gymnocladus dioicus,Gymnocladus dioicus,(L.) K. Koch,SPECIES,individual_taxa/atlas_pages/Gymnocladus_dioicus.pdf,Gymnocladus_dioicus,1071,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2838104,Halesia carolina,MULTIPLE_OTHER_LAYERS,1,0,,ATLASG-0277,Halesia carolina,Halesia carolina,L.,SPECIES,individual_taxa/atlas_pages/Halesia_carolina.pdf,Halesia_carolina,309,Little (1977),,,redigitized,1,,MAINLINE_REVIEW_REQUIRED,MULTIPLE_OTHER_LAYERS
2838104,Halesia carolina,MULTIPLE_OTHER_LAYERS,1,0,,ATLASG-0279,Halesia parviflora,Halesia carolina,L.,SPECIES,individual_taxa/atlas_pages/Halesia_parviflora.pdf,Halesia_parviflora,32,Little (1977),,,redigitized,1,,MAINLINE_REVIEW_REQUIRED,MULTIPLE_OTHER_LAYERS
2838115,Halesia diptera,SINGLE_SPECIES_LAYER,0,1,Halesia_diptera,ATLASG-0278,Halesia diptera,Halesia diptera,J. Ellis,SPECIES,individual_taxa/atlas_pages/Halesia_diptera.pdf,Halesia_diptera,322,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2860379,Ilex aquifolium,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2860502,Ilex cassine,SINGLE_SPECIES_LAYER,0,1,Ilex_cassine,ATLASG-0295,Ilex cassine,Ilex cassine,L.,SPECIES,individual_taxa/atlas_pages/Ilex_cassine.pdf,Ilex_cassine,244,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2861190,Ilex opaca,SINGLE_SPECIES_LAYER,0,1,Ilex_opaca,ATLASG-0301,Ilex opaca,Ilex opaca,Aiton,SPECIES,individual_taxa/atlas_pages/Ilex_opaca.pdf,Ilex_opaca,1839,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2861645,Ilex vomitoria,SINGLE_SPECIES_LAYER,0,1,Ilex_vomitoria,ATLASG-0303,Ilex vomitoria,Ilex vomitoria,Aiton,SPECIES,individual_taxa/atlas_pages/Ilex_vomitoria.pdf,Ilex_vomitoria,629,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2901279,Prunus persica,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2915966,Prunus serotina,SINGLE_SPECIES_LAYER,0,1,Prunus_serotina,ATLASG-0477,Prunus serotina,Prunus serotina,Ehrh.,SPECIES,individual_taxa/atlas_pages/Prunus_serotina.pdf,Prunus_serotina,4671,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2917143,Prunus avium,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2917212,Populus deltoides,SINGLE_SPECIES_LAYER,0,1,Populus_deltoides,ATLASG-0456,Populus deltoides,Populus deltoides,W. Bartram ex Marshall,SPECIES,individual_taxa/atlas_pages/Populus_deltoides.pdf,Populus_deltoides,5749,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2917269,Populus fremontii,SINGLE_SPECIES_LAYER,1,0,,ATLASG-0457,Populus fremontii,Populus fremontii,S. Watson,SPECIES,individual_taxa/atlas_pages/Populus_fremontii.pdf,Populus_fremontii,329,"Little (1971, 1976)",,P. fremontii now includes what Little (1976) mapped as P. arizonica,two species were merged,1,,MAINLINE_REVIEW_REQUIRED,ATLAS_NOTES_NONBLANK
2917292,Populus balsamifera,SINGLE_SPECIES_LAYER,0,1,Populus_balsamifera,ATLASG-0455,Populus balsamifera,Populus balsamifera,L.,SPECIES,individual_taxa/atlas_pages/Populus_balsamifera.pdf,Populus_balsamifera,8855,Little (1971); Viereck and Little (1975),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2917437,Populus tristis,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Populus_trichocarpa,ATLASG-0461,Populus trichocarpa,Populus trichocarpa,Torr. & A. Gray,SPECIES,individual_taxa/atlas_pages/Populus_trichocarpa.pdf,Populus_trichocarpa,1872,Little (1971); Viereck and Little (1975),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2917451,Populus tremuloides,SINGLE_SPECIES_LAYER,0,1,Populus_tremuloides,ATLASG-0460,Populus tremuloides,Populus tremuloides,Michx.,SPECIES,individual_taxa/atlas_pages/Populus_tremuloides.pdf,Populus_tremuloides,10856,Little (1971); Viereck and Little (1975),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2917497,Populus nigra,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2917577,Populus grandidentata,SINGLE_SPECIES_LAYER,0,1,Populus_grandidentata,ATLASG-0458,Populus grandidentata,Populus grandidentata,Michx.,SPECIES,individual_taxa/atlas_pages/Populus_grandidentata.pdf,Populus_grandidentata,3028,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2917735,Populus alba,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2918617,Salix amygdaloides,SINGLE_SPECIES_LAYER,0,1,Salix_amygdaloides,ATLASG-0573,Salix amygdaloides,Salix amygdaloides,Andersson,SPECIES,individual_taxa/atlas_pages/Salix_amygdaloides.pdf,Salix_amygdaloides,5018,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2918804,Salix alba,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2919167,Salix caroliniana,SINGLE_SPECIES_LAYER,0,1,Salix_caroliniana,ATLASG-0577,Salix caroliniana,Salix caroliniana,Michx.,SPECIES,individual_taxa/atlas_pages/Salix_caroliniana.pdf,Salix_caroliniana,893,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2919837,Salix nigra,AMBIGUOUS,1,0,,ATLASG-0590,Salix nigra,Salix nigra / Salix goodingii,Marshall / C.R. Ball,SPECIES,individual_taxa/atlas_pages/Salix_nigra.pdf,Salix_nigra,5011,"Little (1971, 1976)",,,redigitized,1,Salix goodingii,MAINLINE_REVIEW_REQUIRED,AMBIGUOUS;UNRESOLVED_ACCEPTED_NAME_COMPONENT
2921945,Populus angustifolia,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2940130,Amelanchier arborea,SINGLE_SPECIES_LAYER,0,1,Amelanchier_arborea,ATLASG-0053,Amelanchier arborea,Amelanchier arborea,(F. Michx.) Fernald,SPECIES,individual_taxa/atlas_pages/Amelanchier_arborea.pdf,Amelanchier_arborea,4140,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2940246,Amelanchier laevis,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2943367,Cercocarpus ledifolius,SINGLE_SPECIES_LAYER,0,1,Cercocarpus_ledifolius,ATLASG-0141,Cercocarpus ledifolius,Cercocarpus ledifolius var. ledifolius,,SPECIES,individual_taxa/atlas_pages/Cercocarpus_ledifolius.pdf,Cercocarpus_ledifolius,303,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2945308,Crataegus crus-galli,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2946180,Crataegus mollis,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2950397,Malus angustifolia,SINGLE_SPECIES_LAYER,0,1,Malus_angustifolia,ATLASG-0362,Malus angustifolia,Malus angustifolia,(Aiton) Michx.,SPECIES,individual_taxa/atlas_pages/Malus_angustifolia.pdf,Malus_angustifolia,630,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2950548,Malus coronaria,SINGLE_SPECIES_LAYER,0,1,Malus_coronaria,ATLASG-0363,Malus coronaria,Malus coronaria,(L.) Mill.,SPECIES,individual_taxa/atlas_pages/Malus_coronaria.pdf,Malus_coronaria,646,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2950597,Malus domestica,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2950658,Malus fusca,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Malus_diversifolia,ATLASG-0364,Malus diversifolia,Malus fusca,(Raf.) C.K. Schneid.,SPECIES,individual_taxa/atlas_pages/Malus_diversifolia.pdf,Malus_diversifolia,437,Little (1976); Viereck and Little (1975),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2958765,Prunus americana,SINGLE_SPECIES_LAYER,0,1,Prunus_americana,ATLASG-0466,Prunus americana,Prunus americana,Marshall,SPECIES,individual_taxa/atlas_pages/Prunus_americana.pdf,Prunus_americana,3656,"Little (1976, 1977)",,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2959079,Prunus caroliniana,SINGLE_SPECIES_LAYER,0,1,Prunus_caroliniana,ATLASG-0467,Prunus caroliniana,Prunus caroliniana,(Mill.) Aiton,SPECIES,individual_taxa/atlas_pages/Prunus_caroliniana.pdf,Prunus_caroliniana,598,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2959531,Prunus domestica,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2959716,Prunus emarginata,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2960451,Prunus laurocerasus,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2960673,Prunus mexicana,SINGLE_SPECIES_LAYER,0,1,Prunus_mexicana,ATLASG-0473,Prunus mexicana,Prunus mexicana,S. Watson,SPECIES,individual_taxa/atlas_pages/Prunus_mexicana.pdf,Prunus_mexicana,1043,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2961130,Prunus pensylvanica,SINGLE_SPECIES_LAYER,0,1,Prunus_pensylvanica,ATLASG-0476,Prunus pensylvanica,Prunus pensylvanica,L. f.,SPECIES,individual_taxa/atlas_pages/Prunus_pensylvanica.pdf,Prunus_pensylvanica,6746,"Little (1976, 1977)",,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2961630,Prunus serrulata,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2962364,Prunus virginiana,SINGLE_SPECIES_LAYER,0,1,Prunus_virginiana,ATLASG-0480,Prunus virginiana,Prunus virginiana,L.,SPECIES,individual_taxa/atlas_pages/Prunus_virginiana.pdf,Prunus_virginiana,8865,"Little (1976, 1977)",,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2963049,Pyrus calleryana,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2963115,Pyrus communis,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2991391,Sorbus americana,SINGLE_SPECIES_LAYER,0,1,Sorbus_americana,ATLASG-0623,Sorbus americana,Sorbus americana,Marshall,SPECIES,individual_taxa/atlas_pages/Sorbus_americana.pdf,Sorbus_americana,2812,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2991806,Sorbus decora,SINGLE_SPECIES_LAYER,0,1,Sorbus_decora,ATLASG-0624,Sorbus decora,Sorbus decora,(Sarg.) C.K. Schneid.,SPECIES,individual_taxa/atlas_pages/Sorbus_decora.pdf,Sorbus_decora,3517,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
3317681,Pinus × kohae,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
