model,world,observation_regime,orientation,source_fold,target_fold,synthetic_species_id,occupancy_pi_estimate,beta_binomial_rho,encounter_q_mean,brier_score,log_loss,expected_support_size,true_support_size,expected_support_size_bias,expected_support_size_relative_bias,occupied_cell_recall,precision,iou_jaccard,posterior_entropy_mean,support_size_q05,support_size_q50,support_size_q95,truth_size_within_q05_q95,target_cells,predicted_cells_at_0_5
M0,STRONG,O3,BA,B,A,SYN031,,,,0.009457092819614711,0.13065555624043765,60.0,87,-27.0,-0.3103448275862069,0.6896551724137931,1.0,0.6896551724137931,1.4815510058000604e-05,60.0,60.0,60.0,0,2855,60
M1,STRONG,O3,BA,B,A,SYN031,0.029200595318897057,0.02,0.10333593890249207,0.00939356742482303,0.053699810453343655,83.01868656664587,87,-3.9813134333541313,-0.04576222337188657,0.6896551724137931,1.0,0.6896551724137931,0.04283397225023379,76.0,84.0,91.0,1,2855,60
M2,STRONG,O3,BA,B,A,SYN031,0.029200595318897057,0.02,0.10333593890249207,0.0033620934777730586,0.01738223814215859,105.8816589301678,87,18.881658930167802,0.21703056241572186,0.8850574712643678,0.9506172839506173,0.8461538461538461,0.04597770913426039,98.0,106.0,113.0,0,2855,81
M0,STRONG,O3,BA,B,A,SYN032,,,,0.03257443082311734,0.45003336038250735,73.0,166,-93.0,-0.5602409638554217,0.4397590361445783,1.0,0.4397590361445783,1.4815510058002283e-05,73.0,73.0,73.0,0,2855,73
M1,STRONG,O3,BA,B,A,SYN032,0.04326881382022568,0.02,0.06388248892801951,0.03196621458333159,0.1561362946925118,123.21177054457054,166,-42.78822945542946,-0.25776041840620156,0.4397590361445783,1.0,0.4397590361445783,0.08420977147618457,111.35,124.0,136.64999999999998,0,2855,73
M2,STRONG,O3,BA,B,A,SYN032,0.04326881382022568,0.02,0.06388248892801951,0.014318106246478316,0.060244145128736756,162.88193947449153,166,-3.1180605255084686,-0.01878349714161728,0.6987951807228916,1.0,0.6987951807228916,0.09108719795548771,151.0,161.5,175.0,1,2855,116
M0,STRONG,O3,BA,B,A,SYN033,,,,0.018914185639229423,0.2613101124803753,93.0,147,-54.0,-0.3673469387755102,0.6326530612244898,1.0,0.6326530612244898,1.4815510058004865e-05,93.0,93.0,93.0,0,2855,93
M1,STRONG,O3,BA,B,A,SYN033,0.04782830734623349,0.02,0.08731433096983092,0.0188284483078362,0.10063445929987691,136.69467236972025,147,-10.305327630279749,-0.07010426959373979,0.6326530612244898,1.0,0.6326530612244898,0.07306542752054927,126.35,136.5,147.29999999999998,1,2855,93
M2,STRONG,O3,BA,B,A,SYN033,0.04782830734623349,0.02,0.08731433096983092,0.004397865861763103,0.026413536752591848,180.49118765706584,147,33.491187657065836,0.22783120855146827,0.9251700680272109,0.9714285714285714,0.9006622516556292,0.07956653034165306,170.0,180.0,190.0,0,2855,140
M0,STRONG,O3,BA,B,A,SYN034,,,,0.017162872154115588,0.2371148242877942,68.0,117,-49.0,-0.4188034188034188,0.5811965811965812,1.0,0.5811965811965812,1.4815510058001638e-05,68.0,68.0,68.0,0,2855,68
M1,STRONG,O3,BA,B,A,SYN034,0.0485277392437347,0.02,0.045983171246108165,0.01697726562722913,0.08857615589782465,138.07299542052343,117,21.072995420523426,0.1801110719702857,0.5811965811965812,1.0,0.5811965811965812,0.11182120693820725,124.0,137.0,149.0,0,2855,68
M2,STRONG,O3,BA,B,A,SYN034,0.0485277392437347,0.02,0.045983171246108165,0.0064784609126062615,0.042014525268981785,174.59894205868252,117,57.598942058682525,0.4922986500742096,0.8717948717948718,0.9622641509433962,0.8429752066115702,0.11858113055218304,162.0,176.0,190.64999999999998,0,2855,106
M0,STRONG,O3,BA,B,A,SYN035,,,,0.03712784588441331,0.512941109683218,17.0,123,-106.0,-0.8617886178861789,0.13821138211382114,1.0,0.13821138211382114,1.4815510057995055e-05,17.0,17.0,17.0,0,2855,17
M1,STRONG,O3,BA,B,A,SYN035,0.009172224090156188,0.02,0.09094641263671464,0.036791097957791126,0.20761199720833037,25.019790597625537,123,-97.98020940237447,-0.7965870683119876,0.13821138211382114,1.0,0.13821138211382114,0.01815982389514011,20.0,25.0,30.0,0,2855,17
M2,STRONG,O3,BA,B,A,SYN035,0.009172224090156188,0.02,0.09094641263671464,0.029653457364819644,0.13568955526083076,40.05264125644541,123,-82.94735874355459,-0.6743687702728015,0.23577235772357724,1.0,0.23577235772357724,0.02218096625089248,34.0,40.0,47.0,0,2855,29
M0,STRONG,O3,BA,B,A,SYN036,,,,0.02416812609457093,0.33389597705811835,52.0,121,-69.0,-0.5702479338842975,0.4297520661157025,1.0,0.4297520661157025,1.4815510057999571e-05,52.0,52.0,52.0,0,2855,52
M1,STRONG,O3,BA,B,A,SYN036,0.024641528678985964,0.02,0.11268986137932231,0.023566400975745333,0.11209252296442543,69.88909789595034,121,-51.11090210404966,-0.4224041496202451,0.4297520661157025,1.0,0.4297520661157025,0.03445475472844401,63.35,69.0,77.0,0,2855,52
M2,STRONG,O3,BA,B,A,SYN036,0.024641528678985964,0.02,0.11268986137932231,0.009559211550266513,0.0362888983021579,107.81718692647532,121,-13.182813073524684,-0.10894886837623706,0.743801652892562,0.967741935483871,0.7258064516129032,0.0402561090759854,100.35,108.0,116.0,0,2855,93
M0,STRONG,O3,BA,B,A,SYN037,,,,0.008056042031523642,0.11129932568637281,39.0,62,-23.0,-0.3709677419354839,0.6290322580645161,1.0,0.6290322580645161,1.4815510057997894e-05,39.0,39.0,39.0,0,2855,39
M1,STRONG,O3,BA,B,A,SYN037,0.02133361698028476,0.02,0.07877895353705745,0.008020203636618409,0.048203787712740614,60.09841616355486,62,-1.9015838364451412,-0.03067070703943776,0.6290322580645161,1.0,0.6290322580645161,0.04120986679855166,53.0,59.5,66.0,1,2855,39
M2,STRONG,O3,BA,B,A,SYN037,0.02133361698028476,0.02,0.07877895353705745,0.003546451470315991,0.018174297661659226,75.80338696108123,62,13.80338696108123,0.2226352735658263,0.8387096774193549,0.9454545454545454,0.8,0.04590395221908679,68.0,76.0,83.64999999999999,0,2855,55
M0,STRONG,O3,BA,B,A,SYN038,,,,0.014010507880910683,0.19356330554114837,53.0,93,-40.0,-0.43010752688172044,0.5698924731182796,1.0,0.5698924731182796,1.4815510057999703e-05,53.0,53.0,53.0,0,2855,53
M1,STRONG,O3,BA,B,A,SYN038,0.032848145904175015,0.02,0.059301814061654454,0.014004924553012348,0.07995907972463666,93.13357040300423,93,0.13357040300422796,0.0014362408925185802,0.5698924731182796,1.0,0.5698924731182796,0.07096423992024692,81.0,92.0,102.64999999999999,1,2855,53
M2,STRONG,O3,BA,B,A,SYN038,0.032848145904175015,0.02,0.059301814061654454,0.003831752101575195,0.02501529515048448,128.78298524704803,93,35.78298524704803,0.38476328222632294,0.9032258064516129,0.9655172413793104,0.875,0.0768183771721053,118.7,129.0,139.0,0,2855,87
M0,STRONG,O3,BA,B,A,SYN039,,,,0.020315236427320492,0.2806663430344401,63.0,121,-58.0,-0.4793388429752066,0.5206611570247934,1.0,0.5206611570247934,1.481551005800099e-05,63.0,63.0,63.0,0,2855,63
M1,STRONG,O3,BA,B,A,SYN039,0.034597678657032865,0.02,0.07530871769436628,0.01982033343844737,0.09710994972559098,98.3504217606737,121,-22.649578239326303,-0.18718659701922563,0.5206611570247934,1.0,0.5206611570247934,0.06280894046560842,90.35,98.0,107.0,0,2855,63
M2,STRONG,O3,BA,B,A,SYN039,0.034597678657032865,0.02,0.07530871769436628,0.005864477167080749,0.029533329544708695,139.98712580025045,121,18.987125800250453,0.15691839504339217,0.8677685950413223,0.9813084112149533,0.8536585365853658,0.06950392518070081,130.0,140.0,152.64999999999998,0,2855,107
M0,STRONG,O3,BA,B,A,SYN040,,,,0.015061295971978984,0.20808047845669694,45.0,88,-43.0,-0.48863636363636365,0.5113636363636364,1.0,0.5113636363636364,1.4815510057998666e-05,45.0,45.0,45.0,0,2855,45
M1,STRONG,O3,BA,B,A,SYN040,0.025041406333149222,0.02,0.07460195922805543,0.01488941297707742,0.08050432182878549,70.7699046631626,88,-17.230095336837394,-0.19579653791860674,0.5113636363636364,1.0,0.5113636363636364,0.04873083924789113,63.0,70.0,78.64999999999999,0,2855,45
M2,STRONG,O3,BA,B,A,SYN040,0.025041406333149222,0.02,0.07460195922805543,0.004465469613130887,0.022219381163363756,102.705539808081,88,14.705539808081,0.16710840691001136,0.8522727272727273,0.9615384615384616,0.8241758241758241,0.052519754682899294,93.0,103.0,111.0,0,2855,78
M0,STRONG,O3,BA,B,A,SYN041,,,,0.007355516637478109,0.10162121040934038,39.0,60,-21.0,-0.35,0.65,1.0,0.65,1.4815510057997894e-05,39.0,39.0,39.0,0,2855,39
M1,STRONG,O3,BA,B,A,SYN041,0.019800218618595614,0.02,0.09498284977399135,0.007303607084592849,0.04328346489364739,55.76732661529286,60,-4.232673384707141,-0.07054455641178568,0.65,1.0,0.65,0.03344527431969866,50.0,55.5,62.64999999999999,1,2855,39
M2,STRONG,O3,BA,B,A,SYN041,0.019800218618595614,0.02,0.09498284977399135,0.002620229260222287,0.012917099125696496,73.3915816552419,60,13.391581655241893,0.2231930275873649,0.8833333333333333,0.9298245614035088,0.828125,0.035270620579289556,67.0,74.0,80.0,0,2855,57
M0,STRONG,O3,BA,B,A,SYN042,,,,0.013660245183887917,0.18872424790263215,83.0,122,-39.0,-0.319672131147541,0.680327868852459,1.0,0.680327868852459,1.4815510058003572e-05,83.0,83.0,83.0,0,2855,83
M1,STRONG,O3,BA,B,A,SYN042,0.04289327362902427,0.02,0.08653981835715026,0.013542446214167279,0.0736412465959813,122.43028470770628,122,0.4302847077062779,0.003526923833658016,0.680327868852459,1.0,0.680327868852459,0.06743324346800632,113.0,122.0,133.0,1,2855,83
M2,STRONG,O3,BA,B,A,SYN042,0.04289327362902427,0.02,0.08653981835715026,0.002595112906439412,0.02008959773367956,150.06814707994172,122,28.068147079941724,0.2300667793437846,0.9426229508196722,0.9913793103448276,0.9349593495934959,0.06761123956702568,139.7,150.0,159.0,0,2855,116
M0,STRONG,O3,BA,B,A,SYN043,,,,0.019964973730297722,0.2758272853959239,53.0,110,-57.0,-0.5181818181818182,0.4818181818181818,1.0,0.4818181818181818,1.4815510057999703e-05,53.0,53.0,53.0,0,2855,53
M1,STRONG,O3,BA,B,A,SYN043,0.030757893487834673,0.02,0.06753375966764508,0.019727130161704565,0.10411542876948472,87.1955022081722,110,-22.8044977918278,-0.20731361628934364,0.4818181818181818,1.0,0.4818181818181818,0.06178143765798119,77.35,87.0,96.64999999999999,0,2855,53
M2,STRONG,O3,BA,B,A,SYN043,0.030757893487834673,0.02,0.06753375966764508,0.005244312260469523,0.026479476790279254,126.79100892898134,110,16.79100892898134,0.1526455357180122,0.8272727272727273,0.9680851063829787,0.8053097345132744,0.06836843874767148,118.0,125.0,136.64999999999998,0,2855,94
M0,STRONG,O3,BA,B,A,SYN044,,,,0.016112084063047285,0.22259765137224558,71.0,117,-46.0,-0.39316239316239315,0.6068376068376068,1.0,0.6068376068376068,1.4815510058002024e-05,71.0,71.0,71.0,0,2855,71
M1,STRONG,O3,BA,B,A,SYN044,0.036543997881303907,0.02,0.08768991910452496,0.015945523229465047,0.08553768536701259,104.10302431557507,117,-12.89697568442493,-0.11023056140534128,0.6068376068376068,1.0,0.6068376068376068,0.05856411128861601,94.35,104.0,112.0,0,2855,71
M2,STRONG,O3,BA,B,A,SYN044,0.036543997881303907,0.02,0.08768991910452496,0.0024780275604577755,0.0178802743580705,144.65079503776641,117,27.650795037766414,0.23633158151937106,0.9572649572649573,0.9739130434782609,0.9333333333333333,0.06284878901206953,134.35,143.0,155.0,0,2855,115
M0,STRONG,O3,BA,B,A,SYN045,,,,0.013309982486865149,0.1838851902641159,38.0,76,-38.0,-0.5,0.5,1.0,0.5,1.4815510057997769e-05,38.0,38.0,38.0,0,2855,38
M1,STRONG,O3,BA,B,A,SYN045,0.020125166441527908,0.02,0.08507662406826706,0.013182552065469415,0.07424302464438808,56.64821431693288,76,-19.35178568306712,-0.25462875898772525,0.5,1.0,0.5,0.03693828120572594,49.0,56.0,63.0,0,2855,38
M2,STRONG,O3,BA,B,A,SYN045,0.020125166441527908,0.02,0.08507662406826706,0.00338712930406792,0.017693865469064974,82.02348404250623,76,6.023484042506226,0.07925636898034508,0.8421052631578947,1.0,0.8421052631578947,0.039606667922595054,75.35,83.0,91.0,1,2855,64
M0,STRONG,O3,BA,B,A,SYN046,,,,0.02136602451838879,0.29518351594998865,37.0,98,-61.0,-0.6224489795918368,0.37755102040816324,1.0,0.37755102040816324,1.4815510057997636e-05,37.0,37.0,37.0,0,2855,37
M1,STRONG,O3,BA,B,A,SYN046,0.023919308235972946,0.02,0.05590645791037679,0.021002770871351835,0.10688348206656846,67.38654812186822,98,-30.613451878131784,-0.3123821620217529,0.37755102040816324,1.0,0.37755102040816324,0.056964696194736576,59.0,68.0,76.64999999999999,0,2855,37
M2,STRONG,O3,BA,B,A,SYN046,0.023919308235972946,0.02,0.05590645791037679,0.007841360369729534,0.03467208407934709,104.27886183694886,98,6.278861836948863,0.06407001874437615,0.7244897959183674,0.9726027397260274,0.71,0.06509227485832013,94.35,104.0,115.29999999999998,1,2855,73
M0,STRONG,O3,BA,B,A,SYN047,,,,0.012259194395796848,0.16936801734856732,116.0,151,-35.0,-0.23178807947019867,0.7682119205298014,1.0,0.7682119205298014,1.4815510058007835e-05,116.0,116.0,116.0,0,2855,116
M1,STRONG,O3,BA,B,A,SYN047,0.0653699055190805,0.02,0.07168373600630115,0.012538147957893452,0.07231643086710411,186.1046263436046,151,35.10462634360459,0.23248096916294433,0.7682119205298014,1.0,0.7682119205298014,0.1079373639646805,174.35,187.0,199.0,0,2855,116
M2,STRONG,O3,BA,B,A,SYN047,0.0653699055190805,0.02,0.07168373600630115,0.0030937103487496537,0.030475365237831245,218.31989922901326,151,67.31989922901326,0.44582714721200833,0.9735099337748344,0.98,0.9545454545454546,0.11014727821620021,204.35,218.0,232.0,0,2855,150
M0,STRONG,O3,BA,B,A,SYN048,,,,0.025569176882661998,0.3532522076121832,48.0,121,-73.0,-0.6033057851239669,0.39669421487603307,1.0,0.39669421487603307,1.4815510057999056e-05,48.0,48.0,48.0,0,2855,48
M1,STRONG,O3,BA,B,A,SYN048,0.027447454331309715,0.02,0.07018205163540854,0.024708956293510755,0.1132211180527099,77.67425583778473,121,-43.32574416221527,-0.3580640013406221,0.39669421487603307,1.0,0.39669421487603307,0.05496821975860334,69.0,78.0,87.0,0,2855,48
M2,STRONG,O3,BA,B,A,SYN048,0.027447454331309715,0.02,0.07018205163540854,0.016821769363497503,0.06771950468032684,100.61034343314384,121,-20.38965656685616,-0.1685095584037699,0.5785123966942148,0.958904109589041,0.5645161290322581,0.05940381459567861,91.35,100.0,110.0,0,2855,73
M0,STRONG,O3,BA,B,A,SYN049,,,,0.011908931698774081,0.1645289597100511,66.0,100,-34.0,-0.34,0.66,1.0,0.66,1.481551005800138e-05,66.0,66.0,66.0,0,2855,66
M1,STRONG,O3,BA,B,A,SYN049,0.04403798383502598,0.02,0.0514495774076262,0.012157729415200219,0.0731396745177884,125.24604887518026,100,25.246048875180264,0.25246048875180266,0.66,1.0,0.66,0.09743860665752667,113.0,127.0,140.64999999999998,0,2855,66
M2,STRONG,O3,BA,B,A,SYN049,0.04403798383502598,0.02,0.0514495774076262,0.0037608181344529427,0.029805609371263395,165.66734385093363,100,65.66734385093363,0.6566734385093363,0.97,0.8899082568807339,0.8660714285714286,0.10299073058077148,154.35,165.0,176.64999999999998,0,2855,109
M0,STRONG,O3,BA,B,A,SYN050,,,,0.017162872154115588,0.2371148242877942,95.0,144,-49.0,-0.3402777777777778,0.6597222222222222,1.0,0.6597222222222222,1.4815510058005123e-05,95.0,95.0,95.0,0,2855,95
M1,STRONG,O3,BA,B,A,SYN050,0.056889064727985085,0.02,0.06262500248369976,0.01741467781274219,0.09699727428437463,162.43141770440235,144,18.43141770440235,0.12799595628057187,0.6597222222222222,1.0,0.6597222222222222,0.10623272825489916,151.35,162.0,175.0,0,2855,95
M2,STRONG,O3,BA,B,A,SYN050,0.056889064727985085,0.02,0.06262500248369976,0.0065986386409878205,0.0413044304816368,200.69091375106902,144,56.69091375106902,0.39368690104909043,0.8958333333333334,0.9485294117647058,0.8543046357615894,0.11293590415691873,185.35,200.0,213.64999999999998,0,2855,136
M0,STRONG,O3,BA,B,A,SYN051,,,,0.025569176882661998,0.3532522076121832,77.0,150,-73.0,-0.4866666666666667,0.5133333333333333,1.0,0.5133333333333333,1.4815510058002798e-05,77.0,77.0,77.0,0,2855,77
M1,STRONG,O3,BA,B,A,SYN051,0.0450598086779013,0.02,0.06572410962244052,0.02463054152809558,0.11447475934036544,128.399117921341,150,-21.600882078658998,-0.1440058805243933,0.5133333333333333,1.0,0.5133333333333333,0.08566678466875052,117.0,128.0,140.0,0,2855,77
M2,STRONG,O3,BA,B,A,SYN051,0.0450598086779013,0.02,0.06572410962244052,0.011510949825860843,0.05279683649339641,163.4543345840133,150,13.45433458401331,0.08969556389342206,0.7733333333333333,0.9830508474576272,0.7631578947368421,0.09013683017291449,153.35,163.0,174.0,0,2855,118
M0,STRONG,O3,BA,B,A,SYN052,,,,0.02276707530647986,0.31453974650405353,10.0,75,-65.0,-0.8666666666666667,0.13333333333333333,1.0,0.13333333333333333,1.4815510057994152e-05,10.0,10.0,10.0,0,2855,10
M1,STRONG,O3,BA,B,A,SYN052,0.006551709049938848,0.02,0.06597496971395755,0.022641018302864104,0.13822047920210154,17.392606772415895,75,-57.607393227584105,-0.7680985763677881,0.13333333333333333,1.0,0.13333333333333333,0.017392775992645437,14.0,17.0,21.64999999999999,0,2855,10
M2,STRONG,O3,BA,B,A,SYN052,0.006551709049938848,0.02,0.06597496971395755,0.019068599152822545,0.09226922459983712,25.15153507650001,75,-49.84846492349999,-0.6646461989799999,0.21333333333333335,1.0,0.21333333333333335,0.021213302159049482,20.35,25.0,30.0,0,2855,16
M0,STRONG,O3,BA,B,A,SYN053,,,,0.01786339754816112,0.24679293956482662,122.0,173,-51.0,-0.2947976878612717,0.7052023121387283,1.0,0.7052023121387283,1.4815510058008607e-05,122.0,122.0,122.0,0,2855,122
M1,STRONG,O3,BA,B,A,SYN053,0.05790176350700051,0.02,0.10734352819778024,0.017490465582519002,0.08647443427124307,166.1158065861538,173,-6.884193413846191,-0.0397930255135618,0.7052023121387283,1.0,0.7052023121387283,0.0712409280635623,156.0,165.0,180.0,1,2855,122
M2,STRONG,O3,BA,B,A,SYN053,0.05790176350700051,0.02,0.10734352819778024,0.006033330970882421,0.03059644318204807,215.11311466819978,173,42.113114668199785,0.24342840848670397,0.9479768786127167,0.9213483146067416,0.8770053475935828,0.07367165375862746,203.0,215.0,227.64999999999998,0,2855,178
M0,STRONG,O3,BA,B,A,SYN054,,,,0.01646234676007005,0.2274367090107618,68.0,115,-47.0,-0.40869565217391307,0.591304347826087,1.0,0.591304347826087,1.4815510058001638e-05,68.0,68.0,68.0,0,2855,68
M1,STRONG,O3,BA,B,A,SYN054,0.03212215990404176,0.02,0.11191377625766251,0.016166546445055486,0.08425476638690967,91.54858671528962,115,-23.451413284710384,-0.2039253329105251,0.591304347826087,1.0,0.591304347826087,0.043094845753796775,83.35,92.0,98.64999999999999,0,2855,68
M2,STRONG,O3,BA,B,A,SYN054,0.03212215990404176,0.02,0.11191377625766251,0.0059976139643862815,0.025076866743525345,127.77199409958325,115,12.771994099583253,0.11106081825724567,0.8608695652173913,0.9428571428571428,0.8181818181818182,0.04842725990030057,120.0,128.5,136.0,0,2855,105
M0,STRONG,O3,BA,B,A,SYN055,,,,0.011908931698774081,0.16452895971005108,61.0,95,-34.0,-0.35789473684210527,0.6421052631578947,1.0,0.6421052631578947,1.4815510058000733e-05,61.0,61.0,61.0,0,2855,61
M1,STRONG,O3,BA,B,A,SYN055,0.03120233326965665,0.02,0.0897146134044584,0.011764586024594827,0.06433639713580445,88.68924509159433,95,-6.31075490840567,-0.06642899903584916,0.6421052631578947,1.0,0.6421052631578947,0.05061805273584147,81.35,89.0,97.0,1,2855,61
M2,STRONG,O3,BA,B,A,SYN055,0.03120233326965665,0.02,0.0897146134044584,0.0027729818605341555,0.017722909984092806,116.55613689330845,95,21.556136893308448,0.22690670414008893,0.9368421052631579,0.978021978021978,0.9175257731958762,0.052221091306170496,108.0,117.0,125.64999999999999,0,2855,91
M0,STRONG,O3,BA,B,A,SYN056,,,,0.04483362521891419,0.6194003777305745,8.0,136,-128.0,-0.9411764705882353,0.058823529411764705,1.0,0.058823529411764705,1.4815510057993894e-05,8.0,8.0,8.0,0,2855,8
M1,STRONG,O3,BA,B,A,SYN056,0.004565837879096605,0.02,0.13794935343539466,0.044623350814813,0.2782333265538996,10.763698352195451,136,-125.23630164780455,-0.9208551591750335,0.058823529411764705,1.0,0.058823529411764705,0.006982512042037926,8.0,10.5,13.0,0,2855,8
M2,STRONG,O3,BA,B,A,SYN056,0.004565837879096605,0.02,0.13794935343539466,0.04132739203597577,0.21776806941379118,16.403817331968973,136,-119.59618266803102,-0.8793836960884633,0.07352941176470588,1.0,0.07352941176470588,0.010596241938732449,12.350000000000001,17.0,20.64999999999999,0,2855,10
M0,STRONG,O3,BA,B,A,SYN057,,,,0.047285464098073555,0.6532737812001881,33.0,168,-135.0,-0.8035714285714286,0.19642857142857142,1.0,0.19642857142857142,1.4815510057997121e-05,33.0,33.0,33.0,0,2855,33
M1,STRONG,O3,BA,B,A,SYN057,0.021828340015451666,0.02,0.05391200002173124,0.04615277798692258,0.21759416409404883,61.350580008677746,168,-106.64941999132225,-0.6348179761388228,0.19642857142857142,1.0,0.19642857142857142,0.053966174192371735,52.0,60.0,68.0,0,2855,33
M2,STRONG,O3,BA,B,A,SYN057,0.021828340015451666,0.02,0.05391200002173124,0.033396168052790984,0.12408001516744453,90.89196265190937,168,-77.10803734809063,-0.4589764127862538,0.27380952380952384,0.9583333333333334,0.27058823529411763,0.06769118852111568,80.35,91.0,101.64999999999999,0,2855,48
M0,STRONG,O3,BA,B,A,SYN058,,,,0.0028021015761821367,0.03871346110862969,58.0,66,-8.0,-0.12121212121212122,0.8787878787878788,1.0,0.8787878787878788,1.4815510058000347e-05,58.0,58.0,58.0,0,2855,58
M1,STRONG,O3,BA,B,A,SYN058,0.027068171882667177,0.02,0.12546796779703748,0.0028281548100278528,0.019530435204243333,76.01509785384704,66,10.015097853847038,0.15174390687647027,0.8787878787878788,1.0,0.8787878787878788,0.03414505505699879,69.35,76.0,84.0,0,2855,58
M2,STRONG,O3,BA,B,A,SYN058,0.027068171882667177,0.02,0.12546796779703748,0.0016891844378637052,0.01001877990787237,85.33277630880924,66,19.332776308809244,0.2929208531637764,0.9696969696969697,0.927536231884058,0.9014084507042254,0.03364914858952582,79.35,86.0,91.64999999999999,0,2855,69
M0,STRONG,O3,BA,B,A,SYN059,,,,0.03712784588441331,0.512941109683218,30.0,136,-106.0,-0.7794117647058824,0.22058823529411764,1.0,0.22058823529411764,1.4815510057996732e-05,30.0,30.0,30.0,0,2855,30
M1,STRONG,O3,BA,B,A,SYN059,0.022144021227505743,0.02,0.04511168020682131,0.03624711758561821,0.17464389467672758,62.19132104948208,136,-73.80867895051793,-0.5427108746361613,0.22058823529411764,1.0,0.22058823529411764,0.0603684826804963,53.35,62.0,71.64999999999999,0,2855,30
M2,STRONG,O3,BA,B,A,SYN059,0.022144021227505743,0.02,0.04511168020682131,0.02199530327410294,0.08896637397734933,101.77749487156301,136,-34.22250512843699,-0.25163606712086023,0.4852941176470588,0.9565217391304348,0.4748201438848921,0.07021501624473088,92.0,102.5,112.64999999999999,0,2855,69
M0,STRONG,O3,BA,B,A,SYN060,,,,0.01646234676007005,0.2274367090107618,93.0,140,-47.0,-0.3357142857142857,0.6642857142857143,1.0,0.6642857142857143,1.4815510058004865e-05,93.0,93.0,93.0,0,2855,93
M1,STRONG,O3,BA,B,A,SYN060,0.05534368362159016,0.02,0.06315848462104488,0.016782748908458118,0.09769215564059242,157.98935213533167,140,17.98935213533167,0.12849537239522624,0.6642857142857143,1.0,0.6642857142857143,0.10310704932662587,146.35,159.0,173.64999999999998,0,2855,93
M2,STRONG,O3,BA,B,A,SYN060,0.05534368362159016,0.02,0.06315848462104488,0.004608348028234499,0.03438052809563683,200.57491445981864,140,60.57491445981864,0.432677960427276,0.9285714285714286,0.9558823529411765,0.8904109589041096,0.10997640355162927,187.0,200.0,214.0,0,2855,136
M0,STRONG,O3,BA,B,A,SYN061,,,,0.018213660245183887,0.25163199720334284,49.0,101,-52.0,-0.5148514851485149,0.48514851485148514,1.0,0.48514851485148514,1.4815510057999187e-05,49.0,49.0,49.0,0,2855,49
M1,STRONG,O3,BA,B,A,SYN061,0.03542068118087333,0.02,0.04547850701915299,0.01794047136715797,0.09354644081569014,100.3757644359849,101,-0.6242355640150947,-0.006180550138763314,0.48514851485148514,1.0,0.48514851485148514,0.08776532362957205,90.0,100.0,111.64999999999999,1,2855,49
M2,STRONG,O3,BA,B,A,SYN061,0.03542068118087333,0.02,0.04547850701915299,0.006575566459371782,0.037363088673978744,129.71550907677198,101,28.71550907677198,0.28431197105714834,0.7722772277227723,1.0,0.7722772277227723,0.09311661897401242,119.0,128.0,138.0,0,2855,78
M0,STRONG,O3,BA,B,A,SYN062,,,,0.02066549912434326,0.2855054006729563,75.0,134,-59.0,-0.44029850746268656,0.5597014925373134,1.0,0.5597014925373134,1.481551005800254e-05,75.0,75.0,75.0,0,2855,75
M1,STRONG,O3,BA,B,A,SYN062,0.04734245796510292,0.02,0.05659324153106105,0.02060563790910986,0.10872483943809388,134.83626478279135,134,0.8362647827913463,0.00624078196112945,0.5597014925373134,1.0,0.5597014925373134,0.09754655562347672,123.0,135.0,148.0,1,2855,75
M2,STRONG,O3,BA,B,A,SYN062,0.04734245796510292,0.02,0.05659324153106105,0.004763516173053702,0.03333131409387267,185.56190948029132,134,51.56190948029132,0.3847903692559054,0.9104477611940298,0.976,0.8905109489051095,0.10664396931504393,173.35,183.5,196.64999999999998,0,2855,125
M0,STRONG,O3,BA,B,A,SYN063,,,,0.024868651488616462,0.3435740923351508,109.0,180,-71.0,-0.39444444444444443,0.6055555555555555,1.0,0.6055555555555555,1.481551005800693e-05,109.0,109.0,109.0,0,2855,109
M1,STRONG,O3,BA,B,A,SYN063,0.06462059217687796,0.02,0.06365282983755238,0.02500451997987896,0.13019100607730985,184.7227042389635,180,4.722704238963502,0.026237245772019455,0.6055555555555555,1.0,0.6055555555555555,0.11587087433927014,169.35,184.0,198.0,1,2855,109
M2,STRONG,O3,BA,B,A,SYN063,0.06462059217687796,0.02,0.06365282983755238,0.008618140768387544,0.04972629715548013,246.64079061855605,180,66.64079061855605,0.37022661454753364,0.9111111111111111,0.9425287356321839,0.8631578947368421,0.12547817075773945,233.0,246.0,264.65,0,2855,174
M0,STRONG,O3,BA,B,A,SYN064,,,,0.03327495621716287,0.45971147565953985,42.0,137,-95.0,-0.6934306569343066,0.30656934306569344,1.0,0.30656934306569344,1.4815510057998284e-05,42.0,42.0,42.0,0,2855,42
M1,STRONG,O3,BA,B,A,SYN064,0.02386905525347588,0.02,0.07157026500978032,0.03264880093998201,0.1623383555352743,67.36427174672608,137,-69.63572825327392,-0.5082899872501746,0.30656934306569344,1.0,0.30656934306569344,0.048294525724287725,59.35,67.0,76.29999999999998,0,2855,42
M2,STRONG,O3,BA,B,A,SYN064,0.02386905525347588,0.02,0.07157026500978032,0.0164474229732688,0.06818806712191804,106.2994149953005,137,-30.700585004699505,-0.22409186134817158,0.5912408759124088,1.0,0.5912408759124088,0.056482010447489156,97.0,105.0,116.0,0,2855,81
