FIA_SPCD,accepted_scientific_name,direction,fold,stress_tier,conservative_envelope_tv,AB_fold_discrepancy_tv,stress_to_fold_discrepancy_ratio,stress_minus_fold_discrepancy,comparison_class
212,Sequoiadendron giganteum,AB,B,E_EMPIRICAL_MAX,1.0,0.9999999999999999,1.0000000000000002,1.1102230246251565e-16,STRESS_GT_FOLD_DISCREPANCY
212,Sequoiadendron giganteum,BA,A,E_EMPIRICAL_MAX,1.0,0.9999999999999999,1.0000000000000002,1.1102230246251565e-16,STRESS_GT_FOLD_DISCREPANCY
251,Torreya californica,AB,B,E_OBSERVED,0.0,0.7763479123093466,0.0,-0.7763479123093466,STRESS_LT_FOLD_DISCREPANCY
251,Torreya californica,BA,A,E_OBSERVED,0.0,0.7763479123093466,0.0,-0.7763479123093466,STRESS_LT_FOLD_DISCREPANCY
251,Torreya californica,AB,B,E_P95,0.09261156421587981,0.7763479123093466,0.11929131610645388,-0.6837363480934668,STRESS_LT_FOLD_DISCREPANCY
251,Torreya californica,BA,A,E_P95,1.0,0.7763479123093466,1.2880822942195742,0.22365208769065337,STRESS_GT_FOLD_DISCREPANCY
251,Torreya californica,AB,B,E_EMPIRICAL_MAX,1.0,0.7763479123093466,1.2880822942195742,0.22365208769065337,STRESS_GT_FOLD_DISCREPANCY
251,Torreya californica,BA,A,E_EMPIRICAL_MAX,1.0,0.7763479123093466,1.2880822942195742,0.22365208769065337,STRESS_GT_FOLD_DISCREPANCY
262,Tsuga caroliniana,AB,B,E_OBSERVED,0.0,0.9008862031401049,0.0,-0.9008862031401049,STRESS_LT_FOLD_DISCREPANCY
262,Tsuga caroliniana,BA,A,E_OBSERVED,0.0,0.9008862031401049,0.0,-0.9008862031401049,STRESS_LT_FOLD_DISCREPANCY
262,Tsuga caroliniana,AB,B,E_P95,0.09261156421587981,0.9008862031401049,0.1028005134200917,-0.8082746389242251,STRESS_LT_FOLD_DISCREPANCY
262,Tsuga caroliniana,BA,A,E_P95,1.0,0.9008862031401049,1.110018109406523,0.09911379685989508,STRESS_GT_FOLD_DISCREPANCY
262,Tsuga caroliniana,AB,B,E_EMPIRICAL_MAX,1.0,0.9008862031401049,1.110018109406523,0.09911379685989508,STRESS_GT_FOLD_DISCREPANCY
262,Tsuga caroliniana,BA,A,E_EMPIRICAL_MAX,1.0,0.9008862031401049,1.110018109406523,0.09911379685989508,STRESS_GT_FOLD_DISCREPANCY
323,Acer leucoderme,AB,B,E_OBSERVED,0.0,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
323,Acer leucoderme,BA,A,E_OBSERVED,0.0,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
323,Acer leucoderme,AB,B,E_P95,0.09261156421587981,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
323,Acer leucoderme,BA,A,E_P95,1.0,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
323,Acer leucoderme,AB,B,E_EMPIRICAL_MAX,1.0,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
323,Acer leucoderme,BA,A,E_EMPIRICAL_MAX,1.0,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
332,Aesculus flava,AB,B,E_OBSERVED,0.0,0.479115858898129,0.0,-0.479115858898129,STRESS_LT_FOLD_DISCREPANCY
332,Aesculus flava,BA,A,E_OBSERVED,0.0,0.479115858898129,0.0,-0.479115858898129,STRESS_LT_FOLD_DISCREPANCY
332,Aesculus flava,AB,B,E_P95,0.09261156421587981,0.479115858898129,0.1932968038855319,-0.3865042946822492,STRESS_LT_FOLD_DISCREPANCY
332,Aesculus flava,BA,A,E_P95,1.0,0.479115858898129,2.0871778327267245,0.520884141101871,STRESS_GT_FOLD_DISCREPANCY
332,Aesculus flava,AB,B,E_EMPIRICAL_MAX,1.0,0.479115858898129,2.0871778327267245,0.520884141101871,STRESS_GT_FOLD_DISCREPANCY
332,Aesculus flava,BA,A,E_EMPIRICAL_MAX,1.0,0.479115858898129,2.0871778327267245,0.520884141101871,STRESS_GT_FOLD_DISCREPANCY
333,Aesculus californica,AB,B,E_OBSERVED,0.0,0.5422390647593217,0.0,-0.5422390647593217,STRESS_LT_FOLD_DISCREPANCY
333,Aesculus californica,BA,A,E_OBSERVED,0.0,0.5422390647593217,0.0,-0.5422390647593217,STRESS_LT_FOLD_DISCREPANCY
333,Aesculus californica,AB,B,E_P95,0.09261156421587981,0.5422390647593217,0.17079471073701852,-0.4496275005434419,STRESS_LT_FOLD_DISCREPANCY
333,Aesculus californica,BA,A,E_P95,1.0,0.5422390647593217,1.8442050102824297,0.4577609352406783,STRESS_GT_FOLD_DISCREPANCY
333,Aesculus californica,AB,B,E_EMPIRICAL_MAX,1.0,0.5422390647593217,1.8442050102824297,0.4577609352406783,STRESS_GT_FOLD_DISCREPANCY
333,Aesculus californica,BA,A,E_EMPIRICAL_MAX,1.0,0.5422390647593217,1.8442050102824297,0.4577609352406783,STRESS_GT_FOLD_DISCREPANCY
373,Betula nigra,AB,B,E_OBSERVED,0.0,0.6855512442578121,0.0,-0.6855512442578121,STRESS_LT_FOLD_DISCREPANCY
373,Betula nigra,BA,A,E_OBSERVED,0.0,0.6855512442578121,0.0,-0.6855512442578121,STRESS_LT_FOLD_DISCREPANCY
373,Betula nigra,AB,B,E_P95,0.09261156421587981,0.6855512442578121,0.1350906514889962,-0.5929396800419323,STRESS_LT_FOLD_DISCREPANCY
373,Betula nigra,BA,A,E_P95,1.0,0.6855512442578121,1.458680161951445,0.3144487557421879,STRESS_GT_FOLD_DISCREPANCY
373,Betula nigra,AB,B,E_EMPIRICAL_MAX,1.0,0.6855512442578121,1.458680161951445,0.3144487557421879,STRESS_GT_FOLD_DISCREPANCY
373,Betula nigra,BA,A,E_EMPIRICAL_MAX,1.0,0.6855512442578121,1.458680161951445,0.3144487557421879,STRESS_GT_FOLD_DISCREPANCY
401,Carya aquatica,AB,B,E_OBSERVED,0.0,0.5055358064854162,0.0,-0.5055358064854162,STRESS_LT_FOLD_DISCREPANCY
401,Carya aquatica,BA,A,E_OBSERVED,0.0,0.5055358064854162,0.0,-0.5055358064854162,STRESS_LT_FOLD_DISCREPANCY
401,Carya aquatica,AB,B,E_P95,0.09261156421587981,0.5055358064854162,0.18319486577960425,-0.4129242422695364,STRESS_LT_FOLD_DISCREPANCY
401,Carya aquatica,BA,A,E_P95,1.0,0.5055358064854162,1.978099250678593,0.4944641935145838,STRESS_GT_FOLD_DISCREPANCY
401,Carya aquatica,AB,B,E_EMPIRICAL_MAX,1.0,0.5055358064854162,1.978099250678593,0.4944641935145838,STRESS_GT_FOLD_DISCREPANCY
401,Carya aquatica,BA,A,E_EMPIRICAL_MAX,1.0,0.5055358064854162,1.978099250678593,0.4944641935145838,STRESS_GT_FOLD_DISCREPANCY
408,Carya texana,AB,B,E_OBSERVED,0.0,0.23334009957787769,0.0,-0.23334009957787769,STRESS_LT_FOLD_DISCREPANCY
408,Carya texana,BA,A,E_OBSERVED,0.0,0.23334009957787769,0.0,-0.23334009957787769,STRESS_LT_FOLD_DISCREPANCY
408,Carya texana,AB,B,E_P95,0.09261156421587981,0.23334009957787769,0.3968951945397217,-0.14072853536199786,STRESS_LT_FOLD_DISCREPANCY
408,Carya texana,BA,A,E_P95,1.0,0.23334009957787769,4.285590011356999,0.7666599004221223,STRESS_GT_FOLD_DISCREPANCY
408,Carya texana,AB,B,E_EMPIRICAL_MAX,1.0,0.23334009957787769,4.285590011356999,0.7666599004221223,STRESS_GT_FOLD_DISCREPANCY
408,Carya texana,BA,A,E_EMPIRICAL_MAX,1.0,0.23334009957787769,4.285590011356999,0.7666599004221223,STRESS_GT_FOLD_DISCREPANCY
410,Carya pallida,AB,B,E_OBSERVED,0.0,0.7105110020840925,0.0,-0.7105110020840925,STRESS_LT_FOLD_DISCREPANCY
410,Carya pallida,BA,A,E_OBSERVED,0.0,0.7105110020840925,0.0,-0.7105110020840925,STRESS_LT_FOLD_DISCREPANCY
410,Carya pallida,AB,B,E_P95,0.09261156421587981,0.7105110020840925,0.13034501076581329,-0.6178994378682127,STRESS_LT_FOLD_DISCREPANCY
410,Carya pallida,BA,A,E_P95,1.0,0.7105110020840925,1.4074377413815826,0.28948899791590754,STRESS_GT_FOLD_DISCREPANCY
410,Carya pallida,AB,B,E_EMPIRICAL_MAX,1.0,0.7105110020840925,1.4074377413815826,0.28948899791590754,STRESS_GT_FOLD_DISCREPANCY
410,Carya pallida,BA,A,E_EMPIRICAL_MAX,1.0,0.7105110020840925,1.4074377413815826,0.28948899791590754,STRESS_GT_FOLD_DISCREPANCY
411,Carya floridana,AB,B,E_OBSERVED,0.0,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
411,Carya floridana,BA,A,E_OBSERVED,0.0,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
411,Carya floridana,AB,B,E_P95,0.09261156421587981,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
411,Carya floridana,BA,A,E_P95,1.0,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
411,Carya floridana,AB,B,E_EMPIRICAL_MAX,1.0,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
411,Carya floridana,BA,A,E_EMPIRICAL_MAX,1.0,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
422,Castanea pumila,AB,B,E_OBSERVED,0.0,1.0,0.0,-1.0,STRESS_LT_FOLD_DISCREPANCY
422,Castanea pumila,BA,A,E_OBSERVED,0.0,1.0,0.0,-1.0,STRESS_LT_FOLD_DISCREPANCY
422,Castanea pumila,AB,B,E_P95,0.09261156421587981,1.0,0.09261156421587981,-0.9073884357841202,STRESS_LT_FOLD_DISCREPANCY
422,Castanea pumila,BA,A,E_P95,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
422,Castanea pumila,AB,B,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
422,Castanea pumila,BA,A,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
423,Castanea ozarkensis,AB,B,E_OBSERVED,0.0,1.0,0.0,-1.0,STRESS_LT_FOLD_DISCREPANCY
423,Castanea ozarkensis,BA,A,E_OBSERVED,0.0,1.0,0.0,-1.0,STRESS_LT_FOLD_DISCREPANCY
423,Castanea ozarkensis,AB,B,E_P95,0.09261156421587981,1.0,0.09261156421587981,-0.9073884357841202,STRESS_LT_FOLD_DISCREPANCY
423,Castanea ozarkensis,BA,A,E_P95,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
423,Castanea ozarkensis,AB,B,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
423,Castanea ozarkensis,BA,A,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
431,Chrysolepis chrysophylla var. chrysophylla,AB,B,E_OBSERVED,0.0,0.338332111116818,0.0,-0.338332111116818,STRESS_LT_FOLD_DISCREPANCY
431,Chrysolepis chrysophylla var. chrysophylla,BA,A,E_OBSERVED,0.0,0.338332111116818,0.0,-0.338332111116818,STRESS_LT_FOLD_DISCREPANCY
431,Chrysolepis chrysophylla var. chrysophylla,AB,B,E_P95,0.09261156421587981,0.338332111116818,0.2737297500676879,-0.2457205469009382,STRESS_LT_FOLD_DISCREPANCY
431,Chrysolepis chrysophylla var. chrysophylla,BA,A,E_P95,1.0,0.338332111116818,2.9556757018984934,0.661667888883182,STRESS_GT_FOLD_DISCREPANCY
431,Chrysolepis chrysophylla var. chrysophylla,AB,B,E_EMPIRICAL_MAX,1.0,0.338332111116818,2.9556757018984934,0.661667888883182,STRESS_GT_FOLD_DISCREPANCY
431,Chrysolepis chrysophylla var. chrysophylla,BA,A,E_EMPIRICAL_MAX,1.0,0.338332111116818,2.9556757018984934,0.661667888883182,STRESS_GT_FOLD_DISCREPANCY
451,Catalpa bignonioides,AB,B,E_OBSERVED,0.0,1.0,0.0,-1.0,STRESS_LT_FOLD_DISCREPANCY
451,Catalpa bignonioides,BA,A,E_OBSERVED,0.0,1.0,0.0,-1.0,STRESS_LT_FOLD_DISCREPANCY
451,Catalpa bignonioides,AB,B,E_P95,0.09261156421587981,1.0,0.09261156421587981,-0.9073884357841202,STRESS_LT_FOLD_DISCREPANCY
451,Catalpa bignonioides,BA,A,E_P95,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
451,Catalpa bignonioides,AB,B,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
451,Catalpa bignonioides,BA,A,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
452,Catalpa speciosa,AB,B,E_OBSERVED,0.0,0.977503566589065,0.0,-0.977503566589065,STRESS_LT_FOLD_DISCREPANCY
452,Catalpa speciosa,BA,A,E_OBSERVED,0.0,0.977503566589065,0.0,-0.977503566589065,STRESS_LT_FOLD_DISCREPANCY
452,Catalpa speciosa,AB,B,E_P95,0.09261156421587981,0.977503566589065,0.094742942513286,-0.8848920023731852,STRESS_LT_FOLD_DISCREPANCY
452,Catalpa speciosa,BA,A,E_P95,1.0,0.977503566589065,1.0230141701573887,0.02249643341093499,STRESS_GT_FOLD_DISCREPANCY
452,Catalpa speciosa,AB,B,E_EMPIRICAL_MAX,1.0,0.977503566589065,1.0230141701573887,0.02249643341093499,STRESS_GT_FOLD_DISCREPANCY
452,Catalpa speciosa,BA,A,E_EMPIRICAL_MAX,1.0,0.977503566589065,1.0230141701573887,0.02249643341093499,STRESS_GT_FOLD_DISCREPANCY
481,Cladrastis kentukea,AB,B,E_OBSERVED,0.0,1.0,0.0,-1.0,STRESS_LT_FOLD_DISCREPANCY
481,Cladrastis kentukea,BA,A,E_OBSERVED,0.0,1.0,0.0,-1.0,STRESS_LT_FOLD_DISCREPANCY
481,Cladrastis kentukea,AB,B,E_P95,0.09261156421587981,1.0,0.09261156421587981,-0.9073884357841202,STRESS_LT_FOLD_DISCREPANCY
481,Cladrastis kentukea,BA,A,E_P95,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
481,Cladrastis kentukea,AB,B,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
481,Cladrastis kentukea,BA,A,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
521,Diospyros virginiana,AB,B,E_OBSERVED,0.0,0.5905744196957625,0.0,-0.5905744196957625,STRESS_LT_FOLD_DISCREPANCY
521,Diospyros virginiana,BA,A,E_OBSERVED,0.0,0.5905744196957625,0.0,-0.5905744196957625,STRESS_LT_FOLD_DISCREPANCY
521,Diospyros virginiana,AB,B,E_P95,0.09261156421587981,0.5905744196957625,0.1568160779188322,-0.4979628554798827,STRESS_LT_FOLD_DISCREPANCY
521,Diospyros virginiana,BA,A,E_P95,1.0,0.5905744196957625,1.693266702129014,0.4094255803042375,STRESS_GT_FOLD_DISCREPANCY
521,Diospyros virginiana,AB,B,E_EMPIRICAL_MAX,1.0,0.5905744196957625,1.693266702129014,0.4094255803042375,STRESS_GT_FOLD_DISCREPANCY
521,Diospyros virginiana,BA,A,E_EMPIRICAL_MAX,1.0,0.5905744196957625,1.693266702129014,0.4094255803042375,STRESS_GT_FOLD_DISCREPANCY
545,Fraxinus profunda,AB,B,E_OBSERVED,0.0,0.7421442066758173,0.0,-0.7421442066758173,STRESS_LT_FOLD_DISCREPANCY
545,Fraxinus profunda,BA,A,E_OBSERVED,0.0,0.7421442066758173,0.0,-0.7421442066758173,STRESS_LT_FOLD_DISCREPANCY
545,Fraxinus profunda,AB,B,E_P95,0.09261156421587981,0.7421442066758173,0.12478917625821245,-0.6495326424599375,STRESS_LT_FOLD_DISCREPANCY
545,Fraxinus profunda,BA,A,E_P95,1.0,0.7421442066758173,1.347447020410171,0.25785579332418274,STRESS_GT_FOLD_DISCREPANCY
545,Fraxinus profunda,AB,B,E_EMPIRICAL_MAX,1.0,0.7421442066758173,1.347447020410171,0.25785579332418274,STRESS_GT_FOLD_DISCREPANCY
545,Fraxinus profunda,BA,A,E_EMPIRICAL_MAX,1.0,0.7421442066758173,1.347447020410171,0.25785579332418274,STRESS_GT_FOLD_DISCREPANCY
555,Gordonia lasianthus,AB,B,E_OBSERVED,0.0,0.514717752151513,0.0,-0.514717752151513,STRESS_LT_FOLD_DISCREPANCY
555,Gordonia lasianthus,BA,A,E_OBSERVED,0.0,0.514717752151513,0.0,-0.514717752151513,STRESS_LT_FOLD_DISCREPANCY
555,Gordonia lasianthus,AB,B,E_P95,0.09261156421587981,0.514717752151513,0.17992688969588624,-0.42210618793563326,STRESS_LT_FOLD_DISCREPANCY
555,Gordonia lasianthus,BA,A,E_P95,1.0,0.514717752151513,1.9428123390343812,0.48528224784848695,STRESS_GT_FOLD_DISCREPANCY
555,Gordonia lasianthus,AB,B,E_EMPIRICAL_MAX,1.0,0.514717752151513,1.9428123390343812,0.48528224784848695,STRESS_GT_FOLD_DISCREPANCY
555,Gordonia lasianthus,BA,A,E_EMPIRICAL_MAX,1.0,0.514717752151513,1.9428123390343812,0.48528224784848695,STRESS_GT_FOLD_DISCREPANCY
582,Halesia diptera,AB,B,E_OBSERVED,0.0,0.7545235495937637,0.0,-0.7545235495937637,STRESS_LT_FOLD_DISCREPANCY
582,Halesia diptera,BA,A,E_OBSERVED,0.0,0.7545235495937637,0.0,-0.7545235495937637,STRESS_LT_FOLD_DISCREPANCY
582,Halesia diptera,AB,B,E_P95,0.09261156421587981,0.7545235495937637,0.12274178091027374,-0.6619119853778839,STRESS_LT_FOLD_DISCREPANCY
582,Halesia diptera,BA,A,E_P95,1.0,0.7545235495937637,1.3253396803034194,0.24547645040623634,STRESS_GT_FOLD_DISCREPANCY
582,Halesia diptera,AB,B,E_EMPIRICAL_MAX,1.0,0.7545235495937637,1.3253396803034194,0.24547645040623634,STRESS_GT_FOLD_DISCREPANCY
582,Halesia diptera,BA,A,E_EMPIRICAL_MAX,1.0,0.7545235495937637,1.3253396803034194,0.24547645040623634,STRESS_GT_FOLD_DISCREPANCY
591,Ilex opaca,AB,B,E_OBSERVED,0.0,0.34495113084556217,0.0,-0.34495113084556217,STRESS_LT_FOLD_DISCREPANCY
591,Ilex opaca,BA,A,E_OBSERVED,0.0,0.34495113084556217,0.0,-0.34495113084556217,STRESS_LT_FOLD_DISCREPANCY
591,Ilex opaca,AB,B,E_P95,0.09261156421587981,0.34495113084556217,0.26847734630950626,-0.2523395666296824,STRESS_LT_FOLD_DISCREPANCY
591,Ilex opaca,BA,A,E_P95,1.0,0.34495113084556217,2.8989613617115793,0.6550488691544378,STRESS_GT_FOLD_DISCREPANCY
591,Ilex opaca,AB,B,E_EMPIRICAL_MAX,1.0,0.34495113084556217,2.8989613617115793,0.6550488691544378,STRESS_GT_FOLD_DISCREPANCY
591,Ilex opaca,BA,A,E_EMPIRICAL_MAX,1.0,0.34495113084556217,2.8989613617115793,0.6550488691544378,STRESS_GT_FOLD_DISCREPANCY
603,Juglans hindsii,AB,B,E_OBSERVED,0.0,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
603,Juglans hindsii,BA,A,E_OBSERVED,0.0,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
603,Juglans hindsii,AB,B,E_P95,0.09261156421587981,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
603,Juglans hindsii,BA,A,E_P95,1.0,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
603,Juglans hindsii,AB,B,E_EMPIRICAL_MAX,1.0,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
603,Juglans hindsii,BA,A,E_EMPIRICAL_MAX,1.0,NA,NA,NA,STRESS_GT_FOLD_DISCREPANCY
604,Juglans californica,AB,B,E_OBSERVED,0.0,1.0,0.0,-1.0,STRESS_LT_FOLD_DISCREPANCY
604,Juglans californica,BA,A,E_OBSERVED,0.0,1.0,0.0,-1.0,STRESS_LT_FOLD_DISCREPANCY
604,Juglans californica,AB,B,E_P95,0.09261156421587981,1.0,0.09261156421587981,-0.9073884357841202,STRESS_LT_FOLD_DISCREPANCY
604,Juglans californica,BA,A,E_P95,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
604,Juglans californica,AB,B,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
604,Juglans californica,BA,A,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
631,Notholithocarpus densiflorus,AB,B,E_OBSERVED,0.0,0.20946523508346293,0.0,-0.20946523508346293,STRESS_LT_FOLD_DISCREPANCY
631,Notholithocarpus densiflorus,BA,A,E_OBSERVED,0.0,0.20946523508346293,0.0,-0.20946523508346293,STRESS_LT_FOLD_DISCREPANCY
631,Notholithocarpus densiflorus,AB,B,E_P95,0.09261156421587981,0.20946523508346293,0.44213334102424234,-0.11685367086758312,STRESS_LT_FOLD_DISCREPANCY
631,Notholithocarpus densiflorus,BA,A,E_P95,1.0,0.20946523508346293,4.774061908657743,0.7905347649165371,STRESS_GT_FOLD_DISCREPANCY
631,Notholithocarpus densiflorus,AB,B,E_EMPIRICAL_MAX,1.0,0.20946523508346293,4.774061908657743,0.7905347649165371,STRESS_GT_FOLD_DISCREPANCY
631,Notholithocarpus densiflorus,BA,A,E_EMPIRICAL_MAX,1.0,0.20946523508346293,4.774061908657743,0.7905347649165371,STRESS_GT_FOLD_DISCREPANCY
641,Maclura pomifera,AB,B,E_OBSERVED,0.0,0.5741595925554724,0.0,-0.5741595925554724,STRESS_LT_FOLD_DISCREPANCY
641,Maclura pomifera,BA,A,E_OBSERVED,0.0,0.5741595925554724,0.0,-0.5741595925554724,STRESS_LT_FOLD_DISCREPANCY
641,Maclura pomifera,AB,B,E_P95,0.09261156421587981,0.5741595925554724,0.16129934153618122,-0.48154802833959265,STRESS_LT_FOLD_DISCREPANCY
641,Maclura pomifera,BA,A,E_P95,1.0,0.5741595925554724,1.7416760304381487,0.42584040744452756,STRESS_GT_FOLD_DISCREPANCY
641,Maclura pomifera,AB,B,E_EMPIRICAL_MAX,1.0,0.5741595925554724,1.7416760304381487,0.42584040744452756,STRESS_GT_FOLD_DISCREPANCY
641,Maclura pomifera,BA,A,E_EMPIRICAL_MAX,1.0,0.5741595925554724,1.7416760304381487,0.42584040744452756,STRESS_GT_FOLD_DISCREPANCY
652,Magnolia grandiflora,AB,B,E_OBSERVED,0.0,0.4698732021014619,0.0,-0.4698732021014619,STRESS_LT_FOLD_DISCREPANCY
652,Magnolia grandiflora,BA,A,E_OBSERVED,0.0,0.4698732021014619,0.0,-0.4698732021014619,STRESS_LT_FOLD_DISCREPANCY
652,Magnolia grandiflora,AB,B,E_P95,0.09261156421587981,0.4698732021014619,0.19709905523805923,-0.3772616378855821,STRESS_LT_FOLD_DISCREPANCY
652,Magnolia grandiflora,BA,A,E_P95,1.0,0.4698732021014619,2.1282337352451637,0.5301267978985381,STRESS_GT_FOLD_DISCREPANCY
652,Magnolia grandiflora,AB,B,E_EMPIRICAL_MAX,1.0,0.4698732021014619,2.1282337352451637,0.5301267978985381,STRESS_GT_FOLD_DISCREPANCY
652,Magnolia grandiflora,BA,A,E_EMPIRICAL_MAX,1.0,0.4698732021014619,2.1282337352451637,0.5301267978985381,STRESS_GT_FOLD_DISCREPANCY
654,Magnolia macrophylla,AB,B,E_OBSERVED,0.0,0.5637727426576268,0.0,-0.5637727426576268,STRESS_LT_FOLD_DISCREPANCY
654,Magnolia macrophylla,BA,A,E_OBSERVED,0.0,0.5637727426576268,0.0,-0.5637727426576268,STRESS_LT_FOLD_DISCREPANCY
654,Magnolia macrophylla,AB,B,E_P95,0.09261156421587981,0.5637727426576268,0.16427109224775316,-0.471161178441747,STRESS_LT_FOLD_DISCREPANCY
654,Magnolia macrophylla,BA,A,E_P95,1.0,0.5637727426576268,1.7737643634312583,0.4362272573423732,STRESS_GT_FOLD_DISCREPANCY
654,Magnolia macrophylla,AB,B,E_EMPIRICAL_MAX,1.0,0.5637727426576268,1.7737643634312583,0.4362272573423732,STRESS_GT_FOLD_DISCREPANCY
654,Magnolia macrophylla,BA,A,E_EMPIRICAL_MAX,1.0,0.5637727426576268,1.7737643634312583,0.4362272573423732,STRESS_GT_FOLD_DISCREPANCY
655,Magnolia fraseri,AB,B,E_OBSERVED,0.0,0.39226438784805734,0.0,-0.39226438784805734,STRESS_LT_FOLD_DISCREPANCY
655,Magnolia fraseri,BA,A,E_OBSERVED,0.0,0.39226438784805734,0.0,-0.39226438784805734,STRESS_LT_FOLD_DISCREPANCY
655,Magnolia fraseri,AB,B,E_P95,0.09261156421587981,0.39226438784805734,0.23609475416298223,-0.29965282363217755,STRESS_LT_FOLD_DISCREPANCY
655,Magnolia fraseri,BA,A,E_P95,1.0,0.39226438784805734,2.5493010096734747,0.6077356121519426,STRESS_GT_FOLD_DISCREPANCY
655,Magnolia fraseri,AB,B,E_EMPIRICAL_MAX,1.0,0.39226438784805734,2.5493010096734747,0.6077356121519426,STRESS_GT_FOLD_DISCREPANCY
655,Magnolia fraseri,BA,A,E_EMPIRICAL_MAX,1.0,0.39226438784805734,2.5493010096734747,0.6077356121519426,STRESS_GT_FOLD_DISCREPANCY
658,Magnolia tripetala,AB,B,E_OBSERVED,0.0,0.8953530859549531,0.0,-0.8953530859549531,STRESS_LT_FOLD_DISCREPANCY
658,Magnolia tripetala,BA,A,E_OBSERVED,0.0,0.8953530859549531,0.0,-0.8953530859549531,STRESS_LT_FOLD_DISCREPANCY
658,Magnolia tripetala,AB,B,E_P95,0.09261156421587981,0.8953530859549531,0.10343580166153497,-0.8027415217390733,STRESS_LT_FOLD_DISCREPANCY
658,Magnolia tripetala,BA,A,E_P95,1.0,0.8953530859549531,1.116877816904416,0.10464691404504689,STRESS_GT_FOLD_DISCREPANCY
658,Magnolia tripetala,AB,B,E_EMPIRICAL_MAX,1.0,0.8953530859549531,1.116877816904416,0.10464691404504689,STRESS_GT_FOLD_DISCREPANCY
658,Magnolia tripetala,BA,A,E_EMPIRICAL_MAX,1.0,0.8953530859549531,1.116877816904416,0.10464691404504689,STRESS_GT_FOLD_DISCREPANCY
662,Malus angustifolia,AB,B,E_OBSERVED,0.0,1.0,0.0,-1.0,STRESS_LT_FOLD_DISCREPANCY
662,Malus angustifolia,BA,A,E_OBSERVED,0.0,1.0,0.0,-1.0,STRESS_LT_FOLD_DISCREPANCY
662,Malus angustifolia,AB,B,E_P95,0.09261156421587981,1.0,0.09261156421587981,-0.9073884357841202,STRESS_LT_FOLD_DISCREPANCY
662,Malus angustifolia,BA,A,E_P95,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
662,Malus angustifolia,AB,B,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
662,Malus angustifolia,BA,A,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,STRESS_EQ_FOLD_DISCREPANCY
691,Nyssa aquatica,AB,B,E_OBSERVED,0.0,0.5649913626121272,0.0,-0.5649913626121272,STRESS_LT_FOLD_DISCREPANCY
691,Nyssa aquatica,BA,A,E_OBSERVED,0.0,0.5649913626121272,0.0,-0.5649913626121272,STRESS_LT_FOLD_DISCREPANCY
691,Nyssa aquatica,AB,B,E_P95,0.09261156421587981,0.5649913626121272,0.16391677881181815,-0.47237979839624744,STRESS_LT_FOLD_DISCREPANCY
