FIA_SPCD,accepted_scientific_name,stress_tier,AB_fold_B_envelope_tv,BA_fold_A_envelope_tv,max_direction_envelope_tv,abs_AB_minus_BA_envelope_tv,AB_fold_discrepancy_tv,max_stress_to_fold_discrepancy_ratio,comparison_class
655,Magnolia fraseri,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.39226438784805734,2.5493010096734747,POSITIVE_FOLD_DISCREPANCY
655,Magnolia fraseri,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.39226438784805734,2.5493010096734747,POSITIVE_FOLD_DISCREPANCY
658,Magnolia tripetala,E_OBSERVED,0.0,0.0,0.0,0.0,0.8953530859549531,0.0,POSITIVE_FOLD_DISCREPANCY
658,Magnolia tripetala,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.8953530859549531,1.116877816904416,POSITIVE_FOLD_DISCREPANCY
658,Magnolia tripetala,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.8953530859549531,1.116877816904416,POSITIVE_FOLD_DISCREPANCY
662,Malus angustifolia,E_OBSERVED,0.0,0.0,0.0,0.0,1.0,0.0,POSITIVE_FOLD_DISCREPANCY
662,Malus angustifolia,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,1.0,1.0,POSITIVE_FOLD_DISCREPANCY
662,Malus angustifolia,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,1.0,1.0,POSITIVE_FOLD_DISCREPANCY
691,Nyssa aquatica,E_OBSERVED,0.0,0.0,0.0,0.0,0.5649913626121272,0.0,POSITIVE_FOLD_DISCREPANCY
691,Nyssa aquatica,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.5649913626121272,1.7699385622050845,POSITIVE_FOLD_DISCREPANCY
691,Nyssa aquatica,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.5649913626121272,1.7699385622050845,POSITIVE_FOLD_DISCREPANCY
692,Nyssa ogeche,E_OBSERVED,0.0,0.0,0.0,0.0,0.6229778505336615,0.0,POSITIVE_FOLD_DISCREPANCY
692,Nyssa ogeche,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.6229778505336615,1.605193505906141,POSITIVE_FOLD_DISCREPANCY
692,Nyssa ogeche,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.6229778505336615,1.605193505906141,POSITIVE_FOLD_DISCREPANCY
694,Nyssa biflora,E_OBSERVED,0.0,0.0,0.0,0.0,0.36622842694913194,0.0,POSITIVE_FOLD_DISCREPANCY
694,Nyssa biflora,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.36622842694913194,2.7305362621097053,POSITIVE_FOLD_DISCREPANCY
694,Nyssa biflora,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.36622842694913194,2.7305362621097053,POSITIVE_FOLD_DISCREPANCY
711,Oxydendrum arboreum,E_OBSERVED,0.0,0.0,0.0,0.0,0.21732491252959366,0.0,POSITIVE_FOLD_DISCREPANCY
711,Oxydendrum arboreum,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.21732491252959366,4.601405280049647,POSITIVE_FOLD_DISCREPANCY
711,Oxydendrum arboreum,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.21732491252959366,4.601405280049647,POSITIVE_FOLD_DISCREPANCY
721,Persea borbonia,E_OBSERVED,0.0,0.0,0.0,0.0,0.5921604183762088,0.0,POSITIVE_FOLD_DISCREPANCY
721,Persea borbonia,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.5921604183762088,1.6887315817935746,POSITIVE_FOLD_DISCREPANCY
721,Persea borbonia,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.5921604183762088,1.6887315817935746,POSITIVE_FOLD_DISCREPANCY
722,Planera aquatica,E_OBSERVED,0.0,0.0,0.0,0.0,0.7404502523578109,0.0,POSITIVE_FOLD_DISCREPANCY
722,Planera aquatica,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.7404502523578109,1.350529622774395,POSITIVE_FOLD_DISCREPANCY
722,Planera aquatica,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.7404502523578109,1.350529622774395,POSITIVE_FOLD_DISCREPANCY
806,Quercus coccinea,E_OBSERVED,0.0,0.0,0.0,0.0,0.30206961695990914,0.0,POSITIVE_FOLD_DISCREPANCY
806,Quercus coccinea,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.30206961695990914,3.310495143683122,POSITIVE_FOLD_DISCREPANCY
806,Quercus coccinea,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.30206961695990914,3.310495143683122,POSITIVE_FOLD_DISCREPANCY
807,Quercus douglasii,E_OBSERVED,0.0,0.0,0.0,0.0,0.326020554603741,0.0,POSITIVE_FOLD_DISCREPANCY
807,Quercus douglasii,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.326020554603741,3.067291267004443,POSITIVE_FOLD_DISCREPANCY
807,Quercus douglasii,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.326020554603741,3.067291267004443,POSITIVE_FOLD_DISCREPANCY
812,Quercus falcata,E_OBSERVED,0.0,0.0,0.0,0.0,0.2949401957855577,0.0,POSITIVE_FOLD_DISCREPANCY
812,Quercus falcata,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.2949401957855577,3.390517855108059,POSITIVE_FOLD_DISCREPANCY
812,Quercus falcata,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.2949401957855577,3.390517855108059,POSITIVE_FOLD_DISCREPANCY
813,Quercus pagoda,E_OBSERVED,0.0,0.0,0.0,0.0,0.3877161824433162,0.0,POSITIVE_FOLD_DISCREPANCY
813,Quercus pagoda,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.3877161824433162,2.579206247462212,POSITIVE_FOLD_DISCREPANCY
813,Quercus pagoda,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.3877161824433162,2.579206247462212,POSITIVE_FOLD_DISCREPANCY
817,Quercus imbricaria,E_OBSERVED,0.0,0.0,0.0,0.0,0.48489513680205837,0.0,POSITIVE_FOLD_DISCREPANCY
817,Quercus imbricaria,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.48489513680205837,2.062301566056364,POSITIVE_FOLD_DISCREPANCY
817,Quercus imbricaria,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.48489513680205837,2.062301566056364,POSITIVE_FOLD_DISCREPANCY
819,Quercus laevis,E_OBSERVED,0.0,0.0,0.0,0.0,0.4690033143979371,0.0,POSITIVE_FOLD_DISCREPANCY
819,Quercus laevis,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.4690033143979371,2.1321810940370587,POSITIVE_FOLD_DISCREPANCY
819,Quercus laevis,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.4690033143979371,2.1321810940370587,POSITIVE_FOLD_DISCREPANCY
820,Quercus laurifolia,E_OBSERVED,0.0,0.0,0.0,0.0,0.32567806450872944,0.0,POSITIVE_FOLD_DISCREPANCY
820,Quercus laurifolia,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.32567806450872944,3.0705168968271,POSITIVE_FOLD_DISCREPANCY
820,Quercus laurifolia,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.32567806450872944,3.0705168968271,POSITIVE_FOLD_DISCREPANCY
821,Quercus lobata,E_OBSERVED,0.0,0.0,0.0,0.0,0.8238468283076338,0.0,POSITIVE_FOLD_DISCREPANCY
821,Quercus lobata,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.8238468283076338,1.2138178671564765,POSITIVE_FOLD_DISCREPANCY
821,Quercus lobata,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.8238468283076338,1.2138178671564765,POSITIVE_FOLD_DISCREPANCY
822,Quercus lyrata,E_OBSERVED,0.0,0.0,0.0,0.0,0.5274976537568068,0.0,POSITIVE_FOLD_DISCREPANCY
822,Quercus lyrata,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.5274976537568068,1.8957430291453614,POSITIVE_FOLD_DISCREPANCY
822,Quercus lyrata,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.5274976537568068,1.8957430291453614,POSITIVE_FOLD_DISCREPANCY
824,Quercus marilandica,E_OBSERVED,0.0,0.0,0.0,0.0,0.4188379864199515,0.0,POSITIVE_FOLD_DISCREPANCY
824,Quercus marilandica,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.4188379864199515,2.3875580353815886,POSITIVE_FOLD_DISCREPANCY
824,Quercus marilandica,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.4188379864199515,2.3875580353815886,POSITIVE_FOLD_DISCREPANCY
827,Quercus nigra,E_OBSERVED,0.0,0.0,0.0,0.0,0.21970860420380892,0.0,POSITIVE_FOLD_DISCREPANCY
827,Quercus nigra,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.21970860420380892,4.55148310474162,POSITIVE_FOLD_DISCREPANCY
827,Quercus nigra,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.21970860420380892,4.55148310474162,POSITIVE_FOLD_DISCREPANCY
828,Quercus texana,E_OBSERVED,0.0,0.0,0.0,0.0,0.5723689625929858,0.0,POSITIVE_FOLD_DISCREPANCY
828,Quercus texana,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.5723689625929858,1.7471247837578934,POSITIVE_FOLD_DISCREPANCY
828,Quercus texana,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.5723689625929858,1.7471247837578934,POSITIVE_FOLD_DISCREPANCY
831,Quercus phellos,E_OBSERVED,0.0,0.0,0.0,0.0,0.441253381668035,0.0,POSITIVE_FOLD_DISCREPANCY
831,Quercus phellos,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.441253381668035,2.266271583505558,POSITIVE_FOLD_DISCREPANCY
831,Quercus phellos,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.441253381668035,2.266271583505558,POSITIVE_FOLD_DISCREPANCY
835,Quercus stellata,E_OBSERVED,0.0,0.0,0.0,0.0,0.24199009430370394,0.0,POSITIVE_FOLD_DISCREPANCY
835,Quercus stellata,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.24199009430370394,4.132400554978807,POSITIVE_FOLD_DISCREPANCY
835,Quercus stellata,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.24199009430370394,4.132400554978807,POSITIVE_FOLD_DISCREPANCY
836,Quercus similis,E_OBSERVED,0.0,0.0,0.0,0.0,1.0,0.0,POSITIVE_FOLD_DISCREPANCY
836,Quercus similis,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,1.0,1.0,POSITIVE_FOLD_DISCREPANCY
836,Quercus similis,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,1.0,1.0,POSITIVE_FOLD_DISCREPANCY
838,Quercus virginiana,E_OBSERVED,0.0,0.0,0.0,0.0,0.24905935057685316,0.0,POSITIVE_FOLD_DISCREPANCY
838,Quercus virginiana,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.24905935057685316,4.015107233211171,POSITIVE_FOLD_DISCREPANCY
838,Quercus virginiana,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.24905935057685316,4.015107233211171,POSITIVE_FOLD_DISCREPANCY
840,Quercus margaretta,E_OBSERVED,0.0,0.0,0.0,0.0,0.7625436377650359,0.0,POSITIVE_FOLD_DISCREPANCY
840,Quercus margaretta,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.7625436377650359,1.311400358582668,POSITIVE_FOLD_DISCREPANCY
840,Quercus margaretta,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.7625436377650359,1.311400358582668,POSITIVE_FOLD_DISCREPANCY
841,Quercus minima,E_OBSERVED,0.0,0.0,0.0,0.0,0.6154792909010098,0.0,POSITIVE_FOLD_DISCREPANCY
841,Quercus minima,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.6154792909010098,1.624750035920923,POSITIVE_FOLD_DISCREPANCY
841,Quercus minima,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.6154792909010098,1.624750035920923,POSITIVE_FOLD_DISCREPANCY
842,Quercus incana,E_OBSERVED,0.0,0.0,0.0,0.0,0.7869390546269116,0.0,POSITIVE_FOLD_DISCREPANCY
842,Quercus incana,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.7869390546269116,1.2707464372499606,POSITIVE_FOLD_DISCREPANCY
842,Quercus incana,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.7869390546269116,1.2707464372499606,POSITIVE_FOLD_DISCREPANCY
851,Quercus graciliformis,E_OBSERVED,0.0,0.0,0.0,0.0,1.0,0.0,POSITIVE_FOLD_DISCREPANCY
851,Quercus graciliformis,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,1.0,1.0,POSITIVE_FOLD_DISCREPANCY
851,Quercus graciliformis,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,1.0,1.0,POSITIVE_FOLD_DISCREPANCY
870,Styphnolobium affine,E_OBSERVED,0.0,0.0,0.0,0.0,0.7316130968926422,0.0,POSITIVE_FOLD_DISCREPANCY
870,Styphnolobium affine,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.7316130968926422,1.366842671689817,POSITIVE_FOLD_DISCREPANCY
870,Styphnolobium affine,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.7316130968926422,1.366842671689817,POSITIVE_FOLD_DISCREPANCY
901,Robinia pseudoacacia,E_OBSERVED,0.0,0.0,0.0,0.0,0.5361488233422997,0.0,POSITIVE_FOLD_DISCREPANCY
901,Robinia pseudoacacia,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.5361488233422997,1.8651537716078477,POSITIVE_FOLD_DISCREPANCY
901,Robinia pseudoacacia,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.5361488233422997,1.8651537716078477,POSITIVE_FOLD_DISCREPANCY
971,Ulmus alata,E_OBSERVED,0.0,0.0,0.0,0.0,0.26731342333972874,0.0,POSITIVE_FOLD_DISCREPANCY
971,Ulmus alata,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.26731342333972874,3.7409269893981327,POSITIVE_FOLD_DISCREPANCY
971,Ulmus alata,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.26731342333972874,3.7409269893981327,POSITIVE_FOLD_DISCREPANCY
996,Cotinus obovatus,E_OBSERVED,0.0,0.0,0.0,0.0,0.6526703908702783,0.0,POSITIVE_FOLD_DISCREPANCY
996,Cotinus obovatus,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.6526703908702783,1.5321669467287895,POSITIVE_FOLD_DISCREPANCY
996,Cotinus obovatus,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.6526703908702783,1.5321669467287895,POSITIVE_FOLD_DISCREPANCY
6768,Quercus arkansana,E_OBSERVED,0.0,0.0,0.0,0.0,NA,NA,ZERO_FOLD_DISCREPANCY_RATIO_UNDEFINED
6768,Quercus arkansana,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,NA,NA,ZERO_FOLD_DISCREPANCY_RATIO_UNDEFINED
6768,Quercus arkansana,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,NA,NA,ZERO_FOLD_DISCREPANCY_RATIO_UNDEFINED
6782,Quercus georgiana,E_OBSERVED,0.0,0.0,0.0,0.0,1.0,0.0,POSITIVE_FOLD_DISCREPANCY
6782,Quercus georgiana,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,1.0,1.0,POSITIVE_FOLD_DISCREPANCY
6782,Quercus georgiana,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,1.0,1.0,POSITIVE_FOLD_DISCREPANCY
6791,Quercus myrtifolia,E_OBSERVED,0.0,0.0,0.0,0.0,0.6068498622769661,0.0,POSITIVE_FOLD_DISCREPANCY
6791,Quercus myrtifolia,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.6068498622769661,1.6478540445702536,POSITIVE_FOLD_DISCREPANCY
6791,Quercus myrtifolia,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.6068498622769661,1.6478540445702536,POSITIVE_FOLD_DISCREPANCY
8345,Prunus caroliniana,E_OBSERVED,0.0,0.0,0.0,0.0,1.0,0.0,POSITIVE_FOLD_DISCREPANCY
8345,Prunus caroliniana,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,1.0,1.0,POSITIVE_FOLD_DISCREPANCY
8345,Prunus caroliniana,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,1.0,1.0,POSITIVE_FOLD_DISCREPANCY
8441,Quercus geminata,E_OBSERVED,0.0,0.0,0.0,0.0,0.6819748579519743,0.0,POSITIVE_FOLD_DISCREPANCY
8441,Quercus geminata,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.6819748579519743,1.4663297163227995,POSITIVE_FOLD_DISCREPANCY
8441,Quercus geminata,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.6819748579519743,1.4663297163227995,POSITIVE_FOLD_DISCREPANCY
8449,Quercus hemisphaerica,E_OBSERVED,0.0,0.0,0.0,0.0,0.684049752081738,0.0,POSITIVE_FOLD_DISCREPANCY
8449,Quercus hemisphaerica,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.684049752081738,1.4618819712407536,POSITIVE_FOLD_DISCREPANCY
8449,Quercus hemisphaerica,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.684049752081738,1.4618819712407536,POSITIVE_FOLD_DISCREPANCY
8513,Quercus buckleyi,E_OBSERVED,0.0,0.0,0.0,0.0,0.33551211487381416,0.0,POSITIVE_FOLD_DISCREPANCY
8513,Quercus buckleyi,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,0.33551211487381416,2.9805183052066515,POSITIVE_FOLD_DISCREPANCY
8513,Quercus buckleyi,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,0.33551211487381416,2.9805183052066515,POSITIVE_FOLD_DISCREPANCY
8860,Vaccinium arboreum,E_OBSERVED,0.0,0.0,0.0,0.0,NA,NA,ZERO_FOLD_DISCREPANCY_RATIO_UNDEFINED
8860,Vaccinium arboreum,E_P95,0.09261156421587981,1.0,1.0,0.9073884357841202,NA,NA,ZERO_FOLD_DISCREPANCY_RATIO_UNDEFINED
8860,Vaccinium arboreum,E_EMPIRICAL_MAX,1.0,1.0,1.0,0.0,NA,NA,ZERO_FOLD_DISCREPANCY_RATIO_UNDEFINED
